gene	ucmc_mean	ucmc_median	ucmc_prevalence	zch_mean	zch_median	zch_prevalence	log2_fold_change	pvalue	mann_whitney_stat	fdr	significant_p005	significant_fdr005	significant_fdr01
inlK	0.05649723773869347	0.0134079	62.8140703517588	0.05753425013333333	0.00916935	57.333333333333336	0.009528331617351057	0.22249194158896524	16028.0	0.9973896125000954	False	False	False
seb	0.07508568040201005	0.0	23.115577889447238	0.04221582133333333	0.0	18.666666666666668	-0.29997912409022937	0.2713423735195247	15659.0	0.9973896125000954	False	False	False
splB	2.203847068341708	0.0	49.74874371859296	1.2551602866666665	0.0	44.0	-0.7655814505882875	0.2834785285029545	15850.0	0.9973896125000954	False	False	False
abaF	0.27757714638190956	0.0106893	51.75879396984925	0.31696764960000007	0.0168173	57.333333333333336	0.14316401132241074	0.3353409217729888	14070.0	0.9973896125000954	False	False	False
selX	1.3239672798994975	0.0	40.7035175879397	0.9453832933333333	0.0	36.0	-0.44588398791743594	0.345246755814246	15698.0	0.9973896125000954	False	False	False
virF_Yersin	0.2248207050251256	0.0	24.120603015075375	0.046148221333333336	0.0	20.0	-1.1522113258410194	0.3465411112607555	15566.0	0.9973896125000954	False	False	False
aggC	1.2425477526130655	0.0178153	58.79396984924623	1.4064204132000002	0.076473	62.66666666666667	0.1661510510271725	0.35580588743248454	14090.0	0.9973896125000954	False	False	False
aafC	1.7464015513065325	0.0608426	58.79396984924623	1.944014248	0.165492	62.66666666666667	0.146688911538979	0.3733633670086913	14120.0	0.9973896125000954	False	False	False
merT_pI258	0.27312311557788943	0.0	0.5025125628140703	0.0	0.0	0.0	-1.8996517402044473	0.38846159332869745	15000.0	0.9973896125000954	False	False	False
blaEC-5	9.117421737688442	0.036516	57.78894472361809	10.050507134666669	0.0498199	61.33333333333333	0.13911664143327487	0.40866808312737346	14180.0	0.9973896125000954	False	False	False
blaEC-8	9.033124184924624	0.036516	57.78894472361809	9.937763273333333	0.0498199	61.33333333333333	0.13625747251020706	0.40992807867284375	14182.0	0.9973896125000954	False	False	False
blaEC	9.111429770351759	0.0412652	57.78894472361809	10.110605473333335	0.0498199	61.33333333333333	0.1485714087843454	0.41119038083435067	14184.0	0.9973896125000954	False	False	False
arsC_gluta	38.42567707587939	4.77859	85.42713567839196	43.56173972266666	6.31127	89.33333333333333	0.1805493044948239	0.41698077643239695	14168.0	0.9973896125000954	False	False	False
gamma-1	0.024322528140703518	0.0	13.06532663316583	0.03185138666666667	0.0	16.0	0.08482499710011099	0.4332075931043379	14479.0	0.9973896125000954	False	False	False
lambda-2	0.024319532160804017	0.0	13.06532663316583	0.03164703133333333	0.0	16.0	0.08262200897219504	0.43734883944694725	14483.0	0.9973896125000954	False	False	False
aggD	2.967332514070352	0.293379	60.30150753768844	3.408567893333333	0.46755	64.0	0.19389770949063267	0.46707912269549734	14265.0	0.9973896125000954	False	False	False
sed	0.37723577939698494	0.0	27.63819095477387	0.332713988	0.0	24.0	-0.14128845068501383	0.4699329967720135	15446.0	0.9973896125000954	False	False	False
gyrA	0.025438572110552768	0.0	19.597989949748744	0.03316180426666667	0.0	22.666666666666664	0.08619928121355452	0.4913261923469444	14468.0	0.9973896125000954	False	False	False
selV	1.0908131120603015	0.0	35.175879396984925	0.7769752146666665	0.0	32.0	-0.4413390378277355	0.49741369943441716	15459.0	0.9973896125000954	False	False	False
adeE	16.135387990301506	3.08019	94.47236180904522	17.579991624666665	4.42462	93.33333333333333	0.12297572900323124	0.4998287460120062	14295.0	0.9973896125000954	False	False	False
tbtA	6.028030219095478	0.915632	82.91457286432161	6.529401556	1.76119	85.33333333333334	0.11345523078210269	0.5010371736644832	14298.0	0.9973896125000954	False	False	False
merC	2.8611057366834167	0.0	25.628140703517587	2.4551046280000004	0.0	22.666666666666664	-0.21275363919155352	0.5013123215787006	15398.0	0.9973896125000954	False	False	False
emhB	22.455058479396985	3.25125	94.47236180904522	23.628315566666668	6.25672	94.66666666666667	0.07315866307011727	0.5073625066413934	14306.0	0.9973896125000954	False	False	False
sec2	0.0707930391959799	0.0	24.120603015075375	0.04379231199999999	0.0	21.333333333333336	-0.24826263528706796	0.5129091220374622	15375.0	0.9973896125000954	False	False	False
tbtM	2.136926663115578	0.47547	81.90954773869346	2.1261966013333335	0.764048	84.0	-0.006936952367059537	0.5132160087876463	14316.0	0.9973896125000954	False	False	False
splE	0.99632768040201	0.0	49.74874371859296	0.6008902253333332	0.0	46.666666666666664	-0.6454186589931253	0.5178138343826136	15486.0	0.9973896125000954	False	False	False
mrdH	6.899720641708542	0.794958	79.39698492462311	7.6157947266666675	1.50236	81.33333333333333	0.14051741664021786	0.522403006902203	14330.0	0.9973896125000954	False	False	False
seh	0.008534475376884421	0.0	13.5678391959799	0.009710556	0.0	16.0	0.01554896435551218	0.5225978953914748	14558.0	0.9973896125000954	False	False	False
ttgR	2.261948584924623	0.274976	69.84924623115577	2.415293376	0.376801	73.33333333333333	0.09074912092736397	0.5232858688722998	14336.0	0.9973896125000954	False	False	False
ariR	12.869356535678392	1.19632	64.321608040201	13.981257144	1.86133	66.66666666666666	0.11866923720249821	0.52578758875089	14345.0	0.9973896125000954	False	False	False
eatA	0.1161507320603015	0.0102398	66.33165829145729	0.10881477733333333	0.00904962	62.66666666666667	-0.04981391069452515	0.5260491181077627	15504.0	0.9973896125000954	False	False	False
ncrC	9.822448101507538	1.27186	79.39698492462311	11.014359223999998	1.63302	81.33333333333333	0.16365675861715281	0.5308333709704409	14342.0	0.9973896125000954	False	False	False
