sample_name	species	likely_resistant	fq_resistance_mutations	qrdr_mutations	genes_affected
N17_1_2	Streptococcus_pneumoniae	False	0	115	gyrA,gyrB,parC,parE
N17_1_3	Enterococcus_faecalis	False	0	97	gyrA,gyrB,parC,parE
N17_1_3	Enterococcus_faecium	False	0	136	gyrA,gyrB,parC,parE
N17_1_3	Escherichia_coli	False	0	232	gyrA,gyrB,parC,parE
N17_1_3	Klebsiella_oxytoca	True	7	170	gyrA,gyrB,parC,parE
N17_1_3	Klebsiella_pneumoniae	True	1	96	gyrA,gyrB,parE
N17_1_3	Pseudomonas_aeruginosa	False	0	45	gyrA,gyrB,parC,parE
N17_1_3	Staphylococcus_aureus	False	0	293	gyrA,gyrB,parC,parE
N17_1_3	Streptococcus_mitis	False	0	17	gyrA,gyrB,parC,parE
N17_1_3	Streptococcus_oralis	False	0	27	gyrA,gyrB,parC,parE
N17_1_3	Streptococcus_pneumoniae	False	0	34	gyrA,gyrB,parC,parE
N17_1_4	Enterococcus_faecalis	False	0	47	gyrA,gyrB,parE
N17_1_4	Enterococcus_faecium	False	0	27	gyrA,gyrB,parC,parE
N17_1_4	Escherichia_coli	True	3	309	gyrA,gyrB,parC,parE
N17_1_4	Klebsiella_oxytoca	False	0	337	gyrA,gyrB,parC,parE
N17_1_4	Klebsiella_pneumoniae	True	1	136	gyrA,gyrB,parE
N17_1_4	Pseudomonas_aeruginosa	True	3	60	gyrA,gyrB,parC,parE
N17_1_4	Staphylococcus_aureus	True	5	251	gyrA,gyrB,parC,parE
N17_1_4	Streptococcus_mitis	False	0	21	gyrA,parC,parE
N17_1_4	Streptococcus_oralis	False	0	24	gyrA,gyrB,parC,parE
N17_1_4	Streptococcus_pneumoniae	False	0	26	gyrA,gyrB,parC,parE
N17_2_2	Enterococcus_faecalis	False	0	32	gyrA,gyrB,parE
N17_2_2	Enterococcus_faecium	False	0	13	gyrA,gyrB,parC,parE
N17_2_2	Escherichia_coli	False	0	35	gyrA,gyrB,parC,parE
N17_2_2	Klebsiella_oxytoca	False	0	19	gyrA,gyrB,parC,parE
N17_2_2	Klebsiella_pneumoniae	False	0	23	gyrA,gyrB,parE
N17_2_2	Pseudomonas_aeruginosa	False	0	86	gyrA,gyrB,parC,parE
N17_2_2	Staphylococcus_aureus	False	0	107	gyrA,gyrB,parC,parE
N17_2_2	Streptococcus_mitis	False	0	0	gyrA,gyrB,parC,parE
N17_2_2	Streptococcus_oralis	False	0	46	gyrA,gyrB,parC,parE
N17_2_2	Streptococcus_pneumoniae	False	0	45	gyrA,gyrB,parC,parE
N17_2_3	Enterococcus_faecalis	False	0	49	gyrA,gyrB,parC,parE
N17_2_3	Enterococcus_faecium	False	0	24	gyrA,gyrB,parC,parE
N17_2_3	Escherichia_coli	True	1	98	gyrA,gyrB,parC,parE
N17_2_3	Klebsiella_oxytoca	False	0	35	gyrA,gyrB,parC,parE
N17_2_3	Klebsiella_pneumoniae	True	4	67	gyrA,gyrB,parE
N17_2_3	Pseudomonas_aeruginosa	False	0	84	gyrA,gyrB,parC,parE
N17_2_3	Staphylococcus_aureus	True	15	195	gyrA,gyrB,parC,parE
N17_2_3	Streptococcus_mitis	True	6	26	gyrA,gyrB,parC,parE
N17_2_3	Streptococcus_oralis	True	6	66	gyrA,gyrB,parC,parE
N17_2_3	Streptococcus_pneumoniae	False	0	35	gyrA,gyrB,parC,parE
N17_2_4	Enterococcus_faecalis	True	1	5	gyrA,gyrB,parC,parE
N17_2_4	Enterococcus_faecium	False	0	6	gyrA,gyrB,parE
N17_2_4	Escherichia_coli	False	0	17	gyrA,gyrB,parC,parE
N17_2_4	Klebsiella_oxytoca	False	0	6	gyrA,gyrB,parC,parE
N17_2_4	Klebsiella_pneumoniae	True	1	7	gyrA,gyrB,parE
N17_2_4	Pseudomonas_aeruginosa	False	0	1	gyrA,gyrB
N17_2_4	Staphylococcus_aureus	False	0	17	gyrA,gyrB,parC
N17_2_4	Streptococcus_mitis	False	0	2	gyrA,parE
N17_2_4	Streptococcus_oralis	False	0	4	gyrA,gyrB,parE
N17_2_4	Streptococcus_pneumoniae	False	0	6	gyrA,gyrB,parE
N18_1_2	Enterococcus_faecalis	False	0	19	gyrA,gyrB,parC,parE
N18_1_2	Enterococcus_faecium	False	0	2	gyrA,parC,parE
N18_1_2	Escherichia_coli	False	0	37	gyrA,gyrB,parE
N18_1_2	Klebsiella_oxytoca	False	0	0	gyrA,gyrB,parC,parE
N18_1_2	Klebsiella_pneumoniae	False	0	31	gyrA,gyrB,parE
N18_1_2	Pseudomonas_aeruginosa	False	0	121	gyrA,gyrB,parC,parE
N18_1_2	Staphylococcus_aureus	True	1	146	gyrA,gyrB,parC,parE
N18_1_2	Streptococcus_mitis	False	0	0	gyrA,gyrB,parC,parE
N18_1_2	Streptococcus_oralis	False	0	55	gyrA,gyrB,parC,parE
N18_1_2	Streptococcus_pneumoniae	False	0	37	gyrA,gyrB,parC,parE
N18_1_3	Enterococcus_faecalis	False	0	13	gyrA,gyrB,parC,parE
N18_1_3	Enterococcus_faecium	False	0	9	gyrA,gyrB,parC,parE
N18_1_3	Escherichia_coli	False	0	3	gyrA,gyrB,parE
N18_1_3	Klebsiella_oxytoca	False	0	0	gyrA,gyrB,parC
N18_1_3	Klebsiella_pneumoniae	False	0	0	gyrB
N18_1_3	Pseudomonas_aeruginosa	False	0	12	gyrA,gyrB,parC,parE
N18_1_3	Staphylococcus_aureus	True	3	48	gyrA,gyrB,parC,parE
N18_1_3	Streptococcus_mitis	False	0	4	gyrA,gyrB,parC,parE
N18_1_3	Streptococcus_oralis	False	0	8	gyrA,gyrB,parC,parE
N18_1_3	Streptococcus_pneumoniae	False	0	13	gyrA,gyrB,parC,parE
N18_1_4	Enterococcus_faecalis	True	1	488	gyrA,gyrB,parC,parE
N18_1_4	Enterococcus_faecium	True	1	1360	gyrA,gyrB,parC,parE
N18_1_4	Escherichia_coli	False	0	59	gyrA,gyrB,parC,parE
N18_1_4	Klebsiella_oxytoca	False	0	61	gyrA,gyrB,parC,parE
N18_1_4	Klebsiella_pneumoniae	False	0	11	gyrA,gyrB,parE
N18_1_4	Pseudomonas_aeruginosa	True	1	38	gyrA,gyrB,parC,parE
N18_1_4	Staphylococcus_aureus	True	218	960	gyrA,gyrB,parC,parE
N18_1_4	Streptococcus_mitis	False	0	458	gyrA,gyrB,parC,parE
N18_1_4	Streptococcus_oralis	True	1	608	gyrA,gyrB,parC,parE
N18_1_4	Streptococcus_pneumoniae	False	0	458	gyrA,gyrB,parC,parE
N18_2_2	Enterococcus_faecalis	False	0	145	gyrA,gyrB,parC,parE
N18_2_2	Enterococcus_faecium	False	0	12	gyrA,gyrB,parE
N18_2_2	Escherichia_coli	False	0	137	gyrA,gyrB,parC,parE
N18_2_2	Klebsiella_oxytoca	False	0	10	gyrA,gyrB,parC,parE
N18_2_2	Klebsiella_pneumoniae	False	0	121	gyrA,gyrB,parE
N18_2_2	Pseudomonas_aeruginosa	False	0	470	gyrA,gyrB,parE
N18_2_2	Staphylococcus_aureus	True	5	492	gyrA,gyrB,parC,parE
N18_2_2	Streptococcus_mitis	False	0	4	gyrA,gyrB,parC,parE
N18_2_2	Streptococcus_oralis	False	0	602	gyrA,gyrB,parC,parE
N18_2_2	Streptococcus_pneumoniae	False	0	404	gyrA,gyrB,parC,parE
N18_2_3	Enterococcus_faecalis	False	0	7	gyrA,gyrB,parC,parE
N18_2_3	Enterococcus_faecium	False	0	3	gyrA,parC,parE
N18_2_3	Escherichia_coli	False	0	4	gyrA,gyrB,parC,parE
N18_2_3	Klebsiella_oxytoca	False	0	2	gyrA,gyrB,parC,parE
N18_2_3	Klebsiella_pneumoniae	False	0	2	gyrA,gyrB,parE
N18_2_3	Pseudomonas_aeruginosa	False	0	0	gyrB,parC
N18_2_3	Staphylococcus_aureus	True	1	3	gyrA,gyrB,parC,parE
N18_2_3	Streptococcus_mitis	False	0	0	gyrA,gyrB,parE
N18_2_3	Streptococcus_oralis	False	0	3	gyrA,gyrB,parE
N18_2_3	Streptococcus_pneumoniae	False	0	2	gyrA,gyrB,parE
N18_2_4	Enterococcus_faecalis	False	0	0	gyrA,gyrB,parC,parE
N18_2_4	Enterococcus_faecium	False	0	0	gyrA,parC,parE
N18_2_4	Escherichia_coli	False	0	12	gyrA,gyrB,parC,parE
N18_2_4	Klebsiella_oxytoca	False	0	5	gyrA,gyrB,parC,parE
N18_2_4	Klebsiella_pneumoniae	False	0	0	gyrA,gyrB,parE
N18_2_4	Pseudomonas_aeruginosa	False	0	6	gyrA,gyrB,parE
N18_2_4	Staphylococcus_aureus	False	0	21	gyrA,gyrB,parE
N18_2_4	Streptococcus_mitis	False	0	6	gyrA,parE
N18_2_4	Streptococcus_oralis	False	0	6	gyrA,parC,parE
N18_2_4	Streptococcus_pneumoniae	False	0	6	gyrA,gyrB,parE
N19_1_2	Enterococcus_faecalis	False	0	175	gyrA,gyrB,parC,parE
N19_1_2	Enterococcus_faecium	False	0	23	gyrA,gyrB,parC,parE
N19_1_2	Escherichia_coli	False	0	207	gyrA,gyrB,parC,parE
N19_1_2	Klebsiella_oxytoca	False	0	3	gyrA,gyrB,parC,parE
N19_1_2	Klebsiella_pneumoniae	False	0	198	gyrA,gyrB,parE
N19_1_2	Pseudomonas_aeruginosa	False	0	827	gyrA,gyrB,parC,parE
N19_1_2	Staphylococcus_aureus	True	20	762	gyrA,gyrB,parC,parE
N19_1_2	Streptococcus_mitis	False	0	2	gyrA,gyrB,parC,parE
N19_1_2	Streptococcus_oralis	False	0	533	gyrA,gyrB,parC,parE
N19_1_2	Streptococcus_pneumoniae	False	0	351	gyrA,gyrB,parC,parE
N19_1_3	Enterococcus_faecalis	False	0	3	gyrA,gyrB,parC,parE
N19_1_3	Enterococcus_faecium	False	0	12	gyrA,gyrB
N19_1_3	Escherichia_coli	False	0	105	gyrA,gyrB,parC,parE
N19_1_3	Klebsiella_oxytoca	True	3	45	gyrA,gyrB,parC,parE
N19_1_3	Klebsiella_pneumoniae	False	0	71	gyrA,gyrB,parE
N19_1_3	Pseudomonas_aeruginosa	False	0	37	gyrA,gyrB,parC,parE
N19_1_3	Staphylococcus_aureus	True	5	38	gyrA,gyrB,parC,parE
N19_1_3	Streptococcus_mitis	False	0	1	gyrA,gyrB,parC
N19_1_3	Streptococcus_oralis	False	0	4	gyrA,gyrB
N19_1_3	Streptococcus_pneumoniae	False	0	1	gyrA,gyrB,parC
N19_1_4	Enterococcus_faecalis	True	1	25	gyrA,gyrB,parC,parE
N19_1_4	Enterococcus_faecium	True	1	129	gyrA,gyrB,parC,parE
N19_1_4	Escherichia_coli	True	4	465	gyrA,gyrB,parC,parE
N19_1_4	Klebsiella_oxytoca	False	0	270	gyrA,gyrB,parC,parE
N19_1_4	Klebsiella_pneumoniae	True	3	300	gyrA,gyrB,parE
N19_1_4	Pseudomonas_aeruginosa	False	0	287	gyrA,gyrB,parC,parE
N19_1_4	Staphylococcus_aureus	True	15	60	gyrA,gyrB,parC,parE
N19_1_4	Streptococcus_mitis	False	0	41	gyrA,gyrB,parC,parE
N19_1_4	Streptococcus_oralis	False	0	60	gyrA,gyrB,parC,parE
N19_1_4	Streptococcus_pneumoniae	False	0	44	gyrA,gyrB,parC,parE
N19_2_2	Enterococcus_faecalis	False	0	242	gyrA,gyrB,parC,parE
N19_2_2	Enterococcus_faecium	False	0	13	gyrA,gyrB,parC,parE
N19_2_2	Escherichia_coli	False	0	134	gyrA,gyrB,parC,parE
N19_2_2	Klebsiella_oxytoca	False	0	12	gyrA,gyrB,parC,parE
N19_2_2	Klebsiella_pneumoniae	False	0	106	gyrA,gyrB,parE
N19_2_2	Pseudomonas_aeruginosa	False	0	708	gyrA,gyrB,parC,parE
N19_2_2	Staphylococcus_aureus	True	12	662	gyrA,gyrB,parC,parE
N19_2_2	Streptococcus_mitis	False	0	6	gyrA,gyrB,parC,parE
N19_2_2	Streptococcus_oralis	False	0	686	gyrA,gyrB,parC,parE
N19_2_2	Streptococcus_pneumoniae	False	0	498	gyrA,gyrB,parC,parE
N19_2_3	Enterococcus_faecalis	True	1	270	gyrA,gyrB,parC,parE
N19_2_3	Enterococcus_faecium	True	1	403	gyrA,gyrB,parC,parE
N19_2_3	Escherichia_coli	False	0	99	gyrA,gyrB,parC,parE
N19_2_3	Klebsiella_oxytoca	True	1	25	gyrA,gyrB,parC,parE
N19_2_3	Klebsiella_pneumoniae	True	1	67	gyrA,gyrB,parE
N19_2_3	Pseudomonas_aeruginosa	False	0	228	gyrA,gyrB,parC,parE
N19_2_3	Staphylococcus_aureus	True	109	1229	gyrA,gyrB,parC,parE
N19_2_3	Streptococcus_mitis	True	6	165	gyrA,gyrB,parC,parE
N19_2_3	Streptococcus_oralis	True	3	466	gyrA,gyrB,parC,parE
N19_2_3	Streptococcus_pneumoniae	False	0	355	gyrA,gyrB,parC,parE
N19_2_4	Enterococcus_faecalis	True	1	35	gyrA,gyrB,parC,parE
N19_2_4	Enterococcus_faecium	True	1	37	gyrA,gyrB,parC,parE
N19_2_4	Escherichia_coli	False	0	94	gyrA,gyrB,parC,parE
N19_2_4	Klebsiella_oxytoca	False	0	40	gyrA,gyrB,parC,parE
N19_2_4	Klebsiella_pneumoniae	True	1	37	gyrA,gyrB,parE
N19_2_4	Pseudomonas_aeruginosa	False	0	18	gyrA,gyrB,parC,parE
N19_2_4	Staphylococcus_aureus	True	2	116	gyrA,gyrB,parC,parE
N19_2_4	Streptococcus_mitis	False	0	15	gyrA,gyrB,parC,parE
N19_2_4	Streptococcus_oralis	False	0	23	gyrA,gyrB,parC,parE
N19_2_4	Streptococcus_pneumoniae	False	0	23	gyrA,gyrB,parC,parE
N20_1_2	Enterococcus_faecalis	False	0	24	gyrA,gyrB,parE
N20_1_2	Enterococcus_faecium	False	0	13	gyrA,gyrB
N20_1_2	Escherichia_coli	False	0	23	gyrA,gyrB,parC,parE
N20_1_2	Klebsiella_oxytoca	False	0	0	gyrA,gyrB,parE
N20_1_2	Klebsiella_pneumoniae	False	0	13	gyrA,gyrB,parE
N20_1_2	Pseudomonas_aeruginosa	False	0	66	gyrA,gyrB,parC,parE
N20_1_2	Staphylococcus_aureus	False	0	84	gyrA,gyrB,parE
N20_1_2	Streptococcus_mitis	False	0	3	gyrA,gyrB,parC,parE
N20_1_2	Streptococcus_oralis	False	0	65	gyrA,gyrB,parC,parE
N20_1_2	Streptococcus_pneumoniae	False	0	45	gyrA,gyrB,parC,parE
N20_1_3	Enterococcus_faecalis	False	0	89	gyrA,gyrB,parC,parE
N20_1_3	Enterococcus_faecium	False	0	47	gyrA,gyrB,parC,parE
N20_1_3	Escherichia_coli	False	0	56	gyrA,gyrB,parC,parE
N20_1_3	Klebsiella_oxytoca	False	0	13	gyrA,gyrB,parC,parE
N20_1_3	Klebsiella_pneumoniae	False	0	32	gyrA,gyrB,parE
N20_1_3	Pseudomonas_aeruginosa	False	0	80	gyrA,gyrB,parC,parE
N20_1_3	Staphylococcus_aureus	True	30	541	gyrA,gyrB,parC,parE
N20_1_3	Streptococcus_mitis	False	0	5	gyrA,gyrB,parC,parE
N20_1_3	Streptococcus_oralis	False	0	51	gyrA,gyrB,parC,parE
N20_1_3	Streptococcus_pneumoniae	False	0	40	gyrA,gyrB,parC,parE
N20_1_4	Enterococcus_faecalis	False	0	7	gyrA,gyrB,parC,parE
N20_1_4	Enterococcus_faecium	False	0	7	gyrA,gyrB,parC,parE
N20_1_4	Escherichia_coli	True	1	12	gyrA,gyrB,parC,parE
N20_1_4	Klebsiella_oxytoca	False	0	6	gyrA,gyrB,parC,parE
N20_1_4	Klebsiella_pneumoniae	False	0	6	gyrA,gyrB,parE
N20_1_4	Pseudomonas_aeruginosa	False	0	2	gyrA,gyrB,parE
N20_1_4	Staphylococcus_aureus	True	442	5711	gyrA,gyrB,parC,parE
N20_1_4	Streptococcus_mitis	True	5	11	gyrA,gyrB,parC,parE
N20_1_4	Streptococcus_oralis	True	5	18	gyrA,gyrB,parC,parE
N20_1_4	Streptococcus_pneumoniae	False	0	18	gyrA,gyrB,parC,parE
N20_2_2	Enterococcus_faecalis	False	0	126	gyrA,gyrB,parC,parE
N20_2_2	Enterococcus_faecium	False	0	13	gyrA,parC,parE
N20_2_2	Escherichia_coli	False	0	81	gyrA,gyrB,parC,parE
N20_2_2	Klebsiella_oxytoca	False	0	4	gyrA,gyrB,parC,parE
N20_2_2	Klebsiella_pneumoniae	False	0	69	gyrA,gyrB,parE
N20_2_2	Pseudomonas_aeruginosa	False	0	378	gyrA,gyrB,parE
N20_2_2	Staphylococcus_aureus	True	1	334	gyrA,gyrB,parC,parE
N20_2_2	Streptococcus_mitis	False	0	5	gyrA,gyrB,parC,parE
N20_2_2	Streptococcus_oralis	False	0	417	gyrA,gyrB,parC,parE
N20_2_2	Streptococcus_pneumoniae	False	0	267	gyrA,gyrB,parC,parE
N20_2_3	Enterococcus_faecalis	False	0	0	parC
N20_2_3	Enterococcus_faecium	False	0	3	gyrA,gyrB,parC,parE
N20_2_3	Escherichia_coli	False	0	9	gyrB,parC,parE
N20_2_3	Klebsiella_oxytoca	False	0	3	gyrB,parC,parE
N20_2_3	Klebsiella_pneumoniae	False	0	1	gyrA,gyrB,parE
N20_2_3	Pseudomonas_aeruginosa	False	0	1	gyrA,gyrB,parC
N20_2_3	Staphylococcus_aureus	False	0	0	gyrA
N20_2_3	Streptococcus_mitis	False	0	0	parC
N20_2_3	Streptococcus_oralis	False	0	0	parC
N20_2_3	Streptococcus_pneumoniae	False	0	0	parC
N20_2_4	Enterococcus_faecalis	False	0	5	gyrA,gyrB,parC,parE
N20_2_4	Enterococcus_faecium	False	0	15	gyrA,gyrB,parC,parE
N20_2_4	Escherichia_coli	True	3	180	gyrA,gyrB,parC,parE
N20_2_4	Klebsiella_oxytoca	False	0	97	gyrA,gyrB,parC,parE
N20_2_4	Klebsiella_pneumoniae	True	3	92	gyrA,gyrB,parE
N20_2_4	Pseudomonas_aeruginosa	False	0	2	gyrA,gyrB,parC,parE
N20_2_4	Staphylococcus_aureus	False	0	25	gyrA,gyrB
N20_2_4	Streptococcus_mitis	False	0	2	gyrA
N20_2_4	Streptococcus_oralis	False	0	2	gyrA,gyrB
N20_2_4	Streptococcus_pneumoniae	False	0	4	gyrA,gyrB
N21_1_2	Enterococcus_faecalis	False	0	45	gyrA,gyrB,parC,parE
N21_1_2	Enterococcus_faecium	False	0	27	gyrA,gyrB,parC,parE
N21_1_2	Escherichia_coli	False	0	90	gyrA,gyrB,parC,parE
N21_1_2	Klebsiella_oxytoca	False	0	34	gyrA,gyrB,parC,parE
N21_1_2	Klebsiella_pneumoniae	True	1	62	gyrA,gyrB,parE
N21_1_2	Pseudomonas_aeruginosa	False	0	148	gyrA,gyrB,parC,parE
N21_1_2	Staphylococcus_aureus	True	21	559	gyrA,gyrB,parC,parE
N21_1_2	Streptococcus_mitis	False	0	1	gyrA,gyrB,parC,parE
N21_1_2	Streptococcus_oralis	False	0	90	gyrA,gyrB,parC,parE
N21_1_2	Streptococcus_pneumoniae	False	0	77	gyrA,gyrB,parC,parE
N21_1_3	Enterococcus_faecalis	True	1	115	gyrA,gyrB,parC,parE
N21_1_3	Enterococcus_faecium	True	1	226	gyrA,gyrB,parC,parE
N21_1_3	Escherichia_coli	False	0	261	gyrA,gyrB,parC,parE
N21_1_3	Klebsiella_oxytoca	True	2	122	gyrA,gyrB,parC,parE
N21_1_3	Klebsiella_pneumoniae	True	3	112	gyrA,gyrB,parE
N21_1_3	Pseudomonas_aeruginosa	True	2	62	gyrA,gyrB,parC,parE
N21_1_3	Staphylococcus_aureus	True	17	306	gyrA,gyrB,parC,parE
N21_1_3	Streptococcus_mitis	False	0	40	gyrA,gyrB,parC,parE
N21_1_3	Streptococcus_oralis	False	0	99	gyrA,gyrB,parC,parE
N21_1_3	Streptococcus_pneumoniae	False	0	97	gyrA,gyrB,parC,parE
N21_1_4	Enterococcus_faecalis	True	1	26	gyrA,gyrB,parC,parE
N21_1_4	Enterococcus_faecium	True	1	55	gyrA,gyrB,parC,parE
N21_1_4	Escherichia_coli	True	1	205	gyrA,gyrB,parC,parE
N21_1_4	Klebsiella_oxytoca	False	0	117	gyrA,gyrB,parC,parE
N21_1_4	Klebsiella_pneumoniae	True	1	104	gyrA,gyrB,parE
N21_1_4	Pseudomonas_aeruginosa	False	0	5	gyrA,gyrB,parC,parE
N21_1_4	Staphylococcus_aureus	False	0	15	gyrA,gyrB,parE
N21_1_4	Streptococcus_mitis	False	0	16	gyrA,parC,parE
N21_1_4	Streptococcus_oralis	False	0	22	gyrA,gyrB,parE
N21_1_4	Streptococcus_pneumoniae	False	0	19	gyrA,gyrB,parC,parE
N21_2_2	Enterococcus_faecalis	False	0	6	gyrA,gyrB,parC,parE
N21_2_2	Enterococcus_faecium	False	0	10	gyrA,gyrB,parC,parE
N21_2_2	Escherichia_coli	False	0	95	gyrA,gyrB,parC,parE
N21_2_2	Klebsiella_oxytoca	False	0	38	gyrA,gyrB,parC,parE
N21_2_2	Klebsiella_pneumoniae	True	2	65	gyrA,gyrB,parE
N21_2_2	Pseudomonas_aeruginosa	False	0	42	gyrA,gyrB,parE
N21_2_2	Staphylococcus_aureus	True	1	104	gyrA,gyrB,parC,parE
N21_2_2	Streptococcus_mitis	False	0	0	gyrA,gyrB,parC,parE
N21_2_2	Streptococcus_oralis	False	0	11	gyrA,gyrB,parC,parE
N21_2_2	Streptococcus_pneumoniae	False	0	5	gyrA,gyrB,parC,parE
N21_2_3	Enterococcus_faecalis	False	0	6	gyrA,gyrB
N21_2_3	Enterococcus_faecium	False	0	2	gyrA
N21_2_3	Escherichia_coli	True	2	173	gyrA,gyrB,parC,parE
N21_2_3	Klebsiella_oxytoca	True	2	80	gyrA,gyrB,parC,parE
N21_2_3	Klebsiella_pneumoniae	True	3	73	gyrA,gyrB,parE
N21_2_3	Pseudomonas_aeruginosa	False	0	0	gyrB
N21_2_3	Staphylococcus_aureus	False	0	7	gyrA,gyrB,parC,parE
N21_2_3	Streptococcus_mitis	False	0	4	gyrA
N21_2_3	Streptococcus_oralis	False	0	4	gyrA,gyrB
N21_2_3	Streptococcus_pneumoniae	False	0	4	gyrA,gyrB
N21_2_4	Enterococcus_faecalis	False	0	5	gyrA,gyrB,parC,parE
N21_2_4	Enterococcus_faecium	False	0	15	gyrA,gyrB,parE
N21_2_4	Escherichia_coli	True	4	343	gyrA,gyrB,parC,parE
N21_2_4	Klebsiella_oxytoca	True	5	176	gyrA,gyrB,parC,parE
N21_2_4	Klebsiella_pneumoniae	True	2	171	gyrA,gyrB,parE
N21_2_4	Pseudomonas_aeruginosa	False	0	9	gyrA,gyrB,parC,parE
N21_2_4	Staphylococcus_aureus	True	1	1	gyrA,gyrB,parC
N21_2_4	Streptococcus_mitis	False	0	7	gyrA,parC,parE
N21_2_4	Streptococcus_oralis	False	0	11	gyrA,gyrB,parC,parE
N21_2_4	Streptococcus_pneumoniae	False	0	11	gyrA,gyrB,parC,parE
N22_1_2	Enterococcus_faecalis	False	0	10	gyrA,gyrB,parC,parE
N22_1_2	Enterococcus_faecium	False	0	0	gyrB,parC
N22_1_2	Escherichia_coli	False	0	24	gyrA,gyrB,parC,parE
N22_1_2	Klebsiella_oxytoca	False	0	2	gyrA,gyrB,parC,parE
N22_1_2	Klebsiella_pneumoniae	True	1	24	gyrA,gyrB,parE
N22_1_2	Pseudomonas_aeruginosa	False	0	108	gyrA,gyrB,parC,parE
N22_1_2	Staphylococcus_aureus	False	0	82	gyrA,gyrB,parC,parE
N22_1_2	Streptococcus_mitis	True	2	2	gyrA,gyrB,parC
N22_1_2	Streptococcus_oralis	True	2	78	gyrA,gyrB
N22_1_2	Streptococcus_pneumoniae	False	0	50	gyrA,gyrB
N22_1_3	Enterococcus_faecalis	False	0	34	gyrA,gyrB,parC,parE
N22_1_3	Enterococcus_faecium	False	0	40	gyrA,gyrB,parC,parE
N22_1_3	Escherichia_coli	False	0	51	gyrA,gyrB,parC,parE
N22_1_3	Klebsiella_oxytoca	False	0	14	gyrA,gyrB,parC,parE
N22_1_3	Klebsiella_pneumoniae	True	1	32	gyrA,gyrB,parE
N22_1_3	Pseudomonas_aeruginosa	False	0	25	gyrA,gyrB,parC,parE
N22_1_3	Staphylococcus_aureus	True	47	700	gyrA,gyrB,parC,parE
N22_1_3	Streptococcus_mitis	True	2	2	gyrA,gyrB,parC,parE
N22_1_3	Streptococcus_oralis	True	2	29	gyrA,gyrB,parC,parE
N22_1_3	Streptococcus_pneumoniae	False	0	30	gyrA,gyrB,parC,parE
N22_1_4	Enterococcus_faecalis	False	0	2	gyrA,gyrB,parE
N22_1_4	Enterococcus_faecium	False	0	2	parE
N22_1_4	Escherichia_coli	True	3	464	gyrA,gyrB,parC,parE
N22_1_4	Klebsiella_oxytoca	True	4	227	gyrA,gyrB,parC,parE
N22_1_4	Klebsiella_pneumoniae	True	1	299	gyrA,gyrB,parE
N22_1_4	Pseudomonas_aeruginosa	True	1	9	gyrA,gyrB,parC,parE
N22_1_4	Staphylococcus_aureus	False	0	21	gyrA,gyrB,parC,parE
N22_1_4	Streptococcus_mitis	False	0	0	gyrA
N22_1_4	Streptococcus_oralis	False	0	0	gyrA,parC
N22_2_2	Enterococcus_faecalis	False	0	24	gyrA,gyrB,parC,parE
N22_2_2	Enterococcus_faecium	False	0	0	gyrA,gyrB,parC,parE
N22_2_2	Escherichia_coli	True	3	86	gyrA,gyrB,parC,parE
N22_2_2	Klebsiella_oxytoca	True	25	80	gyrA,gyrB,parC,parE
N22_2_2	Klebsiella_pneumoniae	True	8	44	gyrA,gyrB,parE
N22_2_2	Pseudomonas_aeruginosa	False	0	199	gyrA,gyrB,parC,parE
N22_2_2	Staphylococcus_aureus	True	7	501	gyrA,gyrB,parC,parE
N22_2_2	Streptococcus_mitis	False	0	2	gyrA,gyrB,parC,parE
N22_2_2	Streptococcus_oralis	False	0	90	gyrA,gyrB,parC,parE
N22_2_2	Streptococcus_pneumoniae	False	0	59	gyrA,gyrB,parC,parE
N22_2_3	Enterococcus_faecalis	False	0	5	gyrA,gyrB,parC,parE
N22_2_3	Enterococcus_faecium	False	0	4	gyrA,gyrB,parC,parE
N22_2_3	Escherichia_coli	True	7	522	gyrA,gyrB,parC,parE
N22_2_3	Klebsiella_oxytoca	False	0	317	gyrA,gyrB,parC,parE
N22_2_3	Klebsiella_pneumoniae	True	3	266	gyrA,gyrB,parE
N22_2_3	Pseudomonas_aeruginosa	False	0	48	gyrA,gyrB,parC,parE
N22_2_3	Staphylococcus_aureus	True	2	45	gyrA,gyrB,parC,parE
N22_2_3	Streptococcus_mitis	True	1	4	gyrA,gyrB,parE
N22_2_3	Streptococcus_oralis	True	1	34	gyrA,gyrB,parE
N22_2_3	Streptococcus_pneumoniae	False	0	16	gyrA,gyrB,parE
N22_2_4	Enterococcus_faecalis	True	1	10	gyrA,gyrB,parC,parE
N22_2_4	Enterococcus_faecium	False	0	5	gyrA,gyrB,parE
N22_2_4	Escherichia_coli	False	0	107	gyrA,gyrB,parC,parE
N22_2_4	Klebsiella_oxytoca	False	0	34	gyrA,gyrB,parC,parE
N22_2_4	Klebsiella_pneumoniae	False	0	71	gyrA,gyrB,parE
N22_2_4	Pseudomonas_aeruginosa	False	0	5	gyrA,gyrB,parC,parE
N22_2_4	Staphylococcus_aureus	False	0	4	gyrA,gyrB
N22_2_4	Streptococcus_mitis	False	0	3	gyrA,parE
N22_2_4	Streptococcus_oralis	False	0	3	gyrA,gyrB,parE
N22_2_4	Streptococcus_pneumoniae	False	0	3	gyrA,gyrB,parE
N23_1_4	Enterococcus_faecalis	False	0	106	gyrA,gyrB,parC,parE
