hdf5_output	total_alignments	total_translated_alignments	total_reads_processed	sample_name
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N24_2_3/ZJH_N24_2_3.h5	162	6773354	0	ZJH_N24_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N24_2_4/ZJH_N24_2_4.h5	2447	19013824	0	ZJH_N24_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N25_1_2/ZJH_N25_1_2.h5	0	10706048	0	ZJH_N25_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N25_1_3/ZJH_N25_1_3.h5	0	410000	0	ZJH_N25_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N25_1_4/ZJH_N25_1_4.h5	0	6120000	0	ZJH_N25_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N25_2_2/ZJH_N25_2_2.h5	0	12190551	0	ZJH_N25_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N25_2_4/ZJH_N25_2_4.h5	0	20706227	0	ZJH_N25_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N26_1_2/ZJH_N26_1_2.h5	0	1950000	0	ZJH_N26_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N26_1_4/ZJH_N26_1_4.h5	0	1650000	0	ZJH_N26_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N26_2_2/ZJH_N26_2_2.h5	0	8400000	0	ZJH_N26_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N26_2_4/ZJH_N26_2_4.h5	28	10677398	0	ZJH_N26_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N27_1_4/ZJH_N27_1_4.h5	0	2100000	0	ZJH_N27_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N27_2_2/ZJH_N27_2_2.h5	65	7334462	0	ZJH_N27_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N27_2_3/ZJH_N27_2_3.h5	1505	10838824	0	ZJH_N27_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N27_2_4/ZJH_N27_2_4.h5	7650	22874089	0	ZJH_N27_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N28_1_2/ZJH_N28_1_2.h5	0	1460000	0	ZJH_N28_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N28_1_4/ZJH_N28_1_4.h5	0	1430000	0	ZJH_N28_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N28_2_2/ZJH_N28_2_2.h5	0	8530000	0	ZJH_N28_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N28_2_3/ZJH_N28_2_3.h5	0	980000	0	ZJH_N28_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N28_2_4/ZJH_N28_2_4.h5	0	21014821	0	ZJH_N28_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N29_1_2/ZJH_N29_1_2.h5	0	4010000	0	ZJH_N29_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N29_1_4/ZJH_N29_1_4.h5	0	2030000	0	ZJH_N29_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N30_1_3/ZJH_N30_1_3.h5	0	2400000	0	ZJH_N30_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N30_1_4/ZJH_N30_1_4.h5	2474	21587366	0	ZJH_N30_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N30_2_3/ZJH_N30_2_3.h5	0	740000	0	ZJH_N30_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N30_2_4/ZJH_N30_2_4.h5	18738	18762220	0	ZJH_N30_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N31_1_2/ZJH_N31_1_2.h5	0	5590000	0	ZJH_N31_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N31_1_4/ZJH_N31_1_4.h5	0	11490000	0	ZJH_N31_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N31_2_2/ZJH_N31_2_2.h5	0	2000000	0	ZJH_N31_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N31_2_3/ZJH_N31_2_3.h5	728	13406997	0	ZJH_N31_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N31_2_4/ZJH_N31_2_4.h5	2863	22868798	0	ZJH_N31_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N32_1_2/ZJH_N32_1_2.h5	0	15126050	0	ZJH_N32_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N32_1_4/ZJH_N32_1_4.h5	0	22666966	0	ZJH_N32_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N32_2_2/ZJH_N32_2_2.h5	0	8590000	0	ZJH_N32_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N32_2_3/ZJH_N32_2_3.h5	0	1000000	0	ZJH_N32_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N32_2_4/ZJH_N32_2_4.h5	0	1480000	0	ZJH_N32_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N33_1_2/ZJH_N33_1_2.h5	0	8810000	0	ZJH_N33_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N33_1_3/ZJH_N33_1_3.h5	0	479528	0	ZJH_N33_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N33_1_4/ZJH_N33_1_4.h5	0	1520000	0	ZJH_N33_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N33_2_2/ZJH_N33_2_2.h5	0	10958839	0	ZJH_N33_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N33_2_4/ZJH_N33_2_4.h5	5663	19439796	0	ZJH_N33_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N34_1_2/ZJH_N34_1_2.h5	0	4790000	0	ZJH_N34_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N34_1_3/ZJH_N34_1_3.h5	0	590000	0	ZJH_N34_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N34_1_4/ZJH_N34_1_4.h5	0	1440000	0	ZJH_N34_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N35_1_2/ZJH_N35_1_2.h5	0	2040000	0	ZJH_N35_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N35_1_4/ZJH_N35_1_4.h5	0	1840000	0	ZJH_N35_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_1_2/ZJH_N36_1_2.h5	0	3927107	0	ZJH_N36_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_1_3/ZJH_N36_1_3.h5	0	950000	0	ZJH_N36_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_1_4/ZJH_N36_1_4.h5	0	1350000	0	ZJH_N36_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_2_2/ZJH_N36_2_2.h5	45	7617864	0	ZJH_N36_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_2_3/ZJH_N36_2_3.h5	18	6909707	0	ZJH_N36_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N36_2_4/ZJH_N36_2_4.h5	3876	27280504	0	ZJH_N36_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N37_1_2/ZJH_N37_1_2.h5	0	6547291	0	ZJH_N37_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N37_1_3/ZJH_N37_1_3.h5	0	450000	0	ZJH_N37_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N38_1_2/ZJH_N38_1_2.h5	34	12953879	0	ZJH_N38_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N38_1_3/ZJH_N38_1_3.h5	0	4030000	0	ZJH_N38_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N38_1_4/ZJH_N38_1_4.h5	0	1350000	0	ZJH_N38_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N39_1_4/ZJH_N39_1_4.h5	0	22812919	0	ZJH_N39_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N39_2_2/ZJH_N39_2_2.h5	0	11857102	0	ZJH_N39_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N39_2_3/ZJH_N39_2_3.h5	0	1646336	0	ZJH_N39_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N39_2_4/ZJH_N39_2_4.h5	104	22241034	0	ZJH_N39_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N40_1_2/ZJH_N40_1_2.h5	0	5076840	0	ZJH_N40_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N40_1_4/ZJH_N40_1_4.h5	192	1760000	0	ZJH_N40_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N41_1_2/ZJH_N41_1_2.h5	0	410000	0	ZJH_N41_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N41_1_3/ZJH_N41_1_3.h5	0	960000	0	ZJH_N41_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N41_1_4/ZJH_N41_1_4.h5	190	15998330	0	ZJH_N41_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N42_1_3/ZJH_N42_1_3.h5	0	1040000	0	ZJH_N42_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N42_1_4/ZJH_N42_1_4.h5	0	6230000	0	ZJH_N42_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N42_2_2/ZJH_N42_2_2.h5	27	5841471	0	ZJH_N42_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N42_2_3/ZJH_N42_2_3.h5	2433	17139784	0	ZJH_N42_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N42_2_4/ZJH_N42_2_4.h5	3774	21173434	0	ZJH_N42_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_1_2/ZJH_N43_1_2.h5	0	1450000	0	ZJH_N43_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_1_3/ZJH_N43_1_3.h5	0	1390000	0	ZJH_N43_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_1_4/ZJH_N43_1_4.h5	46488	25990805	0	ZJH_N43_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_2_2/ZJH_N43_2_2.h5	0	14536224	0	ZJH_N43_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_2_3/ZJH_N43_2_3.h5	266	7581795	0	ZJH_N43_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N43_2_4/ZJH_N43_2_4.h5	9563	28426226	0	ZJH_N43_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N44_1_2/ZJH_N44_1_2.h5	34	6610000	0	ZJH_N44_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N44_1_3/ZJH_N44_1_3.h5	145	830000	0	ZJH_N44_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N44_1_4/ZJH_N44_1_4.h5	269	1475140	0	ZJH_N44_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_1_2/ZJH_N45_1_2.h5	0	1510000	0	ZJH_N45_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_1_3/ZJH_N45_1_3.h5	0	440000	0	ZJH_N45_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_1_4/ZJH_N45_1_4.h5	0	22048449	0	ZJH_N45_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_2_2/ZJH_N45_2_2.h5	60	8340000	0	ZJH_N45_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_2_3/ZJH_N45_2_3.h5	1646	13384665	0	ZJH_N45_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N45_2_4/ZJH_N45_2_4.h5	2499	28520790	0	ZJH_N45_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N46_1_2/ZJH_N46_1_2.h5	0	10716253	0	ZJH_N46_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N46_1_4/ZJH_N46_1_4.h5	0	1180000	0	ZJH_N46_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N46_2_2/ZJH_N46_2_2.h5	0	19241218	0	ZJH_N46_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N46_2_3/ZJH_N46_2_3.h5	0	16955409	0	ZJH_N46_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N46_2_4/ZJH_N46_2_4.h5	0	25939456	0	ZJH_N46_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_1_2/ZJH_N47_1_2.h5	0	11960000	0	ZJH_N47_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_1_3/ZJH_N47_1_3.h5	0	740000	0	ZJH_N47_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_1_4/ZJH_N47_1_4.h5	0	1600000	0	ZJH_N47_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_2_2/ZJH_N47_2_2.h5	9	5219494	0	ZJH_N47_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_2_3/ZJH_N47_2_3.h5	0	980000	0	ZJH_N47_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N47_2_4/ZJH_N47_2_4.h5	0	1660000	0	ZJH_N47_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N48_1_3/ZJH_N48_1_3.h5	1621	9439420	0	ZJH_N48_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N48_1_4/ZJH_N48_1_4.h5	683	14983558	0	ZJH_N48_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N48_2_2/ZJH_N48_2_2.h5	0	10190000	0	ZJH_N48_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N48_2_4/ZJH_N48_2_4.h5	164495	30330777	0	ZJH_N48_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N49_1_2/ZJH_N49_1_2.h5	0	12224742	0	ZJH_N49_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N49_1_3/ZJH_N49_1_3.h5	0	460000	0	ZJH_N49_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N49_1_4/ZJH_N49_1_4.h5	0	1230000	0	ZJH_N49_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N49_2_2/ZJH_N49_2_2.h5	0	4710000	0	ZJH_N49_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N49_2_4/ZJH_N49_2_4.h5	182	26300000	0	ZJH_N49_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_1_2/ZJH_N50_1_2.h5	0	530000	0	ZJH_N50_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_1_3/ZJH_N50_1_3.h5	1452	14494434	0	ZJH_N50_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_1_4/ZJH_N50_1_4.h5	2771	19737720	0	ZJH_N50_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_2_2/ZJH_N50_2_2.h5	0	9230000	0	ZJH_N50_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_2_3/ZJH_N50_2_3.h5	3737	17882729	0	ZJH_N50_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N50_2_4/ZJH_N50_2_4.h5	20559	29735723	0	ZJH_N50_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N51_1_2/ZJH_N51_1_2.h5	0	11627641	0	ZJH_N51_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N51_1_3/ZJH_N51_1_3.h5	2035	16173592	0	ZJH_N51_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N51_1_4/ZJH_N51_1_4.h5	3892	25965784	0	ZJH_N51_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N51_2_3/ZJH_N51_2_3.h5	196	20384354	0	ZJH_N51_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N51_2_4/ZJH_N51_2_4.h5	4596	25503943	0	ZJH_N51_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_1_2/ZJH_N52_1_2.h5	0	1620000	0	ZJH_N52_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_1_3/ZJH_N52_1_3.h5	3	420000	0	ZJH_N52_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_1_4/ZJH_N52_1_4.h5	27368	22823050	0	ZJH_N52_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_2_2/ZJH_N52_2_2.h5	0	5490000	0	ZJH_N52_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_2_3/ZJH_N52_2_3.h5	0	7110000	0	ZJH_N52_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N52_2_4/ZJH_N52_2_4.h5	0	17228758	0	ZJH_N52_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N53_1_4/ZJH_N53_1_4.h5	0	24078914	0	ZJH_N53_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N53_2_2/ZJH_N53_2_2.h5	835	8739501	0	ZJH_N53_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N53_2_3/ZJH_N53_2_3.h5	570	11057411	0	ZJH_N53_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N53_2_4/ZJH_N53_2_4.h5	17267	19612190	0	ZJH_N53_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_1_2/ZJH_N54_1_2.h5	9	12268506	0	ZJH_N54_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_1_3/ZJH_N54_1_3.h5	0	5230000	0	ZJH_N54_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_1_4/ZJH_N54_1_4.h5	0	4890000	0	ZJH_N54_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_2_2/ZJH_N54_2_2.h5	0	5597155	0	ZJH_N54_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_2_3/ZJH_N54_2_3.h5	0	3060000	0	ZJH_N54_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N54_2_4/ZJH_N54_2_4.h5	0	23804716	0	ZJH_N54_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_1_2/ZJH_N55_1_2.h5	0	7690000	0	ZJH_N55_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_1_3/ZJH_N55_1_3.h5	0	9970000	0	ZJH_N55_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_1_4/ZJH_N55_1_4.h5	0	17932807	0	ZJH_N55_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_2_2/ZJH_N55_2_2.h5	20	11087402	0	ZJH_N55_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_2_3/ZJH_N55_2_3.h5	282	2960000	0	ZJH_N55_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N55_2_4/ZJH_N55_2_4.h5	21527	25747785	0	ZJH_N55_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_1_2/ZJH_N56_1_2.h5	0	1240000	0	ZJH_N56_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_1_3/ZJH_N56_1_3.h5	0	500000	0	ZJH_N56_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_1_4/ZJH_N56_1_4.h5	0	1640000	0	ZJH_N56_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_2_2/ZJH_N56_2_2.h5	52	9919520	0	ZJH_N56_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_2_3/ZJH_N56_2_3.h5	48	1770000	0	ZJH_N56_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N56_2_4/ZJH_N56_2_4.h5	5751	21732230	0	ZJH_N56_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N57_1_2/ZJH_N57_1_2.h5	0	5920000	0	ZJH_N57_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N57_1_3/ZJH_N57_1_3.h5	0	1780000	0	ZJH_N57_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N57_1_4/ZJH_N57_1_4.h5	10676	20751444	0	ZJH_N57_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_1_2/ZJH_N58_1_2.h5	32	6045534	0	ZJH_N58_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_1_3/ZJH_N58_1_3.h5	48	5910000	0	ZJH_N58_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_1_4/ZJH_N58_1_4.h5	4575	19000000	0	ZJH_N58_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_2_2/ZJH_N58_2_2.h5	0	4460000	0	ZJH_N58_2_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_2_3/ZJH_N58_2_3.h5	1830	13149000	0	ZJH_N58_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N58_2_4/ZJH_N58_2_4.h5	8334	20158651	0	ZJH_N58_2_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N59_1_2/ZJH_N59_1_2.h5	0	2726069	0	ZJH_N59_1_2
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N59_1_3/ZJH_N59_1_3.h5	68	13262235	0	ZJH_N59_1_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N59_1_4/ZJH_N59_1_4.h5	186	17835671	0	ZJH_N59_1_4
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N59_2_3/ZJH_N59_2_3.h5	18	11070000	0	ZJH_N59_2_3
/fastpool/analysis/nicu_amr_stress/resistance/ZJH_N59_2_4/ZJH_N59_2_4.h5	84	16457109	0	ZJH_N59_2_4
