"SampleType","Antibiotic","Pathogen","Week","N","Rho","P_value","P_adjusted","Significant"
"Axilla","Gentamicin_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,0.0609552128341639,0.559477015924601,0.921955082579977,"No"
"Axilla","Gentamicin_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,0.0844700289688414,0.418251938039235,0.865900236872285,"No"
"Axilla","Gentamicin_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.0323636326957002,0.756819623242436,0.948087393931123,"No"
"Axilla","Gentamicin_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,0.116767452698612,0.262375562486509,0.854846176936274,"No"
"Axilla","Gentamicin_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,0.195354783733145,0.0591715625506006,0.432692051151267,"No"
"Axilla","Gentamicin_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.0720306147530132,0.490247259503813,0.869074687302213,"No"
"Axilla","Gentamicin_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,0.10297811819847,0.323309367003088,0.854846176936274,"No"
"Axilla","Tobramycin_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,0.0860547722548826,0.409541916078685,0.865900236872285,"No"
"Axilla","Tobramycin_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,0.129105435904188,0.214911274017037,0.854846176936274,"No"
"Axilla","Tobramycin_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,0.140715907535336,0.176126320166266,0.854846176936274,"No"
"Axilla","Tobramycin_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,0.0944267211406255,0.365318879032596,0.854846176936274,"No"
"Axilla","Tobramycin_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.0167871074702172,0.872415810226182,0.967395218198466,"No"
"Axilla","Tobramycin_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,0.0153277154555611,0.883425693999982,0.967395218198466,"No"
"Axilla","Tobramycin_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,-0.0086148982468027,0.934321877405356,0.967395218198466,"No"
"Axilla","Tobramycin_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.0549754401983655,0.598698312439184,0.92310976889342,"No"
"Axilla","Tobramycin_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.0430153524167075,0.680588759378129,0.92310976889342,"No"
"Axilla","Vancomycin_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,0.0731294880359488,0.483634585739561,0.869074687302213,"No"
"Axilla","Vancomycin_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,0.10482683277667,0.314651860820919,0.854846176936274,"No"
"Axilla","Vancomycin_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,0.0157658803221634,0.880117683618905,0.967395218198466,"No"
"Axilla","Vancomycin_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,0.0109338906585374,0.916698981951993,0.967395218198466,"No"
"Axilla","Vancomycin_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.182938098800762,0.0775898065908674,0.477789861638499,"No"
"Axilla","Vancomycin_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,0.00144372027689112,0.988981478372227,0.988981478372227,"No"
"Axilla","Vancomycin_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,0.077779486221627,0.456187011919273,0.865900236872285,"No"
"Axilla","Vancomycin_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.145167624834232,0.162706134553214,0.827679032292436,"No"
"Axilla","Vancomycin_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.0618247777484859,0.553877343448273,0.921955082579977,"No"
"Axilla","Fluconazole_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,-0.0836578427440408,0.422757112232768,0.865900236872285,"No"
"Axilla","Fluconazole_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,0.0593511917230008,0.569876633454468,0.92310976889342,"No"
"Axilla","Fluconazole_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,-0.0984311341973397,0.345245785703984,0.854846176936274,"No"
"Axilla","Fluconazole_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,-0.288606834267501,0.00478742482021119,0.0700160879955887,"No"
"Axilla","Fluconazole_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.300985207680938,0.00320050730188262,0.0624098923867112,"No"
"Axilla","Fluconazole_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,0.165053248114607,0.111888097427366,0.595041245409172,"No"
"Axilla","Fluconazole_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,-0.0242722584318666,0.816371963884973,0.948087393931123,"No"
"Axilla","Fluconazole_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.109521760859395,0.293345749591771,0.854846176936274,"No"
"Axilla","Fluconazole_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.0815830602174774,0.434391975584526,0.865900236872285,"No"
"Axilla","Amphotericin_B_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Amphotericin_B_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,NA,NA,NA,NA
"Axilla","Meropenem_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,0.0459557761878177,0.660061149298312,0.92310976889342,"No"
"Axilla","Meropenem_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,-0.0239948522004646,0.818434416983277,0.948087393931123,"No"
"Axilla","Meropenem_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,-0.111017258553758,0.286763871664909,0.854846176936274,"No"
"Axilla","Meropenem_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,-0.130746911935915,0.209087983373298,0.854846176936274,"No"
"Axilla","Meropenem_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.0388476312403266,0.710084437610323,0.92310976889342,"No"
"Axilla","Meropenem_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,-0.107240226039584,0.30357770850725,0.854846176936274,"No"
"Axilla","Meropenem_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,-0.0420286237815971,0.687530713320331,0.92310976889342,"No"
"Axilla","Meropenem_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,0.0043305005410121,0.966957736197184,0.97916504831289,"No"
"Axilla","Meropenem_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.0430136766788695,0.680600526400016,0.92310976889342,"No"
"Axilla","Azithromycin_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,-0.0131795511863485,0.899671566018389,0.967395218198466,"No"
"Axilla","Azithromycin_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,0.0629779186059869,0.546493436508435,0.921955082579977,"No"
"Axilla","Azithromycin_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,-0.040078226570506,0.701328390127172,0.92310976889342,"No"
"Axilla","Azithromycin_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,-0.196769988711211,0.0573205477137733,0.432692051151267,"No"
"Axilla","Azithromycin_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.100201805519383,0.336594828104099,0.854846176936274,"No"
"Axilla","Azithromycin_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,-0.0257081539889407,0.805716686741426,0.948087393931123,"No"
"Axilla","Azithromycin_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,-0.186866997907872,0.0713218298751051,0.477789861638499,"No"
"Axilla","Azithromycin_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.0444904545074789,0.670260547174796,0.92310976889342,"No"
"Axilla","Azithromycin_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.0499361160231425,0.632672199980803,0.92310976889342,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",94,-0.0994035268453202,0.340477854385831,0.854846176936274,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",94,0.130435601702716,0.21018365521331,0.854846176936274,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",94,0.0796996459578312,0.445109436128354,0.865900236872285,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",94,-0.200171659107248,0.0530645311263259,0.432692051151267,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",94,-0.317532985997007,0.00181754589417569,0.0585724665617815,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Serratia.marcescens","Week3_Cumulative",94,0.0445736268172682,0.669679999553835,0.92310976889342,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Escherichia.coli","Week3_Cumulative",94,0.0266269982248071,0.79891670443179,0.948087393931123,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",94,-0.200829755761358,0.052271905349249,0.432692051151267,"No"
"Axilla","Piperacillin_Tazobactam_cumulative_w3","Candida.parapsilosis","Week3_Cumulative",94,-0.076972328852742,0.460888700347719,0.865900236872285,"No"
"Groin","Ampicillin_w1","Staphylococcus.aureus","Week1",67,-0.0295529470582746,0.812345877124934,0.910230987772835,"No"
"Groin","Ampicillin_w1","Klebsiella.pneumoniae","Week1",67,0.135620112667703,0.273835427404631,0.631986927179125,"No"
"Groin","Ampicillin_w1","Klebsiella.oxytoca","Week1",67,-0.0834990227293638,0.501722898566199,0.758419224260608,"No"
"Groin","Ampicillin_w1","Enterococcus.faecium","Week1",67,-0.221146679872795,0.0721077951806145,0.48008941585631,"No"
"Groin","Ampicillin_w1","Enterococcus.faecalis","Week1",67,-0.0615207667688577,0.620909743177067,0.817613148118838,"No"
"Groin","Ampicillin_w1","Serratia.marcescens","Week1",67,0.0934802916703554,0.451798949875452,0.758419224260608,"No"
"Groin","Ampicillin_w1","Escherichia.coli","Week1",67,0.317888459774249,0.00875592147869692,0.216709056597749,"No"
"Groin","Ampicillin_w1","Streptococcus.pyogenes","Week1",67,0.00170728449303135,0.989059956563888,0.989059956563888,"No"
"Groin","Ampicillin_w1","Candida.parapsilosis","Week1",67,0.0952584446291874,0.443202533856448,0.758419224260608,"No"
"Groin","Penicillin_w1","Staphylococcus.aureus","Week1",67,-0.253063042091633,0.0388104152370044,0.48008941585631,"No"
"Groin","Penicillin_w1","Klebsiella.pneumoniae","Week1",67,0.155213569479379,0.209774558718791,0.570800951060302,"No"
"Groin","Penicillin_w1","Klebsiella.oxytoca","Week1",67,0.219215473546478,0.0746944189978775,0.48008941585631,"No"
"Groin","Penicillin_w1","Enterococcus.faecium","Week1",67,-0.267355785595641,0.0287278569197903,0.474009639176539,"No"
"Groin","Penicillin_w1","Enterococcus.faecalis","Week1",67,-0.197952559772479,0.108328198748939,0.484335824347067,"No"
"Groin","Penicillin_w1","Serratia.marcescens","Week1",67,0.123883828838181,0.317889700799226,0.681111210722288,"No"
"Groin","Penicillin_w1","Escherichia.coli","Week1",67,-0.034731016629798,0.780229602601203,0.887998941820548,"No"
"Groin","Penicillin_w1","Streptococcus.pyogenes","Week1",67,-0.128289991229367,0.300846487293325,0.661862272045315,"No"
"Groin","Penicillin_w1","Candida.parapsilosis","Week1",67,-0.0988696298390812,0.426028544759797,0.758419224260608,"No"
"Groin","Nafcillin_w1","Staphylococcus.aureus","Week1",67,0.122502919521929,0.323355827312601,0.681111210722288,"No"
"Groin","Nafcillin_w1","Klebsiella.pneumoniae","Week1",67,-0.00791612454196054,0.949306372178918,0.978351244837167,"No"
"Groin","Nafcillin_w1","Klebsiella.oxytoca","Week1",67,0.0478191789437865,0.700777786136099,0.825916676517545,"No"
"Groin","Nafcillin_w1","Enterococcus.faecium","Week1",67,-0.0996893941787907,0.422183444393116,0.758419224260608,"No"
"Groin","Nafcillin_w1","Enterococcus.faecalis","Week1",67,-0.0197236694269334,0.874124019590951,0.950422665809634,"No"
"Groin","Nafcillin_w1","Serratia.marcescens","Week1",67,0.0591456112900665,0.634478033528997,0.817613148118838,"No"
"Groin","Nafcillin_w1","Escherichia.coli","Week1",67,0.259590401955585,0.0338910920163751,0.479316872803019,"No"
"Groin","Nafcillin_w1","Streptococcus.pyogenes","Week1",67,-0.0893455435096967,0.47213978858071,0.758419224260608,"No"
"Groin","Nafcillin_w1","Candida.parapsilosis","Week1",67,0.21456184540103,0.0812319304452522,0.48008941585631,"No"
"Groin","Cefotaxime_w1","Staphylococcus.aureus","Week1",67,-0.190947284185638,0.121661519561464,0.484335824347067,"No"
"Groin","Cefotaxime_w1","Klebsiella.pneumoniae","Week1",67,0.198948509482532,0.106528065930358,0.484335824347067,"No"
"Groin","Cefotaxime_w1","Klebsiella.oxytoca","Week1",67,0.165613268689089,0.180452882742159,0.550544519581972,"No"
"Groin","Cefotaxime_w1","Enterococcus.faecium","Week1",67,-0.148707597574826,0.229747897322542,0.583206200895685,"No"
"Groin","Cefotaxime_w1","Enterococcus.faecalis","Week1",67,-0.160455366896687,0.194600260325239,0.550544519581972,"No"
"Groin","Cefotaxime_w1","Serratia.marcescens","Week1",67,0.161691968789815,0.191138149792918,0.550544519581972,"No"
"Groin","Cefotaxime_w1","Escherichia.coli","Week1",67,0.0383643923803917,0.757907377636177,0.882739181011547,"No"
"Groin","Cefotaxime_w1","Streptococcus.pyogenes","Week1",67,-0.0627035982669117,0.614199031545279,0.817613148118838,"No"
"Groin","Cefotaxime_w1","Candida.parapsilosis","Week1",67,-0.0483239689302349,0.697770415778091,0.825916676517545,"No"
"Groin","Moxalactam_w1","Staphylococcus.aureus","Week1",67,-0.367038898234169,0.00224909252741529,0.189867304879499,"No"
"Groin","Moxalactam_w1","Klebsiella.pneumoniae","Week1",67,0.202620133883184,0.100091216849719,0.484335824347067,"No"
"Groin","Moxalactam_w1","Klebsiella.oxytoca","Week1",67,0.168427742498209,0.173055403652483,0.550544519581972,"No"
"Groin","Moxalactam_w1","Enterococcus.faecium","Week1",67,-0.169719198958133,0.169736097385642,0.550544519581972,"No"
"Groin","Moxalactam_w1","Enterococcus.faecalis","Week1",67,-0.145929779892998,0.238665824943243,0.589971114930761,"No"
"Groin","Moxalactam_w1","Serratia.marcescens","Week1",67,0.197032779513789,0.110011457826142,0.484335824347067,"No"
"Groin","Moxalactam_w1","Escherichia.coli","Week1",67,-0.112808874885919,0.363398036096225,0.719528111470525,"No"
"Groin","Moxalactam_w1","Streptococcus.pyogenes","Week1",67,0.0347094408942972,0.780362706448361,0.887998941820548,"No"
"Groin","Moxalactam_w1","Candida.parapsilosis","Week1",67,-0.144202018938379,0.244331471840012,0.589971114930761,"No"
"Groin","Ceftazidime_w1","Staphylococcus.aureus","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Klebsiella.pneumoniae","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Klebsiella.oxytoca","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Enterococcus.faecium","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Enterococcus.faecalis","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Serratia.marcescens","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Escherichia.coli","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Streptococcus.pyogenes","Week1",67,NA,NA,NA,NA
"Groin","Ceftazidime_w1","Candida.parapsilosis","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Staphylococcus.aureus","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Klebsiella.pneumoniae","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Klebsiella.oxytoca","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Enterococcus.faecium","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Enterococcus.faecalis","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Serratia.marcescens","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Escherichia.coli","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Streptococcus.pyogenes","Week1",67,NA,NA,NA,NA
"Groin","Ceftriaxone_w1","Candida.parapsilosis","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Staphylococcus.aureus","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Klebsiella.pneumoniae","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Klebsiella.oxytoca","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Enterococcus.faecium","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Enterococcus.faecalis","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Serratia.marcescens","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Escherichia.coli","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Streptococcus.pyogenes","Week1",67,NA,NA,NA,NA
"Groin","Cefepime_w1","Candida.parapsilosis","Week1",67,NA,NA,NA,NA
"Groin","Gentamicin_w1","Staphylococcus.aureus","Week1",67,0.00748848507712709,0.95204159303082,0.978351244837167,"No"
"Groin","Gentamicin_w1","Klebsiella.pneumoniae","Week1",67,0.11306909631225,0.362285146178897,0.719528111470525,"No"
"Groin","Gentamicin_w1","Klebsiella.oxytoca","Week1",67,-0.0834150035464522,0.502154902189332,0.758419224260608,"No"
"Groin","Gentamicin_w1","Enterococcus.faecium","Week1",67,-0.210508220052772,0.0872889847011473,0.48008941585631,"No"
"Groin","Gentamicin_w1","Enterococcus.faecalis","Week1",67,-0.00314949550429388,0.979819951588056,0.989059956563888,"No"
"Groin","Gentamicin_w1","Serratia.marcescens","Week1",67,0.0578161132953222,0.642125994153574,0.817613148118838,"No"
"Groin","Gentamicin_w1","Escherichia.coli","Week1",67,0.333913490466604,0.00575355469331816,0.189867304879499,"No"
"Groin","Gentamicin_w1","Streptococcus.pyogenes","Week1",67,-0.0550248202303603,0.658303339028967,0.818040667046486,"No"
"Groin","Gentamicin_w1","Candida.parapsilosis","Week1",67,0.0147612012395123,0.905625345437528,0.964052787078659,"No"
"Groin","Tobramycin_w1","Staphylococcus.aureus","Week1",67,0.0891087326199643,0.473319503102712,0.758419224260608,"No"
"Groin","Tobramycin_w1","Klebsiella.pneumoniae","Week1",67,-0.160442346356881,0.194636951367364,0.550544519581972,"No"
"Groin","Tobramycin_w1","Klebsiella.oxytoca","Week1",67,-0.0636974110342649,0.608584964963923,0.817613148118838,"No"
"Groin","Tobramycin_w1","Enterococcus.faecium","Week1",67,0.0064655477206446,0.958586573224295,0.978351244837167,"No"
"Groin","Tobramycin_w1","Enterococcus.faecalis","Week1",67,0.0256728587034699,0.836618508994391,0.920280359893831,"No"
"Groin","Tobramycin_w1","Serratia.marcescens","Week1",67,0.00646767875159259,0.958572935430554,0.978351244837167,"No"
"Groin","Tobramycin_w1","Escherichia.coli","Week1",67,0.179033831108494,0.147165076020558,0.50239112158742,"No"
"Groin","Tobramycin_w1","Streptococcus.pyogenes","Week1",67,-0.0627035982669117,0.614199031545279,0.817613148118838,"No"
"Groin","Tobramycin_w1","Candida.parapsilosis","Week1",67,0.343637112392781,0.00441176968746907,0.189867304879499,"No"
"Groin","Vancomycin_w1","Staphylococcus.aureus","Week1",67,0.0827438231471097,0.505612816173739,0.758419224260608,"No"
"Groin","Vancomycin_w1","Klebsiella.pneumoniae","Week1",67,0.154024652502606,0.213329648376073,0.570800951060302,"No"
"Groin","Vancomycin_w1","Klebsiella.oxytoca","Week1",67,0.133764563171956,0.280514753521597,0.631986927179125,"No"
"Groin","Vancomycin_w1","Enterococcus.faecium","Week1",67,-0.148707597574826,0.229747897322542,0.583206200895685,"No"
"Groin","Vancomycin_w1","Enterococcus.faecalis","Week1",67,-0.0545548247448735,0.661042963269887,0.818040667046486,"No"
"Groin","Vancomycin_w1","Serratia.marcescens","Week1",67,0.0776121450191111,0.532450182188893,0.775184824069124,"No"
"Groin","Vancomycin_w1","Escherichia.coli","Week1",67,0.185427896505226,0.133021928214622,0.484335824347067,"No"
"Groin","Vancomycin_w1","Streptococcus.pyogenes","Week1",67,-0.0627035982669117,0.614199031545279,0.817613148118838,"No"
"Groin","Vancomycin_w1","Candida.parapsilosis","Week1",67,-0.0483239689302349,0.697770415778091,0.825916676517545,"No"
"Groin","Fluconazole_w1","Staphylococcus.aureus","Week1",67,-0.133663098929946,0.280883078746278,0.631986927179125,"No"
"Groin","Fluconazole_w1","Klebsiella.pneumoniae","Week1",67,0.0834300201055781,0.502077677052293,0.758419224260608,"No"
"Groin","Fluconazole_w1","Klebsiella.oxytoca","Week1",67,0.114655339861677,0.355546438318508,0.719528111470525,"No"
"Groin","Fluconazole_w1","Enterococcus.faecium","Week1",67,0.193966431619338,0.115769147356973,0.484335824347067,"No"
"Groin","Fluconazole_w1","Enterococcus.faecalis","Week1",67,-0.096273220138012,0.438337857671253,0.758419224260608,"No"
"Groin","Fluconazole_w1","Serratia.marcescens","Week1",67,0.213433398802556,0.0828836024594164,0.48008941585631,"No"
"Groin","Fluconazole_w1","Escherichia.coli","Week1",67,-0.0895169155542472,0.471287056860552,0.758419224260608,"No"
"Groin","Fluconazole_w1","Streptococcus.pyogenes","Week1",67,0.188110794800735,0.12740352624338,0.484335824347067,"No"
"Groin","Fluconazole_w1","Candida.parapsilosis","Week1",67,-0.0483239689302349,0.697770415778091,0.825916676517545,"No"
"Groin","Amphotericin_B_w1","Staphylococcus.aureus","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Klebsiella.pneumoniae","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Klebsiella.oxytoca","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Enterococcus.faecium","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Enterococcus.faecalis","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Serratia.marcescens","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Escherichia.coli","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Streptococcus.pyogenes","Week1",67,NA,NA,NA,NA
"Groin","Amphotericin_B_w1","Candida.parapsilosis","Week1",67,NA,NA,NA,NA
"Groin","Meropenem_w1","Staphylococcus.aureus","Week1",67,-0.23129311164949,0.0596718360057759,0.48008941585631,"No"
"Groin","Meropenem_w1","Klebsiella.pneumoniae","Week1",67,-0.0777370774085499,0.531788554529451,0.775184824069124,"No"
"Groin","Meropenem_w1","Klebsiella.oxytoca","Week1",67,-0.090772034219779,0.465067063686671,0.758419224260608,"No"
"Groin","Meropenem_w1","Enterococcus.faecium","Week1",67,-0.211915852098635,0.0851465666152797,0.48008941585631,"No"
"Groin","Meropenem_w1","Enterococcus.faecalis","Week1",67,-0.228657017894469,0.062722131722131,0.48008941585631,"No"
"Groin","Meropenem_w1","Serratia.marcescens","Week1",67,0.230419238172133,0.0606694109523518,0.48008941585631,"No"
"Groin","Meropenem_w1","Escherichia.coli","Week1",67,-0.0979525677872054,0.430353574102882,0.758419224260608,"No"
"Groin","Meropenem_w1","Streptococcus.pyogenes","Week1",67,-0.0893558007330253,0.472088726220851,0.758419224260608,"No"
"Groin","Meropenem_w1","Candida.parapsilosis","Week1",67,-0.0688641012271472,0.579765575625742,0.817613148118838,"No"
"Groin","Azithromycin_w1","Staphylococcus.aureus","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Klebsiella.pneumoniae","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Klebsiella.oxytoca","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Enterococcus.faecium","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Enterococcus.faecalis","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Serratia.marcescens","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Escherichia.coli","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Streptococcus.pyogenes","Week1",67,NA,NA,NA,NA
"Groin","Azithromycin_w1","Candida.parapsilosis","Week1",67,NA,NA,NA,NA
"Groin","Piperacillin_Tazobactam_w1","Staphylococcus.aureus","Week1",67,-0.222671052611684,0.0701170941670564,0.48008941585631,"No"
"Groin","Piperacillin_Tazobactam_w1","Klebsiella.pneumoniae","Week1",67,-0.0574601453821618,0.64418005609363,0.817613148118838,"No"
"Groin","Piperacillin_Tazobactam_w1","Klebsiella.oxytoca","Week1",67,0.0182877879813348,0.88322106317663,0.950422665809634,"No"
"Groin","Piperacillin_Tazobactam_w1","Enterococcus.faecium","Week1",67,0.0286005434333634,0.818288463755377,0.910230987772835,"No"
"Groin","Piperacillin_Tazobactam_w1","Enterococcus.faecalis","Week1",67,-0.183587096050003,0.136983869512302,0.484335824347067,"No"
"Groin","Piperacillin_Tazobactam_w1","Serratia.marcescens","Week1",67,0.294765220917704,0.0154601675318713,0.306111317131052,"No"
"Groin","Piperacillin_Tazobactam_w1","Escherichia.coli","Week1",67,-0.185344011453883,0.133200568195286,0.484335824347067,"No"
"Groin","Piperacillin_Tazobactam_w1","Streptococcus.pyogenes","Week1",67,0.0866785123601535,0.485517094932104,0.758419224260608,"No"
"Groin","Piperacillin_Tazobactam_w1","Candida.parapsilosis","Week1",67,-0.0688561962622784,0.579809187431099,0.817613148118838,"No"
"Groin","Ampicillin_cumulative_w3","Staphylococcus.aureus","Week3_Cumulative",85,-0.0471215040206899,0.66847322185314,0.814701739133514,"No"
"Groin","Ampicillin_cumulative_w3","Klebsiella.pneumoniae","Week3_Cumulative",85,-0.000302207851123632,0.997809838044489,1,"No"
"Groin","Ampicillin_cumulative_w3","Klebsiella.oxytoca","Week3_Cumulative",85,0.0706209179274598,0.520707633141696,0.78437355595304,"No"
"Groin","Ampicillin_cumulative_w3","Enterococcus.faecium","Week3_Cumulative",85,-0.297428935345788,0.00570249443984144,0.0953131213516356,"No"
"Groin","Ampicillin_cumulative_w3","Enterococcus.faecalis","Week3_Cumulative",85,-0.0956050540361637,0.384092645971105,0.719778766367161,"No"
"Groin","Ampicillin_cumulative_w3","Serratia.marcescens","Week3_Cumulative",85,0.166833015155182,0.126993131054522,0.412727675927195,"No"
"Groin","Ampicillin_cumulative_w3","Escherichia.coli","Week3_Cumulative",85,0.197455971848606,0.0700822997396229,0.341651211230662,"No"
"Groin","Ampicillin_cumulative_w3","Streptococcus.pyogenes","Week3_Cumulative",85,-0.0786939736719789,0.474058324345636,0.759792108882732,"No"
