model	r_squared	adj_r_squared	aic	bic	residual_std	mean_absolute_error
N_mutations	0.3291688948814202	0.3238342538864414	3352.0294331112427	3373.181840349135	6.4912850460727585	4.701720441913137
Mean_frequency	0.2324446854516551	0.22634086585286106	116.77131161624868	137.9237188541411	0.2687836065939535	0.19960723305959654
