sample_name	resistance_type	rpm_sum	n_gene_families	SubjectID	Location	SampleType	SampleCollectionWeek
N23_2_2	intrinsic	59.534543	12	N23	UCMC	Axilla	Week.3
N23_2_2	acquired	3057.37921	80	N23	UCMC	Axilla	Week.3
N23_2_2	unknown	241.8820008	40	N23	UCMC	Axilla	Week.3
N23_2_3	intrinsic	239.85184999999998	14	N23	UCMC	Groin	Week.3
N23_2_3	acquired	3404.341739	93	N23	UCMC	Groin	Week.3
N23_2_3	unknown	506.6745907	40	N23	UCMC	Groin	Week.3
N23_2_4	intrinsic	749.70339	13	N23	UCMC	Stool	Week.3
N23_2_4	acquired	5317.694019	48	N23	UCMC	Stool	Week.3
N23_2_4	unknown	1509.80539	34	N23	UCMC	Stool	Week.3
N23_1_4	intrinsic	125.09609999999999	2	N23	UCMC	Stool	Week.1
N23_1_4	acquired	6496.53435	59	N23	UCMC	Stool	Week.1
N23_1_4	unknown	779.330026	20	N23	UCMC	Stool	Week.1
N24_1_2	intrinsic	2.68383	1	N24	UCMC	Axilla	Week.1
N24_1_2	acquired	122.020741	26	N24	UCMC	Axilla	Week.1
N24_1_2	unknown	8.9877	3	N24	UCMC	Axilla	Week.1
N24_1_3	intrinsic	31.350713	12	N24	UCMC	Groin	Week.1
N24_1_3	acquired	186.879342	47	N24	UCMC	Groin	Week.1
N24_1_3	unknown	54.457452	16	N24	UCMC	Groin	Week.1
N24_1_4	intrinsic	912.6618	14	N24	UCMC	Stool	Week.1
N24_1_4	acquired	4506.47741	74	N24	UCMC	Stool	Week.1
N24_1_4	unknown	1542.43627	48	N24	UCMC	Stool	Week.1
N24_2_4	intrinsic	797.24711	14	N24	UCMC	Stool	Week.3
N24_2_4	acquired	3068.39038	42	N24	UCMC	Stool	Week.3
N24_2_4	unknown	1339.32265	25	N24	UCMC	Stool	Week.3
N24_2_3	intrinsic	791.03415	13	N24	UCMC	Groin	Week.3
N24_2_3	acquired	5372.110027	91	N24	UCMC	Groin	Week.3
N24_2_3	unknown	1477.138344	48	N24	UCMC	Groin	Week.3
N25_1_2	intrinsic	19.9271	1	N25	UCMC	Axilla	Week.1
N25_1_2	acquired	2803.539872	55	N25	UCMC	Axilla	Week.1
N25_1_2	unknown	225.30459	6	N25	UCMC	Axilla	Week.1
N25_1_3	intrinsic	0.717368	1	N25	UCMC	Groin	Week.1
N25_1_3	acquired	163.001834	18	N25	UCMC	Groin	Week.1
N25_1_3	unknown	3.400852	2	N25	UCMC	Groin	Week.1
N25_2_2	intrinsic	92.726957	14	N25	UCMC	Axilla	Week.3
N25_2_2	acquired	3265.578218	69	N25	UCMC	Axilla	Week.3
N25_2_2	unknown	177.7336616	42	N25	UCMC	Axilla	Week.3
N25_2_3	intrinsic	0.0	0	N25	UCMC	Groin	Week.3
N25_2_3	acquired	0.0	0	N25	UCMC	Groin	Week.3
N25_2_3	unknown	0.0	0	N25	UCMC	Groin	Week.3
N25_2_4	intrinsic	760.79307	13	N25	UCMC	Stool	Week.3
N25_2_4	acquired	3237.57544	51	N25	UCMC	Stool	Week.3
N25_2_4	unknown	1297.5342	39	N25	UCMC	Stool	Week.3
N25_1_4	intrinsic	1206.4172	14	N25	UCMC	Stool	Week.1
N25_1_4	acquired	4234.034918	62	N25	UCMC	Stool	Week.1
N25_1_4	unknown	2192.32922	47	N25	UCMC	Stool	Week.1
N26_1_4	intrinsic	11.22909	2	N26	UCMC	Stool	Week.1
N26_1_4	acquired	1994.72824	35	N26	UCMC	Stool	Week.1
N26_1_4	unknown	60.83952	5	N26	UCMC	Stool	Week.1
N27_1_3	intrinsic	40.124192	13	N27	UCMC	Groin	Week.1
N27_1_3	acquired	592.706055	60	N27	UCMC	Groin	Week.1
N27_1_3	unknown	85.795054	29	N27	UCMC	Groin	Week.1
N27_1_4	intrinsic	423.80094	12	N27	UCMC	Stool	Week.1
N27_1_4	acquired	2238.78509	41	N27	UCMC	Stool	Week.1
N27_1_4	unknown	1000.71163	26	N27	UCMC	Stool	Week.1
N27_2_3	intrinsic	261.65943	12	N27	UCMC	Groin	Week.3
N27_2_3	acquired	4177.461915	98	N27	UCMC	Groin	Week.3
N27_2_3	unknown	413.305067	39	N27	UCMC	Groin	Week.3
N27_1_2	intrinsic	19.5604	1	N27	UCMC	Axilla	Week.1
N27_1_2	acquired	10000.737902	54	N27	UCMC	Axilla	Week.1
N27_1_2	unknown	197.31341940000002	8	N27	UCMC	Axilla	Week.1
N27_2_4	intrinsic	376.19337	13	N27	UCMC	Stool	Week.3
N27_2_4	acquired	4883.15609	66	N27	UCMC	Stool	Week.3
N27_2_4	unknown	675.084323	31	N27	UCMC	Stool	Week.3
N28_1_2	intrinsic	63.71341	5	N28	UCMC	Axilla	Week.1
N28_1_2	acquired	7883.512446	48	N28	UCMC	Axilla	Week.1
N28_1_2	unknown	179.313579	18	N28	UCMC	Axilla	Week.1
N28_1_3	intrinsic	0.0	0	N28	UCMC	Groin	Week.1
N28_1_3	acquired	40.83064	1	N28	UCMC	Groin	Week.1
N28_1_3	unknown	0.0	0	N28	UCMC	Groin	Week.1
N28_1_4	intrinsic	591.4550999999999	12	N28	UCMC	Stool	Week.1
N28_1_4	acquired	3556.97718	41	N28	UCMC	Stool	Week.1
N28_1_4	unknown	1297.86089	30	N28	UCMC	Stool	Week.1
N28_2_3	intrinsic	525.47551	14	N28	UCMC	Groin	Week.3
N28_2_3	acquired	6762.505036	100	N28	UCMC	Groin	Week.3
N28_2_3	unknown	1250.3708793	48	N28	UCMC	Groin	Week.3
N28_2_4	intrinsic	764.89295	12	N28	UCMC	Stool	Week.3
N28_2_4	acquired	4421.26281	42	N28	UCMC	Stool	Week.3
N28_2_4	unknown	1735.74363	30	N28	UCMC	Stool	Week.3
N29_1_2	intrinsic	0.0	0	N29	UCMC	Axilla	Week.1
N29_1_2	acquired	2441.313818	11	N29	UCMC	Axilla	Week.1
N29_1_2	unknown	37.589435	3	N29	UCMC	Axilla	Week.1
N29_1_4	intrinsic	14.45604	2	N29	UCMC	Stool	Week.1
N29_1_4	acquired	5327.836408	56	N29	UCMC	Stool	Week.1
N29_1_4	unknown	315.715766	13	N29	UCMC	Stool	Week.1
N29_2_2	intrinsic	7.535159999999999	2	N29	UCMC	Axilla	Week.3
N29_2_2	acquired	2022.863742	43	N29	UCMC	Axilla	Week.3
N29_2_2	unknown	105.92876679999999	9	N29	UCMC	Axilla	Week.3
N29_2_3	intrinsic	16.2617401	11	N29	UCMC	Groin	Week.3
N29_2_3	acquired	609.219126	80	N29	UCMC	Groin	Week.3
N29_2_3	unknown	61.1819892	44	N29	UCMC	Groin	Week.3
N29_2_4	intrinsic	59.611204	9	N29	UCMC	Stool	Week.3
N29_2_4	acquired	3120.261683	70	N29	UCMC	Stool	Week.3
N29_2_4	unknown	310.786697	27	N29	UCMC	Stool	Week.3
N29_1_3	intrinsic	5.68887	1	N29	UCMC	Groin	Week.1
N29_1_3	acquired	2940.822438	46	N29	UCMC	Groin	Week.1
N29_1_3	unknown	56.834973	8	N29	UCMC	Groin	Week.1
N30_1_3	intrinsic	0.0	0	N30	UCMC	Groin	Week.1
N30_1_3	acquired	2293.02864	34	N30	UCMC	Groin	Week.1
N30_1_3	unknown	313.72819	3	N30	UCMC	Groin	Week.1
N30_1_4	intrinsic	0.0	0	N30	UCMC	Stool	Week.1
N30_1_4	acquired	1759.6606100000001	30	N30	UCMC	Stool	Week.1
N30_1_4	unknown	38.162330000000004	3	N30	UCMC	Stool	Week.1
N30_2_2	intrinsic	2.30818	1	N30	UCMC	Axilla	Week.3
N30_2_2	acquired	2841.286499	48	N30	UCMC	Axilla	Week.3
N30_2_2	unknown	110.695099	10	N30	UCMC	Axilla	Week.3
N30_1_2	intrinsic	0.0	0	N30	UCMC	Axilla	Week.1
N30_1_2	acquired	482.20468	24	N30	UCMC	Axilla	Week.1
N30_1_2	unknown	111.58595	3	N30	UCMC	Axilla	Week.1
N30_2_4	intrinsic	50.4006	2	N30	UCMC	Stool	Week.3
N30_2_4	acquired	3738.296171	56	N30	UCMC	Stool	Week.3
N30_2_4	unknown	411.554327	27	N30	UCMC	Stool	Week.3
N31_1_2	intrinsic	31.198999999999998	2	N31	UCMC	Axilla	Week.1
N31_1_2	acquired	4571.5856	54	N31	UCMC	Axilla	Week.1
N31_1_2	unknown	583.270054	22	N31	UCMC	Axilla	Week.1
N31_1_3	intrinsic	6.308680000000001	2	N31	UCMC	Groin	Week.1
N31_1_3	acquired	473.109311	54	N31	UCMC	Groin	Week.1
N31_1_3	unknown	74.7123292	21	N31	UCMC	Groin	Week.1
N31_1_4	intrinsic	383.53301	13	N31	UCMC	Stool	Week.1
N31_1_4	acquired	4129.97228	48	N31	UCMC	Stool	Week.1
N31_1_4	unknown	1352.92417	50	N31	UCMC	Stool	Week.1
N31_2_4	intrinsic	813.98209	14	N31	UCMC	Stool	Week.3
N31_2_4	acquired	3883.925034	54	N31	UCMC	Stool	Week.3
N31_2_4	unknown	1392.88119	46	N31	UCMC	Stool	Week.3
N31_2_2	intrinsic	4.4545840000000005	4	N31	UCMC	Axilla	Week.3
N31_2_2	acquired	5041.601465	64	N31	UCMC	Axilla	Week.3
N31_2_2	unknown	25.072430100000002	19	N31	UCMC	Axilla	Week.3
N32_1_2	intrinsic	25.2283	1	N32	UCMC	Axilla	Week.1
N32_1_2	acquired	2246.47867	21	N32	UCMC	Axilla	Week.1
N32_1_2	unknown	498.35663999999997	4	N32	UCMC	Axilla	Week.1
N32_1_3	intrinsic	20.95263	2	N32	UCMC	Groin	Week.1
N32_1_3	acquired	1056.462432	46	N32	UCMC	Groin	Week.1
N32_1_3	unknown	240.0194	11	N32	UCMC	Groin	Week.1
N32_1_4	intrinsic	49.01059	6	N32	UCMC	Stool	Week.1
N32_1_4	acquired	1647.577924	29	N32	UCMC	Stool	Week.1
N32_1_4	unknown	289.100911	45	N32	UCMC	Stool	Week.1
N32_2_4	intrinsic	921.8705199999999	13	N32	UCMC	Stool	Week.3
N32_2_4	acquired	4806.734945	53	N32	UCMC	Stool	Week.3
N32_2_4	unknown	1949.249354	40	N32	UCMC	Stool	Week.3
N32_2_3	intrinsic	161.50209	12	N32	UCMC	Groin	Week.3
N32_2_3	acquired	4312.319488	102	N32	UCMC	Groin	Week.3
N32_2_3	unknown	384.364035	48	N32	UCMC	Groin	Week.3
N33_1_3	intrinsic	75.108934	13	N33	UCMC	Groin	Week.1
N33_1_3	acquired	2368.204604	72	N33	UCMC	Groin	Week.1
N33_1_3	unknown	442.428396	38	N33	UCMC	Groin	Week.1
N33_2_3	intrinsic	287.25815	13	N33	UCMC	Groin	Week.3
N33_2_3	acquired	1665.07387	52	N33	UCMC	Groin	Week.3
N33_2_3	unknown	690.429729	35	N33	UCMC	Groin	Week.3
N33_2_4	intrinsic	1209.6942	12	N33	UCMC	Stool	Week.3
N33_2_4	acquired	6391.92557	50	N33	UCMC	Stool	Week.3
N33_2_4	unknown	2591.82773	31	N33	UCMC	Stool	Week.3
N33_1_4	intrinsic	0.0	0	N33	UCMC	Stool	Week.1
N33_1_4	acquired	0.0	0	N33	UCMC	Stool	Week.1
N33_1_4	unknown	0.0	0	N33	UCMC	Stool	Week.1
N34_1_2	intrinsic	0.0	0	N34	UCMC	Axilla	Week.1
N34_1_2	acquired	0.0	0	N34	UCMC	Axilla	Week.1
N34_1_2	unknown	0.0	0	N34	UCMC	Axilla	Week.1
N34_1_4	intrinsic	0.0	0	N34	UCMC	Stool	Week.1
N34_1_4	acquired	0.803318	1	N34	UCMC	Stool	Week.1
N34_1_4	unknown	0.0	0	N34	UCMC	Stool	Week.1
N34_2_2	intrinsic	5.38694	1	N34	UCMC	Axilla	Week.3
N34_2_2	acquired	735.11431	51	N34	UCMC	Axilla	Week.3
N34_2_2	unknown	153.14459599999998	8	N34	UCMC	Axilla	Week.3
N34_2_3	intrinsic	10.28831	2	N34	UCMC	Groin	Week.3
N34_2_3	acquired	2156.786817	68	N34	UCMC	Groin	Week.3
N34_2_3	unknown	65.785363	17	N34	UCMC	Groin	Week.3
N34_1_3	intrinsic	0.0	0	N34	UCMC	Groin	Week.1
N34_1_3	acquired	0.0	0	N34	UCMC	Groin	Week.1
N34_1_3	unknown	0.0	0	N34	UCMC	Groin	Week.1
N35_1_3	intrinsic	0.0	0	N35	UCMC	Groin	Week.1
N35_1_3	acquired	15.000983999999999	4	N35	UCMC	Groin	Week.1
N35_1_3	unknown	7.036994	3	N35	UCMC	Groin	Week.1
N35_1_4	intrinsic	211.8951	2	N35	UCMC	Stool	Week.1
N35_1_4	acquired	6923.973866	50	N35	UCMC	Stool	Week.1
N35_1_4	unknown	788.646166	27	N35	UCMC	Stool	Week.1
N35_2_2	intrinsic	2.7340299999999997	2	N35	UCMC	Axilla	Week.3
N35_2_2	acquired	255.8641818	55	N35	UCMC	Axilla	Week.3
N35_2_2	unknown	25.955345	8	N35	UCMC	Axilla	Week.3
N35_1_2	intrinsic	29.2204	1	N35	UCMC	Axilla	Week.1
N35_1_2	acquired	3660.82135	43	N35	UCMC	Axilla	Week.1
N35_1_2	unknown	678.96056	12	N35	UCMC	Axilla	Week.1
N35_2_3	intrinsic	1.00115	1	N35	UCMC	Groin	Week.3
N35_2_3	acquired	499.139267	57	N35	UCMC	Groin	Week.3
N35_2_3	unknown	31.942337	11	N35	UCMC	Groin	Week.3
N36_1_2	intrinsic	16.0345	1	N36	UCMC	Axilla	Week.1
N36_1_2	acquired	1294.45149	38	N36	UCMC	Axilla	Week.1
N36_1_2	unknown	279.348808	7	N36	UCMC	Axilla	Week.1
N36_1_3	intrinsic	0.0	0	N36	UCMC	Groin	Week.1
N36_1_3	acquired	85.30109999999999	7	N36	UCMC	Groin	Week.1
N36_1_3	unknown	38.32842	3	N36	UCMC	Groin	Week.1
N36_2_2	intrinsic	9.787230000000001	2	N36	UCMC	Axilla	Week.3
N36_2_2	acquired	818.616882	49	N36	UCMC	Axilla	Week.3
N36_2_2	unknown	170.58515350000002	12	N36	UCMC	Axilla	Week.3
N36_2_3	intrinsic	216.805866	6	N36	UCMC	Groin	Week.3
N36_2_3	acquired	2381.3518478	42	N36	UCMC	Groin	Week.3
N36_2_3	unknown	271.043762	14	N36	UCMC	Groin	Week.3
N36_1_4	intrinsic	270.1949	5	N36	UCMC	Stool	Week.1
N36_1_4	acquired	3900.550229	37	N36	UCMC	Stool	Week.1
N36_1_4	unknown	236.18959800000002	12	N36	UCMC	Stool	Week.1
N37_1_2	intrinsic	3.1887299999999996	2	N37	UCMC	Axilla	Week.1
N37_1_2	acquired	99.289495	49	N37	UCMC	Axilla	Week.1
N37_1_2	unknown	22.0669121	19	N37	UCMC	Axilla	Week.1
N37_1_3	intrinsic	2.380935	2	N37	UCMC	Groin	Week.1
N37_1_3	acquired	81.964928	42	N37	UCMC	Groin	Week.1
N37_1_3	unknown	18.173609	13	N37	UCMC	Groin	Week.1
N38_1_2	intrinsic	5.97267	2	N38	UCMC	Axilla	Week.1
N38_1_2	acquired	984.863022	38	N38	UCMC	Axilla	Week.1
N38_1_2	unknown	148.85298	21	N38	UCMC	Axilla	Week.1
N38_1_4	intrinsic	27.638370000000002	2	N38	UCMC	Stool	Week.1
N38_1_4	acquired	13150.51259	34	N38	UCMC	Stool	Week.1
N38_1_4	unknown	1595.04485	7	N38	UCMC	Stool	Week.1
N38_2_2	intrinsic	0.514693	1	N38	UCMC	Axilla	Week.3
N38_2_2	acquired	819.270714	47	N38	UCMC	Axilla	Week.3
N38_2_2	unknown	16.314570800000002	4	N38	UCMC	Axilla	Week.3
N38_2_3	intrinsic	370.97285	13	N38	UCMC	Groin	Week.3
N38_2_3	acquired	1949.88544	52	N38	UCMC	Groin	Week.3
N38_2_3	unknown	855.67952	27	N38	UCMC	Groin	Week.3
N38_1_3	intrinsic	1.02462	1	N38	UCMC	Groin	Week.1
N38_1_3	acquired	161.421809	26	N38	UCMC	Groin	Week.1
N38_1_3	unknown	30.153143	4	N38	UCMC	Groin	Week.1
N38_2_4	intrinsic	485.47452400000003	13	N38	UCMC	Stool	Week.3
N38_2_4	acquired	2987.114942	74	N38	UCMC	Stool	Week.3
N38_2_4	unknown	989.8236	30	N38	UCMC	Stool	Week.3
N39_1_3	intrinsic	3.079814	2	N39	UCMC	Groin	Week.1
N39_1_3	acquired	707.617953	46	N39	UCMC	Groin	Week.1
N39_1_3	unknown	65.317756	6	N39	UCMC	Groin	Week.1
N39_1_4	intrinsic	1551.15144	17	N39	UCMC	Stool	Week.1
N39_1_4	acquired	6385.46027	45	N39	UCMC	Stool	Week.1
N39_1_4	unknown	3748.04154	27	N39	UCMC	Stool	Week.1
N39_2_4	intrinsic	1911.04923	17	N39	UCMC	Stool	Week.3
N39_2_4	acquired	7751.8538	58	N39	UCMC	Stool	Week.3
N39_2_4	unknown	5107.66223	57	N39	UCMC	Stool	Week.3
N39_1_2	intrinsic	2.88162	1	N39	UCMC	Axilla	Week.1
N39_1_2	acquired	1211.617306	52	N39	UCMC	Axilla	Week.1
N39_1_2	unknown	120.0478054	6	N39	UCMC	Axilla	Week.1
N39_2_3	intrinsic	1306.67555	17	N39	UCMC	Groin	Week.3
N39_2_3	acquired	6253.496432	104	N39	UCMC	Groin	Week.3
N39_2_3	unknown	3726.7666889	69	N39	UCMC	Groin	Week.3
N39_2_2	intrinsic	43.667417	15	N39	UCMC	Axilla	Week.3
N39_2_2	acquired	2851.041493	85	N39	UCMC	Axilla	Week.3
N39_2_2	unknown	115.8948736	31	N39	UCMC	Axilla	Week.3
N40_1_2	intrinsic	26.0494	2	N40	UCMC	Axilla	Week.1
N40_1_2	acquired	826.4118110000001	48	N40	UCMC	Axilla	Week.1
N40_1_2	unknown	220.7126329	32	N40	UCMC	Axilla	Week.1
N40_1_3	intrinsic	5.33535	2	N40	UCMC	Groin	Week.1
N40_1_3	acquired	110.4611644	39	N40	UCMC	Groin	Week.1
N40_1_3	unknown	36.544373300000004	23	N40	UCMC	Groin	Week.1
N40_1_4	intrinsic	388.402	2	N40	UCMC	Stool	Week.1
N40_1_4	acquired	8463.329564	63	N40	UCMC	Stool	Week.1
N40_1_4	unknown	2239.9809737	49	N40	UCMC	Stool	Week.1
N40_2_2	intrinsic	88.928946	2	N40	UCMC	Axilla	Week.3
N40_2_2	acquired	6879.916559	62	N40	UCMC	Axilla	Week.3
N40_2_2	unknown	1343.858192	29	N40	UCMC	Axilla	Week.3
N40_2_3	intrinsic	577.19342	13	N40	UCMC	Groin	Week.3
N40_2_3	acquired	5050.739835	105	N40	UCMC	Groin	Week.3
N40_2_3	unknown	928.223664	46	N40	UCMC	Groin	Week.3
N41_1_2	intrinsic	21.07585	2	N41	UCMC	Axilla	Week.1
N41_1_2	acquired	606.805327	41	N41	UCMC	Axilla	Week.1
N41_1_2	unknown	176.31014199999998	25	N41	UCMC	Axilla	Week.1
N41_1_4	intrinsic	2085.3278	16	N41	UCMC	Stool	Week.1
N41_1_4	acquired	5678.70484	40	N41	UCMC	Stool	Week.1
N41_1_4	unknown	9301.26127	48	N41	UCMC	Stool	Week.1
N41_2_2	intrinsic	14.113990000000001	2	N41	UCMC	Axilla	Week.3
N41_2_2	acquired	3269.984389	52	N41	UCMC	Axilla	Week.3
N41_2_2	unknown	194.812903	20	N41	UCMC	Axilla	Week.3
N41_1_3	intrinsic	1704.6286	15	N41	UCMC	Groin	Week.1
N41_1_3	acquired	5260.69165	39	N41	UCMC	Groin	Week.1
N41_1_3	unknown	7108.09405	46	N41	UCMC	Groin	Week.1
N41_2_3	intrinsic	1603.516257	16	N41	UCMC	Groin	Week.3
N41_2_3	acquired	5731.862298	76	N41	UCMC	Groin	Week.3
N41_2_3	unknown	5502.354968	69	N41	UCMC	Groin	Week.3
N42_1_4	intrinsic	206.11970000000002	2	N42	UCMC	Stool	Week.1
N42_1_4	acquired	6480.55987	43	N42	UCMC	Stool	Week.1
N42_1_4	unknown	1358.660212	29	N42	UCMC	Stool	Week.1
N42_2_2	intrinsic	98.3091	2	N42	UCMC	Axilla	Week.3
N42_2_2	acquired	3333.866971	46	N42	UCMC	Axilla	Week.3
N42_2_2	unknown	957.8475599999999	27	N42	UCMC	Axilla	Week.3
N42_1_2	intrinsic	31.863799999999998	2	N42	UCMC	Axilla	Week.1
N42_1_2	acquired	673.24042	41	N42	UCMC	Axilla	Week.1
N42_1_2	unknown	209.5983092	25	N42	UCMC	Axilla	Week.1
N42_2_3	intrinsic	699.45555	13	N42	UCMC	Groin	Week.3
N42_2_3	acquired	4789.39272	92	N42	UCMC	Groin	Week.3
N42_2_3	unknown	1033.821648	46	N42	UCMC	Groin	Week.3
N43_1_2	intrinsic	42.115181	14	N43	UCMC	Axilla	Week.1
N43_1_2	acquired	766.63566	41	N43	UCMC	Axilla	Week.1
N43_1_2	unknown	47.956214	13	N43	UCMC	Axilla	Week.1
N43_1_3	intrinsic	217.191919	13	N43	UCMC	Groin	Week.1
N43_1_3	acquired	1188.603354	56	N43	UCMC	Groin	Week.1
N43_1_3	unknown	307.8604456	17	N43	UCMC	Groin	Week.1
N43_2_2	intrinsic	417.73639	13	N43	UCMC	Axilla	Week.3
N43_2_2	acquired	4216.808914	76	N43	UCMC	Axilla	Week.3
N43_2_2	unknown	858.3016289999999	18	N43	UCMC	Axilla	Week.3
N43_2_3	intrinsic	813.75428	16	N43	UCMC	Groin	Week.3
N43_2_3	acquired	4006.549857	106	N43	UCMC	Groin	Week.3
N43_2_3	unknown	1476.960004	79	N43	UCMC	Groin	Week.3
N44_1_3	intrinsic	0.0	0	N44	UCMC	Groin	Week.1
N44_1_3	acquired	0.0	0	N44	UCMC	Groin	Week.1
N44_1_3	unknown	4.642878	3	N44	UCMC	Groin	Week.1
N44_2_2	intrinsic	53.713256	13	N44	UCMC	Axilla	Week.3
N44_2_2	acquired	4452.444198	83	N44	UCMC	Axilla	Week.3
N44_2_2	unknown	363.607661	19	N44	UCMC	Axilla	Week.3
N44_2_3	intrinsic	36.580248	13	N44	UCMC	Groin	Week.3
N44_2_3	acquired	425.099435	79	N44	UCMC	Groin	Week.3
N44_2_3	unknown	112.2020904	42	N44	UCMC	Groin	Week.3
N44_1_2	intrinsic	65.9871	1	N44	UCMC	Axilla	Week.1
N44_1_2	acquired	7866.642439	42	N44	UCMC	Axilla	Week.1
N44_1_2	unknown	1722.57794	8	N44	UCMC	Axilla	Week.1
N45_1_3	intrinsic	1673.72788	17	N45	UCMC	Groin	Week.1
N45_1_3	acquired	3075.880955	63	N45	UCMC	Groin	Week.1
N45_1_3	unknown	763.782379	17	N45	UCMC	Groin	Week.1
N45_1_4	intrinsic	1468.60952	16	N45	UCMC	Stool	Week.1
N45_1_4	acquired	6833.762982	69	N45	UCMC	Stool	Week.1
N45_1_4	unknown	1086.390178	42	N45	UCMC	Stool	Week.1
N45_2_2	intrinsic	1.04871	1	N45	UCMC	Axilla	Week.3
N45_2_2	acquired	4732.14506	43	N45	UCMC	Axilla	Week.3
N45_2_2	unknown	24.558536	6	N45	UCMC	Axilla	Week.3
N45_1_2	intrinsic	55.533100000000005	2	N45	UCMC	Axilla	Week.1
N45_1_2	acquired	2023.340586	53	N45	UCMC	Axilla	Week.1
N45_1_2	unknown	337.928173	27	N45	UCMC	Axilla	Week.1
N45_2_3	intrinsic	417.547559	16	N45	UCMC	Groin	Week.3
N45_2_3	acquired	3443.3200659999998	90	N45	UCMC	Groin	Week.3
N45_2_3	unknown	207.86343300000001	25	N45	UCMC	Groin	Week.3
N46_1_2	intrinsic	40.4473	1	N46	UCMC	Axilla	Week.1
N46_1_2	acquired	3635.911656	50	N46	UCMC	Axilla	Week.1
N46_1_2	unknown	861.170038	8	N46	UCMC	Axilla	Week.1
N46_1_3	intrinsic	3.5906	1	N46	UCMC	Groin	Week.1
N46_1_3	acquired	158.782536	27	N46	UCMC	Groin	Week.1
N46_1_3	unknown	45.6438719	6	N46	UCMC	Groin	Week.1
N46_2_2	intrinsic	24.426947	3	N46	UCMC	Axilla	Week.3
N46_2_2	acquired	1030.919998	53	N46	UCMC	Axilla	Week.3
N46_2_2	unknown	220.89342530000002	9	N46	UCMC	Axilla	Week.3
N46_2_3	intrinsic	681.91973	14	N46	UCMC	Groin	Week.3
N46_2_3	acquired	5026.617926	91	N46	UCMC	Groin	Week.3
N46_2_3	unknown	1070.891691	20	N46	UCMC	Groin	Week.3
N46_2_4	intrinsic	780.23746	13	N46	UCMC	Stool	Week.3
N46_2_4	acquired	4459.955426	74	N46	UCMC	Stool	Week.3
N46_2_4	unknown	907.3143269999999	15	N46	UCMC	Stool	Week.3
N47_1_2	intrinsic	3.16137	1	N47	UCMC	Axilla	Week.1
N47_1_2	acquired	2121.902552	46	N47	UCMC	Axilla	Week.1
N47_1_2	unknown	87.5241103	7	N47	UCMC	Axilla	Week.1
N47_2_2	intrinsic	4.23412	1	N47	UCMC	Axilla	Week.3
N47_2_2	acquired	2182.177742	58	N47	UCMC	Axilla	Week.3
N47_2_2	unknown	84.5217261	9	N47	UCMC	Axilla	Week.3
N47_2_3	intrinsic	257.46823	13	N47	UCMC	Groin	Week.3
N47_2_3	acquired	4058.822584	97	N47	UCMC	Groin	Week.3
N47_2_3	unknown	597.097172	67	N47	UCMC	Groin	Week.3
N47_1_3	intrinsic	32.1712	1	N47	UCMC	Groin	Week.1
N47_1_3	acquired	3396.991754	46	N47	UCMC	Groin	Week.1
N47_1_3	unknown	697.116076	10	N47	UCMC	Groin	Week.1
N47_2_4	intrinsic	415.94819	13	N47	UCMC	Stool	Week.3
N47_2_4	acquired	4643.536716	85	N47	UCMC	Stool	Week.3
N47_2_4	unknown	996.509818	61	N47	UCMC	Stool	Week.3
N48_1_2	intrinsic	60.4839	1	N48	UCMC	Axilla	Week.1
N48_1_2	acquired	8596.339233	43	N48	UCMC	Axilla	Week.1
N48_1_2	unknown	1262.812059	8	N48	UCMC	Axilla	Week.1
N48_1_3	intrinsic	27.151	1	N48	UCMC	Groin	Week.1
N48_1_3	acquired	4118.853038	45	N48	UCMC	Groin	Week.1
N48_1_3	unknown	1197.510554	8	N48	UCMC	Groin	Week.1
N48_2_3	intrinsic	874.04671	16	N48	UCMC	Groin	Week.3
N48_2_3	acquired	3695.867822	114	N48	UCMC	Groin	Week.3
N48_2_3	unknown	1299.908363	71	N48	UCMC	Groin	Week.3
N48_2_4	intrinsic	746.72681	15	N48	UCMC	Stool	Week.3
N48_2_4	acquired	3950.579511	86	N48	UCMC	Stool	Week.3
N48_2_4	unknown	1086.821047	63	N48	UCMC	Stool	Week.3
N48_2_2	intrinsic	45.4801	2	N48	UCMC	Axilla	Week.3
N48_2_2	acquired	4113.353307	53	N48	UCMC	Axilla	Week.3
N48_2_2	unknown	732.1479439999999	20	N48	UCMC	Axilla	Week.3
N49_1_2	intrinsic	7.6546	2	N49	UCMC	Axilla	Week.1
N49_1_2	acquired	1338.759713	44	N49	UCMC	Axilla	Week.1
N49_1_2	unknown	97.70442299999999	8	N49	UCMC	Axilla	Week.1
N49_1_3	intrinsic	0.0	0	N49	UCMC	Groin	Week.1
N49_1_3	acquired	2.9818146999999997	3	N49	UCMC	Groin	Week.1
N49_1_3	unknown	0.0	0	N49	UCMC	Groin	Week.1
N49_2_2	intrinsic	15.412975	10	N49	UCMC	Axilla	Week.3
N49_2_2	acquired	1266.4093369	70	N49	UCMC	Axilla	Week.3
N49_2_2	unknown	57.5892129	41	N49	UCMC	Axilla	Week.3
N49_2_3	intrinsic	370.96653	13	N49	UCMC	Groin	Week.3
N49_2_3	acquired	1928.958747	47	N49	UCMC	Groin	Week.3
N49_2_3	unknown	568.822992	28	N49	UCMC	Groin	Week.3
N49_2_4	intrinsic	1406.660531	14	N49	UCMC	Stool	Week.3
N49_2_4	acquired	6581.267066	58	N49	UCMC	Stool	Week.3
