sample_name	resistance_type	rpm_sum	n_gene_families	SubjectID	Location	SampleType	SampleCollectionWeek
ZJH_N3_2_2	acquired	2226.243114	28	ZJH_N3	ZCH	Axilla	Week.3
ZJH_N3_2_2	unknown	0.0	0	ZJH_N3	ZCH	Axilla	Week.3
ZJH_N3_2_4	intrinsic	1338.856945	17	ZJH_N3	ZCH	Stool	Week.3
ZJH_N3_2_4	acquired	4006.968693	45	ZJH_N3	ZCH	Stool	Week.3
ZJH_N3_2_4	unknown	1584.15892	30	ZJH_N3	ZCH	Stool	Week.3
ZJH_N4_1_2	intrinsic	0.0	0	ZJH_N4	ZCH	Axilla	Week.1
ZJH_N4_1_2	acquired	5122.560288	36	ZJH_N4	ZCH	Axilla	Week.1
ZJH_N4_1_2	unknown	11.343244	4	ZJH_N4	ZCH	Axilla	Week.1
ZJH_N4_1_3	intrinsic	0.0	0	ZJH_N4	ZCH	Groin	Week.1
ZJH_N4_1_3	acquired	258.987607	15	ZJH_N4	ZCH	Groin	Week.1
ZJH_N4_1_3	unknown	0.336293	1	ZJH_N4	ZCH	Groin	Week.1
ZJH_N4_1_4	intrinsic	0.0	0	ZJH_N4	ZCH	Stool	Week.1
ZJH_N4_1_4	acquired	7076.38048	21	ZJH_N4	ZCH	Stool	Week.1
ZJH_N4_1_4	unknown	0.0	0	ZJH_N4	ZCH	Stool	Week.1
ZJH_N4_2_2	intrinsic	0.0	0	ZJH_N4	ZCH	Axilla	Week.3
ZJH_N4_2_2	acquired	281.34966000000003	11	ZJH_N4	ZCH	Axilla	Week.3
ZJH_N4_2_2	unknown	0.0	0	ZJH_N4	ZCH	Axilla	Week.3
ZJH_N4_2_3	intrinsic	735.70068	13	ZJH_N4	ZCH	Groin	Week.3
ZJH_N4_2_3	acquired	8279.76223	86	ZJH_N4	ZCH	Groin	Week.3
ZJH_N4_2_3	unknown	1238.861616	42	ZJH_N4	ZCH	Groin	Week.3
ZJH_N4_2_4	intrinsic	2071.7859	14	ZJH_N4	ZCH	Stool	Week.3
ZJH_N4_2_4	acquired	15938.218628	69	ZJH_N4	ZCH	Stool	Week.3
ZJH_N4_2_4	unknown	2946.29668	36	ZJH_N4	ZCH	Stool	Week.3
ZJH_N5_1_2	intrinsic	64.1003	1	ZJH_N5	ZCH	Axilla	Week.1
ZJH_N5_1_2	acquired	9648.28771	43	ZJH_N5	ZCH	Axilla	Week.1
ZJH_N5_1_2	unknown	369.74104	9	ZJH_N5	ZCH	Axilla	Week.1
ZJH_N5_1_4	intrinsic	28.201391	13	ZJH_N5	ZCH	Stool	Week.1
ZJH_N5_1_4	acquired	170.265105	47	ZJH_N5	ZCH	Stool	Week.1
ZJH_N5_1_4	unknown	42.741139	33	ZJH_N5	ZCH	Stool	Week.1
ZJH_N5_2_2	intrinsic	0.0	0	ZJH_N5	ZCH	Axilla	Week.3
ZJH_N5_2_2	acquired	3340.676975	17	ZJH_N5	ZCH	Axilla	Week.3
ZJH_N5_2_2	unknown	3.810044	2	ZJH_N5	ZCH	Axilla	Week.3
ZJH_N5_2_3	intrinsic	29.3487	1	ZJH_N5	ZCH	Groin	Week.3
ZJH_N5_2_3	acquired	14623.293125	58	ZJH_N5	ZCH	Groin	Week.3
ZJH_N5_2_3	unknown	535.05605	8	ZJH_N5	ZCH	Groin	Week.3
ZJH_N5_2_4	intrinsic	2.28647	1	ZJH_N5	ZCH	Stool	Week.3
ZJH_N5_2_4	acquired	13536.406876000001	67	ZJH_N5	ZCH	Stool	Week.3
ZJH_N5_2_4	unknown	81.430269	13	ZJH_N5	ZCH	Stool	Week.3
ZJH_N6_1_2	intrinsic	0.0	0	ZJH_N6	ZCH	Axilla	Week.1
ZJH_N6_1_2	acquired	440.35848	18	ZJH_N6	ZCH	Axilla	Week.1
ZJH_N6_1_2	unknown	0.0	0	ZJH_N6	ZCH	Axilla	Week.1
ZJH_N6_1_3	intrinsic	0.0	0	ZJH_N6	ZCH	Groin	Week.1
ZJH_N6_1_3	acquired	0.0	0	ZJH_N6	ZCH	Groin	Week.1
ZJH_N6_1_3	unknown	0.0	0	ZJH_N6	ZCH	Groin	Week.1
ZJH_N6_1_4	intrinsic	0.0	0	ZJH_N6	ZCH	Stool	Week.1
ZJH_N6_1_4	acquired	0.0	0	ZJH_N6	ZCH	Stool	Week.1
ZJH_N6_1_4	unknown	0.0	0	ZJH_N6	ZCH	Stool	Week.1
ZJH_N6_2_2	intrinsic	0.0	0	ZJH_N6	ZCH	Axilla	Week.3
ZJH_N6_2_2	acquired	3069.698148	19	ZJH_N6	ZCH	Axilla	Week.3
ZJH_N6_2_2	unknown	5.70669	4	ZJH_N6	ZCH	Axilla	Week.3
ZJH_N6_2_3	intrinsic	0.0	0	ZJH_N6	ZCH	Groin	Week.3
ZJH_N6_2_3	acquired	0.0	0	ZJH_N6	ZCH	Groin	Week.3
ZJH_N6_2_3	unknown	0.0	0	ZJH_N6	ZCH	Groin	Week.3
ZJH_N6_2_4	intrinsic	27.88503	2	ZJH_N6	ZCH	Stool	Week.3
ZJH_N6_2_4	acquired	12402.684591	61	ZJH_N6	ZCH	Stool	Week.3
ZJH_N6_2_4	unknown	938.716188	33	ZJH_N6	ZCH	Stool	Week.3
ZJH_N7_1_2	intrinsic	4.90228	1	ZJH_N7	ZCH	Axilla	Week.1
ZJH_N7_1_2	acquired	4740.044873	35	ZJH_N7	ZCH	Axilla	Week.1
ZJH_N7_1_2	unknown	86.418556	6	ZJH_N7	ZCH	Axilla	Week.1
ZJH_N7_1_3	intrinsic	0.0	0	ZJH_N7	ZCH	Groin	Week.1
ZJH_N7_1_3	acquired	0.0	0	ZJH_N7	ZCH	Groin	Week.1
ZJH_N7_1_3	unknown	0.0	0	ZJH_N7	ZCH	Groin	Week.1
ZJH_N7_1_4	intrinsic	0.0	0	ZJH_N7	ZCH	Stool	Week.1
ZJH_N7_1_4	acquired	0.0	0	ZJH_N7	ZCH	Stool	Week.1
ZJH_N7_1_4	unknown	0.0	0	ZJH_N7	ZCH	Stool	Week.1
ZJH_N7_2_3	intrinsic	1658.6814	13	ZJH_N7	ZCH	Groin	Week.3
ZJH_N7_2_3	acquired	9064.621871	33	ZJH_N7	ZCH	Groin	Week.3
ZJH_N7_2_3	unknown	1867.252192	14	ZJH_N7	ZCH	Groin	Week.3
ZJH_N7_2_4	intrinsic	1922.3504	14	ZJH_N7	ZCH	Stool	Week.3
ZJH_N7_2_4	acquired	9595.474245	33	ZJH_N7	ZCH	Stool	Week.3
ZJH_N7_2_4	unknown	1922.1514	9	ZJH_N7	ZCH	Stool	Week.3
ZJH_N8_1_2	intrinsic	0.0	0	ZJH_N8	ZCH	Axilla	Week.1
ZJH_N8_1_2	acquired	2893.67151	27	ZJH_N8	ZCH	Axilla	Week.1
ZJH_N8_1_2	unknown	1.869937	2	ZJH_N8	ZCH	Axilla	Week.1
ZJH_N8_1_3	intrinsic	15.855099	4	ZJH_N8	ZCH	Groin	Week.1
ZJH_N8_1_3	acquired	355.574604	36	ZJH_N8	ZCH	Groin	Week.1
ZJH_N8_1_3	unknown	23.759807000000002	11	ZJH_N8	ZCH	Groin	Week.1
ZJH_N8_1_4	intrinsic	0.0	0	ZJH_N8	ZCH	Stool	Week.1
ZJH_N8_1_4	acquired	0.0	0	ZJH_N8	ZCH	Stool	Week.1
ZJH_N8_1_4	unknown	0.0	0	ZJH_N8	ZCH	Stool	Week.1
ZJH_N8_2_2	intrinsic	0.0	0	ZJH_N8	ZCH	Axilla	Week.3
ZJH_N8_2_2	acquired	3468.6817300000002	13	ZJH_N8	ZCH	Axilla	Week.3
ZJH_N8_2_2	unknown	0.0	0	ZJH_N8	ZCH	Axilla	Week.3
ZJH_N8_2_3	intrinsic	0.0	0	ZJH_N8	ZCH	Groin	Week.3
ZJH_N8_2_3	acquired	820.84283	12	ZJH_N8	ZCH	Groin	Week.3
ZJH_N8_2_3	unknown	0.952622	1	ZJH_N8	ZCH	Groin	Week.3
ZJH_N8_2_4	intrinsic	75.1491	1	ZJH_N8	ZCH	Stool	Week.3
ZJH_N8_2_4	acquired	4096.895324	50	ZJH_N8	ZCH	Stool	Week.3
ZJH_N8_2_4	unknown	799.8081099999999	7	ZJH_N8	ZCH	Stool	Week.3
ZJH_N9_1_2	intrinsic	0.0	0	ZJH_N9	ZCH	Axilla	Week.1
ZJH_N9_1_2	acquired	24.70473	1	ZJH_N9	ZCH	Axilla	Week.1
ZJH_N9_1_2	unknown	0.0	0	ZJH_N9	ZCH	Axilla	Week.1
ZJH_N9_1_3	intrinsic	0.0	0	ZJH_N9	ZCH	Groin	Week.1
ZJH_N9_1_3	acquired	24.9226414	2	ZJH_N9	ZCH	Groin	Week.1
ZJH_N9_1_3	unknown	0.1796228	1	ZJH_N9	ZCH	Groin	Week.1
ZJH_N9_2_2	intrinsic	12.0038	1	ZJH_N9	ZCH	Axilla	Week.3
ZJH_N9_2_2	acquired	8406.653194999999	42	ZJH_N9	ZCH	Axilla	Week.3
ZJH_N9_2_2	unknown	148.58944499999998	9	ZJH_N9	ZCH	Axilla	Week.3
ZJH_N9_2_4	intrinsic	1999.21479	15	ZJH_N9	ZCH	Stool	Week.3
ZJH_N9_2_4	acquired	10985.988637	66	ZJH_N9	ZCH	Stool	Week.3
ZJH_N9_2_4	unknown	1990.308584	18	ZJH_N9	ZCH	Stool	Week.3
ZJH_N10_1_2	intrinsic	0.0	0	ZJH_N10	ZCH	Axilla	Week.1
ZJH_N10_1_2	acquired	3.6463050000000004	1	ZJH_N10	ZCH	Axilla	Week.1
ZJH_N10_1_2	unknown	0.0	0	ZJH_N10	ZCH	Axilla	Week.1
ZJH_N10_1_4	intrinsic	0.0	0	ZJH_N10	ZCH	Stool	Week.1
ZJH_N10_1_4	acquired	0.0	0	ZJH_N10	ZCH	Stool	Week.1
ZJH_N10_1_4	unknown	0.0	0	ZJH_N10	ZCH	Stool	Week.1
ZJH_N10_2_2	intrinsic	0.0	0	ZJH_N10	ZCH	Axilla	Week.3
ZJH_N10_2_2	acquired	13298.491562	50	ZJH_N10	ZCH	Axilla	Week.3
ZJH_N10_2_2	unknown	45.521987	8	ZJH_N10	ZCH	Axilla	Week.3
ZJH_N10_2_3	intrinsic	1445.5592	13	ZJH_N10	ZCH	Groin	Week.3
ZJH_N10_2_3	acquired	12600.905229	66	ZJH_N10	ZCH	Groin	Week.3
ZJH_N10_2_3	unknown	2510.792861	42	ZJH_N10	ZCH	Groin	Week.3
ZJH_N10_2_4	intrinsic	1650.1774	13	ZJH_N10	ZCH	Stool	Week.3
ZJH_N10_2_4	acquired	10612.85899	60	ZJH_N10	ZCH	Stool	Week.3
ZJH_N10_2_4	unknown	1828.98117	34	ZJH_N10	ZCH	Stool	Week.3
ZJH_N11_1_2	intrinsic	0.0	0	ZJH_N11	ZCH	Axilla	Week.1
ZJH_N11_1_2	acquired	82.334191	16	ZJH_N11	ZCH	Axilla	Week.1
ZJH_N11_1_2	unknown	4.4863230000000005	5	ZJH_N11	ZCH	Axilla	Week.1
ZJH_N11_1_3	intrinsic	0.0	0	ZJH_N11	ZCH	Groin	Week.1
ZJH_N11_1_3	acquired	0.0	0	ZJH_N11	ZCH	Groin	Week.1
ZJH_N11_1_3	unknown	0.0	0	ZJH_N11	ZCH	Groin	Week.1
ZJH_N11_1_4	intrinsic	19.085521999999997	12	ZJH_N11	ZCH	Stool	Week.1
ZJH_N11_1_4	acquired	115.937764	37	ZJH_N11	ZCH	Stool	Week.1
ZJH_N11_1_4	unknown	4.1761800000000004	2	ZJH_N11	ZCH	Stool	Week.1
ZJH_N11_2_2	intrinsic	0.0	0	ZJH_N11	ZCH	Axilla	Week.3
ZJH_N11_2_2	acquired	2754.395907	40	ZJH_N11	ZCH	Axilla	Week.3
ZJH_N11_2_2	unknown	38.957249000000004	4	ZJH_N11	ZCH	Axilla	Week.3
ZJH_N11_2_3	intrinsic	0.0	0	ZJH_N11	ZCH	Groin	Week.3
ZJH_N11_2_3	acquired	427.45001099999996	12	ZJH_N11	ZCH	Groin	Week.3
ZJH_N11_2_3	unknown	4.03536	1	ZJH_N11	ZCH	Groin	Week.3
ZJH_N11_2_4	intrinsic	25.4525	1	ZJH_N11	ZCH	Stool	Week.3
ZJH_N11_2_4	acquired	22331.246436	42	ZJH_N11	ZCH	Stool	Week.3
ZJH_N11_2_4	unknown	772.200079	9	ZJH_N11	ZCH	Stool	Week.3
ZJH_N12_1_2	intrinsic	11.1997	1	ZJH_N12	ZCH	Axilla	Week.1
ZJH_N12_1_2	acquired	11068.108972	41	ZJH_N12	ZCH	Axilla	Week.1
ZJH_N12_1_2	unknown	117.00337	5	ZJH_N12	ZCH	Axilla	Week.1
ZJH_N12_1_3	intrinsic	121.85849	12	ZJH_N12	ZCH	Groin	Week.1
ZJH_N12_1_3	acquired	2554.305393	46	ZJH_N12	ZCH	Groin	Week.1
ZJH_N12_1_3	unknown	51.293423000000004	7	ZJH_N12	ZCH	Groin	Week.1
ZJH_N12_1_4	intrinsic	2021.4261000000001	13	ZJH_N12	ZCH	Stool	Week.1
ZJH_N12_1_4	acquired	34639.087696	47	ZJH_N12	ZCH	Stool	Week.1
ZJH_N12_1_4	unknown	632.03305	5	ZJH_N12	ZCH	Stool	Week.1
ZJH_N12_2_2	intrinsic	24.756523	9	ZJH_N12	ZCH	Axilla	Week.3
ZJH_N12_2_2	acquired	572.142026	35	ZJH_N12	ZCH	Axilla	Week.3
ZJH_N12_2_2	unknown	7.651539	3	ZJH_N12	ZCH	Axilla	Week.3
ZJH_N12_2_4	intrinsic	2141.7066489999997	15	ZJH_N12	ZCH	Stool	Week.3
ZJH_N12_2_4	acquired	15214.848263	77	ZJH_N12	ZCH	Stool	Week.3
ZJH_N12_2_4	unknown	1397.7653890000001	17	ZJH_N12	ZCH	Stool	Week.3
ZJH_N13_1_2	intrinsic	0.0	0	ZJH_N13	ZCH	Axilla	Week.1
ZJH_N13_1_2	acquired	1507.99073	24	ZJH_N13	ZCH	Axilla	Week.1
ZJH_N13_1_2	unknown	27.752049999999997	3	ZJH_N13	ZCH	Axilla	Week.1
ZJH_N13_1_3	intrinsic	0.0	0	ZJH_N13	ZCH	Groin	Week.1
ZJH_N13_1_3	acquired	0.0	0	ZJH_N13	ZCH	Groin	Week.1
ZJH_N13_1_3	unknown	0.0	0	ZJH_N13	ZCH	Groin	Week.1
ZJH_N13_1_4	intrinsic	0.0	0	ZJH_N13	ZCH	Stool	Week.1
ZJH_N13_1_4	acquired	0.384873	1	ZJH_N13	ZCH	Stool	Week.1
ZJH_N13_1_4	unknown	0.0	0	ZJH_N13	ZCH	Stool	Week.1
ZJH_N13_2_2	intrinsic	127.77869	13	ZJH_N13	ZCH	Axilla	Week.3
ZJH_N13_2_2	acquired	1602.788557	72	ZJH_N13	ZCH	Axilla	Week.3
ZJH_N13_2_2	unknown	230.88551	36	ZJH_N13	ZCH	Axilla	Week.3
ZJH_N13_2_3	intrinsic	0.0	0	ZJH_N13	ZCH	Groin	Week.3
ZJH_N13_2_3	acquired	14.711104	5	ZJH_N13	ZCH	Groin	Week.3
ZJH_N13_2_3	unknown	2.462464	2	ZJH_N13	ZCH	Groin	Week.3
ZJH_N13_2_4	intrinsic	582.3608899999999	13	ZJH_N13	ZCH	Stool	Week.3
ZJH_N13_2_4	acquired	5927.162756	77	ZJH_N13	ZCH	Stool	Week.3
ZJH_N13_2_4	unknown	1445.34594	38	ZJH_N13	ZCH	Stool	Week.3
ZJH_N14_1_2	intrinsic	0.0	0	ZJH_N14	ZCH	Axilla	Week.1
ZJH_N14_1_2	acquired	211.261145	12	ZJH_N14	ZCH	Axilla	Week.1
ZJH_N14_1_2	unknown	3.21019	3	ZJH_N14	ZCH	Axilla	Week.1
ZJH_N14_1_3	intrinsic	0.0	0	ZJH_N14	ZCH	Groin	Week.1
ZJH_N14_1_3	acquired	0.0	0	ZJH_N14	ZCH	Groin	Week.1
ZJH_N14_1_3	unknown	0.0	0	ZJH_N14	ZCH	Groin	Week.1
ZJH_N14_1_4	intrinsic	15.445615	10	ZJH_N14	ZCH	Stool	Week.1
ZJH_N14_1_4	acquired	2512.145923	59	ZJH_N14	ZCH	Stool	Week.1
ZJH_N14_1_4	unknown	520.507613	17	ZJH_N14	ZCH	Stool	Week.1
ZJH_N14_2_2	intrinsic	874.2882999999999	12	ZJH_N14	ZCH	Axilla	Week.3
ZJH_N14_2_2	acquired	11394.25842	78	ZJH_N14	ZCH	Axilla	Week.3
ZJH_N14_2_2	unknown	374.55853	11	ZJH_N14	ZCH	Axilla	Week.3
ZJH_N14_2_3	intrinsic	94.819	12	ZJH_N14	ZCH	Groin	Week.3
ZJH_N14_2_3	acquired	6749.099948	69	ZJH_N14	ZCH	Groin	Week.3
ZJH_N14_2_3	unknown	187.26659999999998	6	ZJH_N14	ZCH	Groin	Week.3
ZJH_N14_2_4	intrinsic	1936.3549	14	ZJH_N14	ZCH	Stool	Week.3
ZJH_N14_2_4	acquired	15670.441391	62	ZJH_N14	ZCH	Stool	Week.3
ZJH_N14_2_4	unknown	679.01367	7	ZJH_N14	ZCH	Stool	Week.3
ZJH_N15_1_2	intrinsic	0.0	0	ZJH_N15	ZCH	Axilla	Week.1
ZJH_N15_1_2	acquired	215.35577700000002	6	ZJH_N15	ZCH	Axilla	Week.1
ZJH_N15_1_2	unknown	0.0	0	ZJH_N15	ZCH	Axilla	Week.1
ZJH_N15_1_4	intrinsic	35.7285	1	ZJH_N15	ZCH	Stool	Week.1
ZJH_N15_1_4	acquired	4778.489892	49	ZJH_N15	ZCH	Stool	Week.1
ZJH_N15_1_4	unknown	583.212128	9	ZJH_N15	ZCH	Stool	Week.1
ZJH_N16_1_2	intrinsic	0.0	0	ZJH_N16	ZCH	Axilla	Week.1
ZJH_N16_1_2	acquired	826.81199	11	ZJH_N16	ZCH	Axilla	Week.1
ZJH_N16_1_2	unknown	0.0	0	ZJH_N16	ZCH	Axilla	Week.1
ZJH_N16_1_3	intrinsic	0.0	0	ZJH_N16	ZCH	Groin	Week.1
ZJH_N16_1_3	acquired	690.000493	10	ZJH_N16	ZCH	Groin	Week.1
ZJH_N16_1_3	unknown	0.0	0	ZJH_N16	ZCH	Groin	Week.1
ZJH_N16_2_2	intrinsic	56.523946	8	ZJH_N16	ZCH	Axilla	Week.3
ZJH_N16_2_2	acquired	3751.212098	86	ZJH_N16	ZCH	Axilla	Week.3
ZJH_N16_2_2	unknown	223.485287	15	ZJH_N16	ZCH	Axilla	Week.3
ZJH_N16_2_3	intrinsic	132.844401	13	ZJH_N16	ZCH	Groin	Week.3
ZJH_N16_2_3	acquired	1819.086241	73	ZJH_N16	ZCH	Groin	Week.3
ZJH_N16_2_3	unknown	139.78161699999998	21	ZJH_N16	ZCH	Groin	Week.3
ZJH_N16_2_4	intrinsic	2293.968	14	ZJH_N16	ZCH	Stool	Week.3
ZJH_N16_2_4	acquired	22168.046809	90	ZJH_N16	ZCH	Stool	Week.3
ZJH_N16_2_4	unknown	2888.67151	36	ZJH_N16	ZCH	Stool	Week.3
ZJH_N17_1_2	intrinsic	0.80891	1	ZJH_N17	ZCH	Axilla	Week.1
ZJH_N17_1_2	acquired	8521.328398	29	ZJH_N17	ZCH	Axilla	Week.1
ZJH_N17_1_2	unknown	120.058353	6	ZJH_N17	ZCH	Axilla	Week.1
ZJH_N17_1_3	intrinsic	0.0	0	ZJH_N17	ZCH	Groin	Week.1
ZJH_N17_1_3	acquired	0.0	0	ZJH_N17	ZCH	Groin	Week.1
ZJH_N17_1_3	unknown	0.0	0	ZJH_N17	ZCH	Groin	Week.1
ZJH_N17_1_4	intrinsic	0.0	0	ZJH_N17	ZCH	Stool	Week.1
ZJH_N17_1_4	acquired	4546.0328	20	ZJH_N17	ZCH	Stool	Week.1
ZJH_N17_1_4	unknown	0.0	0	ZJH_N17	ZCH	Stool	Week.1
ZJH_N17_2_2	intrinsic	10.225854	3	ZJH_N17	ZCH	Axilla	Week.3
ZJH_N17_2_2	acquired	2616.795225	46	ZJH_N17	ZCH	Axilla	Week.3
ZJH_N17_2_2	unknown	45.416903	6	ZJH_N17	ZCH	Axilla	Week.3
ZJH_N17_2_3	intrinsic	27.76748	10	ZJH_N17	ZCH	Groin	Week.3
ZJH_N17_2_3	acquired	367.85402899999997	46	ZJH_N17	ZCH	Groin	Week.3
ZJH_N17_2_3	unknown	30.376494	11	ZJH_N17	ZCH	Groin	Week.3
ZJH_N17_2_4	intrinsic	2187.7656	14	ZJH_N17	ZCH	Stool	Week.3
ZJH_N17_2_4	acquired	8819.72213	38	ZJH_N17	ZCH	Stool	Week.3
ZJH_N17_2_4	unknown	2108.80561	12	ZJH_N17	ZCH	Stool	Week.3
ZJH_N18_1_2	intrinsic	25.49167	8	ZJH_N18	ZCH	Axilla	Week.1
ZJH_N18_1_2	acquired	718.847595	50	ZJH_N18	ZCH	Axilla	Week.1
ZJH_N18_1_2	unknown	64.697413	13	ZJH_N18	ZCH	Axilla	Week.1
ZJH_N18_1_3	intrinsic	18.856325	8	ZJH_N18	ZCH	Groin	Week.1
ZJH_N18_1_3	acquired	210.381556	30	ZJH_N18	ZCH	Groin	Week.1
ZJH_N18_1_3	unknown	8.573235	4	ZJH_N18	ZCH	Groin	Week.1
ZJH_N18_1_4	intrinsic	2126.7944820000002	20	ZJH_N18	ZCH	Stool	Week.1
ZJH_N18_1_4	acquired	10194.597225	77	ZJH_N18	ZCH	Stool	Week.1
ZJH_N18_1_4	unknown	2068.996916	46	ZJH_N18	ZCH	Stool	Week.1
ZJH_N18_2_2	intrinsic	71.304674	12	ZJH_N18	ZCH	Axilla	Week.3
ZJH_N18_2_2	acquired	694.510046	63	ZJH_N18	ZCH	Axilla	Week.3
ZJH_N18_2_2	unknown	100.71200900000001	24	ZJH_N18	ZCH	Axilla	Week.3
ZJH_N18_2_3	intrinsic	1431.2733	14	ZJH_N18	ZCH	Groin	Week.3
ZJH_N18_2_3	acquired	13432.613266	87	ZJH_N18	ZCH	Groin	Week.3
ZJH_N18_2_3	unknown	2280.37979	38	ZJH_N18	ZCH	Groin	Week.3
ZJH_N18_2_4	intrinsic	713.736263	13	ZJH_N18	ZCH	Stool	Week.3
ZJH_N18_2_4	acquired	8888.146338	97	ZJH_N18	ZCH	Stool	Week.3
ZJH_N18_2_4	unknown	1320.6293600000001	40	ZJH_N18	ZCH	Stool	Week.3
ZJH_N19_1_2	intrinsic	100.217	1	ZJH_N19	ZCH	Axilla	Week.1
ZJH_N19_1_2	acquired	25672.1911	34	ZJH_N19	ZCH	Axilla	Week.1
ZJH_N19_1_2	unknown	999.07106	9	ZJH_N19	ZCH	Axilla	Week.1
ZJH_N19_1_3	intrinsic	0.0	0	ZJH_N19	ZCH	Groin	Week.1
ZJH_N19_1_3	acquired	0.0	0	ZJH_N19	ZCH	Groin	Week.1
ZJH_N19_1_3	unknown	0.0	0	ZJH_N19	ZCH	Groin	Week.1
ZJH_N19_1_4	intrinsic	0.0	0	ZJH_N19	ZCH	Stool	Week.1
ZJH_N19_1_4	acquired	0.0	0	ZJH_N19	ZCH	Stool	Week.1
ZJH_N19_1_4	unknown	0.0	0	ZJH_N19	ZCH	Stool	Week.1
ZJH_N19_2_2	intrinsic	0.0	0	ZJH_N19	ZCH	Axilla	Week.3
ZJH_N19_2_2	acquired	547.64329	28	ZJH_N19	ZCH	Axilla	Week.3
ZJH_N19_2_2	unknown	4.827374	3	ZJH_N19	ZCH	Axilla	Week.3
ZJH_N19_2_4	intrinsic	0.0	0	ZJH_N19	ZCH	Stool	Week.3
ZJH_N19_2_4	acquired	0.0	0	ZJH_N19	ZCH	Stool	Week.3
ZJH_N19_2_4	unknown	0.0	0	ZJH_N19	ZCH	Stool	Week.3
ZJH_N20_1_3	intrinsic	0.0	0	ZJH_N20	ZCH	Groin	Week.1
ZJH_N20_1_3	acquired	0.0	0	ZJH_N20	ZCH	Groin	Week.1
ZJH_N20_1_3	unknown	7.151088	2	ZJH_N20	ZCH	Groin	Week.1
ZJH_N20_1_4	intrinsic	0.0	0	ZJH_N20	ZCH	Stool	Week.1
ZJH_N20_1_4	acquired	0.0	0	ZJH_N20	ZCH	Stool	Week.1
ZJH_N20_1_4	unknown	0.0	0	ZJH_N20	ZCH	Stool	Week.1
ZJH_N20_2_2	intrinsic	7.04631	1	ZJH_N20	ZCH	Axilla	Week.3
ZJH_N20_2_2	acquired	1276.056876	49	ZJH_N20	ZCH	Axilla	Week.3
ZJH_N20_2_2	unknown	181.517389	7	ZJH_N20	ZCH	Axilla	Week.3
ZJH_N20_2_3	intrinsic	0.0	0	ZJH_N20	ZCH	Groin	Week.3
ZJH_N20_2_3	acquired	63.972846000000004	9	ZJH_N20	ZCH	Groin	Week.3
ZJH_N20_2_3	unknown	0.0	0	ZJH_N20	ZCH	Groin	Week.3
ZJH_N20_2_4	intrinsic	243.56517	6	ZJH_N20	ZCH	Stool	Week.3
ZJH_N20_2_4	acquired	4410.495819	67	ZJH_N20	ZCH	Stool	Week.3
ZJH_N20_2_4	unknown	753.6875	32	ZJH_N20	ZCH	Stool	Week.3
ZJH_N21_1_2	intrinsic	37.55249	3	ZJH_N21	ZCH	Axilla	Week.1
ZJH_N21_1_2	acquired	7059.966115	59	ZJH_N21	ZCH	Axilla	Week.1
ZJH_N21_1_2	unknown	190.195584	13	ZJH_N21	ZCH	Axilla	Week.1
ZJH_N21_1_4	intrinsic	7.43014	2	ZJH_N21	ZCH	Stool	Week.1
ZJH_N21_1_4	acquired	94.51550399999999	27	ZJH_N21	ZCH	Stool	Week.1
ZJH_N21_1_4	unknown	39.535887	20	ZJH_N21	ZCH	Stool	Week.1
ZJH_N21_2_2	intrinsic	61.58802	5	ZJH_N21	ZCH	Axilla	Week.3
ZJH_N21_2_2	acquired	2717.703677	43	ZJH_N21	ZCH	Axilla	Week.3
ZJH_N21_2_2	unknown	67.598001	7	ZJH_N21	ZCH	Axilla	Week.3
ZJH_N21_2_4	intrinsic	1448.31948	15	ZJH_N21	ZCH	Stool	Week.3
ZJH_N21_2_4	acquired	8199.214434	72	ZJH_N21	ZCH	Stool	Week.3
ZJH_N21_2_4	unknown	746.5939119999999	36	ZJH_N21	ZCH	Stool	Week.3
ZJH_N22_1_3	intrinsic	601.11009	9	ZJH_N22	ZCH	Groin	Week.1
ZJH_N22_1_3	acquired	7637.13994	62	ZJH_N22	ZCH	Groin	Week.1
ZJH_N22_1_3	unknown	423.000473	35	ZJH_N22	ZCH	Groin	Week.1
ZJH_N22_1_4	intrinsic	811.187869	10	ZJH_N22	ZCH	Stool	Week.1
ZJH_N22_1_4	acquired	5788.317733	43	ZJH_N22	ZCH	Stool	Week.1
ZJH_N22_1_4	unknown	546.6241568	25	ZJH_N22	ZCH	Stool	Week.1
ZJH_N22_2_2	intrinsic	10.68464	3	ZJH_N22	ZCH	Axilla	Week.3
ZJH_N22_2_2	acquired	13319.646177999999	55	ZJH_N22	ZCH	Axilla	Week.3
ZJH_N22_2_2	unknown	356.423111	16	ZJH_N22	ZCH	Axilla	Week.3
ZJH_N22_2_3	intrinsic	11.73441	4	ZJH_N22	ZCH	Groin	Week.3
ZJH_N22_2_3	acquired	8641.383633	63	ZJH_N22	ZCH	Groin	Week.3
ZJH_N22_2_3	unknown	107.89151	12	ZJH_N22	ZCH	Groin	Week.3
ZJH_N22_2_4	intrinsic	0.0	0	ZJH_N22	ZCH	Stool	Week.3
ZJH_N22_2_4	acquired	889.98894	21	ZJH_N22	ZCH	Stool	Week.3
ZJH_N22_2_4	unknown	0.0	0	ZJH_N22	ZCH	Stool	Week.3
ZJH_N23_1_2	intrinsic	0.0	0	ZJH_N23	ZCH	Axilla	Week.1
ZJH_N23_1_2	acquired	2152.9219	30	ZJH_N23	ZCH	Axilla	Week.1
