sample_name	Aminocoumarins	Aminoglycosides	Bacitracin	Cationic antimicrobial peptides	Chromium resistance	Drug and biocide and metal resistance	Drug and biocide resistance	Drug and metal resistance	Elfamycins	Fluoroquinolones	Fosfomycin	Fusidic acid	Glycopeptides	Lipopeptides	MLS	Multi-biocide resistance	Multi-drug resistance	Multi-metal resistance	Mupirocin	Oxazolidinone	Phenicol	Phenolic compound resistance	Rifampin	Sulfonamides	Tetracyclines	Trimethoprim	betalactams
ZJH_N31_2_4	123.659	242.99104	0.0	0.0	0.0	194.2586	1694.2687	41.7194	115.74	1677.5259	356.71590000000003	0.0	0.0	178.68604	0.0	19.6804	4656.3931	0.0	0.0	0.0	0.0	54.230599999999995	0.0	57.0264	149.2275	0.0	1453.8233
ZJH_N32_1_2	11.8477	1396.669173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.13150000000002	7.91352	21.72823	0.339151	90.25943000000001	1234.7806	0.0	343.6503	0.0	19.62554	1.80881	190.39950000000002	0.0	0.0	17.681066	154.833772	1.5827	248.914041
ZJH_N32_1_4	0.0	518.332	0.0	0.0	0.0	26.2756	0.0	0.0	66.7693	162.928	0.0	0.0	21.9546	35.7596	179.8943	0.0	167.551	0.0	0.0	0.0	1363.5686	0.0	0.0	574.3941	0.0	0.0	3059.76155
ZJH_N32_2_2	6.86704	728.723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.09254	2.22715	7.943494	0.0	54.3053	653.1114	0.0	163.6959	0.0	10.50472	0.742383	70.8234	0.0	0.0	0.0	104.49037200000001	0.0	145.469864
ZJH_N32_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N32_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N33_1_2	17.5861	51.254333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.141129999999997	18.19988	16.48116	3.31465	78.44669999999999	19962.06853	0.0	60.64574	0.0	33.82164	2.76221	26.91617	0.0	0.0	0.0	4.75713	2.82359	223.03276
ZJH_N33_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.099990000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N33_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N33_2_2	8.1749	1225.06644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0488	8.743032	10.79465	0.0	85.6944	1874.45	0.0	309.03630000000004	0.0	24.87189	0.0	0.0	0.0	0.0	0.852209	254.305576	4.292607	159.29995
ZJH_N33_2_4	38.8911	92.411976	0.0	0.0	3.30173	17.311279999999996	305.45582	7.40609	23.6046	318.31621	95.6225	14.99462	3.75777	110.872539	77.89171	0.0	775.50565	0.0	12.5867	4.08612	0.0	9.10256	0.0	20.4306	80.48191	1.95185	1237.27397
ZJH_N34_1_2	6.48295	7.52618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.35782	8.085064000000001	5.47698	0.633392	31.259749999999997	211.2921	0.0	22.057000000000002	0.0	11.69912	0.894201	0.0	0.0	0.0	0.0	0.521617	1.19227	89.75533999999999
ZJH_N34_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N34_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N35_1_2	0.0	41.930817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99791	16.98817	0.0	12.911010000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15571	0.0	20.7855
ZJH_N35_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.069844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N36_1_2	2.08768	114.117044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.450980000000001	0.874568	2.454434	0.0	7.701840000000001	57.608665	0.0	16.8707	0.0	3.61112	0.394966	7.78647	0.0	0.0	57.07251	0.0	0.0	75.24097
ZJH_N36_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N36_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N36_2_2	54.369600000000005	107.971282	0.0	0.0	0.0	9.40551	126.35047300000001	4.1269	17.2274	192.42891	80.042711	35.89445	3.35911	137.57942	2894.69076	0.0	595.5699500000001	0.0	120.304	7.82192	9.069600000000001	4.942690000000001	0.0	48.08316	14.732081	21.30633	857.484614
ZJH_N36_2_3	4.74911	12.29632	0.0	0.0	0.0	5.05715	74.214467	1.77129	4.64642	59.78741	12.886764	0.0	1.8483	11.397853999999999	527.356	0.0	217.07271	0.0	0.0	0.0	0.0	1.8483010000000002	0.0	2.7211	5.3395399999999995	0.0	275.987268
ZJH_N36_2_4	139.264	212.2898	0.0	0.0	24.9934	189.947	1693.9814000000001	57.4835	133.361	1931.195	453.1073	0.0	30.0804	281.05847	0.0	0.0	5738.7487	0.0	0.0	0.0	0.0	67.7379	0.0	89.9066	173.5883	0.0	7819.8245719999995
ZJH_N37_1_2	1.99772	859.99738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.14	0.0	2.12003	0.0	4.28083	1127.8552	0.0	90.8758	0.0	6.52316	0.0	86.7174	0.0	0.0	463.1853	0.0	0.0	383.195098
ZJH_N37_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N38_1_2	65.3295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11416	98.7121	14.8828	54.83697	0.0	240.3601	654.81308	0.0	231.4973	0.0	82.9457	5.90892	0.0	0.0	0.0	0.0	3.42386	6.543996	390.12631
ZJH_N38_1_3	0.0	694.3203599999999	0.0	0.0	0.0	0.0	0.0	0.0	5.11523	30.3231	0.0	0.0	0.0	0.0	114.00829999999999	0.0	42.8861	0.0	0.0	0.0	47.2647	0.0	0.0	308.5105	0.0	0.0	398.1689
ZJH_N38_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N39_1_4	0.0	2.84835	0.0	0.0	0.0	6.1799	3.90377	0.0	15.437	41.2502	0.0	0.0	0.0	6.8157	0.0	0.0	43.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.259
ZJH_N39_2_2	10.7525	1620.3003899999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.29512	11.803772	13.72599	0.780911	102.7199	2076.052161	0.0	363.54460000000006	0.0	14.77725	1.59186	206.0703	0.0	0.0	0.0	281.307841	2.04238	311.733616
ZJH_N39_2_3	2.72927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11872	0.0	0.0	0.0	10.27199	31.262549999999997	0.0	7.59234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.064120000000003
ZJH_N39_2_4	0.0	504.66199	0.0	0.0	0.0	0.0	82.5232	0.0	0.0	114.3493	0.0	35.1321	0.0	0.0	1031.16891	0.0	33.2023	0.0	0.0	0.0	94.8297	0.0	0.0	202.94675	0.0	0.0	1504.30515
ZJH_N40_1_2	11.6104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5694	16.866149999999998	10.2248	0.0	35.7868	539.6213	0.90781	38.080200000000005	0.0	6.02022	1.29005	0.0	0.0	0.0	0.0	0.0	1.43338	150.40991
ZJH_N40_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N41_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N41_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.759644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.913188
ZJH_N41_1_4	46.2899	213.40519	0.0	0.0	0.0	0.0	332.1063	0.0	77.4533	659.8239	57.168000000000006	0.0	0.0	0.0	0.0	26.9616	1218.4774	0.0	0.0	0.0	0.0	10.4578	0.0	0.0	60.529419999999995	0.0	271.7636
ZJH_N42_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N42_1_4	2.53472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19801	2.681656	3.581663	0.0	6.11639	55.157734	0.0	8.90825	0.0	2.84697	0.936743	0.0	0.0	0.0	0.0	0.624496	0.551026	87.39269999999999
ZJH_N42_2_2	7.181800000000001	42.247734	0.0	0.0	0.0	2.427646	47.878667	1.68587	3.102	47.676379999999995	13.419518	4.180953	6.37258	26.198431999999997	429.7621	0.0	148.895867	0.0	6.47374	0.0	0.0	2.292776	0.0	0.0	5.46221	0.876652	1125.721814
ZJH_N42_2_3	147.70184999999998	264.1653	0.0	0.0	24.3188	129.226	1817.1637	60.7539	143.628	1916.120239	396.77614700000004	4.0747	40.0355	316.12307	149.858266	0.0	5705.7167	0.0	4.41964	0.582099	0.0	68.6446	0.0	81.9682	186.91827	0.452744	7887.210402
ZJH_N42_2_4	120.483	176.0132	0.0	0.0	22.0645	129.31889999999999	1685.4727	52.4619	114.783	1724.5211	411.2118	0.0	23.3555	261.60555	0.0	0.0	4937.3921	0.0	0.0	0.0	0.0	63.0583	0.0	78.6845	153.5965	0.0	6331.549135
ZJH_N43_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.760868	0.0	0.0	2.31304	18.260849999999998	0.0	4.96086	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N43_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N43_1_4	0.0	173.6079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.6245	0.0	0.0	0.0	198.2176	147.7274	0.0	96.1758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.4822
ZJH_N43_2_2	29.9902	13.19752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.24881	29.78539	23.82376	0.0	101.87116999999999	3595.91	0.0	91.60900000000001	0.0	110.42684	3.04908	0.0	0.0	0.0	0.0	1.34251	2.27543	396.63058
ZJH_N43_2_3	132.054	54.95155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.9603	94.0945	99.39559999999999	2.46122	501.18958000000003	3987.469	0.0	504.693	0.0	175.07819999999998	9.37158	0.0	0.0	0.0	0.0	4.73312	6.48438	1780.93512
ZJH_N43_2_4	13.1059	37.308337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.015370000000004	14.612986000000001	16.04192	0.0	81.04672	381.70153	0.0	83.9717	0.0	25.24062	2.5676	0.0	0.0	0.0	0.0	2.1099	3.22624	120.130156
ZJH_N44_1_2	5.86253	6.8800040000000005	0.0	0.0	0.0	1.8895780000000002	21.730122	0.750986	2.81014	28.343656	5.571832	4.1425339999999995	0.581408	21.221376	847.9603	0.0	76.45517	0.0	8.09127	0.605634	0.0	0.0	0.0	0.969014	2.592112	0.31493	251.241125
ZJH_N44_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N44_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67891	0.0	0.0	0.0	3.04691	104.71427	0.0	4.85018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.173865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_4	45.9002	150.981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.4512	63.88033	88.5416	0.294757	114.16911999999999	987.3530000000001	0.0	151.7834	0.0	202.0557	15.9169	0.0	0.0	0.0	0.0	9.66147	32.17763	1107.04062
ZJH_N45_2_2	175.118	159.338961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.2825	156.501382	127.90933999999999	8.89994	561.08251	8650.21902	0.0	485.197	0.0	204.5266	20.0786	0.0	0.0	0.0	0.0	10.4048	34.30991	2420.354808
ZJH_N45_2_3	119.739	36.968402000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.78716	68.267669	86.77834000000001	0.0	471.493209	3105.77153	0.0	413.9833	0.0	110.7471	11.1011	17.71956	0.0	0.0	0.0	6.30204	35.30721	865.700068
ZJH_N45_2_4	160.36489999999998	131.558189	0.0	0.0	23.5281	262.0302	1787.3717000000001	0.0	144.121	1786.74647	326.735683	17.30421	0.0	170.230843	465.859936	0.0	4720.5429	0.0	86.0356	3.83403	6.05778	70.0093	0.0	44.6281	167.994092	7.846970000000001	2635.203144
ZJH_N46_1_2	5.66468	762.359108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.59885	3.952102	5.7525	0.461078	27.9062	176.11002	0.0	72.982	0.0	0.0	0.483034	43.4073	0.0	0.0	276.9328	0.0	0.702595	487.93046
ZJH_N46_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N46_2_2	1.18187	5248.5377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.49647000000002	0.406269	4.542825000000001	0.0	3.65642	1053.1239	0.0	322.504	0.0	3.61948	0.0	308.23	0.0	0.0	2071.7699000000002	0.0	0.0	3059.004323
ZJH_N46_2_3	172.81306999999998	33.941622	0.0	0.0	26.9709	306.8426	1892.978	0.0	145.951	2118.73322	338.26517	2.823042	0.0	128.078956	23.06202	0.0	4543.4144	0.0	0.0	0.0	0.0	76.76490000000001	0.0	48.860229000000004	169.816914	0.282304	526.67059
ZJH_N46_2_4	163.204746	29.540239999999997	0.0	0.0	24.8567	333.6184	1815.9077	0.0	147.673	1964.650314	320.696349	0.945175	0.0	88.465616	13.119585	0.0	5060.0031	0.0	5.8544469999999995	0.0	0.0	73.8224	0.0	47.555	179.5692496	0.0	557.892835
ZJH_N47_1_2	16.1191	3.292912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.40589	4.67455	13.77036	0.0	50.47594	205.0821	0.0	65.92725	0.0	31.20209	1.12834	0.0	0.0	0.0	10.06296	5.7107790000000005	9.395154	151.105482
ZJH_N47_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N47_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N47_2_2	5.52297	14.20669	0.0	0.0	0.0	0.0	9.71511	0.0	2.09607	12.776029999999999	1.929713	2.69494	0.0	18.531886	548.73677	0.0	27.847736	0.0	10.64668	0.565605	0.0	0.698689	0.0	74.22744	10.180886	23.622346999999998	85.639209
ZJH_N47_2_3	0.0	1.907348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.12151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N47_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N48_1_3	86.2373	86.54956800000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.90634	45.57696	63.839079999999996	6.90679	315.0985	20.17407	0.0	318.3755	0.0	19.1985	5.85321	0.0	0.0	0.0	0.0	3.74606	2.53639	721.23309
ZJH_N48_1_4	3.3168	2.412222	0.0	0.0	0.0	0.0	5.02546	0.0	0.0	16.14847	1.60815	5.410746	0.402037	24.557745999999998	26.96999	0.0	23.78717	0.0	2.78075	1.0386	0.0	0.0	0.0	0.0	77.71035	0.418788	103.691974
ZJH_N48_2_2	14.3211	12.11166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.84628	16.823242	13.54911	1.06476	53.9303	402.48044699999997	0.0	58.02955	0.0	6.86772	1.09138	0.0	0.0	0.0	0.0	0.505762	1.33095	148.827205
ZJH_N48_2_4	0.0	502.79998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760.984163	6.3581129999999995	78.62992	1.88257	1220.462955	715.16459	0.0	725.4060000000001	0.0	0.0	1.61025	0.0	0.0	0.0	0.0	216.909943	1.04193	264.187149
ZJH_N49_1_2	47.6279	9.901128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.02344	12.8601	30.813029999999998	0.256064	162.9419	837.7836	0.0	154.2357	0.0	59.80511	3.52799	0.0	0.0	0.0	0.0	1.8778	0.910449	458.58148
ZJH_N49_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N49_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N49_2_2	4.95159	0.66656	0.0	0.0	0.0	0.0	0.0	0.0	2.42818	6.61798	0.0	4.66592	0.0	30.7093	245.5317	0.0	19.75869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.80441
ZJH_N49_2_4	81.5158	17.771	0.0	0.0	13.9217	150.3801	933.52389	0.0	79.8477	976.2002	134.59789999999998	0.0	0.0	237.4387	0.0	0.0	160.73520000000002	0.0	0.0	0.0	0.0	39.1219	0.0	21.0686	76.28069	0.0	1051.775138
ZJH_N50_1_2	0.0	3.6237519999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.523431	0.0	9.05937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.700902
ZJH_N50_1_3	126.989	613.64806	0.0	0.0	16.6254	93.14189999999999	1549.7151	42.7936	147.516	1542.2598	356.9113	0.0	71.1735	274.7288	29.17519	0.0	4957.1927	0.0	0.0	0.0	4.54776	56.7599	0.0	63.7431	154.54860000000002	0.0	18420.29963
ZJH_N50_1_4	101.232	533.1715	0.0	0.0	17.7862	101.4838	1363.4064	43.935	96.3045	1360.4024	330.6904	0.0	75.7128	228.93662	0.0	0.0	3841.9809	0.0	0.0	0.0	0.0	54.0959	0.0	63.6635	128.35199999999998	0.0	17762.49574
ZJH_N50_2_2	5.991569999999999	312.449251	0.0	0.0	0.0	1.497892	14.923438	0.0	6.04704	12.89852	3.7447209999999997	3.32865	0.471559	30.568122	615.189436	0.0	136.58558	0.0	4.77106	0.0	56.7534	0.721207	0.0	0.0	1.913976	0.0	183.658094
ZJH_N50_2_3	49.3655	1288.912084	0.0	0.0	5.30855	27.06553	373.62949000000003	11.7633	55.3376	636.14127	94.146334	30.121969999999997	13.070260000000001	568.215981	1263.234486	0.0	1811.62251	0.0	5.83136	0.482596	213.1665	14.92025	0.0	16.95117	262.06955	2.754816	2344.89114
ZJH_N50_2_4	85.8682	289.47351	0.0	0.0	17.1396	96.4465	1232.0529000000001	40.5969	84.2249	1325.68642	286.1624	0.0	24.0051	277.848263	71.163315	0.0	3666.0638	0.0	0.0	0.0	0.146076	50.6274	0.0	57.4199	794.81055	10.55398	6013.733609
ZJH_N51_1_2	13.046	132.921872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0924	7.081382	5.964601	0.507626	82.4131	972.9411299999999	0.0	75.5855	0.0	1.82745	0.38072	9.44184	0.0	0.0	43.7828	29.949962999999997	0.78682	331.53089
ZJH_N51_1_3	124.13322	618.2698	0.0	0.0	0.0	115.3904	1838.624	50.7673	124.841	1728.2075	362.7439	0.0	90.1895	273.1479	68.41251000000001	0.0	5092.4316	0.0	0.0	0.0	0.0	66.4494	0.0	72.1561	169.1025	0.0	17951.293862
ZJH_N51_1_4	107.658	669.4784	0.0	0.0	19.5094	108.41290000000001	1511.0015	47.4838	108.262	1530.4426	356.60179999999997	0.0	88.7388	239.25744	0.0	0.0	4405.3596	0.0	0.0	0.0	0.0	53.9869	0.0	70.9581	140.0508	0.0	21143.995969
ZJH_N51_2_3	9.391169999999999	133.158368	0.0	0.0	1.27902	5.7994	118.300847	2.62813	22.1989	102.97002	18.572108	1.71704	2.22515	19.097728	1789.36817	0.0	294.14002	0.0	0.0	0.0	0.0	3.5392099999999997	0.0	15.243145	3571.028612	0.0	431.959032
ZJH_N51_2_4	143.95	212.53777300000002	0.0	0.0	19.0406	153.12560000000002	1936.9963400000001	51.796	130.207	1748.44359	428.4905	0.0	25.1251	256.647295	6.927677	1.27874	5025.9532	0.0	0.0	0.0	0.0	57.9508	0.0	83.4413	173.247853	0.0	6605.38019
ZJH_N52_1_2	1.05658	1.1993610000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342675	0.0	2.34161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65626
ZJH_N52_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N52_1_4	177.952	629.4195	0.0	0.0	0.0	0.0	355.66679999999997	0.0	0.0	478.751	243.52106	229.45898000000003	0.0	552.6113	2324.680952	0.0	570.8109999999999	0.0	492.98699999999997	63.0482	0.0	0.0	0.0	40.0135	526.18372	30.8503	4313.165448
ZJH_N52_2_2	161.902	303.28126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.45860000000002	119.65466	117.6497	8.15524	493.25800000000004	1496.08502	0.0	506.82809999999995	0.0	93.3841	13.904	0.0	0.0	0.0	26.27052	52.27372	9.42531	2512.4177
ZJH_N52_2_3	7.20368	1.073397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4202	4.19818	5.295418	0.238533	17.79451	49.11386	0.0	27.2166	0.0	8.20552	0.429359	0.0	0.0	0.0	0.0	0.381652	0.95413	77.475346
ZJH_N52_2_4	26.2295	63.627087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.45088	22.88934	35.73774	0.491804	65.73780000000001	778.115412	0.0	89.0574	0.0	146.0042	8.79099	2.110656	0.0	0.0	0.0	4.54918	6.0246	600.00008
ZJH_N53_1_4	39.0607	101.78269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.4238	7.2519	50.0097	0.0	493.58392	195.75867	0.0	358.685	0.0	73.685	5.21852	0.0	0.0	0.0	0.0	9.34215	0.0	205.697682
ZJH_N53_2_2	71.76017999999999	321.60417	0.0	0.0	8.72314	59.786359999999995	693.69556	21.7255	53.9024	820.63318	200.01477	3.99125	12.7144	127.06154000000001	86.285	0.0	2318.5025	0.0	0.0	0.0	24.89386	25.469900000000003	0.0	178.16596	67.68656	0.411469	2752.64349
ZJH_N53_2_3	58.92171	301.338545	0.0	0.0	0.0	44.51931	617.51621	22.3775	44.9568	674.48699	156.978726	4.61009	12.2151	130.86602	1518.26865	0.0	1971.7399	0.0	0.0	0.0	23.42061	24.261899999999997	0.0	149.3401	61.47909	0.908558	2507.923328
ZJH_N53_2_4	107.474	288.13975899999997	0.0	0.0	17.4223	132.9904	1536.0137	43.4651	110.432	1499.807243	341.7135	0.0	18.112	293.9474	219.77526	0.0	4121.0501	0.0	0.0	0.0	0.0	52.2851	1.5426000000000002	98.92614	130.7581	0.0	5786.225861
ZJH_N54_1_2	372.095	13.381499999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	587.8041000000001	105.149	259.8692	0.0	1330.091	1616.518	0.0	1180.249	0.0	324.5758	21.0536	0.0	0.0	0.0	0.0	10.616	4.99576	2331.08622
ZJH_N54_1_3	8.3301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7294	49.04675	6.947979999999999	0.0	40.90341	9085.196	0.0	34.964	0.0	14.71776	0.0	0.0	0.0	0.0	0.0	12.25236	0.0	83.786597
ZJH_N54_1_4	1.99279	3.139586	0.0	0.0	0.0	0.0	0.0	0.0	0.507598	2.16199	0.0	2.312389	0.0	4.286379999999999	3.383982	0.0	7.67036	0.0	4.69998	0.620397	0.0	0.0	0.0	0.0	0.225599	0.0	11.185992
ZJH_N54_2_2	11.335	23.857850000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.89728	3.41533	10.59249	0.0	78.40419	674.058	0.0	42.2214	0.0	32.66833	2.96986	0.0	0.0	0.0	0.0	4.75178	1.03945	171.26168
ZJH_N54_2_3	3.5828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40959	3.031596	3.26126	0.0	15.617360000000001	32.336969999999994	0.0	11.34552	0.0	13.04506	0.0	0.0	0.0	0.0	0.0	0.2756	0.0	49.378260000000004
