sample_name	Aminocoumarins	Aminoglycosides	Bacitracin	Cationic antimicrobial peptides	Chromium resistance	Drug and biocide and metal resistance	Drug and biocide resistance	Drug and metal resistance	Elfamycins	Fluoroquinolones	Fosfomycin	Fusidic acid	Glycopeptides	Lipopeptides	MLS	Multi-biocide resistance	Multi-drug resistance	Multi-metal resistance	Mupirocin	Oxazolidinone	Phenicol	Phenolic compound resistance	Rifampin	Sulfonamides	Tetracyclines	Trimethoprim	betalactams
ZJH_N11_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N11_1_4	1.36604	2.224693	0.0	0.0	0.0	1.541675	18.929405	0.0	1.20992	16.763256	4.585993	0.0	0.253693	1.151377	0.0	0.0	50.309298	0.0	0.0	0.0	0.0	0.741564	0.0	0.0	1.814886	0.0	33.194773
ZJH_N11_2_2	26.0804	53.280487	0.0	0.0	0.0	0.0	6.34513	0.0	0.0	70.12302	10.4975	35.50472	0.0	116.63852	1858.84571	0.0	140.1995	0.0	56.07979999999999	5.22541	0.0	0.0	0.0	0.0	13.85665	5.55199	356.16707
ZJH_N11_2_3	4.78266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69709	0.0	6.42669	0.0	25.8562	323.50199999999995	0.0	26.8277	0.0	9.2664	1.56931	0.0	0.0	0.0	0.0	0.672561	0.0	20.849400000000003
ZJH_N11_2_4	224.289	609.8995699999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.806	149.07624	358.57	0.240118	684.7426	13243.575708	0.0	773.235	0.0	829.94	72.8666	0.0	0.0	0.0	0.0	41.6697	27.2626	4809.5258
ZJH_N12_1_2	19.6323	4231.09725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.98703999999998	19.851978	23.23377	0.0	122.9761	923.2449	0.0	437.57649999999995	0.0	53.84612	2.63521	312.40500000000003	0.0	0.0	2098.5065	17.21672	12.64902	2559.450264
ZJH_N12_1_3	11.923	17.95756	0.0	0.0	1.2653	9.48976	111.1034	4.0879	8.80845	124.58361	32.41119	0.0	13.237	16.254273	0.0	0.0	332.62894	0.0	0.0	0.0	0.0	3.0172600000000003	0.0	5.888529999999999	11.63106	0.0	1959.46695
ZJH_N12_1_4	142.925	244.5755	0.0	0.0	18.5163	146.17669999999998	1931.0311000000002	46.4803	139.937	1722.625	417.82669999999996	0.0	131.189	234.50092999999998	0.0	0.0	4871.1158000000005	0.0	0.0	0.0	0.0	56.2779	0.0	93.13550000000001	160.1882	0.0	26165.154866
ZJH_N12_2_2	1.93247	3.3165359999999997	0.0	0.0	0.0	1.253495	27.94248	0.52229	3.05539	22.954610000000002	2.977052	0.0	0.443946	1.880242	304.076975	0.0	30.919529999999998	0.0	0.0	0.0	2.611448	0.0	0.0	0.678976	1.4363	0.0	189.329939
ZJH_N12_2_4	134.817	187.11265500000002	0.0	0.0	26.6618	289.277409	1950.564302	42.46698	120.725	1907.78232	404.5606	0.0	14.5578	273.54075	53.227729	0.0	5381.181	0.0	0.0	0.0	3.3584319999999996	69.9376	0.0	78.31309999999999	164.8924	0.0	6122.229035
ZJH_N13_1_2	14.1243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.75908	7.22767	20.52437	0.0	79.66995	991.6255	0.0	66.0421	0.0	53.29730000000001	5.738	0.0	0.0	0.0	0.0	3.03452	2.81383	229.13411
ZJH_N13_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N13_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N13_2_2	9.16232	110.219435	0.0	0.0	0.0	7.2607	125.0374	3.72914	11.6566	116.07249	24.54811	0.0	0.0	21.189403	324.65737	0.0	339.37652	0.0	0.0	0.0	159.3403	3.40808	8.643699999999999	71.841513	61.888861000000006	10.989835	311.74105000000003
ZJH_N13_2_3	0.0	0.275966	0.0	0.0	0.0	0.0	0.0	0.0	0.806669	0.0	0.0	0.0	0.0	0.0	12.630746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997723
ZJH_N13_2_4	40.0159	606.82637	0.0	0.0	0.0	64.01583	548.53896	16.3859	41.3645	577.408201	134.48823	0.560915	0.0	78.253563	5.70462	0.0	1604.28709	0.0	0.0	0.0	942.3969	19.87066	50.828500000000005	315.6284	378.426519	103.90048	939.782708
ZJH_N14_1_2	0.0	25.266614999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5159200000000004	150.83530000000002	0.0	9.5869	0.0	0.0	0.0	18.12557	0.0	0.0	0.0	0.0	0.0	3.93084
ZJH_N14_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N14_1_4	46.448499999999996	427.546797	0.0	0.0	0.0	2.1221769999999998	14.057424999999999	0.0	4.739	95.481934	16.770001	44.6934	0.0	109.52342599999999	245.183411	0.0	203.01089	0.0	280.8612	12.9405	10.610873000000002	0.382949	0.0	26.87026	16.881664999999998	0.351036	968.015114
ZJH_N14_2_2	96.2024	777.25632	0.0	0.0	10.2926	68.97688	852.1676	29.8817	66.1132	948.6602	208.59065	14.8163	18.8421	201.41087	1608.5476	0.0	2813.5677	0.0	39.92517	2.57314	101.47319999999999	27.7651	0.0	244.94677000000001	87.61142000000001	1.9506100000000002	3980.32249
ZJH_N14_2_3	6.05637	785.244785	0.0	0.0	0.0	9.004439999999999	94.33829	2.56354	19.579	204.95493	17.111645000000003	0.0	1.6663	12.43318	1043.5545299999999	0.0	469.25583	0.0	0.0	0.0	25.28292	2.85194	0.0	2192.53337	120.486408	1266.7095	564.9405800000001
ZJH_N14_2_4	124.39	213.089703	0.0	0.0	22.1117	146.3602	1878.7102	52.8663	113.555	1762.20519	414.8711	0.0	28.1207	274.961555	6.024743	0.0	5036.3812	0.0	0.0	0.0	0.0	62.2346	0.0	79.3783	211.070481	0.977839	7046.99048
ZJH_N15_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26387	2.79582	0.0	0.0	0.0	0.0	185.78896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.507127
ZJH_N15_1_4	76.2436	187.94721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284.20230000000004	100.0129	112.7773	0.0	457.50638	511.099022	0.0	520.091	0.0	155.43970000000002	13.7039	0.0	0.0	0.0	0.0	1869.19882	41.15639	484.83987
ZJH_N16_1_2	0.0	20.98352	0.0	0.0	0.0	0.0	25.159799999999997	0.0	0.0	35.6007	0.0	0.0	0.0	0.0	330.1341	0.0	0.0	0.0	0.0	0.0	24.85427	0.0	0.0	0.0	0.0	0.0	390.0796
ZJH_N16_1_3	0.0	0.0	0.0	0.0	0.0	0.0	22.3444	0.0	0.0	31.8896	0.0	0.0	0.0	0.0	300.45641	0.0	0.0	0.0	0.0	0.0	4.121783000000001	0.0	0.0	0.0	0.0	0.0	331.1883
ZJH_N16_2_2	51.152699999999996	158.427772	0.0	0.0	0.0	6.927461	37.096991	0.0	9.53779	109.68455999999999	59.535901	56.72474	4.06611	184.58174	1729.25029	0.0	299.98853299999996	0.0	63.8027	8.88521	44.677	1.40557	4.2669049999999995	100.29745	47.53834	8.584013	818.292338
ZJH_N16_2_3	11.3378	202.21563	0.0	0.0	1.34464	19.71122	113.774931	0.641761	10.0848	138.71206	20.139069999999997	0.0	0.0	10.57376	232.25651100000002	0.0	302.39155	0.0	0.0	0.0	184.88824	4.24784	14.974400000000001	301.56644	100.236921	13.690893	258.660085
ZJH_N16_2_4	153.69	1929.72	0.0	0.0	30.0035	374.6205	2003.175771	14.1073	135.173	2167.6444	383.07867999999996	0.0	0.0	206.82359	144.870642	0.0	5937.5929	0.0	0.0	0.0	995.6096160000001	79.5282	99.94380000000001	3008.6554	936.71569	224.50869	5456.01433
ZJH_N17_1_2	2.8959	2801.965767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.69559	1.488394	6.665414999999999	0.0	4.43282	740.0553199999999	0.0	314.067	0.0	2.7503	0.307386	0.0	0.0	0.0	1891.6021	0.210316	0.35592	2547.6450800000002
ZJH_N17_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N17_1_4	0.0	395.43039999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.99799999999993	0.0	0.0	0.0	455.82324	331.91776	0.0	246.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2634.7841	0.0	86.1343
ZJH_N17_2_2	12.7647	107.512483	0.0	0.0	0.0	0.493662	8.78013	0.0	3.9493	24.43625	3.2793219999999996	13.328909999999999	1.26942	57.65265	2126.2364079999998	0.0	72.920908	0.0	19.9933	1.55151	14.704080000000001	0.0	0.0	29.05558	8.5333	1.23415	119.325016
ZJH_N17_2_3	1.84495	4.584432	0.0	0.0	0.0	2.124493	28.512922	0.652256	2.55312	31.60645	3.9321740000000003	0.0	0.0	17.200924999999998	150.279876	0.0	67.312975	0.0	0.0	0.0	4.528521	0.782708	0.0	0.0	2.366761	0.0	75.382176
ZJH_N17_2_4	138.948	19.8007	0.0	0.0	0.0	211.9372	2041.1429	38.9427	128.425	1909.426	440.8974	0.0	0.0	231.58033	0.0	0.0	4692.223	0.0	0.0	0.0	0.0	68.1498	0.0	49.1365	165.9072	0.0	732.71
ZJH_N18_1_2	11.73214	14.989732	0.0	0.0	0.0	1.139039	19.226966	0.0	2.52867	38.431129999999996	15.149208	10.45637	0.410054	45.037604	295.330225	0.0	114.38229	0.0	9.24899	1.50353	0.0	0.364492	0.0	0.5923	2.824817	1.7769	157.02785799999998
ZJH_N18_1_3	1.87841	36.893841	0.0	0.0	0.0	2.239639	16.688929	0.0	3.05843	26.12909	2.408213	0.0	0.0	3.49191	39.422465	0.0	63.1193	0.0	0.0	0.0	5.99646	0.0	0.0	0.577971	7.85077	0.0	17.652207
ZJH_N18_1_4	216.0587	82.930393	0.0	0.0	24.106	299.5749	1989.6952609999998	1.83928	149.307	1945.2285	329.768448	0.0	0.0	144.668444	0.0	4.76911	4801.661147	0.976609	0.0	0.0	0.9928859999999999	64.0493	0.0	42.8894	169.83190000000002	0.0	1883.049329
ZJH_N18_2_2	7.74708	81.77912500000001	0.0	0.0	1.14625	10.751045999999999	61.660372	0.0	5.45458	78.61704	15.573209	4.347853000000001	0.316207	31.06739	116.72008	0.0	180.910148	0.0	0.0	1.14625	8.65617	2.33203	0.0	21.541619999999998	27.470554	0.830044	103.241722
ZJH_N18_2_3	90.18002	1297.8915439999998	0.0	0.0	0.0	139.424	1363.5248000000001	34.6924	97.2292	1464.25426	242.64499999999998	8.96261	0.0	253.546294	451.680486	0.0	3656.8464	0.0	0.0	0.30211	93.5031	38.796	0.0	1483.0855999999999	843.89506	394.3551	2829.340582
ZJH_N18_2_4	49.1308	561.032232	0.0	0.0	0.0	105.88629	690.04835	16.31842	52.688	896.52565	147.233011	25.937269999999998	0.0	296.778764	757.52384	0.0	1926.9012	0.0	5.0407	0.0	79.23137700000001	23.7997	0.0	829.3688	387.39962	213.750946	2490.852631
ZJH_N19_1_2	244.762	326.7765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.813	287.3702	265.93170000000003	22.0121	885.2359	18654.59	0.0	928.248	0.0	369.52	43.923	0.0	0.0	0.0	0.0	22.1132	55.1144	3264.9981000000002
ZJH_N19_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N19_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N19_2_2	3.29139	144.16279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.06843	0.0	3.8619	0.0	18.91456	120.90371999999999	0.0	27.60381	0.0	6.31948	0.0	10.53246	0.0	0.0	68.37307	0.0	0.0	131.61168
ZJH_N19_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_2_2	17.8781	128.145417	0.0	0.0	0.0	0.0	6.44662	0.0	0.0	41.37836	16.191527999999998	25.1868	7.90836	86.13	417.86857	0.0	116.9763	0.0	18.96507	2.21134	4.79748	0.0	0.0	0.0	8.88285	2.99843	381.137961
ZJH_N20_2_3	0.0	14.788400000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.551356	0.0	0.0	0.0	37.51436	0.0	3.63804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.480689999999999	0.0	0.0
ZJH_N20_2_4	70.6622	297.550301	0.0	0.0	0.0	120.9313	196.20676	116.1534	92.3369	326.2185	82.15853100000001	29.308336	1.59265	126.38656	557.49934	0.0	361.6957	0.0	48.108900000000006	5.58342	67.879751	0.0	0.0	0.0	91.18361	3.29513	2059.3097
ZJH_N21_1_2	50.7151	290.353687	0.0	0.0	0.0	1.88039	22.288140000000002	0.0	0.0	104.02967	53.31446	62.0527	0.0	205.79219	5048.83739	0.0	281.0069	0.0	131.1292	9.56785	0.0	0.0	0.0	129.41485	30.362738	37.93957	638.83377
ZJH_N21_1_4	3.70649	0.0	0.0	0.0	0.0	0.0	9.62658	0.0	0.686387	10.347290000000001	6.41772	4.118327	0.0	13.075668	10.089894	0.0	11.170950000000001	0.0	6.7608999999999995	1.75029	0.0	0.0	0.0	1.42425	14.208226000000002	0.446152	8.11652
ZJH_N21_2_2	46.37026	0.937329	0.0	0.0	0.0	0.0	27.89933	0.0	7.93973	101.28664	67.43245999999999	56.07432	0.0	175.77695	1498.51315	0.0	214.31745	0.0	230.1426	7.66404	0.0	0.0	0.0	0.0	8.65651	59.82365	272.983648
ZJH_N21_2_4	126.10351	483.203784	0.0	0.0	0.0	107.79133999999999	1339.2630100000001	0.0	114.308	1607.12845	188.5226	8.24454	0.0	120.185444	71.262227	45.7803	3807.3073	0.0	5.56439	2.12236	6.162990000000001	39.0596	0.0	19.971899999999998	206.24963	1.06118	1222.246639
ZJH_N22_1_3	134.12748	885.905839	0.0	0.0	0.0	4.38542	549.74159	5.33431	139.974	1760.65464	150.64294999999998	14.48982	0.0	98.043524	14.541122	63.6527	3191.6612	0.0	8.89907	2.23118	2.64151	24.6712	0.0	4.15461	309.54355499999997	2.10295	748.88036
ZJH_N22_1_4	95.94530499999999	668.550735	0.0	0.0	0.0	1.101905	771.240422	2.1108759999999998	115.103	1323.587139	113.29699300000001	1.513461	0.0	0.9027649999999999	1.646216	61.003	2551.6914	0.0	0.916041	0.0	0.716902	21.5469	0.0	0.0	175.760284	0.159311	604.467647
ZJH_N22_2_2	16.88079	3849.787526	0.0	0.0	0.0	0.0	5.39111	0.0	0.0	210.30173	28.614335999999998	18.10051	0.926978	110.042024	4665.26	0.0	353.8374	0.0	23.12566	1.29289	268.62823	0.0	0.0	1504.6801	7.56219	3.04927	2262.850074
ZJH_N22_2_3	9.90092	2804.608882	0.0	0.0	0.0	0.0	8.63783	0.0	0.0	237.8666	9.900924	20.657420000000002	0.407445	231.14364	851.72311	0.0	378.4347	0.0	5.66349	1.14085	182.4948	0.0	0.0	1148.9954500000001	1056.260854	12.67153	1692.609598
ZJH_N22_2_4	0.0	106.40166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.486000000000004	0.0	0.0	0.0	51.32784	49.00458	0.0	23.917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600.37384	7.22192	11.2561
ZJH_N23_1_2	33.7834	44.89098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.778980000000004	11.1587	38.236650000000004	0.0	152.4347	1198.69492	0.0	176.39	0.0	68.0786	4.2997	0.0	0.0	0.0	0.0	8.90652	2.14985	350.1189
ZJH_N23_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.195544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N23_1_4	1.52008	7.667445	0.0	0.0	0.0	0.0	6.08031	0.0	2.21305	6.97447	0.0	0.0	0.0	5.432042	5.45441	0.0	8.4722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.603269	0.0	7.354494
ZJH_N23_2_2	7.83939	1165.9613000000002	0.0	0.0	0.0	0.0	12.13841	1.6016	20.4836	182.41304	0.0	9.60957	0.0	90.36370000000001	1862.23482	0.0	347.124705	0.0	9.60958	0.0	0.0	1.01153	0.0	0.0	283.736	0.0	141.9519
ZJH_N23_2_3	188.034	74.71479	0.0	0.0	0.0	136.442372	2270.821478	66.617672	169.425	2156.29317	487.566142	0.0	0.0	321.605961	0.0	0.0	6145.791	0.0	0.0	0.0	0.435539	68.538	0.0	130.36472	194.5867	0.0	2001.162609
ZJH_N23_2_4	77.6081	362.5838	0.0	0.0	0.0	187.29713999999998	215.55306900000002	310.896717	125.793	572.5811	84.61223799999999	0.0	0.0	83.768394	7.285431999999999	0.0	598.136467	0.0	0.0	0.0	77.3128	1.012646	0.0	1.75807	0.337549	0.0	2712.543051
ZJH_N24_1_2	9.94538	8.05362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.94506	30.21452	9.08057	0.0	47.2676	15390.102076	0.0	36.5115	0.0	35.24125	1.4864	0.0	0.0	0.0	0.0	0.648612	1.378301	115.15562
ZJH_N24_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N24_1_4	30.5951	29.57124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.9019	10.6207	43.92303999999999	0.0	89.25166999999999	273.7943	0.0	119.9336	0.0	70.9952	8.17374	0.0	0.0	0.0	0.0	4.19967	2.84606	392.33925
ZJH_N24_2_2	10.447289999999999	5.82564	0.0	0.0	0.0	2.912813	56.236658	1.5535	4.15561	70.10172	16.972001	8.505418	0.388375	26.52598	401.5412	0.0	188.789155	0.0	2.7963	0.699075	0.0	0.0	0.0	1.12629	5.67028	1.47583	459.71964
ZJH_N24_2_3	42.19833	8.84057	0.0	0.0	0.0	30.3252	438.68784	11.5647	23.6948	453.90163	141.29497	4.266086	0.0	57.772126	103.15713	0.0	1248.88593	0.0	0.0	0.0	0.0	9.76575	0.0	15.6766	34.23149	0.668183	2943.39716
ZJH_N24_2_4	103.894	92.19441	0.0	0.0	0.0	116.46610000000001	1467.1467	37.7159	101.695	2292.8593	328.82435	0.0	0.0	160.09822	0.0	5.5749	3812.1874000000003	0.0	0.0	0.0	0.0	48.7709	0.0	63.80799999999999	130.2896	0.0	22214.007011
ZJH_N25_1_2	3.24871	967.92041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.05464	1.0829	3.91511	0.0	38.20701	419.41621	0.0	140.7775	0.0	9.46846	0.0	3.5819099999999997	0.0	0.0	600.1225	15.577134	0.0	897.80894
ZJH_N25_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N25_1_4	0.0	2.43122	0.0	0.0	0.0	0.0	2.6827300000000003	0.0	0.0	3.26957	0.0	0.0	0.0	2.76656	43.887782	0.0	1.97013	0.0	0.0	0.0	2.033003	0.0	0.0	0.0	0.0	0.0	42.08528
ZJH_N25_2_2	16.7396	2749.67431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.68597	12.54035	19.41452	0.0	135.6142	10304.864056	0.0	361.82930000000005	0.0	45.96216	2.50232	17.94765	0.0	0.0	1615.6926	31.552192	2.50232	2301.90324
ZJH_N25_2_4	0.77051	637.91282	0.0	0.0	0.0	0.0	6.356712	0.612906	0.0	212.67843	0.8055329999999999	0.0	0.0	397.232754	824.481408	0.0	108.99223099999999	0.630418	0.0	0.0	93.02165	0.0	0.0	10.06917	1136.030245	0.0	14.91989
ZJH_N26_1_2	0.0	25.554376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64626	54.9251	0.0	4.63945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0034
ZJH_N26_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N26_2_2	0.0	275.827915	0.0	0.0	0.0	0.0	1.976618	0.0	0.0	46.27082	0.0	2.3959	0.0	2.15631	596.3396	0.0	58.3701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.273778	0.0	41.92828
ZJH_N26_2_4	0.0	20.775374	0.0	0.0	0.0	7.16088	7.10783	12.129290000000001	5.3574	19.82061	2.89971	0.0	0.0	11.174509	15.700887	0.0	15.94846	0.0	0.0	0.0	2.82899	0.0	0.0	0.0	12.341465	0.0	52.742944
ZJH_N27_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N27_2_2	10.64215	418.650614	0.0	0.0	0.0	0.0	34.213211	0.0	10.0265	54.39817	6.9921489999999995	9.36685	0.0	63.89684	6089.5522	0.0	111.34674	0.0	22.11984	1.01144	4.397585	0.703614	0.0	14.204239999999999	64.16077	1.01144	229.993639
ZJH_N27_2_3	23.3231	189.39415	0.0	7.38513	5.0181	49.70753	314.5306	18.21033	21.8713	280.09804099999997	41.91219	0.0	0.0	41.754363	233.64098	0.0	273.94402	0.0	0.0	0.0	0.0	12.561029999999999	0.0	151.64736	181.15672	0.0	677.790452
ZJH_N27_2_4	52.9547	410.006895	0.0	14.5313	11.4796	106.49433	645.14786	41.36445	46.5824	659.411276	110.03634	0.0	0.0	115.03284199999999	379.47399	0.0	515.11012	0.0	0.0	0.0	12.06461	28.6515	0.0	324.79609999999997	467.68977	0.0	1695.40299
ZJH_N28_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.684850000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N28_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N28_2_2	0.0	1056.93658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.26835	0.0	4.74346	0.0	0.0	1850.117775	0.0	264.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.359	0.598274	75.5107
ZJH_N28_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.98419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N28_2_4	43.5166	121.33106000000001	0.0	0.0	0.0	0.0	30.2327	0.0	0.0	100.8132	53.727579999999996	77.87855	5.00945	288.17933	1147.10015	0.0	259.019	0.0	117.81020000000001	8.96259	24.24702	0.0	0.0	0.0	9.25068	17.333	790.32465
ZJH_N29_1_2	4.25684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29744	5.281042	5.217028	0.0	12.866539999999999	1927.677	0.0	19.84393	0.0	11.394260000000001	0.736145	0.0	0.0	0.0	0.0	0.0	0.60812	33.478641
ZJH_N29_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.602823	0.0	0.0	1.4663249999999999	0.0	0.0	0.0	0.0	0.211803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N30_1_3	2.55349	12.95898	0.0	0.0	0.0	0.0	18.89585	0.0	2.48966	2.61733	1.72361	0.0	0.0	2.7450099999999997	73.28524999999999	0.0	59.624069999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93652	0.0	2.17047
ZJH_N30_1_4	0.0	1654.30378	0.0	0.0	0.0	0.0	0.930776	0.0	0.0	709.717	0.0	49.3976	0.0	1240.97305	2140.634092	0.0	472.336	0.0	0.0	0.0	203.922976	0.0	0.0	0.0	3357.0401	0.0	34.255866000000005
ZJH_N30_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.28207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N30_2_4	7.15416	268.233023	0.0	0.0	0.0	40.996700000000004	47.013059999999996	72.4479	33.5147	182.20940000000002	18.22285	15.56173	0.0	163.311552	419.068153	0.0	193.4323	0.0	6.49853	1.13772	21.192522999999998	0.0	0.0	0.0	72.004415	0.0	731.961316
ZJH_N31_1_2	4.3885	3.9816259999999994	0.0	0.0	0.0	0.0	0.0	0.0	1.27877	5.8416500000000005	3.632866	3.6038050000000004	0.0	11.65423	4561.9169999999995	0.0	15.83929	0.0	5.580080000000001	1.19158	0.0	0.0	0.0	0.0	0.406881	1.33689	39.525569999999995
ZJH_N31_1_4	7.73999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.50226	10.44153	10.706722999999998	0.0	18.6456	86.59843000000001	0.0	26.9159	0.0	23.05424	2.07173	0.0	0.0	0.0	0.0	1.02758	1.97229	46.439973
ZJH_N31_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.819069	0.0	0.0	0.0	0.0	0.0	66.23169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.790826
ZJH_N31_2_3	111.32091	238.33628	0.0	0.0	0.0	68.87800999999999	1348.0888	29.2116	101.41	1299.96622	234.159462	2.23108	0.0	139.44248	85.22207	15.7992	3407.3747	0.0	0.0	0.0	0.0	36.2421	0.0	36.294	119.93350000000001	0.0	1050.3453
