sample_name	ESBL	Carbapenemase	Methicillin (mecA)	Aminoglycoside	Fluoroquinolone	Macrolide (MLS)	Tetracycline	Sulfonamide	Trimethoprim	Colistin (mcr)	Vancomycin (VRE)
ZJH_N16_2_3	141.248505	0.0	0.0	204.99659	31.66017	267.400531	107.907482	301.56644	13.690893	0.0	0.0
ZJH_N16_2_4	3308.62797	0.0	0.0	1976.6084	556.28962	787.7816419999999	1099.55389	3008.6554	224.50869	0.0	0.0
ZJH_N17_1_2	0.0	0.0	19.73738	2801.965767	0.0	740.0553199999999	0.210316	1891.6021	0.35592	0.0	0.0
ZJH_N17_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N17_1_4	0.0	0.0	0.0	395.43039999999996	0.0	175.59676	2634.7841	0.0	0.0	0.0	0.0
ZJH_N17_2_2	0.0	0.0	48.8725	107.512483	0.0	2132.054568	9.66167	29.05558	1.23415	0.0	0.0
ZJH_N17_2_3	0.0	0.0	0.0	4.584432	2.590394	159.50464599999998	3.503552	0.0	0.0	0.0	0.0
ZJH_N17_2_4	0.0	0.0	0.0	19.8007	214.54250000000002	603.455	279.3709	49.1365	0.0	0.0	0.0
ZJH_N18_1_2	0.0	0.0	104.56372999999999	14.989732	2.756475	303.235145	3.4626789999999996	0.5923	1.7769	0.0	0.0
ZJH_N18_1_3	0.0	0.0	0.0	36.893841	2.215557	47.032425	9.103042	0.577971	0.0	0.0	0.0
ZJH_N18_1_4	0.0	0.0	0.0	83.288483	221.43	553.77	276.3149	42.8894	1.05799	0.0	0.0
ZJH_N18_2_2	18.537653	0.0	29.960659999999997	81.77912500000001	7.509930000000001	137.35258	30.395472	21.541619999999998	0.830044	0.0	0.0
ZJH_N18_2_3	2018.27468	0.0	0.0	1297.8915439999998	320.2371	842.284366	926.27046	1483.0855999999999	394.3551	0.0	0.0
ZJH_N18_2_4	1321.34782	0.0	10.719449000000001	561.032232	183.6822	930.98074	439.7527	829.3688	213.750946	0.0	0.0
ZJH_N19_1_2	0.0	0.0	2421.1240000000003	326.7765	0.0	18654.59	22.1132	0.0	55.1144	0.0	0.0
ZJH_N19_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N19_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N19_2_2	0.0	0.0	26.85774	144.16279	0.0	120.90371999999999	0.0	68.37307	0.0	0.0	0.0
ZJH_N19_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N20_2_2	0.0	0.0	157.4923	128.145417	0.0	417.86857	8.88285	0.0	2.99843	0.0	0.0
ZJH_N20_2_3	0.0	0.0	0.0	14.788400000000001	0.0	37.51436	5.480689999999999	0.0	0.0	0.0	0.0
ZJH_N20_2_4	0.0	567.4764	158.8066	293.211716	0.0	557.49934	130.92651	0.0	3.29513	0.0	0.0
ZJH_N21_1_2	0.0	30.91574	246.939	290.353687	0.0	5048.83739	30.362738	129.41485	37.93957	0.0	0.0
ZJH_N21_1_4	0.0	0.0	0.0	0.0	0.0	10.089894	18.532466	1.42425	0.446152	0.0	0.0
ZJH_N21_2_2	0.0	0.0	182.2833	0.937329	0.0	1511.02925	8.65651	0.0	59.82365	0.0	0.0
ZJH_N21_2_4	0.0	0.0	0.0	483.203784	156.0344	424.37588700000003	240.58830999999998	19.971899999999998	1.06118	0.0	0.0
ZJH_N22_1_3	0.0	2.46199	0.0	885.905839	113.636	11.463642	315.775475	4.15461	2.10295	0.0	0.0
ZJH_N22_1_4	0.0	4.142097	5.177619999999999	668.550735	93.6751	241.729216	176.158563	0.0	0.159311	0.0	0.0
ZJH_N22_2_2	0.0	0.0	211.0336	3849.787526	0.0	4665.26	7.56219	1504.6801	3.04927	0.0	0.0
ZJH_N22_2_3	0.0	0.0	67.18769	2804.608882	0.0	819.86091	1056.260854	1148.9954500000001	12.67153	0.0	0.0
ZJH_N22_2_4	0.0	0.0	0.0	106.40166	0.0	29.986259999999998	600.37384	0.0	7.22192	0.0	0.0
ZJH_N23_1_2	0.0	0.0	217.80069999999998	44.89098	0.0	1198.69492	8.90652	0.0	2.14985	0.0	0.0
ZJH_N23_1_3	0.0	0.0	0.0	0.0	0.0	1.195544	0.0	0.0	0.0	0.0	0.0
ZJH_N23_1_4	0.0	0.0	0.0	7.667445	0.0	5.52147	64.603269	0.0	0.0	0.0	0.0
ZJH_N23_2_2	0.0	0.0	43.8331	1165.9613000000002	0.0	1868.05114	284.578945	0.0	0.0	0.0	0.0
ZJH_N23_2_3	1059.9633000000001	0.0	0.0	74.71479	278.46797000000004	739.427	320.754436	130.36472	0.0	0.0	0.0
ZJH_N23_2_4	9.606076	975.29117	0.0	362.5838	6.146199999999999	7.285431999999999	67.228521	1.75807	0.0	0.0	0.0
ZJH_N24_1_2	0.0	0.0	64.40173999999999	8.05362	0.0	15390.102076	0.648612	0.0	1.378301	0.0	0.0
ZJH_N24_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N24_1_4	0.0	0.0	269.0043	29.57124	0.0	273.7943	4.19967	0.0	2.84606	0.0	0.0
ZJH_N24_2_2	379.481314	0.0	32.93421	5.82564	17.16618	423.60089999999997	8.311231	1.12629	1.47583	0.0	0.0
ZJH_N24_2_3	2702.02893	0.0	0.0	8.84057	103.25991	244.70913	60.23923	15.6766	0.668183	0.0	0.0
ZJH_N24_2_4	20718.492471	0.0	0.0	92.19441	1011.5428	411.329	209.2484	63.80799999999999	0.0	0.0	0.0
ZJH_N25_1_2	0.0	0.0	16.79887	967.92041	0.0	419.41621	15.577134	600.1225	0.0	0.0	0.0
ZJH_N25_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N25_1_4	0.0	0.0	0.0	2.43122	0.0	43.887782	0.0	0.0	0.0	0.0	0.0
ZJH_N25_2_2	0.0	0.0	97.73426	2749.67431	0.0	10304.864056	31.552192	1615.6926	2.50232	0.0	0.0
ZJH_N25_2_4	0.0	0.0	0.0	589.03802	0.0	610.577108	1136.030245	10.06917	0.0	0.0	0.0
ZJH_N26_1_2	0.0	0.0	0.0	25.554376	0.0	54.9251	0.0	0.0	0.0	0.0	0.0
ZJH_N26_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N26_2_2	0.0	0.0	0.0	275.827915	0.0	596.3396	56.273778	0.0	0.0	0.0	0.0
ZJH_N26_2_4	0.0	13.366974	0.0	20.775374	0.0	12.62436	14.427845	0.0	0.0	0.0	0.0
ZJH_N27_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N27_2_2	20.97648	0.0	57.25654	418.650614	0.0	6101.82146	65.304142	14.204239999999999	1.01144	0.0	0.0
ZJH_N27_2_3	434.175982	0.0	0.0	189.39415	13.728761	343.18698	206.72061	151.64736	0.0	0.0	0.0
ZJH_N27_2_4	1191.42456	0.0	0.0	405.105155	21.646776	568.60198	527.72819	324.79609999999997	0.0	0.0	0.0
ZJH_N28_1_2	0.0	0.0	0.0	0.0	0.0	53.684850000000004	0.0	0.0	0.0	0.0	0.0
ZJH_N28_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N28_2_2	0.0	0.0	0.0	1056.93658	0.0	1850.117775	321.359	0.0	0.598274	0.0	0.0
ZJH_N28_2_3	0.0	0.0	0.0	0.0	0.0	38.98419	0.0	0.0	0.0	0.0	0.0
ZJH_N28_2_4	0.0	0.0	194.1361	120.0827	0.0	1147.10015	9.25068	0.0	17.333	0.0	0.0
ZJH_N29_1_2	0.0	0.0	23.52467	0.0	0.0	1927.677	0.0	0.0	0.60812	0.0	0.0
ZJH_N29_1_4	0.0	0.0	0.0	0.0	0.0	1.4663249999999999	0.0	0.0	0.0	0.0	0.0
ZJH_N30_1_3	0.0	0.0	0.0	12.95898	3.31954	82.66933999999999	2.93652	0.0	0.0	0.0	0.0
ZJH_N30_1_4	0.0	0.0	0.0	1527.45238	0.0	1516.150192	3357.0401	0.0	0.0	0.0	0.0
ZJH_N30_2_3	0.0	0.0	0.0	0.0	0.0	47.28207	0.0	0.0	0.0	0.0	0.0
ZJH_N30_2_4	0.0	180.03034	54.70717	268.233023	0.0	340.333726	85.695715	0.0	0.0	0.0	0.0
ZJH_N31_1_2	0.0	0.0	30.69044	3.9816259999999994	0.0	4561.9169999999995	0.406881	0.0	1.33689	0.0	0.0
ZJH_N31_1_4	0.0	0.0	42.86002	0.0	0.0	86.59843000000001	1.02758	0.0	1.97229	0.0	0.0
ZJH_N31_2_2	0.0	0.0	0.0	0.0	0.0	66.23169	0.0	0.0	0.0	0.0	0.0
ZJH_N31_2_3	410.7261	0.0	17.8486	238.33628	149.17079999999999	473.01407	163.51740999999998	36.294	0.0	0.0	0.0
ZJH_N31_2_4	666.0896	0.0	0.0	242.99104	206.6599	466.286	223.7947	57.0264	0.0	0.0	0.0
ZJH_N32_1_2	0.0	0.0	52.6362	1396.669173	0.0	1234.7806	154.833772	17.681066	1.5827	0.0	0.0
ZJH_N32_1_4	0.0	3059.76155	0.0	518.332	0.0	179.8943	0.0	574.3941	0.0	0.0	0.0
ZJH_N32_2_2	0.0	0.0	44.431580000000004	728.723	0.0	653.1114	104.49037200000001	0.0	0.0	0.0	0.0
ZJH_N32_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N32_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N33_1_2	0.0	0.0	114.35531	51.254333	0.0	19962.06853	4.75713	0.0	2.82359	0.0	0.0
ZJH_N33_1_3	0.0	0.0	0.0	0.0	0.0	21.099990000000002	0.0	0.0	0.0	0.0	0.0
ZJH_N33_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N33_2_2	0.0	0.0	37.87599	1225.06644	0.0	1874.45	254.305576	0.852209	4.292607	0.0	0.0
ZJH_N33_2_4	698.83618	218.57097	149.0707	82.543276	31.247909999999997	158.42845	115.59699	20.4306	1.95185	0.0	0.0
ZJH_N34_1_2	0.0	0.0	68.55534	7.52618	0.0	211.2921	0.521617	0.0	1.19227	0.0	0.0
ZJH_N34_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N34_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N35_1_2	0.0	0.0	17.148030000000002	41.930817	0.0	16.98817	6.15571	0.0	0.0	0.0	0.0
ZJH_N35_1_4	0.0	0.0	0.0	0.0	0.0	9.069844	0.0	0.0	0.0	0.0	0.0
ZJH_N36_1_2	0.0	0.0	14.61372	114.117044	0.0	57.608665	0.0	57.07251	0.0	0.0	0.0
ZJH_N36_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N36_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N36_2_2	340.18164	144.77755	179.3287	107.971282	19.290869999999998	2941.47836	19.578794000000002	48.08316	21.30633	0.0	0.0
ZJH_N36_2_3	157.798678	81.1969	0.0	12.29632	9.72925	551.769	9.652247	2.7211	0.0	0.0	0.0
ZJH_N36_2_4	5157.058	1633.7936	0.0	212.2898	253.4951	605.664	291.7145	89.9066	0.0	0.0	0.0
ZJH_N37_1_2	0.0	0.0	0.0	859.99738	0.0	1127.8552	0.0	463.1853	0.0	0.0	0.0
ZJH_N37_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N38_1_2	0.0	0.0	249.49970000000002	0.0	0.0	654.81308	3.42386	0.0	6.543996	0.0	0.0
ZJH_N38_1_3	0.0	0.0	0.0	694.3203599999999	0.0	114.00829999999999	0.0	308.5105	0.0	0.0	0.0
ZJH_N38_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N39_1_4	0.0	0.0	0.0	2.84835	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N39_2_2	0.0	0.0	115.96526	1620.3003899999999	0.0	2076.052161	281.307841	0.0	2.04238	0.0	0.0
ZJH_N39_2_3	0.0	0.0	31.064120000000003	0.0	0.0	31.262549999999997	0.0	0.0	0.0	0.0	0.0
ZJH_N39_2_4	0.0	0.0	0.0	504.66199	0.0	1031.16891	0.0	202.94675	0.0	0.0	0.0
ZJH_N40_1_2	0.0	0.0	132.3493	0.0	0.0	539.6213	0.0	0.0	1.43338	0.0	0.0
ZJH_N40_1_4	0.0	0.0	0.0	0.0	0.0	4.66257	0.0	0.0	0.0	0.0	0.0
ZJH_N41_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N41_1_3	0.0	0.0	0.0	0.0	0.0	4.759644	0.0	0.0	0.0	0.0	0.0
ZJH_N41_1_4	0.0	0.0	0.0	213.40519	46.2199	60.5294	60.529419999999995	0.0	0.0	0.0	0.0
ZJH_N42_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N42_1_4	0.0	0.0	37.653459999999995	0.0	0.0	55.157734	0.624496	0.0	0.551026	0.0	0.0
ZJH_N42_2_2	681.76526	331.03706	41.4724	42.247734	5.76567	446.01387	7.013209	0.0	0.876652	0.0	0.0
ZJH_N42_2_3	4721.14979	2098.5977	16.2341	264.1653	248.1472	848.614266	304.61017	81.9682	0.452744	0.0	0.0
ZJH_N42_2_4	4203.32739	1218.2777	0.0	176.0132	223.0595	535.065	257.8161	78.6845	0.0	0.0	0.0
ZJH_N43_1_2	0.0	0.0	0.0	0.0	0.0	18.260849999999998	0.0	0.0	0.0	0.0	0.0
ZJH_N43_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N43_1_4	0.0	0.0	0.0	173.6079	0.0	75.7702	0.0	0.0	0.0	0.0	0.0
ZJH_N43_2_2	0.0	0.0	294.6912	13.19752	0.0	3595.91	1.34251	0.0	2.27543	0.0	0.0
ZJH_N43_2_3	0.0	0.0	1380.087	54.95155	0.0	3987.469	4.73312	0.0	6.48438	0.0	0.0
ZJH_N43_2_4	0.0	0.0	87.83423	37.308337	0.0	370.73899	2.1099	0.0	3.22624	0.0	0.0
ZJH_N44_1_2	117.323427	39.826448	36.5076	6.8800040000000005	2.7374599999999996	856.05156	3.4884500000000003	0.969014	0.31493	0.0	0.0
ZJH_N44_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N44_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_2	0.0	0.0	0.0	0.0	0.0	104.71427	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_3	0.0	0.0	0.0	0.0	0.0	9.173865	0.0	0.0	0.0	0.0	0.0
ZJH_N45_1_4	0.0	0.0	592.1497	150.981	0.0	987.3530000000001	9.66147	0.0	32.17763	0.0	0.0
ZJH_N45_2_2	0.0	0.0	1807.4630000000002	156.50130000000001	0.0	8650.21902	10.4048	0.0	34.30991	0.0	0.0
ZJH_N45_2_3	0.0	0.0	443.8587	36.968402000000005	0.0	3100.60333	6.30204	0.0	35.30721	0.0	0.0
ZJH_N45_2_4	0.0	0.0	136.325	121.525829	211.51049999999998	996.2201560000001	285.788092	44.6281	7.846970000000001	0.0	0.0
ZJH_N46_1_2	0.0	0.0	46.041979999999995	762.359108	0.0	176.11002	0.0	276.9328	0.702595	0.0	0.0
ZJH_N46_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N46_2_2	0.0	0.0	9.602723	5248.5377	0.0	1053.1239	0.0	2071.7699000000002	0.0	0.0	0.0
ZJH_N46_2_3	0.0	0.0	12.98594	33.941622	205.7131	692.25202	290.317314	48.860229000000004	0.282304	0.0	0.0
ZJH_N46_2_4	0.0	0.0	7.885859	29.540239999999997	224.5987	585.938585	303.20374960000004	47.555	0.0	0.0	0.0
ZJH_N47_1_2	0.0	0.0	96.73791	3.292912	0.0	205.0821	5.7107790000000005	10.06296	9.395154	0.0	0.0
ZJH_N47_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N47_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N47_2_2	22.158411	0.0	35.799459999999996	14.20669	0.0	555.19133	10.779762	74.22744	23.622346999999998	0.0	0.0
ZJH_N47_2_3	0.0	0.0	0.0	1.907348	0.0	31.12151	0.0	0.0	0.0	0.0	0.0
ZJH_N47_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N48_1_3	0.0	0.0	511.0247	86.54956800000001	0.0	13.61847	3.74606	0.0	2.53639	0.0	0.0
ZJH_N48_1_4	0.0	0.0	6.70061	2.412222	0.0	25.864387999999998	77.71035	0.0	0.418788	0.0	0.0
ZJH_N48_2_2	0.0	0.0	113.95620000000001	12.11166	0.0	402.48044699999997	0.505762	0.0	1.33095	0.0	0.0
ZJH_N48_2_4	0.0	0.0	49.965039999999995	502.79998	0.0	290.51979	216.909943	0.0	1.04193	0.0	0.0
ZJH_N49_1_2	0.0	0.0	287.81550000000004	9.901128	0.0	837.7836	1.8778	0.0	0.910449	0.0	0.0
ZJH_N49_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N49_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N49_2_2	0.0	0.0	31.80441	0.66656	0.0	245.5317	0.0	0.0	0.0	0.0	0.0
ZJH_N49_2_4	0.0	0.0	0.0	17.771	0.0	319.237	132.40384	21.0686	0.0	189.86110000000002	0.0
ZJH_N50_1_2	21.420408000000002	12.280494	0.0	3.6237519999999996	0.0	9.05937	0.0	0.0	0.0	0.0	0.0
ZJH_N50_1_3	12386.42863	4631.2252	0.0	613.64806	209.4951	640.16419	237.5264	63.7431	0.0	0.0	0.0
ZJH_N50_1_4	12485.64034	4123.8277	0.0	533.1715	174.4454	429.567	210.30519999999999	63.6635	0.0	0.0	0.0
ZJH_N50_2_2	53.508004	20.055108	33.53613	312.449251	2.940306	622.1795960000001	1.913976	0.0	0.0	0.0	0.0
ZJH_N50_2_3	1257.60342	641.71122	41.94558	1288.912084	53.8697	1342.641546	285.63629	16.95117	2.754816	0.0	0.0
ZJH_N50_2_4	3920.61327	1383.0094	0.0	289.47351	164.48160000000001	437.496915	868.55455	57.4199	10.55398	0.0	0.0
ZJH_N51_1_2	0.0	0.0	170.1312	132.921872	0.0	972.9411299999999	29.949962999999997	43.7828	0.78682	0.0	0.0
ZJH_N51_1_3	11597.05417	5024.749083	6.779619	618.2698	221.9699	679.24051	271.4815	72.1561	0.0	0.0	0.0
ZJH_N51_1_4	14651.478801	5198.600868	0.0	669.4784	200.37580000000003	476.896	231.3827	70.9581	0.0	0.0	0.0
ZJH_N51_2_3	232.99224	102.18163	17.03026	133.158368	12.40476	1824.12957	3576.792982	15.243145	0.0	0.0	0.0
ZJH_N51_2_4	4318.6279	1360.6356	0.0	212.53777300000002	228.108	546.6126770000001	274.970853	83.4413	0.0	0.0	0.0
ZJH_N52_1_2	0.0	0.0	0.0	1.1993610000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N52_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N52_1_4	0.0	0.0	2100.264	530.7175	0.0	1142.3182	690.4705200000001	40.0135	30.8503	0.0	0.0
ZJH_N52_2_2	0.0	0.0	2166.355	303.28126	0.0	1496.08502	52.27372	26.27052	9.42531	0.0	0.0
ZJH_N52_2_3	0.0	0.0	60.56339	1.073397	0.0	33.2753	0.381652	0.0	0.95413	0.0	0.0
ZJH_N52_2_4	0.0	0.0	318.9754	63.627087	0.0	274.016612	4.54918	0.0	6.0246	0.0	0.0
ZJH_N53_1_4	0.0	0.0	169.5804	80.35404	0.0	83.21197000000001	9.34215	0.0	0.0	0.0	0.0
ZJH_N53_2_2	1650.31894	540.4229	53.079480000000004	321.60417	104.01929999999999	330.821	115.99291	178.16596	0.411469	0.0	0.0
ZJH_N53_2_3	1453.18842	509.2635	56.29693	301.338545	88.1975	1755.2336500000001	89.37522	149.3401	0.908558	0.0	0.0
ZJH_N53_2_4	4068.402961	936.2321	0.0	288.13975899999997	187.12669699999998	633.01086	215.2927	98.92614	0.0	0.0	0.0
ZJH_N54_1_2	0.0	0.0	1874.688	13.381499999999999	0.0	1616.518	10.616	0.0	4.99576	0.0	0.0
ZJH_N54_1_3	0.0	0.0	58.64689	0.0	0.0	9085.196	12.25236	0.0	0.0	0.0	0.0
ZJH_N54_1_4	0.0	0.0	11.185992	2.312389	0.0	3.383982	0.225599	0.0	0.0	0.0	0.0
ZJH_N54_2_2	0.0	0.0	103.30147	23.857850000000003	0.0	674.058	4.75178	0.0	1.03945	0.0	0.0
ZJH_N54_2_3	0.0	0.0	27.330260000000003	0.0	0.0	32.336969999999994	0.2756	0.0	0.0	0.0	0.0
ZJH_N54_2_4	0.0	0.0	354.9343	281.7654	0.0	216.141272	127.02439	0.0	18.96872	0.0	0.0
ZJH_N55_1_2	0.0	0.0	0.0	0.0	0.0	49.57116	0.0	25.969759999999997	0.0	0.0	0.0
ZJH_N55_1_3	0.0	0.0	0.0	0.0	0.0	66.11652	0.0	0.0	0.0	0.0	0.0
ZJH_N55_1_4	0.0	0.0	0.0	1.280816	0.0	93.1793	147.9529	0.0	0.0	0.0	0.0
ZJH_N55_2_2	0.0	0.0	38.4647	91.22706	0.0	459.80464	252.266228	0.0	0.506114	0.0	0.0
ZJH_N55_2_3	83.622508	2.971098	0.0	9.751304000000001	2.46322	6.3993	2.5394	1.3458830000000002	0.0	0.0	0.0
ZJH_N55_2_4	9625.4115	1146.8197	0.0	1988.967025	233.9964	826.032108	871.484625	786.71511	305.5283	0.0	0.0
ZJH_N56_1_2	0.0	0.0	0.0	0.0	0.0	28.1052	0.0	0.0	0.0	0.0	0.0
ZJH_N56_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N56_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N56_2_2	0.0	0.0	1682.7179999999998	438.1777	0.0	2876.39028	7.30718	0.0	13.5291	0.0	0.0
ZJH_N56_2_3	0.0	0.0	0.0	0.455452	0.0	5.4386399999999995	0.0	0.0	0.0	0.0	0.0
ZJH_N56_2_4	493.27814	3.4966	0.0	28.71336	38.462500000000006	335.052875	108.63555000000001	26.3709	0.0	74.77197	0.0
ZJH_N57_1_2	0.0	0.0	106.74457	5.63918	0.0	17.99745	0.319954	0.0	0.919867	0.0	0.0
ZJH_N57_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N57_1_4	1092.8702	20.342699	0.0	49.302418	104.313108	532.637	273.39939400000003	119.202145	12.689192	0.0	0.0
ZJH_N58_1_2	0.0	0.0	0.0	9.12922	64.2088	218.127	98.77805	16.0674	0.0	0.0	0.0
ZJH_N58_1_3	0.0	0.0	0.0	4.77165	31.56183	113.0248	50.64842	6.49634	0.0	0.0	0.0
ZJH_N58_1_4	267.351489	3.043218	0.0	34.476719	213.61466	707.9110000000001	338.97508	53.148301000000004	3.4947880000000002	0.0	0.0
ZJH_N58_2_2	0.0	0.0	0.0	0.0	0.0	114.19088	0.0	0.0	0.0	0.0	0.0
ZJH_N58_2_3	265.31137	0.0	0.0	6.16817	2.72361	231.90714	61.147615	14.338989999999999	0.0	0.0	0.0
ZJH_N58_2_4	1213.7823	0.0	12.540378	35.81388	38.9491	496.360658	149.98694	41.4571	0.682346	0.0	0.0
ZJH_N59_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJH_N59_1_3	0.0	0.0	16.30826	36.8394	219.7303	526.3367599999999	327.19280000000003	43.9517	0.0	0.0	0.0
ZJH_N59_1_4	0.0	0.0	0.0	27.6608	228.9728	466.528	308.20759999999996	42.5239	0.0	0.0	0.0
ZJH_N59_2_3	0.0	0.0	62.31479	44.39224	74.6717	217.98572000000001	116.9106	15.8354	1.06011	0.0	0.0
ZJH_N59_2_4	0.0	0.0	0.0	11.1906	92.82579999999999	187.5947	124.87586999999999	18.4715	0.0	0.0	0.0
