body_site	n_subjects	week1_mean	week1_median	week3_mean	week3_median	mean_change	percent_change	wilcoxon_pvalue	fdr
Axilla	52	583.3180145475	494.4007987	586.786029930577	581.219273585	3.468015383077045	0.5945325356987826	0.9636787638689113	0.9636787638689113
Groin	52	788.9712210415383	402.0995553	2396.889078869231	1221.010525835	1607.9178578276928	203.79930407411373	9.339869106627513e-05	0.0001400980365994127
Stool	53	3022.7144569469815	2020.11492826	4970.596312925472	4167.1208068000005	1947.8818559784909	64.44147747736322	2.7610727468921677e-06	8.283218240676504e-06
