gene	n_subjects	week1_mean	week3_mean	log2_fold_change	pvalue	fdr
arsR_pI258	39	4.672710135897436	3.302539435897436	-0.4881968360573933	0.10812251345394738	0.16854794065104134
srpS	39	0.4202139487179487	0.09870974358974359	-1.3884424675569926	0.10880943004054568	0.16854794065104134
cpb2	39	0.0	0.03559261538461538	0.43927860887174913	0.10880943004054568	0.16854794065104134
sslE	39	0.20018839641025646	3.1714541723076923	3.4459919443582687	0.11228652306574788	0.17280458419858605
terZ	39	0.8660347256410256	5.408991953846154	2.5116414007241956	0.12182769999863458	0.18627848322371868
merT	39	8.705920530769232	32.50253264102564	1.8884383109243978	0.12364826622844463	0.1878502506162909
bepD	39	0.1463391	0.4836574974358974	1.2444763766817115	0.12515345696288432	0.18892591910957696
mexX	39	0.25494685641025644	4.215358776923076	3.6038055676352805	0.13107475153447012	0.1966121273017052
lpfA-O113	39	2.2155346153846156	8.32084771794872	1.862620150869998	0.13372989286451814	0.1993332365339044
mreA	39	0.4261141461538462	3.9978261794871797	2.961411042906294	0.13592202165385756	0.2013344945747765
nheC	39	0.01765914358974359	0.0014781717948717948	-0.21344400688176943	0.13801073756865956	0.2031586633774678
iota-1	39	0.00667695358974359	0.059772811538461534	0.5827733953855372	0.13975586593901426	0.20445765572559493
merA	39	0.4188634933333334	1.163596976923077	1.2841094525253582	0.1422636800489272	0.20684964522451377
see	39	0.1164819205128205	0.01940446153846154	-0.8583897995109909	0.14412703481601533	0.20828114177680265
dpsA	39	0.505274458974359	1.8600794076923075	1.6952507232646234	0.14944349418254974	0.21431537665047068
copA_Ehir	39	12.368749666666668	14.804853033333334	0.2574653471932826	0.1501111920842959	0.21431537665047068
eatA	39	0.054264735641025665	0.2582885282051282	1.2157135468793472	0.1528139601024933	0.2168677158340773
iroD	39	0.2587836538461538	0.6190715153846152	1.0030210986036516	0.15563546075803855	0.2195571678550901
arsB_pI258	39	18.682252125641025	28.70015883846154	0.6167067056703407	0.17113355053879786	0.23970944773833744
sep	39	0.10741047692307695	0.020583648717948717	-0.7824544814433485	0.17295491798842066	0.23970944773833744
hld	39	0.09850251282051281	0.010472794871794871	-0.8454661363966172	0.17295491798842066	0.23970944773833744
scn	39	0.0	0.09057210256410257	0.9303369417129624	0.17971249487899976	0.24762710050187758
cnrC	39	0.02797615641025641	0.07503790564102565	0.4517923384691789	0.18084118136338856	0.24774196522036468
