sample_name	species	Location	BodySite	genes_with_resistance	total_resistance_score	total_mutations	n_genes_with_resistance
N11_2_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.0047	1	1
N11_2_4	Klebsiella_aerogenes	ZCH	Stool	gyrA	0.0047	1	1
N11_2_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.0047	1	1
N11_2_4	Klebsiella_oxytoca	ZCH	Stool	gyrA	0.0047	1	1
N11_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0047	1	1
N11_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0047	1	1
N11_2_4	Legionella_pneumophila	UCMC	Stool	gyrA	0.4	1	1
N11_2_4	Legionella_pneumophila	ZCH	Stool	gyrA	0.4	1	1
N11_2_4	Salmonella_enterica	UCMC	Stool	gyrA	0.0072	1	1
N11_2_4	Salmonella_enterica	ZCH	Stool	gyrA	0.0072	1	1
N11_2_4	Shigella_sonnei	UCMC	Stool	parE	0.0083	1	1
N11_2_4	Shigella_sonnei	ZCH	Stool	parE	0.0083	1	1
N11_2_4	Veillonella_dispar	UCMC	Stool	gyrA	0.08990000000000001	2	1
N11_2_4	Veillonella_dispar	ZCH	Stool	gyrA	0.08990000000000001	2	1
N11_2_4	Veillonella_parvula	UCMC	Stool	gyrA	0.0927	2	1
N11_2_4	Veillonella_parvula	ZCH	Stool	gyrA	0.0927	2	1
N12_1_2	Granulicatella_adiacens	UCMC	Axilla	gyrA	0.0063	1	1
N12_1_2	Granulicatella_adiacens	ZCH	Axilla	gyrA	0.0063	1	1
N12_1_2	Staphylococcus_epidermidis	UCMC	Axilla	gyrA	0.0088	3	1
N12_1_2	Staphylococcus_epidermidis	ZCH	Axilla	gyrA	0.0088	3	1
N12_1_2	Staphylococcus_saprophyticus	UCMC	Axilla	gyrA	0.0098	1	1
N12_1_2	Staphylococcus_saprophyticus	ZCH	Axilla	gyrA	0.0098	1	1
N12_1_3	Bacteroides_caccae	UCMC	Groin	gyrA	0.0278	1	1
N12_1_3	Bacteroides_caccae	ZCH	Groin	gyrA	0.0278	1	1
N12_1_3	Bacteroides_cellulosilyticus	UCMC	Groin	parE	0.0006	1	1
N12_1_3	Bacteroides_cellulosilyticus	ZCH	Groin	parE	0.0006	1	1
N12_1_3	Bacteroides_fragilis	UCMC	Groin	gyrA	0.0308	1	1
N12_1_3	Bacteroides_fragilis	ZCH	Groin	gyrA	0.0308	1	1
N12_1_3	Bacteroides_ovatus	UCMC	Groin	gyrA,parE	0.0471	2	2
N12_1_3	Bacteroides_ovatus	ZCH	Groin	gyrA,parE	0.0471	2	2
N12_1_3	Bacteroides_thetaiotaomicron	UCMC	Groin	gyrA	0.0476	1	1
N12_1_3	Bacteroides_thetaiotaomicron	ZCH	Groin	gyrA	0.0476	1	1
N12_1_3	Escherichia_coli	UCMC	Groin	gyrA	0.0588	1	1
N12_1_3	Escherichia_coli	ZCH	Groin	gyrA	0.0588	1	1
N12_1_3	Klebsiella_aerogenes	UCMC	Groin	gyrA	0.12919999999999998	2	1
N12_1_3	Klebsiella_aerogenes	ZCH	Groin	gyrA	0.12919999999999998	2	1
N12_1_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.12919999999999998	2	1
N12_1_3	Klebsiella_oxytoca	ZCH	Groin	gyrA	0.12919999999999998	2	1
N12_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.1144	2	1
N12_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.1144	2	1
N12_1_3	Parabacteroides_distasonis	UCMC	Groin	parE	0.0006	1	1
N12_1_3	Parabacteroides_distasonis	ZCH	Groin	parE	0.0006	1	1
N12_1_3	Phocaeicola_vulgatus	UCMC	Groin	parE	0.0006	1	1
N12_1_3	Phocaeicola_vulgatus	ZCH	Groin	parE	0.0006	1	1
N12_1_3	Veillonella_dispar	UCMC	Groin	gyrA	0.1364	1	1
N12_1_3	Veillonella_dispar	ZCH	Groin	gyrA	0.1364	1	1
N12_1_3	Veillonella_parvula	UCMC	Groin	gyrA	0.1364	1	1
N12_1_3	Veillonella_parvula	ZCH	Groin	gyrA	0.1364	1	1
N12_1_4	Bacteroides_cellulosilyticus	UCMC	Stool	parE	0.0006	1	1
N12_1_4	Bacteroides_cellulosilyticus	ZCH	Stool	parE	0.0006	1	1
N12_1_4	Bacteroides_fragilis	UCMC	Stool	parE	0.003	1	1
N12_1_4	Bacteroides_fragilis	ZCH	Stool	parE	0.003	1	1
N12_1_4	Bacteroides_ovatus	UCMC	Stool	parE	0.0006	1	1
N12_1_4	Bacteroides_ovatus	ZCH	Stool	parE	0.0006	1	1
N12_1_4	Parabacteroides_distasonis	UCMC	Stool	parE	0.0006	1	1
N12_1_4	Parabacteroides_distasonis	ZCH	Stool	parE	0.0006	1	1
N12_1_4	Phocaeicola_vulgatus	UCMC	Stool	parE	0.0006	1	1
N12_1_4	Phocaeicola_vulgatus	ZCH	Stool	parE	0.0006	1	1
N13_1_2	Staphylococcus_epidermidis	UCMC	Axilla	gyrA	0.0556	1	1
N13_1_2	Staphylococcus_epidermidis	ZCH	Axilla	gyrA	0.0556	1	1
N13_2_2	Burkholderia_cepacia	UCMC	Axilla	gyrA	0.125	1	1
N13_2_2	Burkholderia_cepacia	ZCH	Axilla	gyrA	0.125	1	1
N13_2_2	Escherichia_coli	UCMC	Axilla	gyrA,parC	0.0643	2	2
N13_2_2	Escherichia_coli	ZCH	Axilla	gyrA,parC	0.0643	2	2
N13_2_2	Klebsiella_aerogenes	UCMC	Axilla	gyrA	0.0385	1	1
N13_2_2	Klebsiella_aerogenes	ZCH	Axilla	gyrA	0.0385	1	1
N13_2_2	Klebsiella_oxytoca	UCMC	Axilla	gyrA	0.0385	1	1
N13_2_2	Klebsiella_oxytoca	ZCH	Axilla	gyrA	0.0385	1	1
N13_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.0286	1	1
N13_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	0.0286	1	1
N13_2_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0169	2	1
N13_2_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0169	2	1
N13_2_2	Pseudomonas_aeruginosa	UCMC	Axilla	gyrA	0.0926	2	1
N13_2_2	Pseudomonas_aeruginosa	ZCH	Axilla	gyrA	0.0926	2	1
N13_2_2	Shigella_flexneri	UCMC	Axilla	parC	0.0526	1	1
N13_2_2	Shigella_flexneri	ZCH	Axilla	parC	0.0526	1	1
N13_2_2	Staphylococcus_aureus	UCMC	Axilla	gyrA	0.0667	1	1
N13_2_2	Staphylococcus_aureus	ZCH	Axilla	gyrA	0.0667	1	1
N13_2_3	Enterobacter_cloacae	UCMC	Groin	parE	0.1429	1	1
N13_2_3	Enterobacter_cloacae	ZCH	Groin	parE	0.1429	1	1
N13_2_3	Escherichia_coli	UCMC	Groin	parE	0.1429	1	1
N13_2_3	Escherichia_coli	ZCH	Groin	parE	0.1429	1	1
N13_2_3	Shigella_sonnei	UCMC	Groin	parE	0.1429	1	1
N13_2_3	Shigella_sonnei	ZCH	Groin	parE	0.1429	1	1
N13_2_4	Burkholderia_cepacia	UCMC	Stool	gyrA	0.0091	1	1
N13_2_4	Burkholderia_cepacia	ZCH	Stool	gyrA	0.0091	1	1
N13_2_4	Citrobacter_freundii	UCMC	Stool	gyrA	0.04	1	1
N13_2_4	Citrobacter_freundii	ZCH	Stool	gyrA	0.04	1	1
N13_2_4	Enterobacter_cloacae	UCMC	Stool	parE	0.0062	2	1
N13_2_4	Enterobacter_cloacae	ZCH	Stool	parE	0.0062	2	1
N13_2_4	Escherichia_coli	UCMC	Stool	gyrA,parC,parE	0.0358	7	3
N13_2_4	Escherichia_coli	ZCH	Stool	gyrA,parC,parE	0.0358	7	3
N13_2_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.0063	1	1
N13_2_4	Klebsiella_aerogenes	ZCH	Stool	gyrA	0.0063	1	1
N13_2_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.0063	1	1
N13_2_4	Klebsiella_oxytoca	ZCH	Stool	gyrA	0.0063	1	1
N13_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0063	1	1
N13_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0063	1	1
N13_2_4	Legionella_pneumophila	UCMC	Stool	gyrA	0.0357	1	1
N13_2_4	Legionella_pneumophila	ZCH	Stool	gyrA	0.0357	1	1
N13_2_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.0099	1	1
N13_2_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.0099	1	1
N13_2_4	Salmonella_enterica	UCMC	Stool	gyrA,gyrB	0.015899999999999997	4	2
N13_2_4	Salmonella_enterica	ZCH	Stool	gyrA,gyrB	0.015899999999999997	4	2
N13_2_4	Shigella_flexneri	UCMC	Stool	parC,parE	0.025	2	2
N13_2_4	Shigella_flexneri	ZCH	Stool	parC,parE	0.025	2	2
N13_2_4	Shigella_sonnei	UCMC	Stool	parE	0.0063	2	1
N13_2_4	Shigella_sonnei	ZCH	Stool	parE	0.0063	2	1
N14_1_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0229	3	1
N14_1_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0229	3	1
N14_1_2	Rothia_mucilaginosa	UCMC	Axilla	gyrA	1.0	1	1
N14_1_2	Rothia_mucilaginosa	ZCH	Axilla	gyrA	1.0	1	1
N14_1_4	Escherichia_coli	UCMC	Stool	parE	1.0	1	1
N14_1_4	Escherichia_coli	ZCH	Stool	parE	1.0	1	1
N14_1_4	Shigella_flexneri	UCMC	Stool	parE	1.0	1	1
N14_1_4	Shigella_flexneri	ZCH	Stool	parE	1.0	1	1
N14_1_4	Shigella_sonnei	UCMC	Stool	parE	1.0	1	1
N14_1_4	Shigella_sonnei	ZCH	Stool	parE	1.0	1	1
N14_2_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.009	2	1
N14_2_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.009	2	1
N14_2_2	Rothia_mucilaginosa	UCMC	Axilla	gyrA	1.0	1	1
N14_2_2	Rothia_mucilaginosa	ZCH	Axilla	gyrA	1.0	1	1
N14_2_4	Bacteroides_cellulosilyticus	UCMC	Stool	parE	0.0016	1	1
N14_2_4	Bacteroides_cellulosilyticus	ZCH	Stool	parE	0.0016	1	1
N14_2_4	Bacteroides_fragilis	UCMC	Stool	parE	0.0038	1	1
N14_2_4	Bacteroides_fragilis	ZCH	Stool	parE	0.0038	1	1
N14_2_4	Bacteroides_ovatus	UCMC	Stool	parE	0.0016	1	1
N14_2_4	Bacteroides_ovatus	ZCH	Stool	parE	0.0016	1	1
N14_2_4	Escherichia_coli	UCMC	Stool	gyrA	0.1667	1	1
N14_2_4	Escherichia_coli	ZCH	Stool	gyrA	0.1667	1	1
N14_2_4	Parabacteroides_distasonis	UCMC	Stool	parE	0.0016	1	1
N14_2_4	Parabacteroides_distasonis	ZCH	Stool	parE	0.0016	1	1
N14_2_4	Phocaeicola_vulgatus	UCMC	Stool	parE	0.0016	1	1
N14_2_4	Phocaeicola_vulgatus	ZCH	Stool	parE	0.0016	1	1
N15_1_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.033	3	1
N15_1_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.033	3	1
N15_1_3	Mycobacterium_tuberculosis	UCMC	Groin	gyrB	1.0	1	1
N15_1_4	Bacteroides_cellulosilyticus	UCMC	Stool	gyrA	0.0417	1	1
N15_1_4	Bacteroides_cellulosilyticus	ZCH	Stool	gyrA	0.0417	1	1
N15_1_4	Bacteroides_uniformis	UCMC	Stool	gyrA	0.025	1	1
N15_1_4	Bacteroides_uniformis	ZCH	Stool	gyrA	0.025	1	1
N15_1_4	Burkholderia_cepacia	UCMC	Stool	gyrA	0.2157	1	1
N15_1_4	Burkholderia_cepacia	ZCH	Stool	gyrA	0.2157	1	1
N15_1_4	Clostridioides_difficile	UCMC	Stool	gyrA	0.8571	1	1
N15_1_4	Clostridioides_difficile	ZCH	Stool	gyrA	0.8571	1	1
N15_1_4	Enterococcus_faecalis	UCMC	Stool	parC	0.0541	1	1
N15_1_4	Enterococcus_faecalis	ZCH	Stool	parC	0.0541	1	1
N15_1_4	Escherichia_coli	UCMC	Stool	gyrA	0.0409	3	1
N15_1_4	Escherichia_coli	ZCH	Stool	gyrA	0.0409	3	1
N15_1_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Klebsiella_aerogenes	ZCH	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Klebsiella_oxytoca	ZCH	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.027299999999999998	2	1
N15_1_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.0345	1	1
N15_1_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.0345	1	1
N15_1_4	Salmonella_enterica	UCMC	Stool	gyrA	0.0437	3	1
N15_1_4	Salmonella_enterica	ZCH	Stool	gyrA	0.0437	3	1
N15_1_4	Veillonella_dispar	UCMC	Stool	gyrA	0.2222	1	1
N15_1_4	Veillonella_dispar	ZCH	Stool	gyrA	0.2222	1	1
N15_1_4	Veillonella_parvula	UCMC	Stool	gyrA	0.2222	1	1
N15_1_4	Veillonella_parvula	ZCH	Stool	gyrA	0.2222	1	1
N15_2_3	Citrobacter_freundii	UCMC	Groin	parE	0.0351	1	1
N15_2_3	Enterobacter_cloacae	UCMC	Groin	parE	0.0294	1	1
N15_2_3	Escherichia_coli	UCMC	Groin	gyrA,parC,parE	0.0698	5	3
N15_2_3	Klebsiella_aerogenes	UCMC	Groin	gyrA	0.0155	1	1
N15_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.0155	1	1
N15_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0155	1	1
N15_2_3	Proteus_mirabilis	UCMC	Groin	gyrA,parE	0.026500000000000003	2	2
N15_2_3	Providencia_stuartii	UCMC	Groin	gyrA	0.0909	1	1
N15_2_3	Salmonella_enterica	UCMC	Groin	gyrA,gyrB	0.0149	2	2
N15_2_3	Shigella_flexneri	UCMC	Groin	parC,parE	0.055	2	2
N15_2_3	Shigella_sonnei	UCMC	Groin	parE	0.0458	2	1
N15_2_3	Veillonella_dispar	UCMC	Groin	gyrA	0.0667	1	1
N15_2_3	Veillonella_parvula	UCMC	Groin	gyrA	0.0667	1	1
N15_2_4	Enterococcus_faecalis	UCMC	Stool	parC	0.2	1	1
N15_2_4	Escherichia_coli	UCMC	Stool	gyrA	0.0556	1	1
N15_2_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.0278	1	1
N15_2_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.0278	1	1
N15_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0278	1	1
N15_2_4	Veillonella_dispar	UCMC	Stool	gyrA	0.0606	1	1
N15_2_4	Veillonella_parvula	UCMC	Stool	gyrA	0.0606	1	1
N16_1_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0	1	1
N16_1_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0	1	1
N16_1_3	Bifidobacterium_breve	UCMC	Groin	parE	0.0132	1	1
N16_1_3	Bifidobacterium_breve	ZCH	Groin	parE	0.0132	1	1
N16_1_3	Escherichia_coli	UCMC	Groin	parC	0.125	1	1
N16_1_3	Escherichia_coli	ZCH	Groin	parC	0.125	1	1
N16_1_3	Mycobacterium_tuberculosis	UCMC	Groin	gyrB	1.0873	3	1
N16_1_3	Mycobacterium_tuberculosis	ZCH	Groin	gyrB	1.0873	3	1
N16_1_3	Shigella_flexneri	UCMC	Groin	parC	0.1667	1	1
N16_1_3	Shigella_flexneri	ZCH	Groin	parC	0.1667	1	1
N16_1_3	Staphylococcus_aureus	UCMC	Groin	gyrA	0.7692	1	1
N16_1_3	Staphylococcus_aureus	ZCH	Groin	gyrA	0.7692	1	1
N16_1_3	Staphylococcus_saprophyticus	UCMC	Groin	gyrA	0.6	1	1
N16_1_3	Staphylococcus_saprophyticus	ZCH	Groin	gyrA	0.6	1	1
N16_1_4	Bifidobacterium_adolescentis	UCMC	Stool	gyrA	0.1	1	1
N16_1_4	Bifidobacterium_breve	UCMC	Stool	gyrA,parE	0.011800000000000001	2	2
N16_1_4	Bifidobacterium_longum	UCMC	Stool	gyrA	0.0413	3	1
N16_1_4	Enterobacter_cloacae	UCMC	Stool	parE	0.04	1	1
N16_1_4	Escherichia_coli	UCMC	Stool	gyrA,parE	0.0604	2	2
N16_1_4	Granulicatella_adiacens	UCMC	Stool	parE	0.0444	1	1
N16_1_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.0204	1	1
N16_1_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.0204	1	1
N16_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0204	1	1
N16_1_4	Shigella_sonnei	UCMC	Stool	parE	0.04	1	1
N16_1_4	Staphylococcus_epidermidis	UCMC	Stool	gyrA	0.0455	1	1
N16_2_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0017	2	1
N16_2_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0017	2	1
N16_2_3	Bifidobacterium_breve	UCMC	Groin	gyrA	0.0571	1	1
N16_2_3	Bifidobacterium_breve	ZCH	Groin	gyrA	0.0571	1	1
N16_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	0.1053	1	1
N16_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	0.1053	1	1
N16_2_3	Escherichia_coli	UCMC	Groin	gyrA,parC	0.020499999999999997	2	2
N16_2_3	Escherichia_coli	ZCH	Groin	gyrA,parC	0.020499999999999997	2	2
N16_2_3	Mycobacterium_tuberculosis	UCMC	Groin	gyrB	1.0	1	1
N16_2_3	Mycobacterium_tuberculosis	ZCH	Groin	gyrB	1.0	1	1
N16_2_3	Salmonella_enterica	UCMC	Groin	gyrB	0.0197	2	1
N16_2_3	Salmonella_enterica	ZCH	Groin	gyrB	0.0197	2	1
N16_2_3	Shigella_flexneri	UCMC	Groin	parC	0.0127	1	1
N16_2_3	Shigella_flexneri	ZCH	Groin	parC	0.0127	1	1
N16_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA	0.4	1	1
N16_2_3	Staphylococcus_aureus	ZCH	Groin	gyrA	0.4	1	1
N16_2_3	Veillonella_dispar	UCMC	Groin	gyrA	0.0192	1	1
N16_2_3	Veillonella_dispar	ZCH	Groin	gyrA	0.0192	1	1
N16_2_3	Veillonella_parvula	UCMC	Groin	gyrA	0.0192	1	1
N16_2_3	Veillonella_parvula	ZCH	Groin	gyrA	0.0192	1	1
N16_2_4	Enterobacter_cloacae	UCMC	Stool	parE	0.0105	1	1
N16_2_4	Enterobacter_cloacae	ZCH	Stool	parE	0.0105	1	1
N16_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.069	1	1
N16_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.069	1	1
N16_2_4	Escherichia_coli	UCMC	Stool	parE	0.0102	1	1
N16_2_4	Escherichia_coli	ZCH	Stool	parE	0.0102	1	1
N16_2_4	Salmonella_enterica	UCMC	Stool	gyrA	0.0112	1	1
N16_2_4	Salmonella_enterica	ZCH	Stool	gyrA	0.0112	1	1
N16_2_4	Shigella_sonnei	UCMC	Stool	parE	0.0104	1	1
N16_2_4	Shigella_sonnei	ZCH	Stool	parE	0.0104	1	1
N16_2_4	Veillonella_dispar	UCMC	Stool	gyrA	0.1667	1	1
N16_2_4	Veillonella_dispar	ZCH	Stool	gyrA	0.1667	1	1
N16_2_4	Veillonella_parvula	UCMC	Stool	gyrA	0.1667	1	1
N16_2_4	Veillonella_parvula	ZCH	Stool	gyrA	0.1667	1	1
N17_1_2	Haemophilus_influenzae	UCMC	Axilla	parE	0.0833	1	1
N17_1_2	Haemophilus_influenzae	ZCH	Axilla	parE	0.0833	1	1
N17_1_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0526	2	1
N17_1_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0526	2	1
N17_1_2	Staphylococcus_aureus	UCMC	Axilla	gyrA	0.05	1	1
N17_1_2	Staphylococcus_aureus	ZCH	Axilla	gyrA	0.05	1	1
N17_1_2	Staphylococcus_epidermidis	UCMC	Axilla	gyrA	0.037	1	1
N17_1_2	Staphylococcus_epidermidis	ZCH	Axilla	gyrA	0.037	1	1
N17_1_2	Staphylococcus_saprophyticus	UCMC	Axilla	gyrA	0.1429	1	1
N17_1_2	Staphylococcus_saprophyticus	ZCH	Axilla	gyrA	0.1429	1	1
N17_1_3	Escherichia_coli	UCMC	Groin	gyrA	0.0435	1	1
N17_1_3	Escherichia_coli	ZCH	Groin	gyrA	0.0435	1	1
N17_1_3	Prevotella_melaninogenica	UCMC	Groin	gyrA	0.0714	1	1
N17_1_3	Prevotella_melaninogenica	ZCH	Groin	gyrA	0.0714	1	1
N17_1_3	Pseudomonas_aeruginosa	UCMC	Groin	gyrA	0.0386	2	1
N17_1_3	Pseudomonas_aeruginosa	ZCH	Groin	gyrA	0.0386	2	1
N17_1_3	Salmonella_enterica	UCMC	Groin	gyrB	0.0108	1	1
N17_1_3	Salmonella_enterica	ZCH	Groin	gyrB	0.0108	1	1
N17_1_3	Veillonella_dispar	UCMC	Groin	gyrA	0.0385	1	1
N17_1_3	Veillonella_dispar	ZCH	Groin	gyrA	0.0385	1	1
N17_1_3	Veillonella_parvula	UCMC	Groin	gyrA	0.0385	1	1
N17_1_3	Veillonella_parvula	ZCH	Groin	gyrA	0.0385	1	1
N17_1_4	Burkholderia_cepacia	UCMC	Stool	gyrA	0.1184	1	1
N17_1_4	Burkholderia_cepacia	ZCH	Stool	gyrA	0.1184	1	1
N17_1_4	Clostridioides_difficile	UCMC	Stool	gyrA	1.0	1	1
N17_1_4	Clostridioides_difficile	ZCH	Stool	gyrA	1.0	1	1
N17_1_4	Enterobacter_cloacae	UCMC	Stool	parE	0.0039	1	1
N17_1_4	Enterobacter_cloacae	ZCH	Stool	parE	0.0039	1	1
N17_1_4	Escherichia_coli	UCMC	Stool	gyrA,parC,parE	0.0458	6	3
N17_1_4	Escherichia_coli	ZCH	Stool	gyrA,parC,parE	0.0458	6	3
N17_1_4	Klebsiella_aerogenes	UCMC	Stool	gyrA	0.0203	1	1
N17_1_4	Klebsiella_aerogenes	ZCH	Stool	gyrA	0.0203	1	1
N17_1_4	Klebsiella_oxytoca	UCMC	Stool	gyrA	0.0203	1	1
N17_1_4	Klebsiella_oxytoca	ZCH	Stool	gyrA	0.0203	1	1
N17_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0201	1	1
N17_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0201	1	1
N17_1_4	Legionella_pneumophila	UCMC	Stool	gyrA	0.04	1	1
N17_1_4	Legionella_pneumophila	ZCH	Stool	gyrA	0.04	1	1
N17_1_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.0074	1	1
N17_1_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.0074	1	1
N17_1_4	Salmonella_enterica	UCMC	Stool	gyrA,gyrB,parE	0.1272	6	3
N17_1_4	Salmonella_enterica	ZCH	Stool	gyrA,gyrB,parE	0.1272	6	3
N17_1_4	Shigella_flexneri	UCMC	Stool	parC	0.0067	1	1
N17_1_4	Shigella_flexneri	ZCH	Stool	parC	0.0067	1	1
N17_1_4	Shigella_sonnei	UCMC	Stool	parE	0.0039	1	1
N17_1_4	Shigella_sonnei	ZCH	Stool	parE	0.0039	1	1
N17_1_4	Veillonella_dispar	UCMC	Stool	gyrA	0.875	1	1
N17_1_4	Veillonella_dispar	ZCH	Stool	gyrA	0.875	1	1
N17_1_4	Veillonella_parvula	UCMC	Stool	gyrA	0.875	1	1
N17_1_4	Veillonella_parvula	ZCH	Stool	gyrA	0.875	1	1
N17_2_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrA,gyrB	1.1538000000000002	3	2
N17_2_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrA,gyrB	1.1538000000000002	3	2
N17_2_3	Bifidobacterium_adolescentis	UCMC	Groin	gyrA	0.0833	1	1
N17_2_3	Bifidobacterium_adolescentis	ZCH	Groin	gyrA	0.0833	1	1
N17_2_3	Escherichia_coli	UCMC	Groin	gyrA	0.0667	1	1
N17_2_3	Escherichia_coli	ZCH	Groin	gyrA	0.0667	1	1
N17_2_3	Klebsiella_aerogenes	UCMC	Groin	gyrA	0.1381	2	1
N17_2_3	Klebsiella_aerogenes	ZCH	Groin	gyrA	0.1381	2	1
N17_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.1381	2	1
N17_2_3	Klebsiella_oxytoca	ZCH	Groin	gyrA	0.1381	2	1
N17_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.1381	2	1
N17_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.1381	2	1
N17_2_3	Limosilactobacillus_reuteri	UCMC	Groin	gyrA	0.0667	1	1
N17_2_3	Limosilactobacillus_reuteri	ZCH	Groin	gyrA	0.0667	1	1
N17_2_3	Mycobacterium_tuberculosis	UCMC	Groin	gyrB	1.219	2	1
N17_2_3	Mycobacterium_tuberculosis	ZCH	Groin	gyrB	1.219	2	1
N17_2_3	Ruminococcus_bromii	UCMC	Groin	gyrB	0.6667	1	1
N17_2_3	Ruminococcus_bromii	ZCH	Groin	gyrB	0.6667	1	1
N17_2_3	Salmonella_enterica	UCMC	Groin	gyrA	0.0769	1	1
N17_2_3	Salmonella_enterica	ZCH	Groin	gyrA	0.0769	1	1
N17_2_3	Veillonella_dispar	UCMC	Groin	gyrA	0.25	1	1
N17_2_3	Veillonella_dispar	ZCH	Groin	gyrA	0.25	1	1
N17_2_3	Veillonella_parvula	UCMC	Groin	gyrA	0.25	1	1
N17_2_3	Veillonella_parvula	ZCH	Groin	gyrA	0.25	1	1
N18_1_2	Mycobacterium_tuberculosis	UCMC	Axilla	gyrB	1.0	1	1
N18_1_2	Mycobacterium_tuberculosis	ZCH	Axilla	gyrB	1.0	1	1
N18_1_4	Clostridioides_difficile	UCMC	Stool	gyrA	1.0	1	1
N18_1_4	Clostridioides_difficile	ZCH	Stool	gyrA	1.0	1	1
N18_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.0063	1	1
N18_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.0063	1	1
N18_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA	0.0035	1	1
N18_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA	0.0035	1	1
N18_1_4	Staphylococcus_epidermidis	UCMC	Stool	gyrA	0.0329	2	1
N18_1_4	Staphylococcus_epidermidis	ZCH	Stool	gyrA	0.0329	2	1
N18_1_4	Staphylococcus_saprophyticus	UCMC	Stool	gyrA	0.0129	1	1
N18_1_4	Staphylococcus_saprophyticus	ZCH	Stool	gyrA	0.0129	1	1
N18_1_4	Veillonella_dispar	UCMC	Stool	gyrA	0.1408	1	1
N18_1_4	Veillonella_dispar	ZCH	Stool	gyrA	0.1408	1	1
N18_1_4	Veillonella_parvula	UCMC	Stool	gyrA	0.1408	1	1
