Variable,Coefficient,Std_Error,T_stat,P-value,CI_Lower,CI_Upper,Significant
C(SampleCollectionWeek)[T.Week.3],2.9793723407659067,0.4102255080310368,7.262767142555391,3.7925050417839635e-13,2.175345119485428,3.7833995620463856,True
C(Location)[T.Hangzhou],-3.520046026279832,0.715280999400591,-4.921207230766157,8.60119960941284e-07,-4.921971023930806,-2.118121028628858,True
C(GestationCohort)[T.33-36 Weeks],2.6670613171847815,1.1383240842076678,2.342971877856027,0.019130825014403455,0.4359871094032126,4.89813552496635,True
C(PICC)[T.PICC_UE],-1.4196127126556524,0.6844857023528605,-2.073984464212848,0.038080753728168076,-2.7611800371998623,-0.07804538811144246,True
C(SampleType)[T.Groin],-1.0395117367786566,0.5148718912651318,-2.0189716207353863,0.04349016924199506,-2.048642100310338,-0.03038137324697554,True
C(Delivery)[T.Vaginal],-1.2564409005807657,0.7009322806872883,-1.7925282301862058,0.07304839128301542,-2.630242926329371,0.11736112516783948,False
Intercept,2.410916672701445,1.4115277628614198,1.7080193079688952,0.08763275991494412,-0.3556269056853316,5.177460251088222,False
C(SampleType)[T.Stool],-0.7903212515655906,0.4803659946165724,-1.6452481241858599,0.0999186529478277,-1.7318213004118341,0.15117879728065275,False
C(PICC)[T.axillary],-2.310992125548442,1.42887249136493,-1.6173536403803725,0.10580196673125586,-5.111530747123725,0.4895464960268403,False
C(PICC)[T.PICC_LE],-1.1398643289094805,0.79870970038173,-1.4271321962969792,0.15354179373472837,-2.7053065757604484,0.4255779179414876,False
C(AnyMilk)[T.Mother],-1.2000873262674627,0.8722987274402593,-1.3757756242395214,0.16889111036481175,-2.909761415810492,0.5095867632755664,False
C(PostNatalAbxCohort)[T.Low.Infant.Abx],-0.9857632178279222,0.7673263910959921,-1.2846726363991354,0.19890670426609391,-2.489695308763163,0.5181688731073183,False
C(AnyMilk)[T.No.Milk],-1.3477363805061544,1.1659786519970026,-1.1558842678618948,0.24772849842102396,-3.6330125451628406,0.9375397841505317,False
Group Var,0.03746427397661349,0.033415044618881284,1.1211798279462473,0.262211324369909,-0.02802801001819276,0.10295655797141974,False
C(PostNatalAbxCohort)[T.No.Infant.Abx],-0.7887438022941287,0.72177801741589,-1.092778919920545,0.27449087922080295,-2.203402721261997,0.6259151166737396,False
C(PICC)[T.PICC_Neck],-1.7857033003687448,1.6514467734103995,-1.0812963088608012,0.2795653288265928,-5.022479498638007,1.4510728979005174,False
C(GestationCohort)[T.28-32 Weeks],0.5999666076394011,0.9112058819615361,0.6584314472903359,0.5102609337173153,-1.1859641035062651,2.3858973187850676,False
C(MaternalAntibiotics)[T.None.Mat.Abx],-0.2080327104328835,0.6001598774747308,-0.34662882048732513,0.7288701911720271,-1.3843244552493272,0.9682590343835603,False
C(UVC)[T.UVC],-0.12862185972026324,0.7539836561583015,-0.17058971858304928,0.8645463828030824,-1.606402670722366,1.3491589512818394,False
C(PICC)[T.peripheral_UE],-0.05992094637965564,1.462195344409738,-0.04098012389982315,0.9673117413796832,-2.9257711597848823,2.8059292670255713,False
