Variable,Coefficient,Std_Error,T_stat,P-value,CI_Lower,CI_Upper,Significant
C(PICC)[T.PICC_UE],-1.290753085001571,0.42800827665325586,-3.0157199180689074,0.0025636995091485697,-2.129633892327008,-0.4518722776761338,True
C(GestationCohort)[T.33-36 Weeks],1.884998823134513,0.7093359534392691,2.6574133370724455,0.007874283290169613,0.49472590145416473,3.2752717448148614,True
C(Location)[T.Hangzhou],1.1442810108638521,0.4320273848427877,2.648630737332194,0.008081858313049233,0.2975228962369626,1.9910391254907416,True
C(SampleType)[T.Stool],-0.7407950003671281,0.282472759764546,-2.6225360667861026,0.008727802943688925,-1.294431436119273,-0.18715856461498304,True
Group Var,0.07675157966813963,0.033539187026217464,2.2884150295039407,0.022113363218404222,0.011015981026000363,0.1424871783102789,True
C(PostNatalAbxCohort)[T.No.Infant.Abx],-0.979348763830436,0.44913572525978634,-2.180518513115311,0.02921904805819161,-1.859638609509894,-0.09905891815097811,True
C(SampleCollectionWeek)[T.Week.3],-0.5220485799671978,0.2419152981263515,-2.157980847058848,0.030929320945413025,-0.9961938516041168,-0.04790330833027878,True
Intercept,1.3075392949031188,0.8650886697445352,1.511451184870149,0.1306735368256925,-0.3880033412298354,3.003081931036073,False
C(PICC)[T.peripheral_UE],-1.0972702745779739,0.8752519207497643,-1.2536622297703988,0.20996480190581368,-2.8127325166470176,0.6181919674910699,False
C(PostNatalAbxCohort)[T.Low.Infant.Abx],-0.4234353530738299,0.47421340177836563,-0.8929215232759955,0.37189920004411525,-1.352876541545649,0.506005835397989,False
C(PICC)[T.axillary],-0.5977495573240292,0.8842522282797887,-0.6759944031884234,0.49904419850938386,-2.3308520780017052,1.1353529633536468,False
C(PICC)[T.PICC_LE],-0.25027730292439265,0.49449224462321056,-0.5061298850401528,0.6127654722223523,-1.2194642930202555,0.7189096871714702,False
C(SampleType)[T.Groin],0.14484115438507292,0.3031251167504514,0.4778263046552946,0.6327738372385254,-0.4492731572553108,0.7389554660254567,False
C(UVC)[T.UVC],0.21392749955296012,0.47185773811510245,0.45337287549319744,0.650280264792282,-0.7108966729791735,1.1387516720850936,False
C(AnyMilk)[T.Mother],-0.1982109119317953,0.5535791920341747,-0.3580534000988226,0.7203033515211306,-1.28320619090956,0.8867843670459695,False
C(PICC)[T.PICC_Neck],-0.33112323442863667,1.024860492601029,-0.3230910322128503,0.7466263016286229,-2.339812889104632,1.6775664202473584,False
C(MaternalAntibiotics)[T.None.Mat.Abx],-0.0433332252731042,0.37398955203177636,-0.11586747554226423,0.9077575727962771,-0.7763392778496545,0.689672827303446,False
C(Delivery)[T.Vaginal],-0.033988970310608144,0.4344711991674507,-0.07823066379483617,0.9376445705739026,-0.8855368729987402,0.817558932377524,False
C(AnyMilk)[T.No.Milk],0.01925099065441024,0.7211675569288345,0.026694199523329288,0.9787036395951492,-1.3942114477448444,1.432713429053665,False
C(GestationCohort)[T.28-32 Weeks],-0.01445744025547227,0.5717950049761324,-0.02528430666524578,0.9798281913974007,-1.1351550565485928,1.1062401760376483,False
