Variable,Coefficient,Std_Error,T_stat,P-value,CI_Lower,CI_Upper,Significant
C(PICC)[T.PICC_UE],1.2907487729023064,0.4280081738384146,3.0157105676902356,0.0025637785615985034,0.4518681670902551,2.1296293787143576,True
C(GestationCohort)[T.33-36 Weeks],-1.8850080608320305,0.7093357792468443,-2.657427012681479,0.007873963828653224,-3.2752806411014994,-0.49473548056256145,True
C(Location)[T.Hangzhou],-1.1442820527255853,0.43202731574441194,-2.648633572518235,0.008081790520971653,-1.991040031922147,-0.29752407352902355,True
C(SampleType)[T.Stool],0.7407952514251691,0.28247275416116324,2.6225370075958283,0.008727778846369251,0.18715882665545247,1.2944316761948857,True
Group Var,0.07675143775582514,0.03353923242355646,2.2884077007653385,0.022113789608247298,0.01101575013653644,0.14248712537511385,True
C(PostNatalAbxCohort)[T.No.Infant.Abx],0.9793413644342875,0.44913562402752,2.1805025298422556,0.02922023151342257,0.0990517171664258,1.8596310117021493,True
C(SampleCollectionWeek)[T.Week.3],0.5220483041211845,0.2419152913510636,2.157979767238427,0.03092940490362294,0.04790304576358584,0.9961935624787832,True
Intercept,-1.3075272152689372,0.8650885242941087,-1.5114374755298574,0.13067702735727094,-3.0030695663242937,0.3880151357864192,False
C(PICC)[T.peripheral_UE],1.0972612171822396,0.8752517848393648,1.2536520761092995,0.20996849407765095,-0.6182007585073159,2.812723192871795,False
C(PostNatalAbxCohort)[T.Low.Infant.Abx],0.4234268984328824,0.47421330248953053,0.8929038814600326,0.37190864833712534,-0.5060140954363957,1.3528678923021604,False
C(PICC)[T.axillary],0.5977460558678778,0.8842520513561464,0.6759905786490804,0.4990466267421846,-1.1353561180458314,2.330848229781587,False
C(PICC)[T.PICC_LE],0.25027424109611596,0.4944921405486879,0.5061237996996514,0.6127697439106692,-0.7189125450174308,1.2194610272096629,False
C(SampleType)[T.Groin],-0.1448448014070359,0.30312510945113963,-0.4778383475697623,0.6327652650483979,-0.7389590987410316,0.44926949592695975,False
C(UVC)[T.UVC],-0.21393193532142923,0.47185770877100497,-0.4533823043362666,0.6502734764523075,-1.1387560503401886,0.71089217969733,False
C(AnyMilk)[T.Mother],0.19821552545307436,0.5535792055177559,0.35806172536355624,0.7202971213682405,-0.8867797799520238,1.2832108308581727,False
C(PICC)[T.PICC_Neck],0.3311053012065483,1.0248603598273138,0.32307357585997243,0.7466395215013082,-1.677584093237747,2.3397946956508435,False
C(MaternalAntibiotics)[T.None.Mat.Abx],0.04333013157854193,0.37398948932258386,0.11585922282742983,0.9077641134603895,-0.6896757980902495,0.7763360612473333,False
C(Delivery)[T.Vaginal],0.03398675496857917,0.4344711339793582,0.07822557659306748,0.9376486171728271,-0.8175610199532394,0.8855345298903977,False
C(AnyMilk)[T.No.Milk],-0.019249568931162905,0.7211674895810926,-0.026692230597283966,0.9787052100112599,-1.432711875331269,1.3942127374689433,False
C(GestationCohort)[T.28-32 Weeks],0.014454380358283387,0.571794954680262,0.02527895750036135,0.9798324580497185,-1.1062431373567425,1.135151898073309,False
