gene_name	n_samples	mean_rpm	median_rpm	max_rpm	prevalence
stxA2f	2	0.021166900000000002	0.021166900000000002	0.0221329	0.003115264797507788
stxA2g	2	0.01677405	0.01677405	0.0170254	0.003115264797507788
stxB1a	1	0.0635061	0.0635061	0.0635061	0.001557632398753894
stxB1d	1	0.205435	0.205435	0.205435	0.001557632398753894
stxB2	2	0.1348565	0.1348565	0.162577	0.003115264797507788
stxB2b	1	0.0813543	0.0813543	0.0813543	0.001557632398753894
stxB2f	2	0.06787175000000001	0.06787175000000001	0.0908231	0.003115264797507788
subA	148	0.05150375817567567	0.0372731	0.217847	0.23052959501557632
tbtA	470	7.208027639319148	0.5847454999999999	51.824	0.7320872274143302
tbtB	614	20.814225081612378	0.9148525000000001	137.644	0.956386292834891
tbtM	457	3.2002887091247265	0.486467	39.9522	0.7118380062305296
tbtR	16	3.40325635625	1.881465	10.9633	0.024922118380062305
tcaC	27	0.00830714	0.00545758	0.0494814	0.04205607476635514
tcbA	125	0.00827568448	0.00577542	0.101427	0.19470404984423675
tccC	48	0.05454115125	0.011138200000000001	1.52832	0.07476635514018691
tccP	181	0.10751025397790055	0.032513	6.99278	0.2819314641744548
tccP2	258	0.09717867643410853	0.053939	3.56056	0.40186915887850466
tcdA	1	0.033444	0.033444	0.033444	0.001557632398753894
tcrB	611	10.3438650897545	3.19601	448.669	0.9517133956386293
terB	103	13.96912983300971	1.23767	322.903	0.16043613707165108
terC	269	20.201752073605945	0.401257	300.848	0.4190031152647975
terD	248	12.978371324596774	0.334882	417.248	0.3862928348909657
terE	230	10.830264837826087	0.300268	385.532	0.3582554517133956
terW	66	7.9307942	0.7944755	187.719	0.102803738317757
terZ	200	5.9692814655	0.24227300000000002	103.628	0.3115264797507788
tir	614	0.13792888032573292	0.04999005	3.89579	0.956386292834891
tox	121	0.03264774107438017	0.0207385	0.272222	0.18847352024922118
toxB	101	0.006821565237623763	0.00335703	0.125308	0.1573208722741433
tsh	141	2.904024365886525	0.0260812	90.0303	0.21962616822429906
tst	50	0.06926434399999999	0.036037650000000004	0.663948	0.0778816199376947
ttgA	485	11.619967161608248	0.829429	70.566	0.7554517133956387
ttgB	613	30.616855108091354	1.18766	191.622	0.9548286604361371
ttgD	437	9.043764323089245	1.27706	52.6241	0.6806853582554517
ttgE	573	9.193935054397906	0.470577	54.2118	0.8925233644859814
ttgR	329	4.058503410334347	1.60105	19.664	0.5124610591900312
ttgT	21	3.373925557142857	0.405371	14.3149	0.03271028037383177
vac_auto	139	6.278273054532374	0.0377121	217.576	0.21651090342679127
vanS-D	2	0.0274765	0.0274765	0.0402118	0.003115264797507788
vat(E)	9	1.110321922222222	0.172918	7.41871	0.014018691588785047
vip	201	0.051518215124378104	0.035501	0.494311	0.3130841121495327
virF	6	0.020081150000000002	0.01977995	0.0299647	0.009345794392523364
virF_Yersin	143	0.41418175454545453	0.0403665	34.6264	0.22274143302180685
ybtQ	629	17.947278103656597	5.07847	199.424	0.9797507788161994
yfeA	438	12.098657527762558	1.70633	129.893	0.6822429906542056
yfeB	586	16.843939898122866	4.87599	142.827	0.9127725856697819
yfeD	512	7.295434456640625	1.912515	124.708	0.7975077881619937
ymoA	356	53.99147181629213	16.398449999999997	521.521	0.5545171339563862
yopB	15	0.03077358666666667	0.0227296	0.133677	0.02336448598130841
yopD	2	0.01614305	0.01614305	0.0177451	0.003115264797507788
yopJ_gen	5	2.3282097800000003	0.0501401	6.47062	0.00778816199376947
ystA	1	0.196149	0.196149	0.196149	0.001557632398753894
