Feature,Importance
TypeWeek,0.4718747547083764
TypeAbx,0.46646240487220014
Location,0.031958700779222235
GestationalAge_Numeric,0.007466035734221779
PostNatalAbxCohort,0.006970023588743929
PICC,0.0055989159564270394
AnyMilk,0.003689133753995986
SampleCollectionWeek,0.0026343369737334963
GestationCohort,0.0020571016345033886
UVC,0.0012885919985755185
