sample_name	LHR_hdeD	LHR_hsp20A	LHR_hsp20B	LHR_kefB	LHR_psiE	LHR_trx	LHR_yfdX1	LHR_yfdX2	MerP_Gneg	SMR_efflux_emrE	aac(3)-XI	aac(6')-Ie	aac(6')_Entco	aacA-ENT1	aadA1	aadA21	aadA22	aadA25	aadE	acrB	acrF	acrR	ampD	ant(2'')-Ia	ant(4')-Ia	ant(9)-Ia	aph(2'')-Ia	aph(3'')-Ib	aph(3')-IIIa	aph(3')-Ia	aph(6)-Id	ariR	arnC	arsA	arsB_R773	arsB_pI258	arsB_pKW301	arsB_pYV	arsC_gluta	arsC_thio	arsD	arsH	arsR_R46	arsR_pKW301	arsR_pYV	aur	baeR	baeS	basR	blaACT	blaCTX-M	blaEC	blaI_of_Z	blaNDM	blaOXA-2_fam	blaR1	blaR1-2	blaSHV	blaTEM	blaZ	ble-MBL	bleO	cadD	cirA	clbB_Ec	clbN	clpK	clpL	cls	cmx	cpxA	crrB	cyaA	dfrB	dfrC	dfrG	dfrK	dltC	eat(A)	emrD	emrR	envZ	erm(33)	erm(A)	erm(B)	erm(C)	erm(X)	fabG	fabI	fdeC	fieF	folP	fosA5_fam	fosA_gen	fosB-Sepi	fosB_gen	fos_A3_A4	fos_A_A2	ftsI	fusA	fusE	gdpP	glpT	gshF	gyrA	gyrB	hld	hlgA	hlgB	hlgC	icaC	ileS	iroB	iroC	iroN	iss	iucA	iucB	iucC	iucD	iutA	kdeA	lamB	lapB	liaF	liaR	liaS	lmrS	lon	lpxM	lsa(A)	lukD	lukE	marR	mco	mdrA	mdtM	mecA	mecA-ceftar	mecA2	mecI_of_mecA	mecR1	mef(A)	mepA	merA	merD	merE	merR_Ps	merT	mgrB	mph(C)	mprF	mreE	msr(A)	msr(C)	msr(D)	mupA	murA	murG	ncrC	nfsA	nfsB	ompC	ompF	ompK35	ompK36	ompR	oqxA	oqxB	oqxR	parC	parE	pbp2	pbp2b	pbp2m	pbp2x	pbp4	pbp5	pcoA	pcoB	pcoC	pcoD	pcoE	pcoR	pcoS	pgsA	phoP	phoQ	pmrA	pmrB	ptsI	qacA	qacB	qacC	qacE	qacE_gen	qacR	ramR	rmtB	rplC	rplD	rpoB	rpoC	rpsJ	rpsL	rseA	sasG	sat4	sdeY	sei	sel26	selV	selX	sem	senB	seo	silA	silB	silC	silF	silP	silR	silS	soxR	soxS	splA	splB	sul1	sul2	terC	terD	tet(38)	tet(A)	tet(K)	tet(L)	tet(M)	tet(O/W)	tet(O/W/O)	tet(W)	tet(W/N/W)	tetAB_A	tetAB_B	tufA	uhpA	uhpT	vga(A)	walK	ybtP	ybtQ	yybT
N15_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4543	2.05531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.756555	0.0	2.05531	6.6970325	0.0	8.238513333333334	7.533834000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362702	0.0	0.0	4.939653333333333	5.0951	0.0	0.0	0.878688125	0.0	1.58898	1.15719	0.0	0.0	0.0	0.0	0.0	0.0	10.7256	0.0	0.0	0.0	0.0	0.56996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.16906666666668	20.8078625	0.0	0.0	0.0	0.0	1.390355	0.0	0.0	1.46808	0.0	0.0	0.0	0.0	9.8793	2.98797	14.9226	0.725404	0.0	7.198764	5.4837050000000005	0.0	0.0	0.0	0.0	0.0	4.49059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7720749999999996	2.78071	2.2539350000000002	0.0	0.0	8.208080476190476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.81195	2.3662	0.863576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.293715	2.7893499999999998	0.0	5.020253333333334	17.0643	3.4989216666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5756	23.5324	0.0	0.0	0.0	0.898119	0.0	0.0	3.817	2.99661	19.51187285714286	24.4219	2.469827	2.10712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7541895	8.99846	8.01398	10.520275555555555	8.281690000000001	5.12964	5.42325	8.29033	0.0	8.10034	0.0	19.0505	0.0	0.0	0.0
N15_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.52433333333333	107.36	20.0381	8.2726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52616	9.00794	0.0	0.0	0.0	0.0	0.0	8.487076666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3281	17.066033333333333	12.4089	0.0	0.0	27.282881818181817	0.0	0.0	0.0	0.0	0.0	0.0	96.3052	0.0	0.0	0.0	0.0	24.817800000000002	205.804	87.3219	0.0	0.0	0.0	0.0	25.6451	0.0	65.3535	0.0	0.0	0.0	0.0	0.0	0.0	23.01006666666667	13.0523	23.531	0.0	0.0	2.291375	0.0	0.0	16.5452	10.9382	77.2109	21.96835	15.717949999999998	0.0	0.0	0.0	0.0	0.0	0.0	35.648783333333334	0.0	0.0	0.0	0.0	5.42315	36.7556225	37.99265333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.54835	36.7671	18.8431	35.8479	45.1316	40.7196	13.7877	0.0	12.2251	0.0	1.51664	2.5737	0.0	42.8337	0.0	0.0	0.0	0.0	10.6625	0.0	38.2378	20.3138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.9208	0.0	0.0	11.3978	9.46753	25.3693	27.1157	0.0	23.7148	15.7179	0.0	0.0	0.0	37.670966666666665	41.7766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9493	0.0	11.8574	20.344466666666666	32.2631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.655300000000004	34.2394	5.1474	14.7068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.344	0.0	0.0	0.0	0.0	7.2615	3.86055	11.030149999999999	7.950885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.967766785714286	0.0	0.0	0.0	0.0	0.0	0.0	60.6657	6.71	35.1126	0.0	0.0	26.6562	30.4248	4.77972
N15_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.79715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.568077	108.26366666666667	98.5465	9.92641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01656	8.85005	0.0	8.43147	0.0	8.58096	6.96642	7.2953075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3183	17.431	14.0225	0.0	0.0	21.502663636363636	0.0	0.0	0.0	0.0	0.0	0.0	94.81257863636364	0.0	0.0	0.0	0.0	29.3905	174.908	87.1251	0.0	0.0	0.0	0.0	29.0915	0.0	64.7907	0.0	0.0	0.0	0.0	0.0	0.0	21.248099999999997	7.5644	23.7098	0.0	0.0	0.0	0.0	0.0	17.8795	18.5373	66.5249	20.34615	14.2767	0.0	0.0	0.0	0.0	0.0	0.0	39.84016666666667	0.0	0.0	0.0	0.0	2.4517	50.11040625	69.72405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8583299999999996	28.4637	17.4011	30.736	20.9292	41.38	11.6605	0.0	12.707	0.777369	0.5381785	0.867066	0.0	59.5285	0.0	1.73413	0.0	0.0	6.69733	0.0	40.5727	16.0258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5598	0.0	0.0	12.8864	8.52116	18.5373	15.5175	0.0	15.5474	24.0984	0.0	0.0	0.0	37.60773666666666	41.40985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05934	0.0	12.6173	18.2582	35.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.59055000000001	19.6734	8.96964	15.8763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.4471	0.0	0.0	0.0	0.0	6.72723	0.0	9.358329999999999	5.620975	0.0	0.0	0.0	0.0	9.11914	5.47148	0.0	0.0	0.0	0.0	2.235511153846154	0.0	0.0	0.0	0.0	0.0	0.0	78.1256	9.32843	24.5768	0.0	0.0	25.8027	29.1214	2.6012
N16_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08531	0.0	0.0	0.0	0.0	0.478895	0.0	0.0	6.01347	0.0	8.409960833333335	6.61481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242478	0.0	0.0	0.0	0.0	0.0	0.0	7.08037	9.0202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.51490666666667	15.1155	0.0	0.0	0.0	0.0	4.02514	0.0	0.0	0.0	0.5577	0.0	0.0	0.0	2.61877	1.74584	14.2335	0.0	0.0	9.784004999999999	2.49753	0.0	0.0	0.0	0.0	0.0	3.17647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.18993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.668028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08531	0.0	0.0	0.0	0.0	0.0	2.7885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.879205	1.47912	0.0	0.0	15.5186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.290974	0.0	0.0	0.0	0.0	0.0	4.14638	4.14638	0.0	0.0	0.0	0.533453	0.0	0.0	1.86708	2.03682	15.041733333333333	10.7175	1.7216	0.0	0.0	6.1347	0.0	0.0	1.28514	0.0	2.01257	0.412213	2.06107	0.0	3.07948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67894	0.0	0.0	0.0	0.0	9.40816	8.159395	11.427466666666668	9.299055	4.02514	4.26762	0.0	0.0	2.837	0.0	15.9308	0.0	0.0	0.0
N16_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1106575	3.09329	0.504341	0.0	0.0	1.21042	0.0	0.0	2.72344	0.0	5.5337425	4.06835	0.0	0.874191	0.0	1.782	0.0	1.98374	1.68114	0.762115	0.0	0.0	0.0	0.504341	0.470718	0.0	4.63994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.706077	0.0	0.0	0.0	0.0	0.0	0.0	6.75817	8.97727	0.0	0.0	2.55533	0.0	0.0	0.0	0.0	0.0	0.0	1.2664566666666668	0.0	0.0	0.0	0.0	0.0	0.7397000000000001	20.6653625	0.605209	0.571586	0.0	1.008683	2.084611	0.0	0.0	0.0	1.07593	0.0	0.0	1.7483816666666667	8.17032	2.38721	11.2636	1.31129	0.0	6.011001111111111	3.900233333333334	0.0	1.07593	0.874191	1.0423	0.0	5.68224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.941436	0.0	0.840568	0.0	0.0	0.0	7.8341	1.782	0.7397	0.0	1.58027	2.23591	0.0	0.0	1.54665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1356	0.0	0.0	0.0	0.0	0.0	2.9588	0.0	0.0	0.0	0.0	0.0	0.0	1.0423	1.58027	0.941436	0.0	1.88287	0.0	2.1686666666666667	2.1406466666666666	1.71476	0.0	34.5642	0.0	0.941436	0.0	1.782	1.0423	0.0	2.15185	0.0	1.21042	1.9165	0.0	0.0	0.0	0.638832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.470718	0.0	3.3959	0.907814	20.704886	27.0663	1.143171	1.84925	0.0	9.04451	0.0	0.0	0.0	0.0	0.0	1.34491	1.74838	0.0	2.9588	3.63125	1.51302	1.37853	0.504341	2.38721	0.907814	1.4794	0.0	0.0	1.21042	0.840568	0.0	0.0	0.0	0.437095	2.58895	0.0	0.0	0.0	7.22889	26.9318	29.55435	25.91752222222222	20.8797	5.54775	4.53907	8.64104	0.437095	2.35359	0.0	11.9361	0.0	0.0	0.0
N16_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11733	0.0	24.422975	0.0	32.776558333333334	26.570100000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.38856666666667	0.0	0.0	0.0	0.0	1.04284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13972	1.30355	0.0	6.975865333333333	85.189425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51216	0.949731	5.73563	0.0	0.0	30.90351	3.59408	0.0	0.0	0.0	0.0	0.0	3.85479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.670398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39666	0.0	0.0	60.5779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89946	1.89946	0.0	0.0	0.0	0.0	0.0	0.0	2.7747	0.875242	45.89126666666667	27.8774	2.02982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81571	6.53638	8.236173333333333	6.303605	33.7806	33.2033	0.0	0.0	1.24769	0.0	11.8251	0.0	0.0	0.0
N16_2_3	2.40092	2.64101	2.0808	8.02975	2.90778	2.05412	4.05489	3.06785	0.0	7.52289	0.666923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960369	80.6443	71.7075	7.65627	4.64178	0.0	0.0	0.0	0.0	1.30717	0.0	2.4476058333333333	1.52058	2.37425	9.17686	1.41388	8.48326	0.0	8.75003	7.44286	4.2749749999999995	0.0	0.0	0.0	1.60061	1.46723	0.0	0.0	7.9764	9.8371	6.18904	0.0	0.0	11.8615	0.0	0.0	0.0	0.0	0.0	1.7778264285714285	76.26864023809523	0.0	0.0	0.0	0.0	15.7794	95.8768	41.2158	14.2188	0.0	0.0	3.2545799999999994	18.5938	6.40246	45.6976	0.0	0.0	0.0	0.0	0.0	0.0	12.609266666666665	7.49621	16.5664	1.12043	0.0	0.0	1.6397413333333333	5.228675	14.4589	13.8453	35.4803	13.5119	7.709623000000001	2.0096633333333336	1.68065	0.0	0.0	0.426831	0.0	26.943700000000003	4.18828	0.480184	2.18751	0.0	1.52058	32.32353888888889	46.4979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.705808	13.9253	8.3232	16.0328	22.7821	20.5412	9.07015	9.0168	9.7104	0.0	0.0	0.0	1.36052	43.8302	7.33615	1.06708	0.0	0.0	6.18904	0.0	26.1167	12.1113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1337700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0748	0.0	0.0	6.936	5.70886	16.2729	15.0191	7.14941	17.26	17.6868	4.091267272727273	10.867095999999998	1.49391	30.98256	26.65025	0.0	0.0	4.66846	0.0	0.0	0.0	4.53508	2.00077	0.533538	5.44209	0.6936	1.76068	4.18828	0.0	7.76298	10.9909	5.348725	7.362826	28.2242	0.0	0.0	0.0	0.0	0.0	0.0	1.97409	0.0	0.453508	0.0	43.1099	22.80875	3.094521	12.138	3.70809	0.0	0.0	57.5154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.1708	4.24163	3.52135	0.826984	5.41541	7.49621	5.17532	6.18904	4.76183	0.0	0.0	0.0	0.0	11.8445	6.48249	0.0	0.0	0.0	0.0	3.689417	4.1616	6.7626	1.889613888888889	1.41388	2.00077	1.52058	60.5566	6.21572	18.9139	0.0	3.04117	11.7378	12.6182	1.92074
N16_2_4	1.19645	1.86945	1.45817	5.19706	1.90684	1.57034	2.46767	2.28072	0.0	8.82379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39289	101.461	93.2106	8.244245	5.94484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3555	10.3567	2.8789466666666663	5.42139	0.0	5.90745	4.89795	8.0105775	0.0	0.48605600000000004	0.0	2.05639	2.16856	0.0	0.0	9.72112	13.45065	12.2636	0.0	0.0	18.524527272727273	0.0	0.0	0.0	0.0	0.0	1.1327456296296297	65.51942749999999	0.0	0.0	0.0	0.0	20.395699999999998	161.184	70.1416	8.74901	0.0	1.30861	0.0	24.9758	3.0285	60.7944	0.0	0.0	0.0	0.0	0.0	0.0	19.7164	7.7769	23.4055	0.0	0.0	1.53295	0.0	0.0	11.8897	10.282	55.8217	20.41435	14.5256	1.9192966666666667	1.57034	0.0	0.0	0.0	0.0	31.338166666666666	0.0	0.0	0.0	0.0	4.22495	29.578372	38.485679999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.93534	26.434	15.5538	29.4999	27.0322	36.529	12.5253	11.1419	11.2915	1.23383	0.598223	1.71989	0.0	41.0157	7.40301	2.3461525	0.0	0.0	7.88906	0.0	34.2856	17.3111	0.0	0.0	0.0	0.0	0.0	3.4166361904761904	0.0	0.0	0.0	0.0	0.0	0.0	0.6916955	0.0	0.0	4.33712	0.0	0.0	3.10328	0.0	22.9194	1.64511	0.0	11.1045	9.01073	19.5544	18.9562	5.60834	20.863	15.9277	4.330321818181818	9.730088	1.71989	34.60344833333333	36.00555	0.0	0.0	0.0	0.0	0.0	0.0	3.73889	2.24334	0.635612	4.038	0.0	2.16856	3.51456	0.0	9.30984	13.46	8.7116	12.181328	30.7711	0.0	0.0	0.0	0.0	0.0	0.0	1.6825	0.0	0.0	0.0	55.746875	39.5762	3.196752	16.152	5.49617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.3414	3.92584	3.73889	0.448667	5.53356	8.48729	5.90745	7.963845	5.53356	0.0	0.0	0.0	0.0	3.51456	2.019	0.0	0.0	0.0	0.0	9.910560333333333	0.0	0.0	0.0	0.0	0.0	0.0	60.7196	10.6558	25.5366	0.0	0.0	19.8909	23.4055	3.73889
N16_1_4	2.23182	2.23182	1.39825	5.109	2.31249	1.10247	3.25362	2.66206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.1703675	19.9789	2.93095	1.66715	0.0	0.0	1.0218	0.0	0.0	0.0	0.0	0.0	0.0	4.97455	6.283170000000001	11.3742	4.2216450000000005	11.8582	10.218	3.8631166666666665	0.0	1.6537000000000002	0.0	3.5763	3.44185	0.0	2.07049	3.52252	5.64679	0.0	0.0	0.0	0.0	0.349563	0.0	0.0	1.9091499999999997	2.0436	0.9909271851851851	0.0	1.3007737499999998	0.0	0.0	0.672236	8.38951	0.0	0.0	10.6213	0.0	13.06828	0.0	7.82483	3.97964	15.2463	0.0	2.47383	0.618457	0.618457	0.0	0.0	6.36384	2.23182	7.79794	2.15116	0.9007965	0.0	3.2177693333333335	0.0	3.36118	3.41496	0.0	6.10391	2.2049335	1.4834016666666667	1.23691	0.9545755	0.0	0.0	0.0	11.145650000000002	26.5399	2.71583	5.43167	3.25362	60.3668	23.227120000000003	15.093933333333332	0.0	0.618457	0.0	0.0	0.0	13.5254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22164	4.54432	5.21655	17.2093	13.8615	27.5617	2.36627	11.9389	3.87208	27.844050000000003	0.48401	0.6722360000000001	0.0	0.0	9.84154	0.0	4.037901666666667	4.06031	3.3208450000000003	0.349563	3.22673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96802	2.0211916666666667	2.07049	0.0	2.39316	0.0	0.0	4.8401	5.37789	0.0	0.0	0.0	0.0	4.51743	0.0	5.96946	8.47018	5.75434	4.810765454545455	13.227452000000001	2.7965	17.286067142857142	10.6751	4.78632	0.0	0.0	0.0	0.887352	0.0	14.1976	6.3728	2.5545	10.4331	2.0436	5.48545	10.702	0.99491	3.84519	7.50216	3.52252	4.23509	9.9491	7.1526	7.1526	0.403342	0.0	0.0	0.403342	2.12427	0.0	3.09229	0.0	66.46402499999999	95.99529999999999	4.369535	5.78123	3.52252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.2877	11.8045	9.290305	3.14607	17.3975	6.85681	12.2885	0.0	0.0	0.0	0.0	0.0	0.0	5.64679	2.82339	0.941131	0.0	0.0	0.0	9.64960448275862	0.0	0.0	0.0	0.0	0.0	0.0	27.2121	2.2856	6.359360000000001	0.0	5.75434	3.46874	4.67877	54.8814
N17_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.636785	1.43386	1.40731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6643049999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78806	0.0	0.0	13.294166666666667	13.4623	0.0	0.81676756	2.98388375	0.0	5.12471	0.743482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.1306	0.9691815	0.0	225.01126666666667	0.5689908571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75249	0.0	0.0	0.0	0.0	18.7198	3.1598	16.5159	0.982458	0.0	14.4182	9.50595	0.0	0.0	0.0	0.0	0.0	9.42629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.111758333333333	7.1493775	5.4167950000000005	0.0	2.81461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.531058	0.0	0.0	0.0	0.0	0.0	5.164545	1.64628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33666	2.68185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19488	0.0	0.0	0.0	0.0	0.0	22.0124	21.919449999999998	4.48744	0.0	0.0	2.73495	0.0	0.0	14.1793	7.30205	55.044200000000004	42.405	4.85919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.716929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3471	0.0	39.2983	0.0	0.0	0.0
N17_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9596	71.74263333333333	47.9417	0.0	6.64441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7996	0.0	12.0932	2.9204	12.1324	11.4072	4.057205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46721	14.412533333333334	0.0	10.01204181818182	0.0	0.0	0.882001	0.0	0.0	4.671343333333334	4.80201	0.0	0.5338127647058823	3.77301	0.0	0.2156	1.47	11.466	0.0	0.0	0.0	0.0	0.0	0.0	21.8932	0.0	42.6301	0.0	0.0	0.0	0.0	0.0	0.0	16.2092	6.27201	21.6384	0.0	0.0	0.0	0.0	0.0	8.25161	8.58481	0.0	12.769400000000001	10.1136	0.0	0.0	0.0	0.0	0.0	6.66401	27.747066666666665	1.8424	0.0	6.11521	0.0	0.0	27.440067777777777	20.67315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2104	0.0	10.9564	0.0	0.0	0.0	0.0	35.4565	0.0	0.0	0.0	0.0	4.31201	0.0	25.088	0.0	2.2899333333333334	2.2785	2.0678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1331333333333333	0.0	0.0	3.80633	0.0	0.0	0.0	16.0328	0.0	0.0	5.76241	5.68401	13.034	0.0	0.0	15.7976	11.662	11.407200000000001	31.755196	4.35121	30.63482	25.8818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17361	0.0	0.0	0.0	23.6572	6.15441	6.14461	0.0	0.0	0.0	0.470401	0.0	0.0	0.0	0.0	33.2939	12.6126	2.156005	8.68281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.8881	11.7012	12.1324	0.0	0.0	7.48721	13.0144	7.1246100000000006	5.566409999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17441	0.0	1.0409784074074073	0.0	0.0	0.0	0.0	0.0	0.0	42.7085	8.83961	12.446005	0.0	9.89802	0.0	0.0	0.0
