sample_name	LHR_hdeD	LHR_hsp20A	LHR_hsp20B	LHR_kefB	LHR_psiE	LHR_trx	LHR_yfdX1	LHR_yfdX2	MerP_Gneg	SMR_efflux_emrE	aac(3)-XI	aac(6')-Ie	aac(6')_Entco	aacA-ENT1	aadA1	aadA21	aadA22	aadA25	aadE	acrB	acrF	acrR	ampD	ant(2'')-Ia	ant(4')-Ia	ant(9)-Ia	aph(2'')-Ia	aph(3'')-Ib	aph(3')-IIIa	aph(3')-Ia	aph(6)-Id	ariR	arnC	arsA	arsB_R773	arsB_pI258	arsB_pKW301	arsB_pYV	arsC_gluta	arsC_thio	arsD	arsH	arsR_R46	arsR_pKW301	arsR_pYV	aur	baeR	baeS	basR	blaACT	blaCTX-M	blaEC	blaI_of_Z	blaNDM	blaOXA-2_fam	blaR1	blaR1-2	blaSHV	blaTEM	blaZ	ble-MBL	bleO	cadD	cirA	clbB_Ec	clbN	clpK	clpL	cls	cmx	cpxA	crrB	cyaA	dfrB	dfrC	dfrG	dfrK	dltC	eat(A)	emrD	emrR	envZ	erm(33)	erm(A)	erm(B)	erm(C)	erm(X)	fabG	fabI	fdeC	fieF	folP	fosA5_fam	fosA_gen	fosB-Sepi	fosB_gen	fos_A3_A4	fos_A_A2	ftsI	fusA	fusE	gdpP	glpT	gshF	gyrA	gyrB	hld	hlgA	hlgB	hlgC	icaC	ileS	iroB	iroC	iroN	iss	iucA	iucB	iucC	iucD	iutA	kdeA	lamB	lapB	liaF	liaR	liaS	lmrS	lon	lpxM	lsa(A)	lukD	lukE	marR	mco	mdrA	mdtM	mecA	mecA-ceftar	mecA2	mecI_of_mecA	mecR1	mef(A)	mepA	merA	merD	merE	merR_Ps	merT	mgrB	mph(C)	mprF	mreE	msr(A)	msr(C)	msr(D)	mupA	murA	murG	ncrC	nfsA	nfsB	ompC	ompF	ompK35	ompK36	ompR	oqxA	oqxB	oqxR	parC	parE	pbp2	pbp2b	pbp2m	pbp2x	pbp4	pbp5	pcoA	pcoB	pcoC	pcoD	pcoE	pcoR	pcoS	pgsA	phoP	phoQ	pmrA	pmrB	ptsI	qacA	qacB	qacC	qacE	qacE_gen	qacR	ramR	rmtB	rplC	rplD	rpoB	rpoC	rpsJ	rpsL	rseA	sasG	sat4	sdeY	sei	sel26	selV	selX	sem	senB	seo	silA	silB	silC	silF	silP	silR	silS	soxR	soxS	splA	splB	sul1	sul2	terC	terD	tet(38)	tet(A)	tet(K)	tet(L)	tet(M)	tet(O/W)	tet(O/W/O)	tet(W)	tet(W/N/W)	tetAB_A	tetAB_B	tufA	uhpA	uhpT	vga(A)	walK	ybtP	ybtQ	yybT
N48_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.249399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.90115	0.0	22.249399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.935050000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.8287	0.0	0.0	104.94166666666666	106.023	0.0	0.0	8.9811325	0.0	45.7293	0.0	0.0	0.0	0.0	0.0	0.0	17.1708	0.0	0.0	0.0	0.0	0.0	30.8516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6707385714285714	320.5955333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1147	0.0	0.0	0.0	0.0	101.012	17.8979	68.1688	30.3482	0.0	106.336	49.7283225	0.7606625	0.0	0.0	0.0	0.0	61.5466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3412	0.0	0.0	74.29514999999999	74.4135	64.58924999999999	0.0	0.0	2.9797961904761907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6131450000000003	76.8269	30.1245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85715	46.7136	33.6146	5.826155	0.0	4.958291666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.05408	0.0	0.0	3.143325	0.0	0.0	277.6475	277.4685	7.12562	0.0	0.0	29.4086	0.0	0.0	21.5447	7.72968	76.28764	173.073	5.296660500000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.219868095238096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.4839	0.0	76.7934	0.0	0.0	0.0
N48_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.63365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.40475	0.0	8.63365	0.0	17.575675	0.0	0.0	0.0	0.0	0.0	0.0	36.359700000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1842	0.0	0.0	124.48233333333333	125.921	0.0	0.7194711111111112	42.972425	0.0	56.6688	0.0	0.0	0.0	0.0	0.0	0.0	18.584	0.0	0.0	0.0	0.0	0.0	25.7509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.250009	17.282846666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1504	0.0	0.0	0.0	0.0	89.9366	17.1673	54.052	26.7177	0.0	86.9865	81.453	0.8750345	0.0	0.0	0.0	0.0	67.2691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.7343	0.0	0.0	67.26083333333334	67.4525	56.652100000000004	0.0	0.0	0.5250193888888889	0.0	0.0	0.0	0.0	0.0	0.216675	0.0	17.647883333333336	0.0	0.0	21.984119999999997	0.0	0.716693	34.82625	29.2844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61673	54.052	41.2015	1.0639316666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.10034	0.0	0.0	0.650024	0.0	0.0	266.693	266.55150000000003	3.05011	0.0	0.0	27.551	0.0	0.0	25.9176	6.03356	145.68900000000002	152.556	12.1504	0.0	0.0	0.0	10.211476666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6011332666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.151	0.0	61.5689	0.0	0.0	0.0
N48_2_3	12.5051	20.1754	10.3861	29.1439	12.535	6.50626	17.6087	13.8482	1.2535	0.0	0.28353	0.716285	0.0	0.0	0.35726482352941175	0.0	0.223839	0.268607	0.805821	80.9923575	81.5521	4.13356	6.67041	0.298452	8.9349125	0.0	0.716285	0.701363	1.9959	0.7685146666666666	0.9550470000000001	0.0	9.72954	19.717766666666666	32.6656	8.86403	33.934	32.8148	10.440856666666667	0.0	4.79016	10.3861	5.4766	4.28279	3.90972	4.10372	11.8038	17.269175	16.1463	0.9284461739130434	0.0	0.0	1.44749	0.0	0.56467136	8.575526666666667	8.61035	0.0	0.0	4.74912125	0.0	5.02892	1.52211	0.0	0.0	0.0	99.8472	0.0	4.23802	0.820744	36.3067	0.0	69.4797	1.64149	2.47715	0.0	0.0	0.0	0.0	24.1199	11.2218	33.2774	4.32756	0.999815	0.716285	8.087060000000001	6.2022087500000005	12.8484	11.3412	0.0	21.3692	12.35095	0.0	0.0	1.41765	0.193994	0.0	0.34322	38.851	27.2636	4.07387	12.9827	6.46149	0.0	30.025633636363636	39.0673975	0.1343035	0.940124	1.01474	1.10427	0.492446	13.7586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5042	0.0	10.5951	0.0	0.0	0.0	4.80508	50.0504	0.0	0.0	0.74613	0.805821	5.98397	0.0	35.9187	17.9519	8.187541666666666	8.1962425	6.9464749999999995	0.313375	4.53647	0.4058948	1.22365	15.703533333333334	3.500846	2.5144599999999997	5.95661	3.990308	0.0	5.83474	3.17852	1.67133	7.315062	0.0	0.537214	5.60344	18.735335	0.895357	2.44731	6.9987	0.0	14.848	9.19233	0.0	13.9676	21.1155	0.8329529090909091	2.083196	0.328297	31.626604999999998	32.01896666666667	8.14775	1.10427	5.9392	0.9848927500000001	1.31319	0.0	24.1448	7.58069	5.35722	7.7896	0.0	10.0131	18.116	1.74595	10.8189	0.0	8.192509999999999	15.9523	31.621	34.12055	34.128	0.462601	0.119381	0.164149	2.79053	0.0	0.0	4.92446	4.84985	64.5179	64.8611	5.789975	11.4606	0.0	5.19307	1.2236566666666666	67.689	0.373065	0.0	0.298452	0.358143	0.34322	0.0	0.0	82.8056	19.8918	22.2272	0.0	24.9655	20.9513	21.1453	11.67695	8.69242	0.537214	0.238762	0.0	0.0	0.0	0.0	1.37288	0.0	0.0	0.0	2.52552275862069	4.01418	3.5515800000000004	5.290065555555556	3.850035	0.0	0.432756	77.4782	17.9668	22.137704999999997	0.0	13.7437	0.0	0.0	0.0
N48_2_4	7.64376	15.1814	6.68829	20.0914	9.8732	5.0693	11.1737	9.97936	0.902389	0.0	0.0	5.14892	0.0	0.0	0.0	0.0	0.0	0.0	8.17458	83.47762	88.1422	3.45031	6.05131	0.0	0.0	0.0	5.14892	0.0	0.0	0.0	0.0	0.0	9.15659	23.0817	31.9286	6.84754	32.4595	30.9201	10.289023333333333	0.0	4.180185	11.4126	6.21056	4.37924	4.96314	2.12327	10.8817	17.357699999999998	15.4468	0.0	0.0	0.0	0.822766	0.0	0.0	3.928046666666667	3.95459	0.0	0.0	1.8810825	0.0	0.31849	1.61899	0.0	0.0	0.0	62.5302	0.0	2.78679	0.0	27.5229	0.0	54.9661	0.769685	1.43321	0.0	0.0	0.0	0.0	20.135666666666665	10.7756	26.5143	0.0	0.0	8.934791428571428	17.699186666666666	0.0	9.63433	10.4836	0.0	21.3123	7.457973666666667	0.0	0.0	0.902389	0.31849	0.0	0.0	34.6712	19.9587	1.45975	6.31672	3.7688	0.0	32.98764	36.4804	0.1459745	0.875848	0.902389	0.0	1.48629	7.19257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.588	0.0	10.3509	0.0	0.0	0.0	3.74226	42.7308	0.0	0.0	0.663521	0.716603	6.15748	0.0	32.9903	15.3141	1.64553	1.64553	1.47302	0.238868	1.61899	0.0	1.22088	11.837200000000001	3.11855	1.33589	4.153643333333334	2.9141880000000002	0.0	0.0	2.89295	33.3353	0.0	0.0	0.0	0.0	15.884694999999999	11.4126	0.0	5.46742	0.0	15.3406	9.63433	0.0	14.1197	17.0392	0.0	0.0	0.0	24.38439625	30.69004666666667	4.83043	0.0	0.0	0.0	1.59245	0.0	25.5588	5.49396	4.27308	0.0	0.0	10.404	20.171	0.849307	8.97081	0.0	15.606	14.7302	25.0546	15.6856	15.6989	0.0	0.0	0.0	2.54792	0.0	0.0	2.0171	2.4683	84.88289999999999	87.70439999999999	5.89207	17.0127	0.0	2.62754	0.0	0.0	0.477735	0.504276	0.61044	0.63698	0.63698	0.0	0.583899	74.7125	19.4544	18.7246	0.0	21.79	18.0212	17.6497	10.2182	7.749925	0.0	0.477735	0.0	0.0	0.0	0.0	1.9640200000000003	0.0	0.0	0.0	20.6952371875	0.0	0.0	0.0	0.0	0.0	0.0	89.7081	12.023	15.300795	0.0	6.66175	0.0	0.0	0.0
N48_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6321	7.51749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.8493	0.0	0.0	0.0	0.0	62.478925000000004	0.0	7.51749	21.817625	0.0	22.933958333333333	26.0348	0.0	0.0	0.0	0.0	18.91255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4938	0.0	0.0	56.32483333333332	57.0754	0.0	0.0	5.858571250000001	0.0	30.0825	1.52601	0.0	0.0	0.0	0.0	0.0	9.45627	0.0	0.0	0.0	0.0	0.0	16.7986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9711	4.04018	0.0	24.472906666666667	26.3878125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.746895	0.100066	0.0	0.0	0.0	50.6961	9.35621	31.2582	14.1469	0.0	50.164500000000004	44.5921	0.35023249999999995	0.450299	0.43779	0.462807	2.17644	34.1226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6953	0.0	0.0	0.0	0.250166	0.35648599999999997	0.0	10.9197	0.0	0.0	35.504799999999996	35.57985	30.2701	0.100066	14.9349	0.0	0.637923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.32853	0.0	0.0	0.0	0.0	29.338250000000002	16.3984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0093	24.0159	20.0383	0.0	50.1958	0.0	0.500332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.11589	0.0	0.0	0.0	0.0	0.0	160.1	159.99349999999998	2.68928	0.0	0.0	13.0336	0.0	0.0	12.4708	2.77684	83.693	104.707	5.80385	0.0	0.0	2.97697	0.0	0.0	0.0	0.0	0.0	0.175116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325216	0.275183	0.0	0.0	0.0	0.0	0.537857	0.0	0.0	0.0	0.9443745	42.3281	38.8132	49.38412777777778	38.9696	0.0	0.0	0.0	0.0	27.6308	0.0	35.7987	0.0	0.0	0.0
N49_1_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23154	1.10125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84535	0.0	0.0	0.0	0.0	6.4359975	0.0	1.10125	6.69777	0.0	9.846568333333334	9.03387	0.0	0.0	0.0	0.0	3.44818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.704079	0.0	0.0	5.644666666666666	5.66874	0.0	0.0	1.03355125	0.0	2.58162	0.0	0.0	0.0	0.0	0.0	0.0	1.31789	0.0	0.0	0.0	0.0	0.0	2.38304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.31822	8.13978	0.0	0.0	0.0	0.0	0.451332	0.0	0.0	0.559652	0.0	0.0	0.0	0.0	8.99054	1.51648	5.65068	2.4372	0.0	13.80172	7.87124	0.0	0.0	0.0	0.0	0.0	5.30767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45525	0.0	0.0	0.0	0.0	0.0	0.0	1.29984	0.0	0.0	4.835271666666666	4.83828	4.350845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24568	0.0	0.0	0.0	0.0	3.2857	2.27472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15933	3.46623	2.88853	0.0	22.5486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505492	0.0	0.0	0.0	0.0	0.0	21.1404	21.1043	0.288853	0.0	0.0	1.02904	0.0	0.0	1.69701	0.0	19.455433333333335	19.9308	0.577706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.5698	16.609	22.324894444444443	18.35115	0.0	0.0	0.0	0.0	3.80925	0.0	5.57847	0.0	0.0	0.0
N49_1_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0050314999999999	0.87857	0.0931817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N49_2_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28402	0.553286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.940455	1.28046	0.0	0.0	0.0	1.43064	0.0	0.553286	8.58384	0.0	11.097358333333332	11.5716	0.0	0.316164	0.798313	0.885258	1.849555	0.916874	0.774601	0.2898163333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.23304	0.252931	0.553286	0.0	0.0	0.0	0.0	0.553286	0.0	0.0	2.845473333333333	2.90871	0.0	0.221315	0.588854875	0.0	0.916874	0.331972	0.0	0.0	0.0	0.0	0.0	0.774601	6.52878	0.52167	0.0	0.837834	0.505862	0.790409	0.0	0.0	0.0	0.0	0.3635885	0.0	0.727176	0.0	0.0	0.0	8.504804	11.044	0.0	0.0	0.0	0.4031085	0.3267023333333333	0.0	0.0	0.205506	0.126465	0.0	0.0	0.679752	5.13766	0.648135	2.92451	1.42274	0.0	4.143713624999999	1.8759023333333333	0.0	0.284547	0.458437	0.379396	0.0	2.63997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28046	0.837834	0.0	0.0	0.379396	0.3793965	0.0	0.0	0.0	0.0	2.46608	2.46608	2.1578150000000003	0.0	1.53339	0.0	0.52167	1.13819	0.0	0.0	0.0	0.0	0.0790409	0.0	1.21723	0.0	0.0	0.0	0.0	2.6162549999999998	1.62824	0.0	0.0	0.0	0.0	0.0	0.0	0.316164	0.363588	0.268739	0.426821	0.0	0.0	0.9597835714285713	1.1171106666666668	1.64405	1.3437	23.238	1.686205	0.648135	0.0	0.901066	0.0	0.142274	0.505862	0.0	0.284547	0.490054	0.284547	0.268739	0.426821	0.5954413333333334	0.379396	0.0	6.71848	6.71848	0.0	0.0	0.0	0.600711	0.0	0.0	0.679752	0.774601	12.9824675	14.1483	0.727176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.284547	0.0	0.0	0.0	1.86537	0.584903	0.490054	0.158082	1.02753	0.300355	0.569094	0.268739	0.158082	0.0	0.0	0.0	0.0	0.0	0.0	0.7113679999999999	0.0	0.0	0.0	0.0	21.4991	19.2227	24.654611111111112	19.82345	0.0	0.0	4.50533	0.237123	1.3911185000000001	0.0	3.38295	0.0	0.0	0.0
N49_2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.94533333333334	45.0564	5.53917	3.67026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2134	19.432133333333333	27.2905	0.0	28.7316	24.0706	6.477373333333333	0.0	4.54842	0.0	6.68753	7.63324	0.0	0.0	5.35903	8.905455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33559935483871	0.0	0.0	0.0	0.0	0.0	17.2705	0.0	0.0	0.0	0.0	0.0	0.0	14.0506	9.79487	27.2455	0.0	0.270203	0.0	0.0	0.0	0.0	13.224933333333333	4.84114	16.0771	0.0	0.0	0.0	1.1393540000000002	0.71491275	5.62923	5.80937	0.0	11.6975	6.84515	4.0230266666666665	3.76033	0.0	0.0	0.0	0.0	17.157933333333332	0.0	0.0	0.0	0.0	0.0	21.0899285	18.636520333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0015	15.4917	9.16439	0.0	0.0	0.0	0.0	23.3501	9.59222	0.0	0.0	0.0	0.0	0.0	19.2069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7446	0.0	0.0	0.0	0.0	0.0	0.0	11.6413	12.3168	10.4704	10.871609090909091	30.353688461538464	4.84114	23.12942	15.4579	0.0	0.0	0.923194	0.0	0.0	0.0	27.6733	12.3618	4.79611	16.0996	5.56168	11.1234	20.4003	0.0	4.93121	16.1672	7.34052	9.794865	14.681	0.675508	0.675508	0.0	0.0	0.0	0.0	5.92195	0.0	0.0	0.0	30.375333333333334	6.214675	1.5874460000000001	5.69679	5.20141	0.0	0.22516900000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.6011	19.297	16.1897	4.27822	32.2443	15.4917	20.8732	4.03053	4.154375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0151	6.5074	16.2122	0.0	0.0	0.0	0.0	0.0
N49_2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.78933333333336	170.038	25.6273	0.0	0.0	0.0	0.0	0.0	0.0	0.388881	0.0	0.0	0.330549	34.4938	85.97506666666668	112.814	0.0	116.664	97.2397	29.470699999999997	0.0	17.6358	0.0	28.0578	31.9466	0.0	0.0	17.3247	24.164075	8.22484	0.0	0.0	1.3769936363636364	0.0	0.0	0.0	0.0	0.0	12.7072896875	0.72331895	0.0	0.0	0.0	0.0	48.6879	14.6803	6.08599	0.0	0.0	0.0	0.0	40.5214	48.2796	103.267	0.0	0.0	0.0	0.0	0.0	0.0	42.1482	20.144	52.1101	0.0	0.0	0.486101	2.127182	0.0	24.0134	22.0884	4.49158	43.09775	23.93565	10.12065	9.23593	0.0	0.155552	2.945775	0.0	72.73371666666667	1.06942	0.0	0.0	0.544434	0.0	71.20414	93.14675	0.0	0.0	0.427769	0.0	0.0	0.0	1.34164	4.80268	22.339066666666668	0.194441	0.0	0.0	0.0	0.0	0.0	39.8214	52.6739	30.8966	0.0	0.0	0.0	0.0	81.9761	32.4521	0.0	0.0	0.0	0.0	0.0	71.9819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38888100000000003	0.0	0.48610116666666664	0.524989	6.18321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.5825	0.0	0.0	10.0137	0.0	38.1881	2.83883	49.0574	57.2627	32.8993	35.61442727272727	98.28668846153846	15.2053	71.68244	51.925349999999995	0.0	0.0	0.0	0.0	0.0	0.0	124.423	53.8795	27.105	91.1148	25.9384	47.1518	93.837	0.0	21.2718	60.0238	20.67875	19.375992500000002	63.096	0.0	0.0	0.0	0.0	0.0	0.0	17.1302	0.0	0.0	0.0	81.09728	0.0	12.6581	31.0716	16.7802	0.0	0.5379523333333333	0.0	0.0	0.0	0.0	0.272217	0.0	4.45269	0.0	244.14	85.9038	72.1763	25.1412	146.919	60.2377	99.8063	11.6081	14.398299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9492237272727273	0.0	0.0	0.7496762222222222	0.0	0.0	0.0	0.0	0.0	0.0	116.275	16.3719	25.9481005	0.0	0.0	1.43886	1.28331	0.661098
N49_1_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.9802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4645975	1.74069	0.404089	0.0	0.0	2.0048999999999997	0.0	67.9802	0.0	49.881675	0.0	0.0	0.0	0.714927	1.11902	0.994681	41.325900000000004	1.02576	0.0	0.3833663333333333	0.0	0.0	0.0	0.404089	0.404089	0.0	12.993	0.0	0.0	0.0	0.0	0.0	0.0	13.8012	0.0	0.0	50.4386	51.195	0.0	0.0	28.3756	0.0	1.80286	13.7701	0.0	0.0	0.0	0.0	0.0	28.86125	0.0	0.0	0.0	0.0	10.755	22.6912	0.0	0.0	0.0	0.0	0.652759	0.0	0.0	0.0	0.0	39.773892857142854	131.621	0.0	0.0	0.0	0.0	0.0	6.43434	0.0	0.0	6.83843	2.26911	0.0	0.0	0.0	85.5425	16.2568	47.8068	24.2453	93.0337	89.32433333333334	74.1037	0.8703474999999999	4.6004	5.22207	5.06665	7.11818	64.7164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.683843	0.0	34.3476	20.43755	49.4232	26.701	0.0	0.0	40.3467	5.28424	5.253159999999999	0.0	9.48055	0.0	0.0	33.85021666666667	33.8813	30.073549999999997	1.77177	27.6335	0.0	9.54272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.3652	0.0	3.10838	0.0	0.0	33.1042	14.407339	0.0	0.0	0.0	0.0	0.0	0.0	0.714927	0.0	0.0	0.0	0.0	0.0	62.85135	56.6346	35.7152	0.0	0.0	0.0	7.39794	0.0	1.1501	0.0	0.0	0.0	0.0	0.404089	1.27443	8.45478	0.0	0.0	0.0	0.0	0.0	60.0228	60.0228	0.186503	0.0	0.0	8.73454	0.0	0.0	14.9824	0.0	141.881825	199.791	17.1582	2.05153	0.0	13.9255	46.32516666666667	0.0	1.74069	1.86503	2.79754	3.32596	2.89079	0.0	2.02044	2.42453	1.18118	0.777094	0.24867	2.54887	0.714927	0.901429	0.0	0.0	3.01513	2.89079	0.0	0.0	0.0	0.0	7.92636	0.0	0.0	0.0	104.53481923076923	0.0	0.0	0.0	0.0	0.0	0.0	23.2817	0.0	16.3034145	1.57491	48.1177	0.0	0.0	86.6926
