sample_name	MerP_Gneg	aadA1	aafC	abaF	acrF	adeC	adeD	adeE	agg3C	aggC	aggD	ail	air	alo	alpha-1	alpha-5	amvA	ariR	arsA	arsB_R773	arsB_pI258	arsB_pYV	arsC_gluta	arsC_thio	arsD	arsH	arsN2	arsP	arsR_R46	arsR_pI258	arsR_pKW301	arsR_pSX267	arsR_pYV	aut	bepD	bepE	bepG	beta-4	bimA_Bm	bind_CopB	blaEC	blaEC-5	blaEC-8	bonA	bont_DC	cadC_Lm	cadC_Sa	cadR	capA	capB	capC	capD	cesB	cesC	cesD	chrA	chrR_I	clpL	cnf1	cnrA	cnrC	cnrT	copA_Ehir	copB_Ehir	copC_Psyr	copR	copS	cpb2	cueA	cvaB	cytK1	dpsA	eat(A)	eatA	ehxA	eilA	emhA	emhB	emhC	emrD	emrD3	entFM	epeA	epsilon-1	epsilon-2	epsilon-7	espC	espF	espP	espX1	f17a	farB	fdeC	gamma-1	gamma-5	golS	golT	gyrA	hblD	hld	hlyE	hmrM	ibeA	iha	inhA1	inhA2	inlK	inl_lmo0610	iota-1	ireA	iroD	iroE	iroN	iss	iucB	iucC	iucD	iutA	kdeA	lambda-2	lmrC_abcf	lmrS	lpfA-O113	lpfA1	mchF	mco	mdsA	mdsB	mdtM	mepA	merA	merB	merB1	merC	merD	merE	merF	merR_Bc1	merR_Bc2	merR_Ps	merT	merT_pI258	mexA	mexE	mexX	mrdH	mreA	mtrA_Ngon	mtrC	mtrF	mtrR	multi_CopA	ncrA	ncrB	ncrC	ncrY	nfaE	nheB	nheC	nirB	nirD	norM-Burk	nreB	pet	pfoA	pic_auto	plcA	plcR	pmrA	qacR	ranA	ranB	rho-1	rho-3	rpeA	sab	sat_auto	scn	sdeA	sdeB	seb	sec2	sed	see	seh	sej	sek	selV	selX	senB	sep	sepA	sigA	silA	silB	silC	silE	silP	sinH	sodC1	sph	splA	splB	splE	srpA	srpB	srpC	srpR	srpS	sslE	tbtA	tbtB	tbtM	tccC	tccP	tccP2	tcrB	terB	terC	terD	terE	terW	terZ	tir	tsh	ttgA	ttgB	ttgD	ttgE	ttgR	vac_auto	virF_Yersin	ybtQ	yfeA	yfeB	yfeD	ymoA
N27_2_4	3.55407	0.0	0.254356	0.0	114.538	0.0	0.0968814	25.1546	0.0	0.25858	3.73357	5.88595	0.0	0.0	0.0	1.27408	1.91601	13.4709	60.779	124.96	39.0342	122.003	108.224	1.10093	41.1346	55.6652	0.0	0.0	84.9765	0.69201	104.955	0.69201	6.79075	1.14127	0.0	13.2959	7.84064	0.0	199.291	1.63187	0.0	0.0	0.0	0.284801	0.0	0.908263	0.0	0.0	0.0	0.0	0.726611	0.0	0.419928	30.9805	0.0	0.0	0.388562	64.5704	0.0	0.0	0.0	0.0	25.9005	11.8829	0.572134	42.1246	21.4217	0.0	26.8609	11.3306	0.0	0.0	1.95793	0.0	0.0	0.0	9.50618	40.2563	4.99825	51.5066	0.0	0.258274	0.0	0.0	0.038283	0.0	0.0278182	0.145906	0.0	0.0	0.0	6.35249	0.025639	0.0388562	0.0	0.0	20.9031	0.0	0.0	0.0	0.0	1.64073	0.0	0.052199	0.0	0.0	0.0	0.0	0.0387319	2.07451	0.0	5.80833	6.96544	0.0	0.0	0.0	0.0	15.9318	58.6062	0.0386907	45.2978	0.453187	0.0	0.0	11.3306	3.13871	0.0	19.0598	41.5459	0.0	0.1277	0.0	0.0	2.55849	5.65803	0.45988	0.0	6.55588	0.279466	6.01333	6.21035	0.281632	13.2455	2.6263	1.28118	11.7257	0.0	0.0	5.01414	0.340173	0.0	17.0281	0.0	0.0	13.4914	0.0	5.71327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10592	0.0	0.0	0.544958	0.0	16.8327	0.143034	1.27138	1.46401	0.0	7.15448	0.0	0.0	28.3488	31.3385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0266158	0.0	101.926	79.5731	93.3427	78.4639	72.0005	1.49099	0.408208	0.10717	0.0	0.0	0.0	13.6595	38.4758	4.55096	1.01861	0.0	0.0	9.29606	37.9267	4.26522	0.0	0.0	0.0	8.48223	0.0	0.0	2.44713	1.13533	0.0	0.931552	0.129521	0.0	15.004	55.5847	12.6161	15.129	1.54964	0.0	0.0	6.83086	12.2601	19.8167	4.75467	76.401
N28_1_2	0.0	0.0	0.0	0.0	12.7372	0.0	0.0	2.64424	0.0	0.0	0.937924	1.03108	0.0	0.0	0.0	0.196135	0.0	1.48124	8.93919	15.8197	19.7439	15.5744	12.069	11.5851	2.83272	4.18689	0.0	0.584059	4.02195	3.01327	5.18308	2.51106	0.0	0.0	0.0662465	1.50377	0.858431	0.0	173.919	0.186994	0.0	0.0	0.0	0.300031	0.0	0.0	0.0	0.0	0.0	2.21135	5.27322	0.0	0.825784	20.1357	0.0	0.0	4.93483	5.53501	0.0	0.391697	0.0	0.0	15.2474	4.77134	0.0	16.9334	1.53755	0.0	8.68958	3.2439	0.0	0.0	0.999912	0.0385751	0.0	0.0	1.22951	4.22357	1.62419	8.67745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07199	0.0558209	0.0	0.0	0.0	7.67139	0.0	0.0	0.0	0.0	0.396909	0.0	0.037828	0.0	0.0	0.0	0.0	0.0	0.193017	0.0	0.661219	0.800075	0.0	0.0	0.0	0.0	1.62087	7.18492	0.0	16.413	20.6653	0.0	0.0	3.2439	4.84043	0.0644648	2.57169	5.06793	0.0	2.34574	0.0	0.0	0.0	0.0	0.0	0.0	0.594724	0.202816	0.36367	0.676054	0.0	2.19717	0.444729	0.0	0.90677	0.0	0.436525	2.04289	0.0	1.12462	1.10035	0.0	0.0	0.979112	0.0	1.59472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0384065	0.0	0.0	0.0	45.3385	1.42519	0.0	0.195719	0.195719	0.0	0.220945	0.0	0.0	1.79769	4.35242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7073	7.52443	13.4113	5.67603	12.9753	0.180343	0.0	4.58879	0.0	0.0	0.0	1.65218	4.84634	1.23154	0.0	0.0	0.0346694	1.44566	4.86023	1.5477	0.0	0.0780062	0.0	5.37705	0.0	0.0	0.0	0.0	0.0	0.0	0.0458541	0.0	1.36967	6.37201	1.85871	2.06497	0.0	0.0	0.0	12.8101	1.22443	4.61629	0.442384	6.59152
N28_1_3	0.0	0.0	0.0	0.0	0.862888	0.0	0.0	0.329291	0.0	0.0	0.0	0.0	0.0179055	0.0	0.0	0.0	0.0	0.0	0.314848	1.22174	0.427608	1.22174	0.554943	0.0	0.0	0.225471	0.0	0.0	0.445209	0.0	0.898028	0.0	0.245489	0.0	0.0	0.149814	0.0488694	0.0	224.277	0.23952	0.0	0.0	0.0	0.016606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0391757	0.359826	0.0	0.0	0.0	0.335328	0.0	0.073168	0.0	0.0	0.324733	0.0	0.0	0.566106	0.510596	0.0	0.0987493	0.0375784	0.0	0.0	0.0	0.0192153	0.0	0.0	0.20415	0.273877	0.161811	0.664995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344264	0.0	0.0	0.0	0.0	0.0	0.0	0.188431	0.0	0.0	0.0	0.0	0.0	0.192294	0.0	0.0823427	0.0724616	0.0	0.0	0.0	0.0	0.0358843	0.447375	0.0	0.23836	0.273049	0.0	0.0	0.0375784	0.226931	0.0	0.198995	0.319554	0.116227	0.046739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.342022	0.0	0.0	0.138981	0.0	0.0	0.0	0.0491897	0.0	0.252976	0.0	0.0	0.139349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0656683	0.0	0.0	0.0	0.0	0.0	0.0	0.0366862	0.0	0.0	0.132663	0.0751927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550888	0.975121	0.341134	0.729648	0.636784	0.0	0.0	0.154969	0.0	0.0	0.0	0.274332	0.350231	0.111539	0.0	0.0	0.0	0.274332	0.401411	0.110136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0464908	0.0	0.341134	0.549839	0.0	0.0501764	0.12449	0.0	0.0	0.917827	0.081323	0.0884422	0.0	0.0
N28_1_4	0.0	0.0	0.0	0.134081	167.533	0.0	0.076873	30.1895	0.0	0.0	5.1274	8.21339	0.0196506	0.0	0.0	1.25603	3.21604	21.3776	109.88	188.048	53.9005	183.691	161.19	0.0	75.0465	92.0496	0.0	0.0	125.326	0.0	163.602	0.0	13.4707	0.0	0.0724306	12.6051	6.75767	0.0	217.841	2.72599	0.0	0.0	0.0	0.62692	0.0	0.480456	0.0	0.0	0.0	0.0	0.0	0.0	0.397693	15.7958	0.0	0.0	0.308314	10.8358	0.0	0.0	0.0	0.0	12.513	2.97548	0.907949	64.1161	27.3953	0.0	19.1821	10.8876	0.0	0.0	0.230159	0.0	0.0	0.101864	15.0858	50.9329	10.8917	95.9696	0.0	0.0	0.0423932	0.0	0.0	0.0	0.022073	0.113049	0.0221579	0.608172	0.0	9.85454	0.10172	0.0	0.0	0.0	10.6544	0.065666	0.0	0.0	0.0	2.41778	0.0	0.0414186	0.0	0.0	0.0	0.0	0.0	2.06814	0.0	9.39827	9.14524	0.0	0.0	0.0	0.0	22.5657	84.1675	0.0	26.1068	0.0	0.0	0.322094	10.8876	2.61501	0.0	21.02	70.7007	0.0	0.15199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.8967	5.41816	1.30703	13.8036	0.0	0.0	5.93299	0.0	0.0	29.1975	0.0	0.0	14.5284	0.0	7.32308	0.071532	0.0	0.0	0.0	0.0	0.0	0.0444867	0.0	0.0630336	0.0	0.0	0.0	0.0	0.222605	0.0	1.25336	1.6202	0.023456	0.0	0.0444867	0.0	46.2985	52.0983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.220618	0.0	0.021119	0.0	154.305	152.899	188.189	128.922	120.341	1.97178	0.323903	0.0	0.0	0.0	0.0	19.72	50.0224	10.0988	0.269415	0.0	0.0	13.4728	48.7064	9.60913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.393	70.0524	16.7846	16.933	1.2296	0.0	0.0	106.1	16.9573	29.0215	5.90091	130.571
N28_2_3	0.285674	0.0142219	0.0306674	0.0174631	102.959	0.00805702	0.0400487	26.2711	0.00884469	0.0178153	4.92695	6.4394	0.0	0.0	0.0	0.877795	2.20095	15.1448	99.2325	159.106	119.683	155.038	94.4988	51.1702	59.98	67.3406	0.0262557	4.64569	70.8914	24.8517	117.772	23.7789	16.071	0.622485	0.0188672	9.58272	7.33102	0.0	440.107	2.7427	0.0	0.0	0.0	1.11132	0.0	0.0312881	0.946274	0.0	0.0	10.1737	26.0317	0.312289	2.72703	63.0562	0.0	0.0	14.0345	29.7756	0.0	0.463656	0.00896079	0.0426656	70.9655	18.3752	0.147818	76.1919	23.4843	0.0	47.986	14.4973	0.0	0.230342	5.62061	0.00274658	0.0	0.0	10.7093	39.1934	7.8021	68.5803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0248647	0.0	0.0	0.0	8.30579	0.0105986	0.0	0.0	0.266453	35.4937	0.0	0.0	0.288813	0.0	1.12233	0.0	0.010789	0.0	0.0	0.00626806	0.0	0.0	2.03945	0.0	7.28551	9.13008	0.19156	0.0	0.0	0.0	19.9064	71.3094	0.0	75.6774	55.3819	0.0	0.0	14.4919	11.2232	0.449814	16.3694	38.377	0.631299	0.244146	0.0	0.0	0.0	0.0	0.0	0.0	0.338758	0.0	0.802701	0.224632	0.0	14.6761	2.65986	0.387752	11.7206	0.312881	0.0	4.60912	0.696072	0.0	21.4667	0.893119	1.25152	13.8232	0.0532563	8.32667	0.0279497	0.0	1.00122	0.022755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.713368	99.804	5.6536	0.325199	0.875934	1.01529	0.0580446	0.0131095	0.0	0.0	18.953	31.6057	0.0	0.0	0.115971	0.0291052	0.0	0.05583	0.309018	0.187729	0.073619	0.0	0.0287707	0.0	0.0	137.319	107.933	141.568	79.6543	127.168	1.22242	0.0210931	17.477	1.30455	0.919169	0.958279	11.5284	36.4336	6.83954	0.228081	0.0	0.116019	7.89146	37.2158	5.78534	0.0	0.0	0.0	25.9651	0.0	0.0216402	0.0194537	0.0391101	0.0	0.0	0.501948	0.0	15.3986	51.9531	12.5969	13.5157	3.52325	0.0	0.0	81.3386	13.0654	21.2633	5.01449	28.4353
N28_2_4	0.0	0.0	0.0	0.0	227.976	0.0	0.0	44.6636	0.0	0.0	9.75181	12.8435	0.0	0.0	0.0	2.26437	3.98083	44.7323	171.963	298.099	84.5005	289.232	255.487	0.0	101.487	178.326	0.0	0.0	192.929	0.0	261.194	0.0	24.6301	0.782867	0.0	15.8838	11.1624	0.0	250.627	3.9768	0.0	0.0	0.0	0.794053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.355421	22.8516	0.0	0.0	1.79913	20.9975	0.0	0.0	0.0	0.0	18.7937	7.14065	0.883038	84.8344	47.8376	0.0	28.5283	13.3163	0.0	0.0	1.90267	0.0	0.0	0.0	25.1311	70.689	15.5438	130.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.539162	0.0	0.0	0.0	16.1939	0.0395715	0.0	0.0	1.8088	15.4329	0.127729	0.0	0.0	0.0	5.06465	0.0	0.0805645	0.0	0.0	0.0	0.0	0.0	3.20182	0.0	19.1597	14.695	0.0	0.0	0.0	0.0	35.0073	128.381	0.0	36.025	0.233151	0.0	0.0	13.3163	4.11766	0.274195	28.0895	88.5433	0.0	0.492732	0.0	0.0	0.0	0.0	0.0	0.0	2.108	0.43133	0.0	0.0	0.0	33.8774	8.51227	2.11862	21.9545	0.0	0.0	8.9608	0.105005	0.0	47.5224	2.84897	1.24606	26.326	1.19304	12.6616	0.0	0.0	1.24606	0.339836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140182	0.0	0.216498	0.0	2.25956	2.2001	0.0912496	0.156628	0.0	0.0	62.4448	64.6336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.673	219.478	271.019	203.264	196.629	2.91487	0.630032	0.0	0.0	0.0	0.0	29.4273	67.3409	12.6194	1.57214	0.0	0.0	18.447	67.3732	12.3431	0.0	0.0	0.0	1.65616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2939	94.1662	27.8168	22.8683	2.92323	0.0	0.0	123.808	19.6168	35.4939	9.4082	112.146
N29_1_2	0.0	0.0	0.0	0.0	0.0545807	0.0	0.0	0.0272377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0150082	0.0	0.0	0.16928	0.525498	2.82455	0.426967	0.198912	1.81884	0.0	0.0	0.0	0.0446923	0.0	0.134502	0.0	0.134502	0.0	0.0	0.0	0.0268493	0.0	0.0	194.216	0.0	0.0	0.0	0.0	0.0124996	0.0	0.0	0.0	0.0	0.0	0.455573	1.22397	0.0	0.0737206	0.773849	0.0	0.0	0.0	0.220355	0.0	0.0393391	0.0	0.0	1.88174	0.15145	0.0	1.27835	0.152514	0.0	0.743303	0.202042	0.0	0.0	0.0	0.0	0.0	0.0	0.0365874	0.0401595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0553833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.610814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0353069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435729	4.63907	0.0	0.0	0.202042	0.732065	0.03453	0.0401215	0.0	0.0	0.0773143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0453379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338675	0.0	0.0	0.0	0.0	0.0	0.0353069	5.00648	0.054528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0404277	0.0	0.0528942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0655348	0.0	0.0	0.770332	0.0	0.0	0.791541	0.0	0.0	0.0	0.0	0.0403507	0.0	0.0	0.0	0.0	0.0	0.0539551	0.0	0.0	0.0417833	0.081871	0.337675	0.0	0.0	0.0	0.0	0.0	0.0	0.0245613	0.0	0.0	0.0537498	0.0	0.0269776	0.0	0.0	0.0	0.234988	0.0	0.0475514	0.0	0.0
N29_1_3	0.905131	0.0	0.0	0.0	1.70746	0.0	0.222059	0.651329	0.0	0.0109756	0.0	0.0	0.0126141	0.0	0.0	0.00983257	0.0	0.0	0.871378	1.95808	6.36913	1.87201	0.977371	2.24302	0.535266	0.317681	0.0	0.263519	0.0	5.19899	0.0	5.19899	0.0	4.05299	0.0	0.606862	0.499202	0.0	164.64	0.0656202	0.146864	0.0979095	0.0979095	0.0233973	0.0	0.0	0.451339	0.125033	0.0	0.716318	3.02247	0.332319	0.241488	9.09402	0.0	0.0	1.18748	14.6596	0.0	0.807549	0.0	0.0525707	6.78682	5.07272	0.145708	5.86254	0.299755	0.0	3.80301	1.03246	0.0	0.454108	6.66693	0.0	0.0	0.0490412	0.16779	0.798078	0.66496	0.0468478	0.0	0.0	0.0136065	0.0	0.0	0.0	0.0141691	0.148634	0.0	0.195199	0.0	0.0363554	0.065296	0.0	0.0	0.358159	2.94672	0.0	0.0	0.0	0.0	0.0	0.0	0.0132937	0.0464364	0.0809589	0.123572	0.0	0.0	0.0406403	0.0	0.0	0.012762	0.283238	0.0	0.0	0.0	0.0	0.0450241	0.0	11.5698	15.7157	0.0	0.0	1.03246	1.7186	0.135733	1.08646	0.0900481	0.0	0.195131	0.0	0.0	0.0	0.758397	0.0	0.0	2.36529	0.0	1.53144	1.81886	0.0	0.313234	0.0445901	0.186447	0.293728	0.0963797	0.0	0.0	0.0693067	0.0	0.178217	0.235051	0.102805	0.269965	0.0	0.0	0.0	0.231311	0.102805	0.0	0.0	0.0	0.0142785	0.0	0.0134777	0.0	0.0	1.54978	8.61604	1.78619	0.291416	0.00981172	0.00981172	0.0	0.0969181	0.0428354	0.0	0.233648	0.697465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0472064	0.0	0.0	0.0	1.28776	0.279076	0.420566	0.0	4.36267	0.0126572	0.0	2.23805	0.0	0.0	0.0	0.0966313	1.22485	0.805415	0.0	0.0	0.0121663	0.120789	1.08696	0.678901	0.0	0.0	0.0	7.40456	0.0608714	0.0266641	0.287641	0.192759	0.0	0.237242	0.0164928	0.0	0.264356	1.32052	0.0966313	0.450692	0.0	0.0	0.0	1.63188	0.0	2.5857	2.60807	0.0
N29_1_4	0.0	0.0	0.114559	0.0	4.44249	0.0	0.0	0.646942	0.0	0.0970516	0.129351	0.274239	0.161733	0.0	0.0	0.0347777	0.0663809	1.83853	7.42495	18.4939	65.6419	12.5576	0.921854	24.9162	0.135231	0.280908	0.0	3.46935	1.66402	35.8425	1.25868	39.1151	0.0	9.30943	0.0	0.171095	0.106549	0.0	187.677	0.0	1.0822	1.16878	1.12549	0.0165512	0.0127239	0.0	15.4317	0.0	0.0	7.35451	21.0536	0.0	0.982262	57.3822	0.0	0.0	3.06258	117.256	0.0	0.0	0.0	0.0	31.7368	22.7896	0.0	6.98245	0.035341	0.0	22.5554	5.22021	0.0	0.0	8.13246	0.0598497	0.0	0.0289097	0.720646	1.16324	0.0335994	1.3256	0.0	0.0	0.144379	0.0	0.0	0.0	0.375871	0.0	0.113195	2.93428	0.0	0.546502	1.88225	0.0	0.0	0.0	14.0039	0.0	0.0	0.629342	0.706703	0.105567	0.0	0.0470198	0.0	0.0204536	1.20195	0.0	0.0	0.143744	0.0	0.359061	0.0902781	3.00543	0.0	0.0	0.146752	0.111768	1.19437	0.0	41.4863	44.8024	2.48442	0.182826	5.22021	20.6038	0.0	0.371884	1.39343	0.796424	2.24307	0.0	0.0	0.0	0.0	0.0	0.0	13.7793	0.0	0.0	0.0	0.0	0.553952	0.0788574	0.0	0.346305	0.0	0.0	0.0	0.0	0.0	0.0525294	0.0	0.0	0.477432	0.0	0.131959	0.0	0.0	0.0	0.0	0.0	0.0	0.189385	0.0	0.477053	0.0	0.0	9.89956	33.0721	12.4459	0.0	0.0347039	0.0347039	0.039942	0.0228532	0.0378771	0.0	0.247923	0.374723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00362	0.0	0.0599374	0.0254477	1.54426	0.569475	0.743768	0.90905	18.2669	0.0895371	0.0	6.41966	0.0	0.0	0.0	0.683568	0.997358	0.0694815	0.0	0.0	1.03277	0.256338	0.984587	0.0343038	0.0	0.0	0.0	51.8964	0.0	0.0	0.0	0.0	0.0	0.0	0.0291674	0.0	0.637516	1.57246	0.256338	0.484479	0.0775493	0.059415	0.0	9.93754	0.202637	3.91167	18.6142	3.36883
N29_2_2	0.660052	0.0	0.0157461	0.0156912	1.68191	0.0	0.0179925	0.286284	0.00794723	0.0240114	0.0	0.0	0.0	0.0	0.0	0.0	0.013686	0.0	7.98341	3.95417	12.1606	3.56189	0.617701	9.25184	3.01115	0.0289579	0.0	1.13165	0.0	5.84757	0.0	5.3335	0.0	0.141303	0.0508583	2.12934	2.134	0.00717787	400.559	0.0638033	0.0356995	0.0356995	0.0356995	1.19605	0.0	0.0	0.0548553	0.0	0.0	1.56709	4.99293	0.714259	1.2629	49.0558	0.050165	0.0	0.252569	24.3282	0.0	0.288181	0.0161031	0.0	24.0323	13.9647	0.0	19.1655	1.09296	0.0	16.775	6.75685	0.0	0.289757	4.12104	0.0	0.0	0.0	0.0174798	0.454077	0.166255	0.0	0.0	0.0	0.0	0.0	0.0071098	0.0	0.0	0.0264596	0.0	0.0	0.0	0.198837	0.0142848	0.0	0.00721625	0.0870606	21.117	0.0	0.0	0.259508	0.0	0.0435303	0.0	0.0	0.0	0.0	0.0	0.0114359	0.00719317	0.0296363	0.0	0.0	0.0930648	0.0	0.0	0.0	0.0	0.0	0.0328331	0.0	53.0592	10.7731	0.0	0.0	6.7472	9.61804	1.68268	4.10838	0.0328331	1.11956	4.05792	0.253416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02371	0.69202	0.0	0.0351417	0.0	0.0339909	0.142798	0.140567	0.0	0.228719	1.21298	0.0	0.064981	0.155824	0.149938	0.143177	0.0	0.0	0.0167424	0.0	0.149938	0.0	0.0	0.0323607	0.0	0.0	0.0	0.0	0.0	0.438568	29.9161	1.3807	0.106255	0.0	0.0	0.0	0.0848111	0.0	2.13373	0.0340768	1.52585	1.06136	0.101082	0.0	0.0	0.0	0.0	1.83257	0.4217	0.859937	0.0	0.0	0.0	0.0	0.598179	0.0782738	0.131439	0.0	19.481	0.0	0.0379056	2.72674	0.0	0.0	0.338771	0.0	2.56394	1.5901	0.0	0.0	0.0443603	0.0528501	1.11487	0.155596	0.0	0.0	0.0	20.6781	0.0	0.0	0.244717	0.245992	0.0	0.0	0.0120271	0.0	0.0175252	1.18766	0.0352334	0.309327	0.0	0.0	0.0	11.1368	0.167113	8.42832	4.5736	0.198447
N29_2_3	1.04015	0.0	0.0558309	0.0185454	3.70603	0.0	0.0	0.911263	0.0328749	0.0472984	0.393997	0.289577	0.00271797	0.0	0.0212088	0.016949	0.169842	0.537607	4.09649	3.66271	6.90815	3.41235	1.43204	5.28613	0.428383	0.0171127	0.0	0.504716	0.270322	4.2151	0.0	4.51889	0.0	0.340969	0.0100182	1.27729	1.56152	0.0254506	433.717	0.0471307	0.43248	0.43248	0.43248	0.274253	0.0	0.0	0.0	0.0	0.0	1.06327	1.3025	0.59545	0.446002	15.8944	0.05929	0.0	2.00429	12.4255	0.0	0.15179	0.00951612	0.0	10.3022	6.15726	0.0	8.57603	0.335859	0.0	7.5548	2.31021	0.0	0.0489234	3.22323	0.0204175	0.0	0.0	0.444176	1.60624	0.139185	0.726791	0.0104928	0.00925117	0.0	0.0210077	0.0252092	0.0210077	0.00305303	0.320261	0.0	0.00841193	0.0	0.31334	0.0140694	0.0	0.0	0.0771727	8.19399	0.0	0.0	0.153356	0.0	0.0685979	0.0	0.091661	0.0	0.0149522	0.0266261	0.0	0.0042508	0.286055	0.0	0.0	0.291482	0.0	0.454244	0.253922	0.464882	0.179753	1.15446	0.0	20.5369	4.1862	0.0	0.0	2.32162	3.98725	0.857893	3.11504	0.116416	1.22617	0.392419	0.0	0.10924	0.280793	1.60144	0.908488	0.0	0.719505	0.0	1.51241	1.19277	0.0	0.519174	0.105686	0.0100435	0.221514	0.0	0.0264057	0.202742	1.04535	0.207866	0.441606	0.0736675	0.0	0.412475	0.0	0.192932	0.00989393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.209331	11.8141	1.15461	0.0313957	0.0169131	0.0169131	0.0	0.0612567	0.0	2.59001	0.573923	1.74252	0.403206	1.00055	0.0615792	0.0	0.0	0.0	0.360986	1.42877	1.0359	0.0	0.0	0.0	0.0	2.18558	1.49869	1.42402	2.04901	10.6278	0.010909	0.0	1.23499	1.52056	2.03499	2.30226	0.458066	2.57842	0.948137	0.0	0.0	0.0419435	0.270675	1.46237	0.200617	0.0	0.0235932	0.0231145	11.3281	0.104928	1.97639	0.268572	0.353038	0.0	0.490739	0.0426444	0.0	0.590321	2.31041	0.468476	0.533157	0.188969	0.0	0.0	3.13806	0.604878	3.24887	1.75279	0.879541
