"species","mean_abundance","prevalence","max_abundance"
"Candida.albicans",197.982698961938,8.37070254110613,64325
"Candida.gorgasii",79.0242214532872,30.3437967115097,6115
"Candida.parapsilosis",39.1782006920415,7.0254110612855,15883
"Candida.riodocensis",9.40138408304498,36.7713004484305,450
"Candida.arabinofermentans",2.9636678200692,19.5814648729447,183
"Candida.auris",2.33391003460208,13.9013452914798,150
"Candida.restingae",1.76470588235294,15.2466367713004,103
"Candida.tropicalis",0.593425605536332,5.38116591928251,48
"Candida.heveicola",0.309688581314879,2.98953662182362,27
