"species","prevalence","mean_abundance","max_abundance"
"Candida.riodocensis",36.7713004484305,9.40138408304498,450
"Candida.gorgasii",30.3437967115097,79.0242214532872,6115
"Candida.arabinofermentans",19.5814648729447,2.9636678200692,183
"Candida.restingae",15.2466367713004,1.76470588235294,103
"Candida.auris",13.9013452914798,2.33391003460208,150
"Candida.albicans",8.37070254110613,197.982698961938,64325
"Candida.parapsilosis",7.0254110612855,39.1782006920415,15883
"Candida.tropicalis",5.38116591928251,0.593425605536332,48
"Candida.heveicola",2.98953662182362,0.309688581314879,27
