aro_id	n	converged	BodySite[T.Groin]_coef	BodySite[T.Groin]_pvalue	BodySite[T.Stool]_coef	BodySite[T.Stool]_pvalue	Week[T.Week.3]_coef	Week[T.Week.3]_pvalue	PostNatalAbxCohort[T.Low.Infant.Abx]_coef	PostNatalAbxCohort[T.Low.Infant.Abx]_pvalue	PostNatalAbxCohort[T.High.Infant.Abx]_coef	PostNatalAbxCohort[T.High.Infant.Abx]_pvalue	MaternalAntibiotics[T.Mat.Abx]_coef	MaternalAntibiotics[T.Mat.Abx]_pvalue	AnyMilk[T.Donor]_coef	AnyMilk[T.Donor]_pvalue	GestationTime_coef	GestationTime_pvalue	gene_family	subclass	megares_class
ARO:3000599	552	True	-0.22692472331616226	1.1636454374927033e-06	-0.3400688482570483	2.589472528113185e-13	-0.0584342988652015	0.13024044312022331	-0.018896881346394282	0.7751042167446909	-0.13493973619872432	0.029412835663910765	0.09814441157072877	0.11568695792498417	0.16803388915128334	0.07183762352762164	-0.01898168589484398	0.15191311399359045	erm(33)	CLINDAMYCIN/ERYTHROMYCIN/LINCOMYCIN	MLS
ARO:3000617	552	True	-0.6374753119521914	6.878633561709364e-11	-0.7092229276611866	3.2771244620650036e-13	-0.07086594515300518	0.380910506406694	-0.22903589574266486	0.09901813984290332	-0.5650224905641316	1.3714136927049351e-05	-0.09736025705865646	0.4574346640366521	0.17751726250407623	0.365065992609068	-0.07860277699287097	0.004723886776424085	mecA;mecA-ceftar	CEFTAROLINE/METHICILLIN;METHICILLIN	betalactams
ARO:3000621	552	True	-0.3414401448471545	1.1424299527657156e-05	-0.36415598931004195	2.6778287010847967e-06	-0.14967863498829798	0.020109140193033996	-0.2034826749265648	0.06662591339937206	-0.46426877264393696	7.759827817162426e-06	-0.03652370294524001	0.7271556618032545	0.2058644786869669	0.18875117688802756	-0.07718831584911225	0.0005154436106389992	blaZ	BETA-LACTAM	betalactams
ARO:3000822	552	True	0.17303660903197854	0.00010407011432039725	0.4371002733034963	7.973458898578702e-23	0.35576906376628836	9.456092643860454e-22	0.041893001933901476	0.5873037352797534	0.017387334036249924	0.8078912325195459	0.09521937370217663	0.19374264650646145	-0.1208007933406214	0.27518097772908445	0.028460051033850936	0.06767354816388342	pmrA	COLISTIN;QUINOLONE	Drug and biocide resistance
ARO:3000828	552	True	0.3097494683277154	8.559662156592714e-14	0.615697015816292	4.395637150838362e-50	0.32015765358632736	1.7615939689406525e-20	0.018601013256759207	0.7861726873070212	0.041286659992240106	0.516521928588251	0.1045669007304393	0.10720851519679674	-0.040809571411734503	0.6766899074811352	0.02293732429224296	0.09641041142424113	baeR	AZTREONAM-AVIBACTAM;CEFIDEROCOL	Drug and biocide and metal resistance
ARO:3000829	552	True	0.4662926293500357	3.807979581153337e-15	0.8961604290278397	7.050692471772324e-52	0.5247262144512514	2.5735343368984583e-26	-0.008068160062181641	0.9394662211059224	-0.005321627800956917	0.9567323584362477	0.19552454003212452	0.05245405751602784	-0.03777175716588169	0.8044435797615254	0.03859228354377928	0.07184243264500233	baeS	AZTREONAM/AZTREONAM-AVIBACTAM;AZTREONAM/TEMOCILLIN/TICARCILLIN;CEFIDEROCOL;TEMOCILLIN	Drug and biocide and metal resistance
ARO:3000830	552	True	0.4328425152659316	1.0647151425649481e-16	0.746847185439914	9.072476098316307e-47	0.41867640872774475	5.868414556324495e-22	-0.02827712270044226	0.7598189726693572	-0.027232135699951417	0.7500095079275143	0.14307140848103764	0.10309469289776843	0.04860737724117653	0.7142603502329379	0.03253710503926803	0.08125330189667826	cpxA	CEFTIBUTEN-AVIBACTAM	Drug and biocide resistance
ARO:3001044	552	True	0.11521645598759515	0.0007824023173029683	0.15819211876510605	3.7518736265649526e-06	0.11806083806791641	3.873172144101265e-05	0.12859319155994314	0.062211633129309406	0.11064013296727747	0.08195999748069836	0.020581735013854963	0.755514058819069	-0.09284522611017096	0.3554944525918857	0.02270970967846322	0.10636532515197078	blaTEM	BETA-LACTAM	betalactams
ARO:3001214	552	True	0.10308084626828541	0.00023022282651910883	0.16326930580565197	4.915137395586447e-09	0.12769676369781846	4.42055260347114e-08	0.010703983116052678	0.8312119068743663	-0.12730391098184715	0.00611580848845796	0.016069326031305665	0.7364992574510358	-0.12236797909575625	0.09041351439545964	-0.004504940502158444	0.6572888206410971	mdtM	EFFLUX	Drug and biocide resistance
ARO:3001387	552	True	0.10767662452179588	0.0013526049687671558	0.15315679445460303	4.85699001185021e-06	0.11432365930272845	4.7277499141037227e-05	0.12601163675408486	0.0601807206491092	0.10650251279275907	0.08509334137790414	0.019177922120902087	0.7652536132963401	-0.09110664865011751	0.3506379473070037	0.02260856847801926	0.09803565055822597	blaTEM	BETA-LACTAM	betalactams
