aro_id	effect	effect_label	coef	se	pvalue	fdr	gene_family	subclass	megares_class
ARO:3003893	BodySite[T.Groin]	Groin (vs Axilla)	0.30417556457481565	0.04020065735070644	3.836130566161172e-14	2.968971446885461e-13	uhpA	FOSFOMYCIN	Fosfomycin
ARO:3000194	BodySite[T.Groin]	Groin (vs Axilla)	-0.6446114816743683	0.08533956954313132	4.237510085016672e-14	2.968971446885461e-13	tet(W)	TETRACYCLINE	Tetracyclines
ARO:3003386	BodySite[T.Groin]	Groin (vs Axilla)	0.37519853556213534	0.04968751738440516	4.313890136500243e-14	2.968971446885461e-13	folP	SULFONAMIDE	Sulfonamides
ARO:3000828	BodySite[T.Groin]	Groin (vs Axilla)	0.3097494683277154	0.04151348892982052	8.559662156592714e-14	5.563780401785264e-13	baeR	AZTREONAM-AVIBACTAM;CEFIDEROCOL	Drug and biocide and metal resistance
ARO:3000216	BodySite[T.Groin]	Groin (vs Axilla)	0.6081040442765078	0.08360295863699377	3.4973499922092205e-13	2.1536313109919935e-12	acrB	AZITHROMYCIN;AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN;CEFTIBUTEN-AVIBACTAM;CEPHALOSPORIN	Drug and biocide resistance
ARO:3003923	BodySite[T.Groin]	Groin (vs Axilla)	0.783160472494192	0.10923694560695024	7.534170138162478e-13	4.4074895308250495e-12	oqxB	PHENICOL/QUINOLONE	Drug and biocide resistance;Multi-drug resistance
ARO:3003968	BodySite[T.Groin]	Groin (vs Axilla)	0.3439915810333386	0.048341409814462354	1.112025213683163e-12	6.195569047663337e-12	ompK36	CARBAPENEM	betalactams
ARO:3003499	BodySite[T.Groin]	Groin (vs Axilla)	-0.4487134712720707	0.06381595707218696	2.045184606318131e-12	1.0876663588146423e-11	tet(O/M/O);tet(O/W);tet(O/W/32/O);tet(O/W/O);tet(W/32/O);tet(W/N/W)	TETRACYCLINE	Tetracyclines
ARO:3000217	BodySite[T.Groin]	Groin (vs Axilla)	-0.5627814088306204	0.08016686899008564	2.2167047878901194e-12	1.1276280877528e-11	blaR1;blaR1-2	BETA-LACTAM	betalactams
ARO:3003735	BodySite[T.Groin]	Groin (vs Axilla)	-0.45207524890003303	0.0650328689749685	3.6145156168641784e-12	1.762076363221287e-11	fusA	FUSIDIC ACID	Fusidic acid
ARO:3000521	BodySite[T.Groin]	Groin (vs Axilla)	-0.4713209523616799	0.06998637304083362	1.6453141054884273e-11	7.70007001368584e-11	mupA	MUPIROCIN	Mupirocin
ARO:3003922	BodySite[T.Groin]	Groin (vs Axilla)	0.5276958419992472	0.07868014704685443	1.9887226832191663e-11	8.949252074486249e-11	oqxA	PHENICOL/QUINOLONE	Drug and biocide resistance;Multi-drug resistance
ARO:3003381	BodySite[T.Groin]	Groin (vs Axilla)	0.29245643890703893	0.043754348168003956	2.3242062533940727e-11	1.0071560431374314e-10	soxR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	Drug and biocide resistance
ARO:3003896	BodySite[T.Groin]	Groin (vs Axilla)	0.3192303932700815	0.048144071054227654	3.3402806664270396e-11	1.395760135614156e-10	phoQ	COLISTIN	Lipopeptides
ARO:3003373	BodySite[T.Groin]	Groin (vs Axilla)	0.25402549869687263	0.03883754395061733	6.122338060525389e-11	2.4700467347636916e-10	acrR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE;TIGECYCLINE	Drug and biocide resistance
ARO:3000617	BodySite[T.Groin]	Groin (vs Axilla)	-0.6374753119521914	0.09772312765151311	6.878633561709364e-11	2.682667089066652e-10	mecA;mecA-ceftar	CEFTAROLINE/METHICILLIN;METHICILLIN	betalactams
ARO:3003729	BodySite[T.Groin]	Groin (vs Axilla)	-0.3713147249928123	0.06011312220358789	6.535881499336226e-10	2.466768178781737e-09	ileS	MUPIROCIN	Mupirocin
ARO:3000149	BodySite[T.Groin]	Groin (vs Axilla)	0.2963826878930236	0.04826351831109051	8.204186966268931e-10	2.9996558595420775e-09	fosA5_fam;fosA_PA1129;fosA_gen;fos_A_A2	FOSFOMYCIN	Fosfomycin
ARO:3002865	BodySite[T.Groin]	Groin (vs Axilla)	-0.25855769903337755	0.042291848032888546	9.737569903911077e-10	3.4524111477502913e-09	dfrC	TRIMETHOPRIM	Trimethoprim
ARO:3003312	BodySite[T.Groin]	Groin (vs Axilla)	0.46073788231981	0.07680142306885451	1.9843856321025825e-09	6.8286211457647686e-09	parC	QUINOLONE	Fluoroquinolones
ARO:3004114	BodySite[T.Groin]	Groin (vs Axilla)	0.26568855088043686	0.0446069782806261	2.58153836570829e-09	8.629713965367713e-09	ompC	CARBAPENEM	betalactams
ARO:3002591	BodySite[T.Groin]	Groin (vs Axilla)	-0.43730102607611504	0.07353289683292051	2.730812577221721e-09	8.875140875970594e-09	aac(3)-IIa;aac(3)-IIc;aac(3)-IId;aac(3)-IIe;aac(3)-XI;aac(6')-IIa;aac(6')-Ib';aac(6')-Ib-AGKT;aac(6')-Ib-AKT;aac(6')-Ib-D181Y;aac(6')-Ib-G;aac(6')-Ib-K;aac(6')-Ib-W104R;aac(6')-Ib-cr;aac(6')-Ib11;aac(6')-Ie;aac(6')-Ie2;aac(6')-Im;aac(6')_Entco;aph(2'')-Ia;aph(2'')-If2	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN;AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN;AMIKACIN/KANAMYCIN/TOBRAMYCIN;AMINOGLYCOSIDE;GENTAMICIN;GENTAMICIN/KANAMYCIN/TOBRAMYCIN;KANAMYCIN	Aminoglycosides
ARO:3003737	BodySite[T.Groin]	Groin (vs Axilla)	-0.24109814122033754	0.04079796998859152	3.4301814465783243e-09	1.0846789979720647e-08	fusE	FUSIDIC ACID	Fusidic acid
ARO:3003966	BodySite[T.Groin]	Groin (vs Axilla)	0.23936184622124607	0.04179622866971211	1.0229648885481233e-08	3.14965505158238e-08	ompK35	CARBAPENEM	betalactams
ARO:3004956	BodySite[T.Groin]	Groin (vs Axilla)	-0.16006821139295183	0.02864403028449857	2.294518555268861e-08	6.883555665806583e-08	rplD	AZITHROMYCIN;AZITHROMYCIN/CHLORAMPHENICOL/CLARITHROMYCIN/ERYTHROMYCIN/LINEZOLID	MLS
ARO:3003042	BodySite[T.Groin]	Groin (vs Axilla)	-0.21929297504879358	0.04015338805389313	4.724432667093117e-08	1.381896555124737e-07	pbp2b	BETA-LACTAM	betalactams
ARO:3003043	BodySite[T.Groin]	Groin (vs Axilla)	-0.23327101222860677	0.04327871345870341	7.046903843051806e-08	2.0109457308221008e-07	pbp2x	BETA-LACTAM	betalactams
ARO:3003291	BodySite[T.Groin]	Groin (vs Axilla)	-0.4237991515559275	0.07967524082617249	1.0429203862070958e-07	2.854775532514267e-07	rpoC	BETA-LACTAM;DAPTOMYCIN;FIDAXOMICIN	Lipopeptides
ARO:3003751	BodySite[T.Groin]	Groin (vs Axilla)	0.18861245410004812	0.03546686040964213	1.0491910076761837e-07	2.854775532514267e-07	nfsA	NITROFURANTOIN	Chromium resistance
ARO:3004639	BodySite[T.Groin]	Groin (vs Axilla)	-0.16965636216299945	0.03228870011595742	1.4854238841871902e-07	3.949877146588665e-07	tetAB_A	TETRACYCLINE	Tetracyclines
ARO:3004126	BodySite[T.Groin]	Groin (vs Axilla)	0.21673322356032784	0.0417490367123085	2.0879189013724735e-07	5.428589143568431e-07	lamB	CEFTAZIDIME-AVIBACTAM	betalactams
ARO:3003380	BodySite[T.Groin]	Groin (vs Axilla)	0.17870771429254956	0.03464361192168281	2.489882138713845e-07	6.332961091946084e-07	ramR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE;TIGECYCLINE	Multi-drug resistance
ARO:3000599	BodySite[T.Groin]	Groin (vs Axilla)	-0.22692472331616226	0.04667571933045768	1.1636454374927033e-06	2.896734386949921e-06	erm(33)	CLINDAMYCIN/ERYTHROMYCIN/LINCOMYCIN	MLS
ARO:3003285	BodySite[T.Groin]	Groin (vs Axilla)	-0.3801273941961798	0.07859598723534764	1.3216301217715459e-06	3.2214734218181432e-06	rpoB	BETA-LACTAM;DAPTOMYCIN/RIFAXIMIN;FIDAXOMICIN;RIFAMPIN;RIFAMYCIN	Multi-drug resistance
ARO:3004111	BodySite[T.Groin]	Groin (vs Axilla)	0.13830596047557453	0.029611802107037847	3.0026803725020182e-06	7.169665379239513e-06	fosA5_fam	FOSFOMYCIN	Fosfomycin
ARO:3000621	BodySite[T.Groin]	Groin (vs Axilla)	-0.3414401448471545	0.07780702562083483	1.1424299527657156e-05	2.6732860894717744e-05	blaZ	BETA-LACTAM	betalactams
ARO:3003378	BodySite[T.Groin]	Groin (vs Axilla)	0.12631138124342026	0.02889457075783565	1.234200095687934e-05	2.831400219519378e-05	marR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	Drug and biocide resistance
ARO:3000172	BodySite[T.Groin]	Groin (vs Axilla)	-0.1831896258561125	0.04196256015543391	1.268036871881971e-05	2.853082961734435e-05	fosB-Saur;fosB-Sepi;fosB_gen;fosBx1-fam	FOSFOMYCIN	Fosfomycin
ARO:3003582	BodySite[T.Groin]	Groin (vs Axilla)	0.12101788587107762	0.027851444408338685	1.3919914246783603e-05	3.072886729950343e-05	basR	COLISTIN	Cationic antimicrobial peptides
ARO:3003756	BodySite[T.Groin]	Groin (vs Axilla)	0.13354063451433085	0.030778694794780216	1.4330447116599687e-05	3.1049302085965983e-05	nfsB	NITROFURANTOIN	
ARO:3003209	BodySite[T.Groin]	Groin (vs Axilla)	0.12371978736686734	0.02893300089097511	1.9021404813260122e-05	4.0463715693662444e-05	fosA5_fam	FOSFOMYCIN	Fosfomycin
ARO:3005230	BodySite[T.Groin]	Groin (vs Axilla)	0.134013624891622	0.03300293510504504	4.8934656352660416e-05	0.00010223847845109408	blaSHV	BETA-LACTAM	betalactams
ARO:3005227	BodySite[T.Groin]	Groin (vs Axilla)	0.12964612821627644	0.03284370632119829	7.901573090626416e-05	0.00016219018449180537	blaSHV	BETA-LACTAM	betalactams
ARO:3000822	BodySite[T.Groin]	Groin (vs Axilla)	0.17303660903197854	0.04458670809784366	0.00010407011432039725	0.00020993454095666342	pmrA	COLISTIN;QUINOLONE	Drug and biocide resistance
ARO:3006878	BodySite[T.Groin]	Groin (vs Axilla)	0.1032804334229441	0.02707436838204806	0.00013635172800723387	0.0002497898186167109	blaEC	CEPHALOSPORIN	betalactams
ARO:3006876	BodySite[T.Groin]	Groin (vs Axilla)	0.1033186053600112	0.0271023122436	0.00013775241235945484	0.0002497898186167109	blaEC	CEPHALOSPORIN	betalactams
ARO:3006877	BodySite[T.Groin]	Groin (vs Axilla)	0.10320478671553086	0.027075829802210172	0.00013801749132114739	0.0002497898186167109	blaEC	CEPHALOSPORIN	betalactams
ARO:3006874	BodySite[T.Groin]	Groin (vs Axilla)	0.10320475236130258	0.02707588054827772	0.00013802218972131555	0.0002497898186167109	blaEC	CEPHALOSPORIN	betalactams
ARO:3006875	BodySite[T.Groin]	Groin (vs Axilla)	0.103212454097707	0.027081868035356126	0.00013833434721969746	0.0002497898186167109	blaEC	CEPHALOSPORIN	betalactams
ARO:3004290	BodySite[T.Groin]	Groin (vs Axilla)	0.10356754178885716	0.02717852612901843	0.00013860825358012098	0.0002497898186167109	blaEC	BETA-LACTAM	betalactams
ARO:3003901	BodySite[T.Groin]	Groin (vs Axilla)	-0.17438792680286794	0.0457669464166203	0.0001387721214537283	0.0002497898186167109	glpT	FOSFOMYCIN	Fosfomycin
ARO:3003797	BodySite[T.Groin]	Groin (vs Axilla)	0.14998455478606243	0.040220534915364925	0.0001921998098585967	0.00034071784474933053	yybT	DAPTOMYCIN	Lipopeptides
ARO:3003390	BodySite[T.Groin]	Groin (vs Axilla)	0.10520462794989265	0.028459819785111935	0.00021850445503559986	0.00038156748118156993	ompF	CEPHALOSPORIN	betalactams
ARO:3006879	BodySite[T.Groin]	Groin (vs Axilla)	0.09876090624671334	0.026802514908979554	0.0002289158475289712	0.00038872645184716975	blaEC	CEPHALOSPORIN	betalactams
ARO:3001214	BodySite[T.Groin]	Groin (vs Axilla)	0.10308084626828541	0.027985909979921262	0.00023022282651910883	0.00038872645184716975	mdtM	EFFLUX	Drug and biocide resistance
ARO:3000215	BodySite[T.Groin]	Groin (vs Axilla)	-0.15686069240737596	0.0426167877459691	0.00023257138144702462	0.00038872645184716975	mecR1	METHICILLIN	betalactams
ARO:3003805	BodySite[T.Groin]	Groin (vs Axilla)	0.1515244717345694	0.04141745873771705	0.0002537268326253207	0.0004181132312276412	gshF	DAPTOMYCIN	Lipopeptides
ARO:3002703	BodySite[T.Groin]	Groin (vs Axilla)	-0.14060578782692806	0.04167469124975245	0.0007411421164348491	0.0012043559392066298	cmx	CHLORAMPHENICOL	Phenicol
ARO:3001044	BodySite[T.Groin]	Groin (vs Axilla)	0.11521645598759515	0.03430136748397935	0.0007824023173029683	0.00125398727567736	blaTEM	BETA-LACTAM	betalactams
ARO:3003323	BodySite[T.Groin]	Groin (vs Axilla)	-0.10239031823529351	0.031339637122699916	0.001086480695590939	0.0017178140727586468	pgsA	DAPTOMYCIN	Lipopeptides
ARO:3001387	BodySite[T.Groin]	Groin (vs Axilla)	0.10767662452179588	0.0336008718231802	0.0013526049687671558	0.0021100637512767627	blaTEM	BETA-LACTAM	betalactams
ARO:3000412	BodySite[T.Groin]	Groin (vs Axilla)	0.14145183355023963	0.04543110059508346	0.0018485352603984137	0.0028457713877186102	sul2	SULFONAMIDE	Sulfonamides
ARO:3003079	BodySite[T.Groin]	Groin (vs Axilla)	0.11008091860434112	0.03583802115290867	0.0021289786111373782	0.0032033454303559195	liaS	DAPTOMYCIN	Lipopeptides
ARO:3003078	BodySite[T.Groin]	Groin (vs Axilla)	0.11001770929078142	0.03582819779184047	0.0021355636202372795	0.0032033454303559195	liaR	DAPTOMYCIN	Lipopeptides
ARO:3000186	BodySite[T.Groin]	Groin (vs Axilla)	0.2634068173112895	0.08815470818923828	0.0028080382997132483	0.004158740266663925	tet(M)	TETRACYCLINE	Tetracyclines
ARO:3003315	BodySite[T.Groin]	Groin (vs Axilla)	0.17496375373011352	0.06610949215994537	0.008131138306463098	0.011857210254854426	parE	QUINOLONE	Fluoroquinolones
ARO:3003077	BodySite[T.Groin]	Groin (vs Axilla)	0.08163357508678029	0.03088253620180316	0.00820883786874537	0.011857210254854426	liaF	DAPTOMYCIN	Lipopeptides
ARO:3003937	BodySite[T.Groin]	Groin (vs Axilla)	-0.12888516840830974	0.04903152502283193	0.00857325072947518	0.012232565065226781	pbp2	CEPHALOSPORIN	betalactams
ARO:3005320	BodySite[T.Groin]	Groin (vs Axilla)	-0.056662567503607604	0.02302398555435013	0.013854132494512623	0.019529319299493697	blaOXA-2_fam	BETA-LACTAM	betalactams
ARO:3002804	BodySite[T.Groin]	Groin (vs Axilla)	0.05051303034178406	0.021062480061028236	0.01647375088492347	0.022945581589714832	fos_A_A2	FOSFOMYCIN	Fosfomycin
ARO:3005319	BodySite[T.Groin]	Groin (vs Axilla)	-0.05352356995694206	0.022489255157008333	0.017314429140014517	0.0238328024633141	blaOXA-2_fam	CEPHALOSPORIN	betalactams
ARO:3005099	BodySite[T.Groin]	Groin (vs Axilla)	-0.06391088623459425	0.028410402360246296	0.024476931407529875	0.03330001133349994	erm(A)	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	MLS
ARO:3002872	BodySite[T.Groin]	Groin (vs Axilla)	0.027911688725760397	0.013683754578808086	0.04137340919605209	0.05564010202227695	fos_A3_A4	FOSFOMYCIN	Fosfomycin
ARO:3005664	BodySite[T.Groin]	Groin (vs Axilla)	0.047980867245486065	0.024196097816175658	0.047367405182699995	0.06297711825427159	blaCTX-M	CEPHALOSPORIN	betalactams
ARO:3006236	BodySite[T.Groin]	Groin (vs Axilla)	0.047842950912341566	0.02458248442652234	0.051628181366767674	0.06787075527990807	blaACT	CEPHALOSPORIN	betalactams
ARO:3006268	BodySite[T.Groin]	Groin (vs Axilla)	0.04770550935918293	0.024676142839363622	0.0532036305792466	0.06855934867589	blaACT	CEPHALOSPORIN	betalactams
ARO:3001998	BodySite[T.Groin]	Groin (vs Axilla)	0.04761024928602834	0.02464197564421171	0.05334972769748481	0.06855934867589	blaCTX-M	CEPHALOSPORIN	betalactams
ARO:3006239	BodySite[T.Groin]	Groin (vs Axilla)	0.0474106891146771	0.024596223418098338	0.053909915198135726	0.06855934867589	blaACT	CEPHALOSPORIN	betalactams
ARO:3003210	BodySite[T.Groin]	Groin (vs Axilla)	0.02462161490402096	0.012990246848580182	0.05804043733377939	0.0730186147102386	fos_A3_A4	FOSFOMYCIN	Fosfomycin
ARO:3006240	BodySite[T.Groin]	Groin (vs Axilla)	0.04401134994954287	0.024262253460158086	0.06968012329738786	0.08640929816436399	blaACT	CEPHALOSPORIN	betalactams
ARO:3006266	BodySite[T.Groin]	Groin (vs Axilla)	0.041167197157659305	0.02273341466128603	0.07016139594542375	0.08640929816436399	blaACT	CEPHALOSPORIN	betalactams
ARO:3006235	BodySite[T.Groin]	Groin (vs Axilla)	0.04387142006816452	0.024388722256108303	0.07204392302913634	0.08780353119175992	blaACT	CEPHALOSPORIN	betalactams
ARO:3002619	BodySite[T.Groin]	Groin (vs Axilla)	-0.04568706641492783	0.026136462959831096	0.08046052168241441	0.0970503199674483	aadA22	STREPTOMYCIN	Aminoglycosides
ARO:3006265	BodySite[T.Groin]	Groin (vs Axilla)	0.039641164941453005	0.024240124997949617	0.10197503614740473	0.12174570642088116	blaACT	CEPHALOSPORIN	betalactams
ARO:3006260	BodySite[T.Groin]	Groin (vs Axilla)	0.03856735689509921	0.023717812072808396	0.10392997418699593	0.12282633313008609	blaACT	CEPHALOSPORIN	betalactams
ARO:3006237	BodySite[T.Groin]	Groin (vs Axilla)	0.03789360675431169	0.02344216024873888	0.10599220021103235	0.12401087424690786	blaACT	CEPHALOSPORIN	betalactams
ARO:3003197	BodySite[T.Groin]	Groin (vs Axilla)	-0.04457801283927657	0.02833909145432444	0.11571373626171884	0.13404462517446636	aadA25	STREPTOMYCIN	Aminoglycosides
ARO:3003297	BodySite[T.Groin]	Groin (vs Axilla)	-0.12389366008239691	0.08039906751613485	0.12332073028685187	0.14145613179962419	gyrA	QUINOLONE	Fluoroquinolones
ARO:3006251	BodySite[T.Groin]	Groin (vs Axilla)	0.03444943327734188	0.024159707848120673	0.15389594451190552	0.1748138398824558	blaACT	CEPHALOSPORIN	betalactams
ARO:3006238	BodySite[T.Groin]	Groin (vs Axilla)	0.03399812648777348	0.024044612368671486	0.15737356942564262	0.17704526560384795	blaACT	CEPHALOSPORIN	betalactams
ARO:3000179	BodySite[T.Groin]	Groin (vs Axilla)	0.05369678648882319	0.03943713334650997	0.17333067501104327	0.19313989501230536	tet(L)	TETRACYCLINE	Tetracyclines
ARO:3003775	BodySite[T.Groin]	Groin (vs Axilla)	0.0638509832987459	0.0572103447687981	0.2643904231516889	0.2918271651768642	murA	FOSFOMYCIN	Fosfomycin
ARO:3002869	BodySite[T.Groin]	Groin (vs Axilla)	0.027509571459127833	0.025510190405463068	0.2808660914349247	0.30711525885874946	dfrK	TRIMETHOPRIM	Trimethoprim
ARO:3003092	BodySite[T.Groin]	Groin (vs Axilla)	-0.04942501052054974	0.05073892184500615	0.33000467081191265	0.35750506004623867	cls	DAPTOMYCIN	Lipopeptides
ARO:3002868	BodySite[T.Groin]	Groin (vs Axilla)	0.01739891108293964	0.01840373144029736	0.344454053898648	0.36973508537744787	dfrG	TRIMETHOPRIM	Trimethoprim
ARO:3003303	BodySite[T.Groin]	Groin (vs Axilla)	-0.052532715727872215	0.06634640265849685	0.4284805185446451	0.4557474606338498	gyrB	NALIDIXIC ACID;QUINOLONE;ZOLIFLODACIN	Aminocoumarins
ARO:3003890	BodySite[T.Groin]	Groin (vs Axilla)	0.027196687933211627	0.05769666324257318	0.6373739147765041	0.6718265588184773	uhpT	FOSFOMYCIN	Fosfomycin
ARO:3000565	BodySite[T.Groin]	Groin (vs Axilla)	-0.013380890060320836	0.04340475748016471	0.7578680311183958	0.7917014253647527	tet(38)	TETRACYCLINE	Tetracyclines
ARO:3000410	BodySite[T.Groin]	Groin (vs Axilla)	-0.014688003965232826	0.07004728455245744	0.8339119835148463	0.857527768445114	sul1	SULFONAMIDE	Sulfonamides
ARO:3000178	BodySite[T.Groin]	Groin (vs Axilla)	0.0046877287553929795	0.023352920898038195	0.8409064543682979	0.857527768445114	tet(K)	TETRACYCLINE	Tetracyclines
ARO:3000026	BodySite[T.Groin]	Groin (vs Axilla)	-0.006213161690968196	0.031344015785377356	0.8428691741127189	0.857527768445114	mepA	TIGECYCLINE	Drug and biocide resistance
ARO:3003930	BodySite[T.Groin]	Groin (vs Axilla)	0.007152756539367805	0.04048495508452846	0.8597621830818927	0.8619833084994906	rpsJ	TETRACYCLINE;TIGECYCLINE	Tetracyclines
ARO:3000124	BodySite[T.Groin]	Groin (vs Axilla)	-0.003400642249303605	0.01956077801379552	0.8619833084994906	0.8619833084994906	mecI_of_mecA	METHICILLIN	betalactams
ARO:3003395	BodySite[T.Stool]	Stool (vs Axilla)	0.6855890962766156	0.04202874549378516	8.058332950530823e-60	9.428249552121062e-58	rpsL	STREPTOMYCIN	Aminoglycosides
ARO:3003312	BodySite[T.Stool]	Stool (vs Axilla)	1.2298005736226205	0.0765338866010627	4.2281616868582026e-58	2.4734745868120482e-56	parC	QUINOLONE	Fluoroquinolones
ARO:3003899	BodySite[T.Stool]	Stool (vs Axilla)	0.8434069850688902	0.0538085378219048	2.2698613728661827e-55	8.852459354178113e-54	ptsI	FOSFOMYCIN	Fosfomycin
ARO:3004045	BodySite[T.Stool]	Stool (vs Axilla)	0.624489860323491	0.040946232433953456	1.6099056007035883e-52	4.7089738820579954e-51	fabI	TRICLOSAN	Phenolic compound resistance
ARO:3007752	BodySite[T.Stool]	Stool (vs Axilla)	0.9243214344565471	0.06094564929005411	5.9095532632881735e-52	1.374885031995603e-50	gyrB	QUINOLONE	Fluoroquinolones
ARO:3000829	BodySite[T.Stool]	Stool (vs Axilla)	0.8961604290278397	0.05913404983723772	7.050692471772324e-52	1.374885031995603e-50	baeS	AZTREONAM/AZTREONAM-AVIBACTAM;AZTREONAM/TEMOCILLIN/TICARCILLIN;CEFIDEROCOL;TEMOCILLIN	Drug and biocide and metal resistance
ARO:3000516	BodySite[T.Stool]	Stool (vs Axilla)	0.5565319605393776	0.0367489051700206	8.278321713034254e-52	1.3836623434642965e-50	emrR	NITROXOLINE	Drug and biocide resistance
ARO:3007751	BodySite[T.Stool]	Stool (vs Axilla)	0.9058787497832571	0.0603377494521301	5.993238465242429e-51	8.765111255417052e-50	gyrA	QUINOLONE	Fluoroquinolones
ARO:3000828	BodySite[T.Stool]	Stool (vs Axilla)	0.615697015816292	0.041375410350588365	4.395637150838362e-50	5.71432829608987e-49	baeR	AZTREONAM-AVIBACTAM;CEFIDEROCOL	Drug and biocide and metal resistance
ARO:3003900	BodySite[T.Stool]	Stool (vs Axilla)	0.9084569428556863	0.06130213370817945	1.0986438904728552e-49	1.2854133518532405e-48	cyaA	FOSMIDOMYCIN	
ARO:3004049	BodySite[T.Stool]	Stool (vs Axilla)	0.6233080636899084	0.0421218097319059	1.5146218524340328e-49	1.6110068794071075e-48	fabG	TRICLOSAN	Phenolic compound resistance
ARO:3003585	BodySite[T.Stool]	Stool (vs Axilla)	0.6053264782673066	0.041617576158183726	6.28565975232538e-48	6.128518258517246e-47	phoP	COLISTIN	Drug and biocide resistance
ARO:3000830	BodySite[T.Stool]	Stool (vs Axilla)	0.746847185439914	0.05200473480362768	9.072476098316307e-47	8.165228488484677e-46	cpxA	CEFTIBUTEN-AVIBACTAM	Drug and biocide resistance
ARO:3003386	BodySite[T.Stool]	Stool (vs Axilla)	0.7043888924583562	0.04954463568179952	7.160352568475506e-46	5.984008932225958e-45	folP	SULFONAMIDE	Sulfonamides
ARO:3003968	BodySite[T.Stool]	Stool (vs Axilla)	0.6834647242050487	0.04818738317380902	1.1595303099129052e-45	9.044336417320661e-45	ompK36	CARBAPENEM	betalactams
ARO:3000502	BodySite[T.Stool]	Stool (vs Axilla)	0.9322141170122251	0.0658789073571066	1.8564886000853245e-45	1.3575572888123935e-44	acrF	EFFLUX	Drug and biocide resistance
ARO:3000216	BodySite[T.Stool]	Stool (vs Axilla)	1.174387980030347	0.08335111355043114	4.3973833284317634e-45	3.0264344083912724e-44	acrB	AZITHROMYCIN;AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN;CEFTIBUTEN-AVIBACTAM;CEPHALOSPORIN	Drug and biocide resistance
ARO:3003511	BodySite[T.Stool]	Stool (vs Axilla)	0.5719474445744648	0.04080073667952845	1.2086261257789065e-44	7.856069817562891e-44	soxS	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	Drug and biocide and metal resistance
ARO:3004114	BodySite[T.Stool]	Stool (vs Axilla)	0.6150578990434936	0.04446176235359937	1.6023495463542351e-43	9.867099838076079e-43	ompC	CARBAPENEM	betalactams
ARO:3003893	BodySite[T.Stool]	Stool (vs Axilla)	0.5406152766769006	0.04007704722842545	1.8056668810469582e-41	1.0563151254124705e-40	uhpA	FOSFOMYCIN	Fosfomycin
ARO:3003373	BodySite[T.Stool]	Stool (vs Axilla)	0.47544807195855143	0.038717696243258215	1.161923915976112e-34	6.4735761032954815e-34	acrR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE;TIGECYCLINE	Drug and biocide resistance
ARO:3000194	BodySite[T.Stool]	Stool (vs Axilla)	-1.0374222839287315	0.085038398186955	3.1290349078575045e-34	1.6640776555424e-33	tet(W)	TETRACYCLINE	Tetracyclines
ARO:3003922	BodySite[T.Stool]	Stool (vs Axilla)	0.9524154788916873	0.07843675708050353	6.290302251101017e-34	3.1998494059948655e-33	oqxA	PHENICOL/QUINOLONE	Drug and biocide resistance;Multi-drug resistance
ARO:3003896	BodySite[T.Stool]	Stool (vs Axilla)	0.5805400084403916	0.04798861299113639	1.0893841843911452e-33	5.310747898906833e-33	phoQ	COLISTIN	Lipopeptides
ARO:3003381	BodySite[T.Stool]	Stool (vs Axilla)	0.5156698055871856	0.04363725379902433	3.181414765982509e-32	1.4889021104798143e-31	soxR	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	Drug and biocide resistance
ARO:3000149	BodySite[T.Stool]	Stool (vs Axilla)	0.5612565350412951	0.04812028126318845	1.955547076756475e-31	8.799961845404137e-31	fosA5_fam;fosA_PA1129;fosA_gen;fos_A_A2	FOSFOMYCIN	Fosfomycin
ARO:3003923	BodySite[T.Stool]	Stool (vs Axilla)	1.2547825196909215	0.10887257871998544	9.843835317040246e-31	4.26566197071744e-30	oqxB	PHENICOL/QUINOLONE	Drug and biocide resistance;Multi-drug resistance
ARO:3003315	BodySite[T.Stool]	Stool (vs Axilla)	0.7364225505272178	0.06588527466241773	5.264039331727443e-29	2.199616435043253e-28	parE	QUINOLONE	Fluoroquinolones
ARO:3003966	BodySite[T.Stool]	Stool (vs Axilla)	0.4555390820918205	0.04167860968202815	8.302652430348773e-28	3.349690808106229e-27	ompK35	CARBAPENEM	betalactams
ARO:3003079	BodySite[T.Stool]	Stool (vs Axilla)	0.3858766990200938	0.035718398521117266	3.320379986009491e-27	1.2949481945437016e-26	liaS	DAPTOMYCIN	Lipopeptides
