sample_name	species	Location	BodySite	genes_with_resistance	total_resistance_score	total_mutations	n_genes_with_resistance
N36_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N36_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9738	3	2
N36_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	1.9738	3	2
N36_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.8659	2	1
N36_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.8659	2	1
N36_2_3	Escherichia_coli	UCMC	Groin	parE	0.0021	1	1
N36_2_3	Escherichia_coli	ZCH	Groin	parE	0.0021	1	1
N36_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0037	1	1
N36_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0037	1	1
N36_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.1667	2	1
N36_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.1667	2	1
N37_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0	2	2
N37_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	2.0	2	2
N37_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.1667	3	2
N37_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.1667	3	2
N38_1_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N38_1_2	Enterococcus_faecium	ZCH	Axilla	gyrA	1.0	1	1
N38_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.2533	2	1
N38_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.2533	2	1
N38_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N38_1_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N38_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.4444	2	1
N38_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.4444	2	1
N38_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N38_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N38_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N38_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.0667	1	1
N38_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.4687999999999999	2	1
N38_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N38_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N38_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N38_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N38_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9843	1	1
N38_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.003	1	1
N38_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N38_2_4	Staphylococcus_aureus	UCMC	Stool	parC	1.0	1	1
N39_1_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N39_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N39_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0507	2	1
N39_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N39_1_4	Escherichia_coli	UCMC	Stool	parE	0.0019	1	1
N39_1_4	Escherichia_coli	ZCH	Stool	parE	0.0019	1	1
N39_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N39_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N39_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.8182	1	1
N39_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	0.8182	1	1
N39_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9524	2	2
N39_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9524	2	2
N39_2_3	Escherichia_coli	UCMC	Groin	parE	0.009	1	1
N39_2_3	Escherichia_coli	ZCH	Groin	parE	0.009	1	1
N39_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.0014	1	1
N39_2_3	Klebsiella_oxytoca	ZCH	Groin	gyrA	0.0014	1	1
N39_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	3	2
N39_2_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0	3	2
N40_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.2716	2	1
N40_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.2716	2	1
N40_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.9375	2	2
N40_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N40_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N40_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	1.972	4	3
N40_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	1.972	4	3
N40_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N40_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9479	2	1
N40_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N40_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N40_2_3	Escherichia_coli	UCMC	Groin	parE	0.0025	1	1
N40_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0245	1	1
N40_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0025	2	1
N40_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N41_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9787	2	2
N41_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9787	2	2
N41_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0021	1	1
N41_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0021	1	1
N41_1_4	Escherichia_coli	UCMC	Stool	parE	0.0019	1	1
N41_1_4	Escherichia_coli	ZCH	Stool	parE	0.0019	1	1
N41_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0023	1	1
N41_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0023	1	1
N41_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.8372000000000002	2	1
N41_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N41_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	0.9512	1	1
N41_2_3	Escherichia_coli	UCMC	Groin	parE	0.0016	1	1
N41_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0049	1	1
N41_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0039	2	1
N41_2_3	Staphylococcus_aureus	UCMC	Groin	parE	0.6	1	1
N42_1_2	Staphylococcus_aureus	UCMC	Axilla	gyrA,parC,parE	2.0016	3	3
N42_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	2.0014	4	3
N42_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	2.0014	4	3
N42_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N42_2_2	Enterococcus_faecium	ZCH	Axilla	gyrA	1.0	1	1
N42_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9643000000000002	3	2
N42_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9643000000000002	3	2
N42_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N42_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N42_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	0.991	1	1
N42_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	0.991	1	1
N42_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0073	3	1
N42_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0073	3	1
N42_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0095	3	2
N42_2_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0095	3	2
N43_1_3	Escherichia_coli	UCMC	Groin	parE	0.0102	1	1
N43_1_3	Escherichia_coli	ZCH	Groin	parE	0.0102	1	1
N43_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	2	2
N43_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0	2	2
N43_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.8878	2	1
N43_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.8878	2	1
N43_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N43_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N43_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N43_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N43_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0054	1	1
N43_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0054	1	1
N43_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N43_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N44_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9555	2	1
N44_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.9555	2	1
N44_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N44_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N44_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7609	2	1
N44_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N44_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N44_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N44_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.8548	3	2
N45_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9765	3	2
N45_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9765	3	2
N45_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	0.9821	1	1
N45_1_3	Enterococcus_faecalis	ZCH	Groin	gyrA	0.9821	1	1
N45_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	0.9956	1	1
N45_1_3	Enterococcus_faecium	ZCH	Groin	gyrA	0.9956	1	1
N45_1_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0022	1	1
N45_1_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0022	1	1
N45_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0092	1	1
N45_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0092	1	1
N45_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	2	2
N45_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0	2	2
N45_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N45_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N45_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N45_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N45_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N45_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N45_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N45_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N45_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N45_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N45_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N45_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N45_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0142	1	1
N45_2_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0142	1	1
N45_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N45_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N45_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N45_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N46_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N46_1_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.0	1	1
N46_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.0435	2	2
N46_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.0435	2	2
N46_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.9773	2	2
N46_2_2	Escherichia_coli	UCMC	Axilla	parC	0.1429	1	1
N46_2_2	Escherichia_coli	ZCH	Axilla	parC	0.1429	1	1
N46_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.1178000000000001	3	2
N46_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.1178000000000001	3	2
N46_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N46_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N46_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N46_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N46_2_3	Escherichia_coli	UCMC	Groin	parC,parE	0.0091	2	2
N46_2_3	Escherichia_coli	ZCH	Groin	parC,parE	0.0091	2	2
N46_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0044	1	1
N46_2_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0044	1	1
N46_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0025	1	1
N46_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0025	1	1
N46_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parC,parE	1.9202	3	3
N46_2_3	Staphylococcus_aureus	ZCH	Groin	gyrA,parC,parE	1.9202	3	3
N46_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N46_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N46_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N46_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N46_2_4	Escherichia_coli	UCMC	Stool	parE	0.0033	1	1
N46_2_4	Escherichia_coli	ZCH	Stool	parE	0.0033	1	1
N46_2_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N46_2_4	Staphylococcus_aureus	ZCH	Stool	parE	1.0	1	1
N47_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.8986	3	2
N47_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.8986	3	2
N47_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.717	2	1
N47_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.717	2	1
N47_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.5956	3	2
N47_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.5956	3	2
N47_2_3	Escherichia_coli	UCMC	Groin	parE	0.0056	1	1
N47_2_3	Escherichia_coli	ZCH	Groin	parE	0.0056	1	1
N47_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.012	3	2
N47_2_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.012	3	2
N47_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0045	1	1
N47_2_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0045	1	1
N47_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N47_2_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N48_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9849999999999999	2	1
N48_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.4464000000000001	2	1
N48_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.4464000000000001	2	1
N48_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9298000000000002	2	1
N48_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.9298000000000002	2	1
N48_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N48_2_3	Escherichia_coli	UCMC	Groin	parE	0.0063999999999999994	2	1
N48_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.003	1	1
N48_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0053	2	1
N48_2_4	Escherichia_coli	UCMC	Stool	parE	0.0071	1	1
N48_2_4	Escherichia_coli	ZCH	Stool	parE	0.0071	1	1
N48_2_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.2308	1	1
N48_2_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.2308	1	1
N48_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0333	3	2
N48_2_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0333	3	2
N49_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.5	2	1
N49_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.5	2	1
N49_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9987	1	1
N49_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9987	1	1
N49_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N49_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N49_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N49_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N49_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	1.9772	4	3
N49_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	1.9772	4	3
N49_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.4524	2	1
N49_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.4524	2	1
N49_2_3	Escherichia_coli	UCMC	Groin	parE	0.0255	1	1
N49_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N49_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N49_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N49_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N49_2_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N49_2_4	Staphylococcus_aureus	ZCH	Stool	parE	1.0	1	1
N50_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.1593999999999998	3	2
N50_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	2.1593999999999998	3	2
N50_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N50_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N50_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N50_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N50_2_3	Escherichia_coli	UCMC	Groin	parE	0.0026	1	1
N50_2_3	Escherichia_coli	ZCH	Groin	parE	0.0026	1	1
N50_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.0061	1	1
N50_2_3	Klebsiella_oxytoca	ZCH	Groin	gyrA	0.0061	1	1
N50_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parE	1.045	2	2
N50_2_3	Staphylococcus_aureus	ZCH	Groin	gyrA,parE	1.045	2	2
N50_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N50_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N50_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N50_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N50_2_4	Escherichia_coli	UCMC	Stool	parE	0.0024	1	1
N50_2_4	Escherichia_coli	ZCH	Stool	parE	0.0024	1	1
N50_2_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N50_2_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N51_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.2222	1	1
N51_1_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	0.2222	1	1
N51_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9264999999999999	2	1
N51_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.9264999999999999	2	1
N51_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.4878	2	1
N51_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.4878	2	1
N51_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N51_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N51_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N51_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N51_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0022	2	1
N51_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0022	2	1
N52_1_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parC,parE	1.9718	3	3
N52_1_3	Staphylococcus_aureus	ZCH	Groin	gyrA,parC,parE	1.9718	3	3
N52_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.5429	2	1
N52_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.5429	2	1
N52_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N52_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N52_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9163999999999999	2	1
N52_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.9163999999999999	2	1
N52_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N52_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N52_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N52_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N52_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.0098	1	1
N52_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.0098	1	1
N52_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N52_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N52_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N52_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N52_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N52_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N52_2_4	Escherichia_coli	UCMC	Stool	parE	0.0017	1	1
N52_2_4	Escherichia_coli	ZCH	Stool	parE	0.0017	1	1
N52_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.0015	1	1
N52_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.0015	1	1
N53_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.6452	2	1
N53_1_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parE	1.1	2	2
N53_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N53_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N53_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N53_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N53_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N53_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N53_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N53_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N53_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N53_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N53_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N53_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N54_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	0.9898	1	1
N54_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	0.9898	1	1
N54_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N54_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N54_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0096	1	1
N54_1_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0096	1	1
N54_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	1.754	3	3
N54_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	1.754	3	3
N54_1_4	Streptococcus_oralis	UCMC	Stool	gyrA	0.0083	1	1
N54_1_4	Streptococcus_oralis	ZCH	Stool	gyrA	0.0083	1	1
N54_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9805	3	2
N54_2_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9805	3	2
N54_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N54_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N54_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N54_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N54_2_4	Escherichia_coli	UCMC	Stool	parC,parE	0.0062	2	2
N54_2_4	Escherichia_coli	ZCH	Stool	parC,parE	0.0062	2	2
N54_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.992	1	1
N54_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.992	1	1
N55_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0	2	2
N55_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	2.0	2	2
N55_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N55_1_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N55_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9979	1	1
N55_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9979	1	1
N55_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.998	1	1
N55_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.998	1	1
N55_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	1.9994999999999998	4	3
N55_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	1.9994999999999998	4	3
N55_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N55_2_2	Enterococcus_faecium	ZCH	Axilla	gyrA	1.0	1	1
N55_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.5	1	1
N55_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	0.5	1	1
N55_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0	2	2
