sample_name	species	Location	BodySite	genes_with_resistance	total_resistance_score	total_mutations	n_genes_with_resistance
N16_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N16_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N16_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N16_2_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0098	1	1
N16_2_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0098	1	1
N16_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N16_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N16_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N16_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N16_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N16_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N16_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9474	1	1
N16_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9474	1	1
N17_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.2381	2	1
N17_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.2381	2	1
N17_1_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0305	1	1
N17_1_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0305	1	1
N17_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N17_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N17_1_4	Escherichia_coli	UCMC	Stool	parC,parE	0.0091	2	2
N17_1_4	Escherichia_coli	ZCH	Stool	parC,parE	0.0091	2	2
N17_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N17_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N17_1_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.0142	1	1
N17_1_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.0142	1	1
N17_2_3	Escherichia_coli	UCMC	Groin	parE	0.0556	1	1
N17_2_3	Escherichia_coli	ZCH	Groin	parE	0.0556	1	1
N17_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0412000000000001	2	1
N17_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0412000000000001	2	1
N17_2_3	Staphylococcus_aureus	UCMC	Groin	parC	1.0	1	1
N17_2_3	Staphylococcus_aureus	ZCH	Groin	parC	1.0	1	1
N17_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N17_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N17_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N17_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N18_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9917	1	1
N18_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9917	1	1
N18_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9981	1	1
N18_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.9981	1	1
N18_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.9748999999999999	2	2
N18_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	1.9748999999999999	2	2
N18_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	0.6667	1	1
N18_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	0.6667	1	1
N19_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.8889	2	1
N19_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.8889	2	1
N19_1_3	Klebsiella_oxytoca	UCMC	Groin	parC	0.0317	1	1
N19_1_3	Klebsiella_oxytoca	ZCH	Groin	parC	0.0317	1	1
N19_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N19_1_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N19_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N19_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N19_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9583	1	1
N19_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.9583	1	1
N19_1_4	Staphylococcus_aureus	UCMC	Stool	parC	1.0	1	1
N19_1_4	Staphylococcus_aureus	ZCH	Stool	parC	1.0	1	1
N19_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	2.0	2	1
N19_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	2.0	2	1
N19_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	0.9886	1	1
N19_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	0.9895	1	1
N19_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N19_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.1102	3	2
N19_2_3	Streptococcus_mitis	UCMC	Groin	gyrA	0.0952	1	1
N19_2_3	Streptococcus_oralis	UCMC	Groin	gyrA	0.0833	1	1
N19_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N19_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N19_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N19_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N19_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N19_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N20_1_3	Staphylococcus_aureus	UCMC	Groin	parE	0.75	1	1
N20_1_3	Staphylococcus_aureus	ZCH	Groin	parE	0.75	1	1
N20_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.883	3	2
N20_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	1.883	3	2
N20_1_4	Streptococcus_mitis	UCMC	Stool	gyrA	0.8	1	1
N20_1_4	Streptococcus_mitis	ZCH	Stool	gyrA	0.8	1	1
N20_1_4	Streptococcus_oralis	UCMC	Stool	gyrA	0.8	1	1
N20_1_4	Streptococcus_oralis	ZCH	Stool	gyrA	0.8	1	1
N20_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9979	2	1
N20_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9979	2	1
N21_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N21_1_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.0	1	1
N21_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.7139	3	2
N21_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.7139	3	2
N21_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N21_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	0.9455	1	1
N21_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0106	3	1
N21_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0286	3	2
N21_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N21_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N21_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N21_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N21_1_4	Escherichia_coli	UCMC	Stool	parE	0.0233	1	1
N21_1_4	Escherichia_coli	ZCH	Stool	parE	0.0233	1	1
N21_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N21_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N21_2_3	Escherichia_coli	UCMC	Groin	parE	0.0103	1	1
N21_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0278	2	1
N21_2_4	Escherichia_coli	UCMC	Stool	parE	0.0075	1	1
N21_2_4	Escherichia_coli	ZCH	Stool	parE	0.0075	1	1
N21_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0246	1	1
N21_2_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0246	1	1
N21_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.8848	2	1
N21_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.8848	2	1
N22_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N22_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N22_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N22_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0161	3	2
N22_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0161	3	2
N22_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0071	1	1
N22_1_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0071	1	1
N22_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N22_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N22_2_2	Klebsiella_oxytoca	UCMC	Axilla	gyrA	0.8571	1	1
N22_2_2	Klebsiella_oxytoca	ZCH	Axilla	gyrA	0.8571	1	1
N22_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.3111	3	1
N22_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.3111	3	1
N22_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N22_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N22_2_3	Escherichia_coli	UCMC	Groin	parC,parE	0.0159	2	2
N22_2_3	Escherichia_coli	ZCH	Groin	parC,parE	0.0159	2	2
N22_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.9603	2	1
N22_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.9603	2	1
N22_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N22_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.0	1	1
N22_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N22_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N23_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0092999999999996	3	2
N23_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0092999999999996	3	2
N23_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0227	2	1
N23_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.0227	2	1
N23_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.6452	2	1
N23_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.6452	2	1
N23_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N23_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N23_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.3675	3	2
N23_2_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	1.3675	3	2
N23_2_4	Escherichia_coli	UCMC	Stool	parE	0.0071	1	1
N23_2_4	Escherichia_coli	ZCH	Stool	parE	0.0071	1	1
N23_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0053	1	1
N23_2_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0053	1	1
N23_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9906	1	1
N23_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9906	1	1
N23_2_4	Staphylococcus_aureus	UCMC	Stool	parC	1.0	1	1
N23_2_4	Staphylococcus_aureus	ZCH	Stool	parC	1.0	1	1
N24_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0035	1	1
N24_1_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0035	1	1
N24_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.98	2	1
N24_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.98	2	1
N24_1_4	Pseudomonas_aeruginosa	UCMC	Stool	gyrA	0.3778	1	1
N24_1_4	Pseudomonas_aeruginosa	ZCH	Stool	gyrA	0.3778	1	1
N24_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	1.1818	2	2
N24_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	1.1818	2	2
N24_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N24_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N24_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N24_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N24_2_3	Klebsiella_oxytoca	UCMC	Groin	gyrA	0.0039	2	1
N24_2_3	Klebsiella_oxytoca	ZCH	Groin	gyrA	0.0039	2	1
N24_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.037	2	1
N24_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.037	2	1
N24_2_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0888999999999998	3	2
N24_2_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0888999999999998	3	2
N24_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N24_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N24_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0135	1	1
N24_2_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0135	1	1
N24_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N24_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N25_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.1195	3	2
N25_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.1195	3	2
N25_1_2	Streptococcus_mitis	UCMC	Axilla	parC	1.0	1	1
N25_1_2	Streptococcus_mitis	ZCH	Axilla	parC	1.0	1	1
N25_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N25_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N25_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9929	1	1
N25_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9929	1	1
N25_1_4	Staphylococcus_aureus	UCMC	Stool	parC	1.0	1	1
N25_1_4	Staphylococcus_aureus	ZCH	Stool	parC	1.0	1	1
N25_2_2	Enterococcus_faecalis	UCMC	Axilla	gyrA	1.0	1	1
N25_2_2	Enterococcus_faecalis	ZCH	Axilla	gyrA	1.0	1	1
N25_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.125	1	1
N25_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	0.125	1	1
N26_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N26_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N26_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N26_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N26_1_4	Escherichia_coli	UCMC	Stool	parC	0.0351	1	1
N26_1_4	Escherichia_coli	ZCH	Stool	parC	0.0351	1	1
N26_1_4	Staphylococcus_aureus	UCMC	Stool	parC,parE	2.0	2	2
N26_1_4	Staphylococcus_aureus	ZCH	Stool	parC,parE	2.0	2	2
N27_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	0.2143	1	1
N27_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7647	2	1
N27_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N27_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N27_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N27_1_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.0172	1	1
N27_1_4	Klebsiella_oxytoca	ZCH	Stool	parC	0.0172	1	1
N27_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.975	1	1
N27_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.975	1	1
N27_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N27_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N27_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N27_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N27_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N27_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N27_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N27_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N27_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N27_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N28_1_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.1667	2	1
N28_1_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.1667	2	1
N28_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N28_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N28_1_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0394	3	1
N28_1_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0394	3	1
N28_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N28_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N28_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N28_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N28_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	0.9962	1	1
N28_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	0.9962	1	1
N28_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parC,parE	1.9265	3	3
N28_2_3	Staphylococcus_aureus	ZCH	Groin	gyrA,parC,parE	1.9265	3	3
N28_2_4	Escherichia_coli	UCMC	Stool	parE	0.0161	1	1
N28_2_4	Escherichia_coli	ZCH	Stool	parE	0.0161	1	1
N28_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.989	1	1
N28_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.989	1	1
N29_1_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N29_1_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N29_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9831	1	1
N29_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9831	1	1
N29_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N29_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N29_1_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	2.0277000000000003	4	3
N29_1_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	2.0277000000000003	4	3
N29_2_2	Enterococcus_faecalis	UCMC	Axilla	gyrA	1.0	1	1
N29_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N29_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N29_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N29_2_3	Pseudomonas_aeruginosa	UCMC	Groin	gyrA	0.0714	1	1
N29_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.1125	2	1
N29_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9773	1	1
N29_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N29_2_4	Klebsiella_oxytoca	UCMC	Stool	parC	0.2222	1	1
N30_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N30_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	2.0	3	2
N30_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	2.0	3	2
N30_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9268	1	1
N30_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9268	1	1
N30_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N30_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N30_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N30_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	0.9429	1	1
N30_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.972	1	1
N30_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.972	1	1
N30_2_4	Staphylococcus_aureus	UCMC	Stool	gyrA,parC,parE	2.0228	4	3
N30_2_4	Staphylococcus_aureus	ZCH	Stool	gyrA,parC,parE	2.0228	4	3
N31_1_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N31_1_2	Enterococcus_faecium	ZCH	Axilla	gyrA	1.0	1	1
N31_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	1.9071	3	2
N31_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	1.9071	3	2
N31_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N31_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9636	1	1
N31_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9636	1	1
N31_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9643	1	1
N31_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.9643	1	1
N31_1_4	Escherichia_coli	UCMC	Stool	parE	0.05	1	1
N31_1_4	Escherichia_coli	ZCH	Stool	parE	0.05	1	1
N31_2_2	Enterococcus_faecalis	UCMC	Axilla	gyrA	1.0	1	1
N31_2_2	Enterococcus_faecalis	ZCH	Axilla	gyrA	1.0	1	1
N31_2_2	Enterococcus_faecium	UCMC	Axilla	gyrA	1.0	1	1
N31_2_2	Enterococcus_faecium	ZCH	Axilla	gyrA	1.0	1	1
N31_2_2	Klebsiella_pneumoniae	UCMC	Axilla	gyrA	1.0	1	1
N31_2_2	Klebsiella_pneumoniae	ZCH	Axilla	gyrA	1.0	1	1
N31_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.7619	2	1
N31_2_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.7619	2	1
N31_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N31_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N31_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N31_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N31_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9967	1	1
N31_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9967	1	1
N32_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
N32_1_2	Staphylococcus_aureus	ZCH	Axilla	parE	1.0	1	1
N32_1_3	Staphylococcus_aureus	UCMC	Groin	parE	1.7018	2	1
N32_1_4	Enterococcus_faecalis	UCMC	Stool	gyrA	0.9529	1	1
N32_1_4	Enterococcus_faecalis	ZCH	Stool	gyrA	0.9529	1	1
N32_1_4	Enterococcus_faecium	UCMC	Stool	gyrA	0.9636	1	1
N32_1_4	Enterococcus_faecium	ZCH	Stool	gyrA	0.9636	1	1
N32_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N32_2_3	Enterococcus_faecalis	ZCH	Groin	gyrA	1.0	1	1
N32_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N32_2_3	Enterococcus_faecium	ZCH	Groin	gyrA	1.0	1	1
N32_2_3	Escherichia_coli	UCMC	Groin	parC	0.008	1	1
N32_2_3	Escherichia_coli	ZCH	Groin	parC	0.008	1	1
N32_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.008	2	1
N32_2_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.008	2	1
N32_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.1754	2	1
N32_2_3	Staphylococcus_aureus	ZCH	Groin	parE	1.1754	2	1
N32_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N32_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N32_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N32_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N32_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	0.9957	1	1
N32_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	0.9957	1	1
N32_2_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N32_2_4	Staphylococcus_aureus	ZCH	Stool	parE	1.0	1	1
N33_1_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N33_1_3	Klebsiella_pneumoniae	ZCH	Groin	gyrA	1.0	1	1
N33_1_3	Staphylococcus_aureus	UCMC	Groin	parC,parE	1.6994	3	2
N33_1_3	Staphylococcus_aureus	ZCH	Groin	parC,parE	1.6994	3	2
N33_2_3	Escherichia_coli	UCMC	Groin	parC	0.0175	1	1
N33_2_3	Klebsiella_pneumoniae	UCMC	Groin	gyrA	1.0	1	1
N33_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0	1	1
N33_2_4	Enterococcus_faecalis	UCMC	Stool	gyrA	1.0	1	1
N33_2_4	Enterococcus_faecalis	ZCH	Stool	gyrA	1.0	1	1
N33_2_4	Enterococcus_faecium	UCMC	Stool	gyrA	1.0	1	1
N33_2_4	Enterococcus_faecium	ZCH	Stool	gyrA	1.0	1	1
N33_2_4	Klebsiella_pneumoniae	UCMC	Stool	gyrA	1.0	1	1
N33_2_4	Klebsiella_pneumoniae	ZCH	Stool	gyrA	1.0	1	1
N34_2_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.9636	2	1
N34_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	0.9914	1	1
N34_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N34_2_3	Staphylococcus_aureus	UCMC	Groin	gyrA,parE	1.1594	3	2
N34_2_3	Streptococcus_mitis	UCMC	Groin	gyrA	0.027	1	1
N34_2_3	Streptococcus_oralis	UCMC	Groin	gyrA	0.0204	1	1
N35_1_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0426	3	2
N35_1_2	Staphylococcus_aureus	ZCH	Axilla	parC,parE	2.0426	3	2
N35_1_4	Staphylococcus_aureus	UCMC	Stool	parE	1.0	1	1
N35_1_4	Staphylococcus_aureus	ZCH	Stool	parE	1.0	1	1
N35_2_2	Staphylococcus_aureus	UCMC	Axilla	parC,parE	2.0	2	2
N35_2_3	Enterococcus_faecalis	UCMC	Groin	gyrA	1.0	1	1
N35_2_3	Enterococcus_faecium	UCMC	Groin	gyrA	1.0	1	1
N35_2_3	Staphylococcus_aureus	UCMC	Groin	parE	1.0308	2	1
N36_1_2	Staphylococcus_aureus	UCMC	Axilla	parE	1.0	1	1
