gene	Axilla_n	Axilla_mean	Groin_n	Groin_mean	Stool_n	Stool_mean	statistic	p_value	fdr
parE	156	1.2877852564102563	146	0.8692753424657534	119	0.6630579831932772	92.53334257340168	8.065660990909603e-21	2.419698297272881e-20
gyrA	81	0.8802716049382715	248	0.8326939516129032	382	0.8266738219895288	16.973759896445397	0.00020615547347651515	0.00030923321021477274
parC	62	0.6360080645161291	88	0.5312863636363637	136	0.6426573529411764	1.0258329503238937	0.598746799746723	0.598746799746723
